Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
HINDUNILVR,HINDUSTAN UNILEVER,6336495550033,2622.5,-2.74249476,-1.72381488,1683197,4414184132.5,2656.66076794,2636.52310457,2585.07518324,2423.56107583,523060000000,Consumer Non-Durables,133380000000,47.03505436,
BHARTIARTL,BHARTI AIRTEL LTD,4760248285522,803.35,0.4313014,4.33794267,12619046,10137510604.1,779.21148894,770.1763181,744.48618603,703.88529212,1165469000000,Communications,607614000000,10.9489944,5762090000000
SUNPHARMA,SUN PHARMACEUTICAL,2276912809082,944.5,-0.43746586,2.89231328,4444578,4197903921,920.12893581,908.46081222,895.63137245,859.17112603,386544900000,Health Technology,102412800000,21.42009406,
CIPLA,CIPLA LTD,899968198389,1130.75,1.41710391,6.10396922,2601710,2941883582.5,1094.8340544,1075.51882334,1041.72211703,982.60153212,217257900000,Health Technology,43502400000,20.04598363,
INDHOTEL,INDIAN HOTELS,471217586609,336.85,1.55260472,3.70997856,11918533,4014757841.05,327.28560605,319.40879054,296.69467191,243.92728037,30240300000,Consumer Services,9314500000,53.15621736,
SOLARINDS,SOLAR INDUSTRIES I,354816019949,3972.55,1.4233558,8.45072345,113509,450920177.9500001,3749.49554276,3647.42850433,3397.26011762,2845.10632039,38413300000,Process Industries,8555100000,42.51408165,
TEJASNET,TEJAS NETWORKS LTD,102400361818,683.35,1.39476072,12.19932866,1979260,1352527321,646.88718621,627.28150257,576.92426833,477.01425895,5505900000,Electronic Technology,-1053900000.0000002,,53659000000
MAZDOCK,MAZAGON DOCK SHIPBUIL LTD,99503763935,513.3,4.02269523,17.90513109,6866358,3524501561.3999996,461.12609065,437.01338177,382.50580072,305.99240536,57332800000,Producer Manufacturing,5381300000,-2.82172264,
KRBL,KRBL LTD,86470478475,377.45,2.69351388,1.79342238,1846400,696923680,363.86988723,350.89412355,315.2077099,263.41149488,42012400000,Process Industries,7004600000,11.96546248,
RITES,RITES LTD,78362449472,337.2,3.2929973,13.53535354,4968304,1675312108.8,312.48241921,304.12383659,287.85807629,268.10147546,26337000000,Commercial Services,8102800000,5.6703176,
TRITURBINE,TRIVENI TURBINE LTD,75912127915,255.5,8.76969386,10.60606061,7747389,1979457889.5,234.94566984,227.62373027,210.44796438,185.12848563,8413400000,Producer Manufacturing,1755600000,38.98146953,
CHALET,CHALET HOTELS LTD,72763320344,367,3.86302239,8.25958702,1175287,431330329,346.14252813,341.55923407,332.91103982,294.83021274,5078070000,Consumer Services,2085679999.9999995,46.85917319,
INGERRAND,INGERSOLL RAND,69793689871,2107.1,-4.59351158,3.79802956,26231,55271340.09999999,2082.44374015,2038.52493823,1902.5379288,1579.46990764,9048883000,Producer Manufacturing,1598300000,41.87802219,
LEMONTREE,LEMON TREE HOTELS,68727380402,87.75,1.09446655,4.46428571,8247360,723705840,85.05344018,82.525816,76.67537627,64.13293797,3869898000,Consumer Services,2063273000.0000005,46.08260923,
COCHINSHIP,COCHIN SHIPYARD LTD,58088237033,485.4,10.06802721,13.69012499,8547308,4148863303.2,432.89565639,413.52356854,380.75128292,347.71106947,31423473000,Producer Manufacturing,6335504000,4.9674359,
