Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
STARHEALTH,STAR HEALTH & AL INS CO L,404908648602,730.85,1.57748436,4.00597695,313751,229304918.35,709.8422063,708.27138803,713.3972029,,91179000000,Finance,,,
HOMEFIRST,HOME FIRST FIN CO IND LTD,67381558021.00001,790.95,2.92797189,8.57240906,378253,299179210.35,750.31861214,747.62293578,743.15060918,691.29526018,4854950000,Finance,2437830000,15.3555,
ISGEC,ISGEC HEAVY ENG LTD,40665499103,562.5,-0.13315579,1.79153094,70931,39898687.5,555.40046272,555.07546222,562.98660269,620.87930306,52701661000,Producer Manufacturing,3233600000,13.4344,
UJJIVANSFB,UJJIVAN SMALL FINANC BANK,29208509473,17.85,5.62130178,4.69208211,2555833,45621619.05000001,17.31944337,17.28260216,17.44314575,20.83236609,31176553000,Finance,,,42863100000
MATRIMONY,MATRIMONY COM LTD,16218012886,733.25,4.75,1.51599059,120088,88054526,723.75408267,723.43295372,736.9816477,835.02754368,3778790000,Technology Services,856570000,28.1753,
SPAL,S.P.APPARELS LTD,9628301944,380.25,1.91637631,4.76649676,42188,16041987,374.97483284,374.44924763,384.53461001,359.18031765,6316950000,Consumer Non-Durables,1318180000,6.38641,
MMP,MMP INDUSTRIES LTD,4790932908,206.25,9.35843054,5.17593065,340800,70290000,197.4136951,196.69604484,189.3336228,161.24345209,2307336000,Non-Energy Minerals,365098000,9.02288,
20MICRONS,20 MICRONS LTD,2930544168,91.7,14.76846058,10.48192771,2089159,191575880.3,85.35363567,84.81513009,81.97258176,70.21792748,4834798000,Process Industries,734301000,3.62097,
NDRAUTO,NDR AUTO COMPONENTS LTD,2371692263,416.45,4.83322845,20.72764169,119542,49783265.9,388.56325529,386.15037388,388.81011095,364.7150497,1141290000,Producer Manufacturing,113685000,5.02668,
WORTH,WORTH PERIPHERALS LTD,1700320446,121.55,12.5984252,13.22775966,378631,46022598.05,111.45507702,110.86297379,109.63583421,97.83668707,2167220000,Process Industries,271678000,2.98646,
