Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
GROBTEA,THE GROB TEA COMPA,1080153173,1115.15,19.99892392,16.73296347,9517,10612882.55,981.81077825,994.06112205,1027.18619899,1020.05394895,1101605072,Process Industries,50922100,2.76452,
ICEMAKE,ICE MAKE REFRIGERAT LTD,1310266645,99.9,19.71240264,32.66932271,934926,93399107.4,81.59810173,78.8824432,76.1992275,73.80432703,1345992000,Producer Manufacturing,108727000,10.6539,
TAKE,TAKE SOLUTIONS,4926202278,39.15,17.21556886,38.5840708,7995742,313033299.3,31.54179511,32.82551073,37.47431218,47.17064918,7740150000,Technology Services,793039000,,
BIRLACABLE,BIRLA CABLE LTD,4269000092,165.45,16.30931459,19.45848375,4013125,663971531.25,142.98065216,134.16249466,118.98046074,96.53009931,3256412000,Producer Manufacturing,378324000,10.7048,
BHARATRAS,BHARAT RASAYAN LTD,51721399808,13674,12.60623229,14.6859012,23896,326753904,12295.03609219,12255.65841433,12072.3585493,11596.04747936,10796258000,Process Industries,2338700000,16.5704,
KOLTEPATIL,KOLTE-PATIL DEVELO,21079823519,311.35,12.2993688,13.30058224,1276481,397432359.35,280.4434885,282.25271746,292.40340905,282.58840297,6917400000,Finance,1846500000,33.9025,
EPL,EPL LTD,49749634781,176.15,12.19745223,11.20580808,3740563,658900172.45,161.21570794,165.41527645,178.66072545,208.67057742,30898000000,Process Industries,5828000000,12.7989,
TTKPRESTIG,TTK PRESTIGE,107197144089,860.15,11.46170792,7.23056785,668777,575248536.55,803.03862559,824.70667144,885.46176987,898.15336325,21869300000,Consumer Durables,4242899999.999999,28.8125,
TCNSBRANDS,TCNS CLOTHING CO L,42987163899,778.95,11.43776824,15.40854878,274172,213566279.4,693.7745345,690.16395941,714.63650842,677.76957887,6354820000,Consumer Non-Durables,928030000,356.433,
CLEDUCATE,CL EDUCATE LTD,3541419506,137.65,9.98801438,16.40591966,166553,22926020.45,121.52568396,118.67120867,115.50752402,92.71422591,1844994000,Commercial Services,-11668000,,
BGRENERGY,BGR ENERGY SYSTEMS,5542008033,84.35,9.97392438,9.90228013,509650,42988977.5,77.70379678,79.88244897,81.76321163,70.02968676,11397200000,Industrial Services,91800000,,
TEXMOPIPES,TEXMO PIPES & PROD,2205682316,82.75,9.96677741,9.67528164,702237,58110111.75,76.26105023,77.92420989,78.30151321,61.93293335,4216568000,Producer Manufacturing,359793000,3.0154,
ORBTEXP,ORBIT EXPORTS LTD,3017613599,120.45,9.8495212,5.84358524,407155,49041819.75,112.68378903,112.83627543,105.56204156,85.91373423,668267000,Process Industries,254309000,106.47,
DIGISPICE,DIGISPICE TECHNOLOGIES LTD,7695948276,36.95,9.80683507,11.29518072,441241,16303854.95,34.3078711,35.65343528,38.94823704,42.8836071,7121044000,Technology Services,98739000,56.9514,
MIRZAINT,MIRZA INTERNATIONA,19038424461,173,9.63244613,15.64171123,3106326,537394398,154.70349534,151.99994218,143.2139336,101.72482205,10489300000,Consumer Non-Durables,2043762000,6.90595,
GANGAFORGE,GANGA FORGING LTD,1266274666,13.1,9.62343096,6.50406504,2038042,26698350.2,13.05917723,14.75531124,17.80082925,31.37946068,229810118,Producer Manufacturing,,32.1578,
CARTRADE,CARTRADE TECH LTD,24523361351,576.45,9.43521595,3.52909483,591364,340891777.8,544.52115979,577.12950459,688.77315897,,2496832000,Retail Trade,-906765000,,
STARCEMENT,STAR CEMENT LTD,35062651428,94.55,9.11713791,5.1139522,565215,53441078.25,89.36521954,90.3224711,92.93661629,98.37363917,16553361000,Producer Manufacturing,3362802000,12.1777,
SIRCA,SIRCA PAINT INDIA LTD,11660572145,462.9,8.78965922,6.68356764,303626,140548475.4,432.02194859,447.41013214,473.09308085,428.75049458,1431019000,Process Industries,376520000,32.7525,
KHAICHEM,KHAITAN CHEM & FERT LTD,10057780201,112.85,8.77108434,10.20507812,843873,95231068.05,103.54995377,102.59408091,95.42813139,69.18433183,4871528000,Process Industries,914657000,4.69992,6838390000
WELSPUNIND,WELSPUN INDIA,92553380251,111.3,8.74450415,5.59772296,2678591,298127178.3,105.33115676,110.52607611,122.99523959,123.6504671,69081870000,Consumer Non-Durables,14940900000,11.3732,
NURECA,NURECA LTD,13440735055,1459,8.64546876,5.88192605,166288,242614192,1387.64746326,1441.17941382,1548.4527833,1519.96467128,2134540000,Health Technology,626170000,5.21902,
JKLAKSHMI,JK LAKSHMI CEMENT,47550471643,437.75,8.51512147,4.64977289,698585,305805583.75,425.81582961,451.39473419,507.21566575,550.5820726,47274400000,Non-Energy Minerals,9391000000,6.28938,
STERTOOLS,STERLING TOOLS,5207299938,156.5,8.45460845,4.57734714,82047,12840355.5,147.66469411,152.29683909,165.17284715,184.97065474,3524447000,Producer Manufacturing,679290000,12.5186,
ROHLTD,ROYAL ORCHID HOTEL,2864563798,113.3,8.42105263,17.16649431,465839,52779558.7,100.78732255,98.4439961,94.72626871,86.61544088,808500000,Consumer Services,190345000,,
