Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
ADANIGREEN,ADANI GREEN ENERGY,1779422837292,1348.5,20,41.20418848,16960361,22871046808.5,1073.86460522,1014.93661704,977.67421086,1083.88273785,77860000000,Utilities,68670000000,33.81378822,2107910000000
ADANIENSOL,ADANI ENERGY SOLUTION LTD,1006397505707,1084.4,19.99557242,44.97326203,24512916,26581806110.4,872.64604731,825.22559627,803.16210824,1072.00779644,132227700000.00002,Utilities,57590800000,23.36445241,1241610000000
ESSARSHPNG,ESSAR SHIPPING LTD,4338218006,24.95,19.95192884,52.13414634,5359414,133717379.3,18.89967166,17.77739928,16.47151916,13.07755806,606700000,Transportation,-208100000,,30454900000
ATGL,ADANI TOTAL GAS LTD,805225961250,877.85,19.88391943,59.60909091,25674612,22538458144.2,688.31085925,635.17235278,611.62656108,978.62097719,43781900000,Utilities,9527800000,85.59399455,685030000000
EROSMEDIA,EROS INTL MEDIA,2026665189,25.15,19.47744036,16.70534184,13068119,328663192.84999996,21.80865222,20.87219131,19.92252428,21.7515356,6806300000,Consumer Services,-1264400000,,3192820000
CCHHL,COUNTRY CLUB HOSPI,1927249242,13.95,19.23076923,42.34693878,5905275,82378586.25,10.79179539,10.17389662,9.52128332,8.3982153,641628000,Consumer Services,-355534000,,2481350000
NDTV,NEW DELHI TELEVISI,14512482753,266.65,18.48478116,28.32050048,12485294,3329203645.1,222.06510111,212.11017055,208.65718395,222.05602993,3858630000,Consumer Services,30700000,470.84960107,13378400000
ADANIENT,ADANI ENTERPRISES,2883404834436,2959.35,16.91490202,28.61147327,22877535,67702633202.25,2454.4968231,2367.36416787,2355.08321716,2416.05847557,1369471500000,Distribution Services,102325600000,33.43650205,3287860000000
ADANIPOWER,ADANI POWER LTD,1791933866607,538.15,15.80589379,32.22358722,59272379,31897430758.85,445.13123962,418.82219409,384.23983623,314.84611919,380788500000,Utilities,120627600000,18.06180316,1841460000000
ADANIPORTS,ADANI PORT SPECIAL,1898222072449,1013.1,15.30188095,25.69478908,46556091,47165975792.1,861.80017007,835.86434269,816.37478952,777.30087586,208519100000,Transportation,139168300000,16.84342032,2226340000000
SPENCERS,SPENCERS RETAIL,6970809433,87.05,12.25015684,17.23905724,5868681,510868681.05,76.93668416,73.55532698,70.21319517,67.00611186,24525817000,Retail Trade,-152773000,,20496200000
PANAMAPET,PANAMA PETROCHEM L,18864930388,348.1,11.60628764,11.57051282,1502404,522986832.4,317.18906641,314.65887238,313.23647008,308.1834889,22487200000,Process Industries,2531900000,6.83610347,17090599999.999998
INOXGREEN,INOX GREEN ENERGY SER LTD,21054700000,80.45,11.19558013,14.03259614,31547289,2537979400.05,71.54022656,69.74955675,67.70347394,58.61342975,2542266000,Utilities,663000000,34.90422323,20889600000
ENIL,ENTERTAINMENT NETW,8795191378,204.6,10.92436975,5.03080082,2031150,415573290,190.6125153,187.14598219,178.02398687,157.5369216,4381804000,Consumer Services,817655000,9.88658588,6882520000
RADIOCITY,MUSIC BROADCAST,5199111989,16.65,10.63122924,10.26490066,11942615,198844539.74999997,15.40004947,15.09648271,14.65511598,14.76742336,1988614000,Consumer Services,307045000,19.39564881,5903480000
INDOAMIN,INDO AMINES LTD,7949940763,124.2,10.44908848,8,1202065,149296473,115.51203703,114.50990823,114.52928891,110.94508051,9416113000,Process Industries,936983000,10.86469633,10667800000
SHRADHA,SHRADHA INFRAPROJECTS LTD,1337472500,72.9,10.3709261,29.02654867,1204358,87797698.2,61.7239951,56.78478251,51.60378984,45.89122356,904222000,Industrial Services,202550000,13.50272772,2328980000
URAVI,URAVI T AND WEDG LAMP LTD,3058000000,306.1,9.98922422,14.49410456,26088,7985536.8,280.98671354,279.10092854,273.18244499,220.39737221,338926000,Producer Manufacturing,48102690,68.80363655,2927390000
AWL,ADANI WILMAR LTD,450078679459,380.65,9.93501805,18.91596005,23467704,8932981527.6,340.80433945,330.77719735,333.90195895,395.59283986,581324800000,Process Industries,12380600000,37.08953358,447818000000
RALLIS,RALLIS INDIA LTD,45272357564,255.3,9.57081545,11.97368421,10867992,2774598357.6,233.45371167,227.90997506,222.76672682,216.93964344,29669747000,Process Industries,2310600000,19.60198977,40732100000
INDOTHAI,INDO THAI SECURITI,2231499939,243.8,9.20492721,10.89378618,20509,5000094.2,224.75886251,222.89986991,224.02695574,242.35876224,102922000,Finance,925000,1826.35236649,1765880000
MODISONLTD,MODISON LTD,3704167637,124.75,8.90440856,11.38392857,345748,43132063,115.12894941,110.15554889,98.45889891,81.23555499,3341351000,Industrial Services,324480000,12.15846473,2794500000
KAKATCEM,KAKATIYA CEM SUGAR,1746008570,243.85,8.66756277,9.81760865,162521,39630745.85,226.06132928,223.05900768,220.41531656,214.12291611,1541505000,Non-Energy Minerals,-129692000,,1998560000
INDIANHUME,INDIAN HUME PIPE,13415412492,275.3,8.25796304,11.4349322,520211,143214088.3,254.517691,249.50337488,246.75587977,219.14505705,15428846000,Producer Manufacturing,1394127000,13.49543154,18132100000
ACC,ACC LTD,379208202860,2184.8,8.18519436,19.38797814,3872626,8460913284.800001,1942.71114281,1907.55054462,1914.14865306,1951.68637323,175926000000,Non-Energy Minerals,21678200000,17.21786416,373064000000
GLOBAL,GLOBAL EDUCATION LTD,6049134241,321.3,8.14540195,24.34211008,567950,182482335,285.47353809,264.54711117,232.74532722,197.40221431,619821000,Commercial Services,470560000,12.84342112,3842700000
STARTECK,STARTECK FINANCE LTD,2145590000.0000005,234.35,7.9456422,6.52272727,29658,6950352.3,218.18511366,207.79287724,187.64398185,157.32591994,282185000,Finance,183024000,20.46613013,3139280000
ZOTA,ZOTA HEALTH CARE LTD,11583813939,496.65,7.87359053,22.20718805,339357,168541654.04999998,450.56679935,436.91562874,422.24582734,376.82184487,1393865000,Health Technology,73357000,164.53944326,10450400000
CESC,CESC,144248574285,117.3,7.71349862,19.51095019,52107871,6112253268.3,102.76257546,98.29224212,92.59809648,82.6278155,141911800000,Utilities,24090000000,10.79031027,234925000000
BALAJITELE,BALAJI TELEFILMS,6992158543,74.55,7.57575292,10.60830532,1878941,140075051.54999998,70.21299262,70.12616129,68.46665259,57.72130355,5929645000,Consumer Services,556480000,13.40260484,6759470000
NETWEB,NETWEB TECH INDIA LTD,50326700000,965.3,7.5722986,8.72332283,962776,929367672.8,883.24436831,854.17020605,837.22813256,,,Electronic Technology,,,44614500000
