Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
AARTIIND,AARTI IND LTD,333086817572,923.15,0.4078747,3.53858232,719667,664360591.05,897.57480269,897.49064164,929.03609242,912.90263011,44639900000,Process Industries,18500000000,26.8262,
ABCAPITAL,ADITYA BIRLA CAPIT,265792092285.00003,109.2,-0.68212824,-0.59171598,2678852,292530638.40000004,107.90499261,107.83730427,111.33406264,111.92878151,188997600000,Finance,27973500000,12.9995,
MOTILALOFS,MOTILAL OSWAL FINA,130738293907,914.5,2.67781957,2.49369571,240592,220021384,873.25927187,869.88165753,884.9350761,863.59736993,28938300000,Finance,19638700000,5.52002,
ALOKINDS,ALOK INDUSTRIES LTD,129096258789,25.6,-1.53846154,4.06504065,10003669,256093926.4,25.22529679,25.2155165,25.82870921,24.8669515,37915600000,Process Industries,6568400000,134.289,
SPARC,SUN PHARMA ADV,76394750977,289.6,-0.24112987,6.25573289,761161,220432225.60000005,283.80935984,283.25402998,287.59118355,269.28605158,2529571000,Health Technology,-1711400000,,
AEGISCHEM,AEGIS LOGISTICS,70866897858,202.2,0.0990099,4.52313259,404556,81801223.19999999,199.81985803,199.69416482,205.19405013,233.68462958,38419914000,Distribution Services,4914600000,27.6928,
JMFINANCIL,JM FINANCIAL,63062658359,69.75,5.52193646,2.87610619,3029836,211331061,66.70181836,66.56381916,68.76972876,78.16674521,32017200000,Finance,17140400000.000002,6.3921,
PAISALO,PAISALO DIGITAL LTD,28746007620,749.95,10.48987109,18.15818497,265915,199422954.25,661.46047233,655.69550475,687.59171685,731.85372891,3460219000,Finance,1674089000,18.7141,
SPANDANA,SPANDANA SPHOORTY FIN LTD,23373730984,371.8,2.52309389,-0.78719146,155728,57899670.4,368.4708254,368.3168705,383.10760301,487.07975751,14686260000,Finance,8073660000,6.52538,58599600000
GATI,GATI LTD,19705782534,163.1,1.8420231,13.65853659,947971,154614070.1,152.92166569,152.63125261,162.02151879,153.90769462,13142400000,Transportation,384000000,272.242,
KINGFA,KINGFA SCIENCE & T,14302454719,1251.3,5.33271602,11.59866221,24339,30455390.7,1162.54421244,1161.99546445,1198.84097249,1091.92574288,6272354000,Producer Manufacturing,609685000,34.5084,
JTLINFRA,JTL INFRA LTD,13911939564,250.3,6.5106383,14.44901692,498670,124817101,226.85285326,226.62915073,231.75222068,,4357610000,Non-Energy Minerals,658914000,18.677,
RIIL,RELIANCE IND INFRA,11613409925,769.1,-0.1039096,-0.42079368,412514,317264517.40000004,758.37415074,757.30104096,784.34100241,722.26720736,543140000,Industrial Services,42590000,90.4451,
ZEEMEDIA,ZEE MEDIA CORP,9994350514,16.15,1.2539185,-0.61538462,5255349,84873886.35,15.59224544,15.54287328,15.33289533,12.94084946,6490650000,Consumer Services,2352600000,3.06634,
SHYAMCENT,SHYAM CENTURY FERR,4165743542,20.6,9.86666667,5.10204082,2416051,49770650.6,19.40766393,19.28618898,18.58942392,14.63874948,1276156000,Non-Energy Minerals,332060000,4.32695,
ORIENTABRA,ORIENT ABRASIVES,3571230343,31,4.02684564,9.34744268,780908,24208148,28.82648979,28.6468731,29.00625865,28.33801547,3021678000,Non-Energy Minerals,213713000,8.52707,
SAKUMA,SAKUMA EXPORTS LTD,2807676475,12.4,3.76569038,2.90456432,1099679,13636019.6,12.07117811,12.0662876,12.26346682,11.34777905,13284098000,Distribution Services,222753000,5.64965,
20MICRONS,20 MICRONS LTD,2706474660,78.75,2.73972603,5.14018692,298110,23476162.5,75.87858028,75.57817095,75.89645299,65.84588867,4834798000,Process Industries,734301000,3.62097,
DTIL,DHUNSERI TEA & IND,2661005942,269.2,6.21424344,4.19972905,99439,26768978.8,256.04232144,255.19450628,262.24880628,260.89455835,3767286000,Process Industries,222360000,2.57621,
