Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
ABB,ABB INDIA LTD,482282240800,2361.5,3.78166956,2.49565972,192539,454680848.5,2296.8177031,2290.69464435,2265.34038461,2106.92506662,69340000000,Producer Manufacturing,6366100000,71.5935095,
BALKRISIND,BALKRISHNA INDS,419884924622,2187.7,0.72051748,1.72037011,122854,268767695.79999995,2157.08702712,2153.98822554,2141.04514441,2144.90781127,82343800000,Consumer Durables,20087500000,21.79506781,431303000000
ACC,ACC LTD,407038288837,2164.6,-0.11536154,2.34757323,169527,366958144.2,2131.76098459,2131.17075604,2152.74446716,2165.05748388,159896000000,Non-Energy Minerals,27725000000,12.01408436,
UBL,UNITED BREWERIES L,394558587128,1545.55,3.34670679,2.35430464,258850,400065617.5,1485.60147797,1483.01726163,1487.82078782,1491.52087408,58384400000,Consumer Non-Durables,6966200000,55.35307443,
PETRONET,PETRONET LNG,332025036176,218.55,-1.30955069,5.52873008,1382570,302160673.5,215.11685162,214.80222025,214.2786946,217.40753156,431685700000,Industrial Services,52487000000,6.3258528,
BAYERCROP,BAYER CROPSCIENCE,227878882027,5237.3,3.18481377,9.56694561,8937,46805750.1,5036.37036364,5017.76380826,4945.9638783,4937.0428111,47344000000,Process Industries,8111000000,28.09504155,216529000000
WHIRLPOOL,WHIRLPOOL OF INDIA,196733800351,1556,0.16737479,0.40005162,38656,60148736,1536.10593346,1535.6230993,1564.13011838,1767.94231935,61934500000,Consumer Durables,4156600000.000001,44.10597612,186109000000
DEVYANI,DEVYANI INTERNATIONAL LTD,190709764419,159.35,0.79063884,3.54126056,2074461,330565360.34999996,153.8392214,153.80276138,156.7743982,153.02705269,20840100000,Consumer Services,,,223026000000
EMAMILTD,EMAMI LTD,188673872313,435.45,2.15835777,7.94496777,112905,49164482.25,417.63827302,416.60926677,429.22215538,472.34518905,31920300000,Consumer Non-Durables,9523700000,19.94090241,
NAVINFLUOR,NAVIN FLUORINE INT,182370461016,3700.25,0.48883156,1.65521978,102006,377447701.5,3660.56139431,3659.07404119,3728.74344765,3733.84714516,14533600000,Process Industries,3548074000,51.39984708,
CREDITACC,CREDITACCESS GRAME,158449258198,1051.7,3.40691215,9.71208012,160701,169009241.70000002,1004.91699135,1001.00086157,977.29014368,820.91876341,26759800000,Finance,10982000000,24.67913478,
ZFCVINDIA,ZF COM VE CTR SYS IND LTD,145933752704,7890.9,2.08942479,9.03400533,12285,96939706.5,7543.30099452,7522.06949671,7599.65040154,7580.90855365,25433539000,Producer Manufacturing,2525472000,57.78474388,
IIFLWAM,IIFL WEALTH MGMT LTD,137045933788,1554.9,0.62775045,13.36395451,31400,48823860,1462.86575837,1458.39225363,1509.98813235,1518.25778069,20740055000,Finance,7769117000,17.63983395,
GLENMARK,GLENMARK PHARM,111174251831,387.05,-1.78888607,0.45419154,516473,199900874.65,384.6807713,384.61993481,399.10785103,457.02511453,123049030000,Health Technology,23203010000,6.04206273,
CAMPUS,CAMPUS ACTIVEWEAR LTD,102420907805,344.7,2.28486647,4.10752039,327004,112718278.8,332.3232458,331.15573111,,,11941810000,Consumer Non-Durables,,,
INTELLECT,INTELLECT DESIGN A,88382997688,662.35,1.26127503,2.11207893,256900,170157715,647.78495634,646.40839088,671.46146684,691.04359052,18781860000,Finance,4720620000,17.6863119,
CHEMPLASTS,CHEMPLAST SANMAR LTD,75275968844,495.95,4.19117647,5.24137931,202619,100488893.05,462.83767828,460.52593818,489.10504185,563.39333244,58909460000,Process Industries,11967900000,5.99927881,101587000000
MMTC,MMTC,59324998856,39.15,-0.88607595,-0.63451777,791189,30975049.35,38.34291906,38.26634673,40.25245168,43.45787033,300014700000,Distribution Services,-1026300000,-81.88940744,
JBMA,JBM AUTO LTD,51555749268,457.3,4.99368614,5.88099097,94705,43308596.5,428.24955874,427.03004206,445.56720459,413.5093229,31930500000,Producer Manufacturing,3431600000,18.96953295,
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,48491589000,2295.9,-0.05441525,4.58489921,24497,56242662.3,2246.84042091,2244.58359122,2245.08415919,2138.25626247,22170200000,Producer Manufacturing,5341600000,9.07810188,
MINDACORP,MINDA CORP LTD,48353813099,211.7,4.7501237,14.12398922,1129429,239100119.3,194.72380652,193.13761322,199.46534474,184.54592563,29759400000,Producer Manufacturing,2945600000,16.41560738,
MHRIL,MAHINDRA HOLIDAYS,45544864212,229.6,1.01187857,8.07248764,270889,62196114.4,218.40871229,217.92360191,222.63008991,215.77905001,19552932000,Consumer Services,3151159000,20.3625032,64565700000
KENNAMET,KENNAMETAL INDIA L,40464138907,1896.75,2.70189783,3.81205189,10621,20145381.75,1845.61690883,1841.14039099,1860.63304703,1750.82466994,8528000000,Producer Manufacturing,1711000000,22.9030619,
GREAVESCOT,GREAVES COTTON LTD,34109201909.000004,151.45,2.74762551,-0.558109,1009517,152891349.64999998,148.03155641,148.02542006,154.24231125,159.36346071,17097000000,Producer Manufacturing,272000000,125.40147761,
RSYSTEMS,R SYSTEMS INTERNAT,26358007664,266.8,19.99100517,18.60413425,524933,140052124.4,229.65471981,226.08909178,230.86605702,235.95238431,11556390000,Technology Services,1715700000,14.31152163,28164200000
TASTYBITE,TASTY BITE EATABLE,25251108752,9918.2,1.03755469,13.35085714,1237,12268813.4,9301.69297143,9255.39469922,9777.45165774,12090.07778651,3720910000,Consumer Non-Durables,335760000,75.20582783,
SIYSIL,SIYARAM SILK,24524768858,529.65,1.16512272,8.31288344,110820,58695813,504.00408767,503.57333729,515.28276218,467.54266948,19049639000,Process Industries,3330800000,7.9350498,21581400000
JWL,JUPITER WAGONS LTD,23803152081,61.7,10.97122302,12.38615665,1309368,80788005.60000001,55.20164182,54.96278878,54.10242954,45.63237049,11783540000,Producer Manufacturing,433842000,56.48989513,
DISHTV,DISH TV INDIA LTD,23549638952,13,1.5625,0,2753499,35795487,12.51854364,12.472236,13.28565477,14.96682608,28024900000,Communications,16442500000,1.51423682,
PARAS,PARAS DEF AND SPCE TECH L,23263536407,608.2,2.0726693,7.45583039,76257,46379507.40000001,594.28998951,593.23256553,610.48211212,,1825600000,Electronic Technology,518500000,44.00894196,
BAJAJCON,BAJAJ CONSUMER,20242509657,141.8,3.3151184,3.50364964,2077046,294525122.8,137.48427029,137.45862995,144.19421504,178.83026656,8799574000,Consumer Non-Durables,1739122000,11.6394995,
BESTAGRO,BEST AGROLIFE LTD,20185500000,915,7.54583921,9.56771644,40719,37257885,851.38610623,849.40879124,867.46728159,848.43079276,12107954000,Consumer Services,1658141000,12.17357269,
SHANTIGEAR,SHANTHI GEARS,16524595443.999998,233.85,8.31403428,9.30123861,459102,107361002.7,217.0811023,216.50010372,214.38798301,187.83258387,3370700000,Producer Manufacturing,600500000,25.93138292,12882900000
BECTORFOOD,MRS BECTORS FOOD SPE LTD,16465350357,288.7,3.34705566,7.00518903,305873,88305535.1,273.63690972,273.06875636,283.49949421,331.79781425,9881730000,Consumer Non-Durables,1224860000,13.44263863,
ANANTRAJ,ANANT RAJ LTD,15787652771,54.35,1.58878505,4.01913876,268130,14572865.5,52.01140702,51.77544033,54.39129931,61.23175593,4618628000,Industrial Services,758800000,37.90506823,34437000000
KKCL,KEWEL KIRAN CLOTHI,15076600671,275.85,12.93756397,7.75390625,518559,143044500.15,253.15482896,252.49870735,243.68530021,221.63065747,6076100000,Consumer Non-Durables,998900000,12.27099877,
GULPOLY,GULSHAN POLYOLS LTD,12471517888,250.25,4.29256095,6.4893617,62433,15623858.25,237.8024516,237.29848423,258.981659,277.09984436,11007264000,Consumer Non-Durables,1503274000,8.29623734,
TWL,TITAGARH WAGONS,12226143244,105.3,2.88226673,7.88934426,669808,70530782.39999999,101.31812196,101.22693715,101.70109405,95.66120296,19307919000,Producer Manufacturing,1329238000,15.80225982,
GNA,GNA AXLES LTD,10733773356,536.6,7.30926907,0.96904695,153825,82542495,510.15967054,509.54166807,515.53709964,558.58992274,12704736000,Producer Manufacturing,1809442000,5.93209031,
SAKSOFT,SAKSOFT LTD,9298032360,916.6,2.65427259,15.00627353,52967,48549552.2,841.94295747,836.88897643,842.25838354,844.12640803,4804298000,Technology Services,790255000,11.76586337,
RUSHIL,RUSHIL DECOR LTD,8261098499,438.05,5.56693578,4.64644052,73391,32148927.55,411.8972378,411.38783069,427.12900918,389.38091784,6241690000,Producer Manufacturing,739413000,11.17250914,
CAPACITE,CAPACIT'E INFRAPRO,7875413391,117.75,1.94805195,9.02777778,91145,10732323.75,112.36074296,112.25496478,116.35126103,140.67706166,13347874000,Industrial Services,2134938000,3.68882534,
NELCAST,NELCAST LTD,5120020808,63.75,8.41836735,4.67980296,360786,23000107.5,59.31806318,59.31424929,61.56583998,69.89857763,9273407000,Non-Energy Minerals,500891000,14.62909856,
STARPAPER,STAR PAPER MILLS,2472362513,160.55,1.03838892,12.35129461,133354,21409984.7,151.99853642,151.67835556,154.42547651,147.4970367,3305398000,Process Industries,320007000,7.72596385,1151820000
