Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),
SHIL,SOMANY HOM INNOVATION LTD,29045076429,427.9,6.52228031,8.41145174,684158,292751208.2,400.7175379,398.1798676,401.6488098,17522405000,Producer Manufacturing,1777400000,15.5693,,17-Feb-22
RATEGAIN,RATEGAIN TRAVEL TECHN LTD,36404515526,361.75,6.08504399,-4.79010396,653830,236523002.5,364.9605248,377.3144963,,2507930000,Technology Services,,,,17-Feb-22
SPIC,SOUTHERN PETROCHEM,11016942643,57.25,5.92044403,8.22306238,4510273,258213129.3,53.67921778,54.01293653,53.6071975,3269361000,Process Industries,2032693000,,,17-Feb-22
BYKE,THE BYKE HOSPITALI,1325232299,34.95,5.90909091,0.28694405,341962,11951571.9,33.93506061,34.10423437,33.96099022,656066000,Consumer Services,218021000,10.2971,,17-Feb-22
TEXINFRA,TEXMACO INFRA & HO,7747536573,64,5.872622,4.23452769,535091,34245824,62.05632107,63.03904244,62.8953642,147483000,Utilities,-90800000,,,17-Feb-22
KABRAEXTRU,KABRA EXTRUSIONTEC,14631999269,483.75,5.86497429,-2.91992775,207056,100163340,480.0828178,483.5647188,445.6546389,2751309000,Producer Manufacturing,520756000,13.0116,,17-Feb-22
ANMOL,ANMOL INDIA LTD,2431941489,226,5.83001639,2.70393092,253790,57356540,215.9296741,209.4158499,194.6196653,6912289155,Distribution Services,,6.21147,,17-Feb-22
NEOGEN,NEOGEN CHEMICALS,36305408970,1538.15,5.78020769,-3.09340054,63499,97670986.85,1548.507993,1601.307696,1609.897182,3364155000,Process Industries,784695000,34.4468,,17-Feb-22
LEMONTREE,LEMON TREE HOTELS,39572711279,52.8,5.70570571,5.70570571,13371299,706004587.2,50.03751663,49.65582016,49.07647731,2517204000,Consumer Services,1255984000,89.3908,59471700000,17-Feb-22
CARERATING,CARE RATINGS LTD,15292423851,544.8,5.5098286,-2.51409144,124733,67954538.4,544.7351795,564.0925871,593.7497341,2484469000,Commercial Services,876863000,7.56246,,17-Feb-22
HGS,HINDUJA GLOBAL SOL,54943879091,2774.25,5.46474054,6.56257202,102612,284671341,2605.258708,2651.977776,2797.131722,55889183000,Technology Services,7127151000,5.34665,,17-Feb-22
AURUM,AURUM PROPTECH LTD,3606535939,132.3,5,-2.3255814,174425,23076427.5,131.9826585,137.515008,142.6528435,95100000,Technology Services,-163000000,,1223090000,17-Feb-22
JINDALPHOT,JINDAL PHOTO LTD,3594517554,367.5,5,11.44806672,38067,13989622.5,336.1887606,330.5420263,314.2093525,1671000,Consumer Durables,-3900000,,,17-Feb-22
VISHNU,VISHNU CHEMICALS L,14658363409,1302.3,4.99879062,10.31766201,18706,24360823.8,1208.097048,1157.328051,1038.444779,6736994000,Process Industries,1300574000,8.71316,,17-Feb-22
GENESYS,GENESYS INTL,12074318401,401.4,4.99607638,11.08343711,103432,41517604.8,374.4033604,371.7097652,350.7652512,795588000,Technology Services,244277000,,,17-Feb-22
SRPL,SHREE RAM PROTEINS LTD.,1942793942,95.2,4.96141125,27.44310576,188546,17949579.2,79.0377604,69.18383317,56.195588,1525585000,Distribution Services,140168000,17.916,,17-Feb-22
RELIGARE,RELIGARE ENTERPRIS,38615753299,127.2,4.95049505,-5.7079318,882131,112207063.2,127.7153346,129.506352,135.401883,25081603000,Finance,-6120459000,10.4436,,17-Feb-22
GREENPOWER,ORIENT GREEN POWER,9121295560,12.75,4.9382716,-5.20446097,8085529,103090494.8,13.64144912,15.41218568,15.63282281,2547500000,Utilities,2199000000,9.01709,,17-Feb-22
SUZLON,SUZLON ENERGY LTD,92878947091,10.65,4.92610837,0.9478673,40290034,429088862.1,10.53313196,10.7483212,10.12832624,33457200000,Utilities,7474600000,20.0899,,17-Feb-22
INVENTURE,INVENTURE GROWTH &,3477599888,4.3,4.87804878,4.87804878,24071372,103506899.6,4.215288,4.43553405,4.25414741,406179864,Finance,230200000,8.40121,,17-Feb-22
PPL,PRAKASH PIPES LTD,3431087813,150.4,4.73537604,-11.7370892,143273,21548259.2,154.6318906,155.885719,153.3211978,4761500000,Producer Manufacturing,714400000,4.19067,,17-Feb-22
RCOM,RELIANCE COMM LTD,8766739691,3.35,4.6875,0,5822581,19505646.35,3.34438963,3.45685568,3.50851873,7600000000,Communications,-230000000,,,17-Feb-22
ADANITRANS,ADANI TRANSMISS.IN,2.12995E+12,2020.85,4.56909265,-0.76360244,232186,469213078.1,1977.830867,1972.87171,1920.774003,98739300000,Utilities,40882900000,32.5342,,17-Feb-22
NDL,NANDAN DENIM LTD,6710049985,144.85,4.43403028,-1.39550715,157374,22795623.9,143.9069179,144.5031111,133.9219057,10882670000,Process Industries,1785203000,8.15283,,17-Feb-22
SHREEPUSHK,SHREE PUSHKAR CHEM,7033784993,238.6,4.42013129,0,223434,53311352.4,226.0573886,226.8394884,224.4563605,3519144000,Process Industries,745180000,11.5773,,17-Feb-22
TEXRAIL,TEXMACO RAIL & ENG,11828718956,38.3,4.35967302,-11.75115207,2333489,89372628.7,40.24949386,40.35952581,37.82354166,16888479000,Producer Manufacturing,1604899000,10.4784,,17-Feb-22
JINDALPOLY,JINDAL POLY FILMS,46387325185,1104.95,4.33899906,-16.13601002,234254,258838957.3,1172.276353,1164.238532,1120.939748,40638240000,Process Industries,12036800000,3.15495,,17-Feb-22
NCLIND,NCL INDUSTRIES,8096669750,186.35,4.22259508,-4.75338615,365672,68142977.2,189.9298796,197.4052871,207.9667444,13836809000,Non-Energy Minerals,2307066000,3.53249,,17-Feb-22
MANORG,MANGALAM ORGANICS LTD,7245088738,879.9,4.08706453,-16.03607042,47444,41745975.6,961.9911907,1013.261197,1041.637273,3382366811,Process Industries,1307071000,3.35178,,17-Feb-22
STARPAPER,STAR PAPER MILLS,2007233880,134.3,4.02788536,-0.11156564,204743,27496984.9,131.96329,132.6209357,133.2962521,2333747000,Process Industries,333495000,3.4345,,17-Feb-22
CONFIPET,CONFIDENCE PETRO IND LTD.,19966039713,72.95,3.9914469,0.34387895,1226042,89439763.9,72.06452281,73.34879335,75.30888309,8631001000,Energy Minerals,1993800000,11.2308,,17-Feb-22
CGPOWER,CG POWER AND INDUS,2.25623E+11,173.35,3.92685851,0.31828704,906025,157059433.8,172.2704876,175.352216,173.9838042,29639500000,Producer Manufacturing,320000000,,,17-Feb-22
AAVAS,AAVAS FINANCIERS L,2.35166E+11,3093.65,3.86603995,-0.17263633,188246,582367237.9,2995.963313,2959.188856,2856.28198,11300054000,Finance,4635776000,27.9971,,17-Feb-22
VISESHINFO,VISESH INFOTECNICS,3661203536,1.35,3.84615385,-3.57142857,89222155,120449909.3,1.37671486,1.3596747,1.07223421,4147818,Technology Services,,,,17-Feb-22
WALCHANNAG,WALCHANDNAGAR IND,2126220717,57.55,3.78719567,-2.95109612,525063,30217375.65,56.10244764,56.201781,55.12123268,3256400000,Producer Manufacturing,130500000,27.4371,,17-Feb-22
SHRIRAMCIT,SHRIRAM CITY UNION,1.16861E+11,1823.75,3.61038518,0.046629,147106,268284567.5,1774.301314,1777.566624,1826.917424,60560755000,Finance,16459700000,7.30854,,17-Feb-22
SHANKARA,SHANKARA BUILDING,15536400232,705.3,3.60631656,14.36679098,802973,566336856.9,630.0828543,591.0308041,558.2770517,20383670000,Retail Trade,809017000,14.2998,,17-Feb-22
HINDOILEXP,HINDUSTAN OIL EXPL,25060102722,196.2,3.59028511,-7.32168162,800950,157146390,203.0572335,206.4914402,201.4835712,1138647000,Industrial Services,696851000,24.9141,,17-Feb-22
QUESS,QUESS CORP LTD,85580200421,599.65,3.55755116,-9.08884172,1072324,643019086.6,640.1042466,686.7841552,756.0208402,1.08369E+11,Commercial Services,4764790000,17.8869,,17-Feb-22
MAHINDCIE,MAHINDRA CIE AUTO,74754150931,203.1,3.54320673,-2.37923576,213609,43383987.9,205.6366792,210.1340363,221.3417203,60501000000,Producer Manufacturing,10626730000,15.614,,17-Feb-22
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,41692497438,2043.75,3.3998634,-1.85367493,8520,17412750,2034.865611,2087.422529,2174.283785,15362600000,Producer Manufacturing,5299500000,8.69084,,17-Feb-22
ROHLTD,ROYAL ORCHID HOTEL,2601281760,98.25,3.31230284,1.97197717,194667,19126032.75,94.97416668,93.84845474,91.16144155,808500000,Consumer Services,190345000,,,17-Feb-22
AFFLE,AFFLE (INDIA) LTD,1.58829E+11,1228.55,3.22214754,-2.66598003,528994,649895578.7,1232.220612,1254.767663,1235.503339,5167790000,Technology Services,1891600000,107.029,,17-Feb-22
KHAICHEM,KHAITAN CHEM & FERT LTD,10348747814,110.6,3.21978535,1.46788991,346808,38356964.8,107.2668438,103.6190819,90.72228225,4871528000,Process Industries,914657000,4.69992,6838390000,17-Feb-22
INOXLEISUR,INOX LEISURE LTD,49292706665,416.85,3.21901696,0.82234853,843608,351657994.8,405.9254865,401.1655698,392.6940178,994670000,Consumer Services,-463700000,,,17-Feb-22
IFBIND,IFB INDUSTRIES LTD,37094956835,949.35,3.06139065,0.83913113,33053,31378865.55,947.8555325,994.1496061,1069.965346,28008000000,Consumer Durables,1198900000,20.4021,,17-Feb-22
KIRLOSENG,KIRLOSKAR OIL ENGI,20339938679,144.95,3.05723427,-8.08497146,270866,39262026.7,151.6354948,160.3023937,172.9510834,32766400000,Producer Manufacturing,4058200000,6.30357,,17-Feb-22
BDL,BHARAT DYNAMICS LTD,84923368306,475.3,3.03490137,2.42430773,592563,281645193.9,469.6206852,464.7437238,443.3022808,19436776000,Electronic Technology,6662793000,11.4338,,17-Feb-22
