Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),
INDORAMA,INDO RAMA SYNTHETC,16737353105,67,4.76935106,-4.55840456,374031,25060077,69.07013517,72.00751178,70.28307935,56.90934681,20411400000,Process Industries,2748800000,17.5212,,28-Feb-22
NH,NARAYANA HRUDAYALA,1.33683E+11,685.4,4.74516696,7.45473074,254009,174097768.6,652.9989067,648.3573392,630.6506459,551.341832,25823460000,Health Services,6189570000,44.6242,,28-Feb-22
VALIANTORG,VALIANT ORGANICS LTD,22955559553,886.35,4.7447412,-2.56142472,47733,42308144.55,908.6009769,973.526102,1061.635923,1251.831465,7548077000,Process Industries,2055972000,18.1819,,28-Feb-22
SARDAEN,SARDA ENERGY & MIN,29041260808,844.35,4.71908719,8.54920615,82727,69850542.45,810.6885153,820.6658263,817.8762111,719.7336057,21988100000,Non-Energy Minerals,11747700000,5.95526,,28-Feb-22
KITEX,KITEX GARMENTS LTD,15042299797,238.1,4.705365,2.98442907,884622,210628498.2,233.9698361,239.4206349,231.0164148,182.8085502,4348212000,Consumer Non-Durables,1338407000,5.58914,,28-Feb-22
OLECTRA,OLECTRA GREENTECH,49909189461,633.95,4.67266573,-11.79212467,378924,240218869.8,686.6395629,727.7033935,754.8917323,565.995665,2813761000,Producer Manufacturing,700918000,81.4437,,28-Feb-22
NBVENTURES,NAVA BHARAT VENTUR,18853272926,125.9,4.61154965,3.02782324,691053,87003572.7,123.6298675,125.0350502,122.6853726,110.1025184,25433360000,Utilities,11956765000,4.23308,,28-Feb-22
STOVEKRAFT,STOVE KRAFT LTD,20873312555,666.35,4.57470182,5.6022187,235821,157139323.4,659.2626127,709.7061498,814.1641514,788.3683813,8560130000,Consumer Durables,1045360000,12.4762,,28-Feb-22
SATIA,SATIA INDUSTRIES LTD,9094999695,95.05,4.56545655,1.22470714,188773,17942873.65,94.80375871,96.26665987,95.49784038,93.53545186,5874207000,Process Industries,1713989000,8.44608,,28-Feb-22
VISHNU,VISHNU CHEMICALS L,15105143360,1316.35,4.54689858,-1.30459231,7980,10504473,1268.449876,1224.364886,1100.452065,789.6579387,6736994000,Process Industries,1300574000,8.71316,,28-Feb-22
PARAS,PARAS DEF AND SPCE TECH L,23598935980,632.4,4.54620598,0.08704598,190227,120299554.8,628.2200281,649.0584317,684.89849,,1433299000,Electronic Technology,,,,28-Feb-22
AVTNPL,AVT NATURAL PROD,13400991699,92,4.54545455,3.19685923,270967,24928964,90.23110334,90.18143442,86.73532594,76.10269604,4851279000,Process Industries,1021736000,9.91913,,28-Feb-22
YAARI,YAARI DIGI INT SER LTD,5251919540,66.8,4.53834116,0.3003003,352829,23568977.2,67.19073946,71.97840735,81.97837344,,1684600000,Distribution Services,-710100000,134.193,,28-Feb-22
CONFIPET,CONFIDENCE PETRO IND LTD.,18588580107,68.4,4.50725745,-3.66197183,662677,45327106.8,68.58818558,70.55768835,73.53751001,69.47918336,8631001000,Energy Minerals,1993800000,11.2308,,28-Feb-22
FCL,FINEOTEX CHEMICAL,16756236392,158.3,4.45397559,-2.0723786,1406472,222644517.6,158.1308281,159.5374687,152.6281872,121.8039402,2174356000,Process Industries,625380000,17.3404,,28-Feb-22
WALCHANNAG,WALCHANDNAGAR IND,1840694203,50.5,4.4467425,-6.82656827,212851,10748975.5,51.87196611,53.53527392,54.16060427,57.52855346,3256400000,Producer Manufacturing,130500000,27.4371,,28-Feb-22
SUZLON,SUZLON ENERGY LTD,81952013672,9.4,4.44444444,-2.59067358,71897736,675838718.4,9.6272501,10.05531815,9.95065202,8.00764448,33457200000,Utilities,7474600000,20.0899,,28-Feb-22
GET_D,GE T&D INDIA LTD,21763955841,88.45,4.36578171,-5.24906267,159492,14107067.4,93.73142667,101.8949296,113.3998297,123.1396276,34523700000,Producer Manufacturing,951300000,18.5116,,28-Feb-22
FCSSOFT,FCS SOFTWARE SOLUT,5692811695,3.6,4.34782609,-4,11732792,42238051.2,3.94843686,4.51035962,4.69849314,3.02008189,340587000,Technology Services,9094000,24.4896,,28-Feb-22
GLOBUSSPR,GLOBUS SPIRITS LTD,39221722179,1422,4.3401695,15.15102437,436813,621148086,1308.598657,1340.011468,1366.373063,1094.72374,12302643000,Consumer Non-Durables,3321826000,4.07241,,28-Feb-22
NCC,NCC LTD,36407839955,62.3,4.26778243,-2.04402516,3778838,235421607.4,62.94040293,65.97659885,69.84760728,73.69615037,79494200000,Industrial Services,10597700000,7.0512,,28-Feb-22
BALPHARMA,BAL PHARMA,1605262980,113.1,4.23963134,8.43720038,137765,15581221.5,111.2280353,114.4698495,114.8381944,101.2643271,2470404000,Health Technology,263779000,7.79637,,28-Feb-22
SPENCERS,SPENCERS RETAIL,6940164879,80.3,4.21804023,-3.42754059,369783,29693574.9,82.36451097,87.4927931,95.7972852,99.4384007,24280704000,Retail Trade,418908000,188.381,,28-Feb-22
TEAMLEASE,TEAMLEASE SERVICES,67527101466,4105.45,4.20981826,4.85123228,53812,220922475.4,4011.991013,4066.109698,4124.710018,3984.421767,48814567000,Commercial Services,1274494000,60.7254,,28-Feb-22
NDL,NANDAN DENIM LTD,6652391268,144.2,4.19075145,6.53860362,176757,25488359.4,140.1791643,141.5882393,135.0626804,95.67525775,10882670000,Process Industries,1785203000,8.15283,,28-Feb-22
APTUS,APTUS VALUE HSG FIN I LTD,1.63933E+11,343.75,4.18245189,-1.58889207,135300,46509375,344.7211744,350.9444861,351.5409127,,6552350000,Finance,5214596000,,1.91726E+11,28-Feb-22
ASTEC,ASTEC LIFESCIENCES,28978126596,1542.25,4.16033499,-2.71557434,39043,60214066.75,1531.229345,1567.046846,1554.991792,1393.156055,5548721000,Process Industries,1268047000,19.0418,,28-Feb-22
ANUP,THE ANUP ENGINEERI,8057584088,846.8,4.15103622,1.66886781,26764,22663755.2,839.2498989,870.8772171,929.3685098,913.7648549,2762488000,Producer Manufacturing,816830000,8.22191,,28-Feb-22
WEBELSOLAR,WEBSOL ENERGY SYST,3402073829,96.6,4.1509434,-6.16804274,307805,29733963,101.9569904,111.5646468,115.8235794,87.70492467,1535963000,Producer Manufacturing,300100000,8.98728,6103520000,28-Feb-22
WSTCSTPAPR,WEST COAST PAPER M,15204457596,240.05,4.14316703,-2.49796913,189695,45536284.75,239.0328018,242.9889333,245.9256353,241.7847482,22424455000,Process Industries,5651440000,8.81272,,28-Feb-22
VSSL,VARDHMAN SPECIAL S,9479144103,242.95,4.13630519,1.5889609,50657,12307118.15,239.6163686,244.7323256,249.9089919,232.9678624,9368236000,Non-Energy Minerals,1891228000,6.27551,,28-Feb-22
HLEGLAS,HLE GLASCOAT LTD,73540350908,5626.7,4.09309123,7.67258288,13028,73304647.6,5491.288539,5707.778431,5923.133328,4895.227262,4844893000,Producer Manufacturing,984866000,31.6989,,28-Feb-22
SFL,SHEELA FOAM LTD,1.60652E+11,3423.75,4.08907806,5.16656172,49554,169660507.5,3294.153243,3296.138449,3265.645756,2778.524978,24353575000,Process Industries,3272100000,26.7681,,28-Feb-22
GULFOILLUB,GULF OIL LUBRICANT,21426547904,441.85,4.08716137,-6.47687586,42494,18775973.9,457.203544,465.6057377,477.031656,559.0526189,16513295000,Energy Minerals,2745022000,12.526,,28-Feb-22
FLFL,FUTURE LIFESTYLE F,10391405899,53.5,4.08560311,11.34235172,1179958,63127753,50.3934096,50.34762007,51.40678322,61.29333755,22767200000,Consumer Non-Durables,1581600000,149.348,,28-Feb-22
GAEL,GUJARAT AMBUJA EXP,42621971950,193.7,4.0838259,7.07573245,733864,142149456.8,186.194896,187.1085766,183.3143857,169.4335504,47053000000,Process Industries,6624400000,5.27027,,28-Feb-22
ALPHAGEO,ALPHAGEO(INDIA),1771632954,289.4,4.06328659,-4.07689758,45429,13147152.6,299.9471644,321.8991078,346.4380325,333.8238463,1430987164,Industrial Services,366694000,1.34202,,28-Feb-22
VGUARD,V-GUARD INDUSTRIES,81096302612,195.1,4.05333333,-5.40606061,367062,71613796.2,199.5017995,206.1993731,216.6738594,231.1448479,27212399000,Producer Manufacturing,3375786000,33.4428,,28-Feb-22
JAMNAAUTO,JAMNA AUTO IND,38969767427,101.65,4.04298874,3.04105423,781237,79412741.05,100.372739,102.370647,104.0891223,93.80703288,10794784000,Producer Manufacturing,2114889000,18.0423,,28-Feb-22
MONTECARLO,MONTE CARLO FASHIO,9754436677,492.25,4.01479134,-4.65814449,46184,22734074,505.8733116,536.9037024,563.4698094,461.1882558,6218785000,Consumer Non-Durables,1582878000,3.16085,,28-Feb-22
AMRUTANJAN,AMRUTANJAN HEALTH,23267582176,835.55,4.01468941,7.01889209,83667,69907961.85,807.8253555,822.2147115,853.4875161,796.6357277,3328440000,Health Technology,755085000,19.9501,,28-Feb-22
IDFC,IDFC LTD,88921488376,57.9,3.9497307,0,11532470,667730013,58.03711291,59.80647867,59.99165101,55.07875881,3797200000,Finance,3490900000,29.8103,,28-Feb-22
BGRENERGY,BGR ENERGY SYSTEMS,5325523353,76.6,3.9348711,-6.41417227,322787,24725484.2,78.86445507,82.93372616,83.41657683,69.55719574,11397200000,Industrial Services,91800000,,,28-Feb-22
VIKASECO,VIKAS ECOTECH LIMI,4849642728,5.3,3.92156863,3.92156863,8142965,43157714.5,5.33067834,5.32235152,4.68838551,3.36975318,1161777304,Process Industries,114030000,45.7428,,28-Feb-22
GRAPHITE,GRAPHITE INDIA,87801791242,466.95,3.91676867,-1.84971098,1492125,696747768.8,470.9515749,485.1740195,494.0182849,520.3933663,19376900000,Process Industries,5350000000,,,28-Feb-22
POWERINDIA,HITACHI ENERGY IND,1.35015E+11,3303.45,3.86084605,5.81367415,113626,375357809.7,3119.052566,3056.925163,2893.036486,2366.507115,37705100000,Electronic Technology,2443500000,,,28-Feb-22
MANALIPETC,MANALI PETROCHEMS,16400126991,98.65,3.78748027,4.83528162,441368,43540953.2,98.10705928,102.7250458,108.2106319,98.91771154,10194175000,Process Industries,5485534000,2.62447,,28-Feb-22
