Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
PETRONET,PETRONET LNG,306150034070,204,-0.12239902,0.54213898,2774878,566075112,201.53533915,201.47069502,205.85122341,219.07732692,260229000000,Industrial Services,51711600000,6.6442,
EMAMILTD,EMAMI LTD,207499019342,469.25,0.79475889,-0.81378144,158491,74371901.75,464.4033399,464.3193967,475.26654927,501.06447482,28805265000,Consumer Non-Durables,9512300000,23.8998,
GODREJIND,GODREJ INDUSTRIES,168039721794,493.05,-1.25175245,-0.80474801,107540,53022597,490.78296151,490.59681555,514.00051582,545.03986272,93013800000,Process Industries,5372800000,99.5086,
INDIGOPNTS,INDIGO PAINTS LTD,77183077479,1633.15,0.69983968,0.48607906,46259,75547885.85000002,1622.25481857,1621.99786621,1708.53720375,2073.55023605,7215237000,Process Industries,1251535000,85.5262,
SOMANYCERA,SOMANY CERAMICS LD,30188543927,676.55,-4.87873462,-1.89951425,40274,27247374.7,672.30362296,672.18045255,711.3156542,710.9765101,16459028999.999998,Producer Manufacturing,2433400000,10.9069,
STOVEKRAFT,STOVE KRAFT LTD,21852200251,668.35,0.3829979,0.94396617,171901,114890033.35,655.02571897,654.00578368,698.43657084,752.16508958,8560129999.999999,Consumer Durables,1045359999.9999998,12.4762,
HIMATSEIDE,HIMATSINGKA SEIDE,15502078490,164.4,4.44726811,-0.60459492,1761378,289570543.2,160.93916059,160.88678473,174.06611156,199.96687847,21583695000,Process Industries,5575200000,18.6783,
NITINSPIN,NITIN SPINNERS LTD,14991062982,268.05,0.65715359,1.80402583,353036,94631299.8,258.12370148,257.66145232,263.99934778,232.42053013,16086556000,Process Industries,5883862000,5.82924,
MEP,MEP INFRASTRUCTURE,3687265573,21.1,4.97512438,1.93236715,896922,18925054.2,20.3383151,20.28766877,21.21696989,21.73615322,11231906000,Transportation,5352207000,4.31025,
WORTH,WORTH PERIPHERALS LTD,1724734544,115.05,5.06849315,5.40540541,141306,16257255.3,109.60826537,109.05938275,108.29212041,96.03728991,2167220000,Process Industries,271678000,2.98646,
