Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),
MFL,MEGHMANI FINECHEM LTD,31715233293,789.4,3.87525495,-1.67528181,46825,36963655,797.3087367,815.8191781,814.1029327,,8285029000,Process Industries,,,,2-Mar-22
INGERRAND,INGERSOLL RAND,41652397106,1378.25,3.86992238,-0.74178099,20434,28163160.5,1361.993619,1372.882228,1336.725978,1129.239434,6127335000,Producer Manufacturing,1513000000,17.8161,,2-Mar-22
UTIAMC,UTI ASSET MNGMT CO LTD,1.06935E+11,868.1,3.83350278,8.18793619,772063,670227890.3,817.492265,846.2370124,919.379366,917.858077,11882200000,Finance,7508200000,11.1113,1.33832E+11,2-Mar-22
KHADIM,KHADIM INDIA LTD,4174341394,240.8,3.81547747,-3.50631136,72746,17517236.8,245.561831,254.8618547,262.6089676,245.1108641,6261780000,Retail Trade,490230000,68.5785,,2-Mar-22
UGARSUGAR,UGAR SUGAR WORKS,5152499914,47.3,3.72807018,4.6460177,963153,45557136.9,44.92602245,43.3686401,38.68717157,30.99872804,9099554000,Process Industries,944581000,35.4491,,2-Mar-22
SUZLON,SUZLON ENERGY LTD,85503270724,9.75,3.72340426,2.63157895,58364654,569055376.5,9.64956826,10.02624023,9.94278331,8.02498135,33457200000,Utilities,7474600000,20.0899,,2-Mar-22
JSLHISAR,JINDAL STAINLESS (,83296740266,366.15,3.66647792,7.31242673,471033,172468733,354.9064994,365.7189426,365.1095663,298.6063342,93750700000,Non-Energy Minerals,19540100000,4.0074,,2-Mar-22
VTL,VARDHMAN TEXTILES,1.47725E+11,2644.3,3.65332602,2.22875147,127962,338369916.6,2548.701995,2531.611954,2449.058035,1997.714626,60805300000,Process Industries,21034300000,10.4013,,2-Mar-22
HUHTAMAKI,HUHTAMAKI INDIA LTD,12800967899,175.7,3.6272486,0.74541284,224218,39395102.6,177.6985977,185.6234413,201.1312936,239.727397,24435800000,Process Industries,1317800000,11.4165,,2-Mar-22
TATVA,TATVA CHIN PHARM CHEM LTD,47156169300,2205,3.62085575,0.51511146,29789,65684745,2222.387552,2306.36502,2416.673801,,2999760000,Process Industries,1106320000,,,2-Mar-22
GOCOLORS,GO FASHION INDIA LTD,48899735081,936.7,3.61152591,1.44032922,122299,114557473.3,933.9991088,958.5441751,1023.652091,,2506680000,Consumer Non-Durables,,,,2-Mar-22
MOIL,MOIL LTD,40025345658,174.7,3.587311,1.86588921,785120,137160464,171.5107042,172.5119959,172.6240392,169.3589333,11721442000,Non-Energy Minerals,4833845000,5.29646,,2-Mar-22
AJMERA,AJMERA REALTY & IN,11631941502,339.6,3.58395608,-2.81871512,43415,14743734,357.4537832,375.0896159,370.7967942,307.2604221,3467167000,Finance,1016200000,12.7924,,2-Mar-22
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,7286855569,363.1,3.52102637,8.43661341,204334,74193675.4,337.4011936,321.7411436,277.7147611,,1151793679,Finance,682433000,2.05895,,2-Mar-22
GOODYEAR,GOODYEAR(INDIA),20893642067,939.05,3.49939381,4.93937531,29900,28077595,911.2541634,922.3500492,948.2910341,980.4747765,17917100000,Consumer Durables,2059700000,6.65615,,2-Mar-22
GANESHHOUC,GANESH HOUSING CP,16927579796,210.05,3.49839862,12.35624499,85360,17929868,200.04871,200.9692427,200.880975,163.5499311,1671532245,Consumer Durables,1073899000,,,2-Mar-22
NELCO,NELCO,14623171940,663.55,3.47758285,-0.73303912,51172,33955180.6,673.6472216,704.0368471,733.1820852,609.4659043,2261200000,Electronic Technology,493100000,11.2806,,2-Mar-22
BDL,BHARAT DYNAMICS LTD,82302443075,463.7,3.46982037,6.1341268,1207322,559835211.4,450.1594342,454.0165788,443.9434322,405.0092425,19436776000,Electronic Technology,6662793000,11.4338,,2-Mar-22
GMDCLTD,GUJARAT MINERAL DE,42166801941,137.25,3.46777233,-2.10413695,4208485,577614566.3,133.6753592,129.273981,112.5889802,83.90777935,13255903000,Distribution Services,2904108000,100.836,,2-Mar-22
FLFL,FUTURE LIFESTYLE F,10774778463,55.35,3.45794393,4.73036897,692718,38341941.3,51.29460785,50.82403721,51.56141917,61.23419986,22767200000,Consumer Non-Durables,1581600000,149.348,,2-Mar-22
PRAKASH,PRAKASH INDUSTRIES,11174707597,64.55,3.44551282,2.8685259,1523038,98312102.9,61.7990876,61.52456895,60.96999386,64.15594358,32158600000,Non-Energy Minerals,3865600000,5.7635,,2-Mar-22
POWERINDIA,HITACHI ENERGY IND,1.40415E+11,3417.25,3.44488338,6.72902742,96860,330994835,3173.270281,3091.241814,2913.593879,2376.962268,37705100000,Electronic Technology,2443500000,,,2-Mar-22
SHYAMCENT,SHYAM CENTURY FERR,4199069405,19.55,3.43915344,5.10752688,1042198,20374970.9,18.71693185,18.80486394,17.8543304,13.80987865,1276156000,Non-Energy Minerals,332060000,4.32695,,2-Mar-22
DALMIASUG,DALMIA BHARAT SUGA,31942697474,409.1,3.43868521,1.80415578,116028,47467054.8,397.4615121,406.9887604,413.022893,379.6556301,24959700000,Non-Energy Minerals,4432300000,6.98348,,2-Mar-22
WEBELSOLAR,WEBSOL ENERGY SYST,3537643984,99.9,3.41614907,7.01660418,293776,29348222.4,101.5829921,110.4537281,115.1991253,87.82626871,1535963000,Producer Manufacturing,300100000,8.98728,6103520000,2-Mar-22
JPINFRATEC,JAYPEE INFRATECH L,4111243129,3.05,3.38983051,-6.15384615,3809138,11617870.9,3.19238087,3.37186012,3.37352612,2.67022607,8041802000,Industrial Services,2873800000,35.8347,,2-Mar-22
TATASTLLP,TATA STEEL LONG PRO LTD,31915015021,731.5,3.3484035,5.28209557,240507,175930870.5,701.3334429,713.3505577,740.2867576,790.8669102,47363200000,Non-Energy Minerals,15110300000,3.95127,,2-Mar-22
GHCL,GHCL,39479994235,427.2,3.33817126,0.95710741,242348,103531065.6,416.2956622,420.3997914,417.7789123,369.911486,29000900000,Process Industries,8265100000,4.47039,,2-Mar-22
NLCINDIA,NLC INDIA LTD,86248797371,64.35,3.2905297,4.80456026,3247256,208960923.6,62.80501636,64.35357055,64.7763054,61.31293519,97754100000,Utilities,39437300000,11.8626,,2-Mar-22
CAMLINFINE,CAMLIN FINE SCIENC,16573306739,134.55,3.22209436,4.34276851,375265,50491905.75,132.5683122,136.9467569,143.0478431,151.8350676,11808762000,Process Industries,1798028000,12.3406,,2-Mar-22
TRIVENI,TRIVENI ENGINEERIN,60136584034,256.8,3.1946956,-2.96618175,888379,228135727.2,257.3120455,260.4792477,251.8750131,202.4645489,44883851000,Process Industries,6239900000,7.9515,,2-Mar-22
HSIL,HSIL LTD,18302888426,292.5,3.17460317,2.25485055,178634,52250445,290.5278608,294.5151129,280.0418254,234.8405181,18312240000,Consumer Durables,3180900000,7.05902,,2-Mar-22
GANESHBE,GANESH BENZOPLAST LTD,5989622556,99.2,3.17212689,7.53387534,191442,18991046.4,94.24129372,95.6635398,96.78307326,,2702710000,Process Industries,624930000,4.65876,,2-Mar-22
VIPCLOTHNG,VIP CLOTHING LTD,1891460439,23.6,3.05676856,4.19426049,1172668,27674964.8,23.36350628,24.06368785,23.87741373,20.24338463,1427675000,Process Industries,26520000,75.888,,2-Mar-22
