Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),
TIPSINDLTD,TIPS INDUSTRIES,25017193051,2039.05,4.98120785,11.18654234,8408,17144332.4,1960.213472,2001.399409,1976.246994,1490.393116,905300000,Consumer Services,908383000,10.2698,,3-Mar-22
REPRO,REPRO INDIA LTD,5452373104,456.05,4.97180343,8.90746269,58374,26621462.7,444.3336681,461.0776427,492.9713131,488.365512,1374299000,Commercial Services,120106000,,,3-Mar-22
KPIGLOBAL,KPI GLOBAL INFRA LTD,7221379895,417,4.9716803,12.47471342,74098,30898866,408.927671,419.1144688,396.9473028,,1022916000,Utilities,,5.20395,,3-Mar-22
SINTEX,SINTEX INDUSTRIES,4817712348,8.45,4.9689441,5.625,4618146,39023333.7,8.48615276,9.17246966,10.35136904,8.15730049,16957100000,Process Industries,3893600000,48.9498,,3-Mar-22
SHAHALLOYS,SHAH ALLOYS,1364050451,72.35,4.9311095,21.29086337,169471,12261226.85,64.46628384,60.97463685,55.33900261,35.96346692,5016574000,Non-Energy Minerals,1167800000,11.2524,,3-Mar-22
WEBELSOLAR,WEBSOL ENERGY SYST,3662221588,104.8,4.9049049,18.15107103,252615,26474052,102.1679026,109.9152778,114.7913164,87.99516155,1535963000,Producer Manufacturing,300100000,8.98728,6103520000,3-Mar-22
SPTL,SINTEX PLASTICS TE,4567566269,7.5,4.8951049,0.67114094,1364405,10233037.5,7.65885339,8.29092108,9.37135371,7.89481152,8583700000,Producer Manufacturing,857800000,50.9749,,3-Mar-22
CAPACITE,CAPACIT'E INFRAPRO,8557723121,131.9,4.89065606,9.18874172,362556,47821136.4,130.7904194,136.5539259,149.1217545,169.4525848,8797219000,Industrial Services,2241973000,10.8013,,3-Mar-22
KELLTONTEC,KELLTON TECH SOLU,8095997449,88.05,4.88385944,8.10313076,662802,58359716.1,86.96752457,90.36007751,87.02813332,69.41122422,7756321107,Technology Services,1081395000,6.93657,,3-Mar-22
SHILPAMED,SHILPA MEDICARE,35219868954,425.2,4.87113084,6.18054688,565210,240327292,431.1291884,454.7011086,496.807463,527.957441,9001590000,Health Technology,1563321000,19.3985,,3-Mar-22
INDOSTAR,INDOSTAR CAP FIN,25967762387,219.15,4.83138005,7.55828221,152489,33417964.35,223.7418199,233.2672931,244.631338,275.5918608,12647801000,Finance,2179400000,11.2663,89368400000,3-Mar-22
URJA,URJA GLOBAL LTD,7802631966,15.3,4.79452055,10.07194245,717396,10976158.8,15.32113435,16.98360174,17.98651428,12.55008598,1484595154,Utilities,6922000,,,3-Mar-22
GULFOILLUB,GULF OIL LUBRICANT,22841033829,473.25,4.7824643,12.77254855,88079,41683386.75,459.2949344,465.1312275,475.9270304,557.1408123,16513295000,Energy Minerals,2745022000,12.526,,3-Mar-22
LSIL,LLOYDS STEELS INDU,11323599732,13.15,4.78087649,-1.12781955,3217618,42311676.7,13.95204707,15.4262529,16.29162591,10.29448776,699282000,Non-Energy Minerals,-77164000,,,3-Mar-22
GENESYS,GENESYS INTL,16186222412,542.75,4.72744814,14.80698043,169025,91738318.75,477.8504641,441.9454798,391.28473,267.3642153,795588000,Technology Services,244277000,,,3-Mar-22
BAJAJHIND,BAJAJ HINDUSTHAN S,17653114608,14.45,4.71014493,8.64661654,4973578,71868202.1,14.1203066,14.62644708,15.05121718,14.02938174,66659300000,Process Industries,2309300000,30.4434,,3-Mar-22
GREENPOWER,ORIENT GREEN POWER,8062774922,11.25,4.65116279,2.73972603,3007152,33830460,11.6323307,13.01608312,14.37711535,9.50335485,2547500000,Utilities,2199000000,9.01709,,3-Mar-22
SOUTHWEST,SOUTH WEST PINNACL,5954372197,223.2,4.5923149,20.97560976,72113,16095621.6,208.6809714,202.9862259,183.6131658,127.7078235,1035629000,Energy Minerals,208178000,8.04697,,3-Mar-22
KOTARISUG,KOTHARI SUGAR&CHEM,2809922999,35.45,4.57227139,17.5787728,354493,12566776.85,34.35807224,35.34325317,35.78288775,33.33795723,4197377000,Process Industries,282080000,6.22519,,3-Mar-22
BCLIND,BCL INDUSTRIES LTD,9175792650,409.8,4.52748374,10.41357942,66609,27296368.2,397.5837231,408.5931471,392.0018974,284.3852303,14272292000,Consumer Non-Durables,1172114000,4.93695,,3-Mar-22
IGPL,IG PETROCHEMICAL,20132132792,684,4.41950996,6.91676436,64784,44312256,678.7271337,689.3039432,704.558162,666.3348308,11236188000,Process Industries,4381890000,4.47764,,3-Mar-22
AURIONPRO,AURIONPRO SOLUTION,6707808312,307.6,4.37733288,7.08442124,55269,17000744.4,300.9498122,307.3340386,304.8681585,238.734207,3727817000,Technology Services,1049249000,4.61931,,3-Mar-22
VISESHINFO,VISESH INFOTECNICS,4000902499,1.2,4.34782609,-7.69230769,136607983,163929579.6,1.27409073,1.30994936,1.1381517,0.54494299,4147818,Technology Services,,,,3-Mar-22
FCSSOFT,FCS SOFTWARE SOLUT,5761193753,3.6,4.34782609,0,8763735,31549446,3.81093707,4.33228985,4.60837449,3.03008745,340587000,Technology Services,9094000,24.4896,,3-Mar-22
NAVNETEDUL,NAVNEET EDUCATION,18854868253,86.85,4.32432432,4.44978954,174040,15115374,85.60221994,87.20831656,90.35910131,93.95386428,8195300000,Consumer Services,1425000000,22.481,,3-Mar-22
AMBER,AMBER ENTERPRISES,1.16799E+11,3624.85,4.25372812,15.27771152,118500,429544725,3407.414294,3406.198764,3399.82503,3190.192937,30274458000,Consumer Durables,2912783000,47.5348,,3-Mar-22
CHENNPETRO,CHENNAI PETRO CP,15784607574,110.4,4.24929178,15.96638655,873332,96415852.8,104.3487345,105.3880813,107.3047182,111.3897537,2.22182E+11,Energy Minerals,16642000000,5.16153,,3-Mar-22
CAPLIPOINT,CAPLIN POINT LABOR,52661895696,724.55,4.24429897,9.72211706,137297,99478541.35,717.1792223,743.3882621,778.5481418,753.3532817,10482575000,Health Technology,3804300000,8.26188,,3-Mar-22
BOMDYEING,BOMBAY DYEING &MFG,20178458792,102.05,4.23901941,15.57191393,6835259,697538180.9,101.5103059,105.2974655,106.6446259,97.12888355,11824700000,Process Industries,1272000000,131.926,,3-Mar-22
GOLDIAM,GOLDIAM INTERNATL,15661831698,749.7,4.23357664,7.43766122,101804,76322458.8,766.2556776,807.6401106,852.0569619,749.4692938,4060028000,Consumer Durables,1234661000,6.56004,,3-Mar-22
EROSMEDIA,EROS INTL MEDIA,2306031109,25,4.16666667,11.35857461,612043,15301075,24.70252754,24.37694637,22.62761124,21.69921014,2619700000,Consumer Services,-1508000000,10.0777,,3-Mar-22
GTPL,GTPL HATHWAY LTD,23600368704,219.1,4.15973378,18.20879417,204676,44844511.6,207.6812911,215.1037953,233.309235,222.8109701,24661190000,Communications,5145030000,2.68364,,3-Mar-22
ERIS,ERIS LIFESCIENCES,91120810474,697.3,4.12902262,9.59528487,73849,51494907.7,679.7563563,688.4422383,707.1902707,709.308036,12118630000,Health Services,4825770000,18.4207,,3-Mar-22
OPTIEMUS,OPTIEMUS INFRACOM,20685511659,249.75,4.12757974,6.9135274,85469,21345882.75,256.9196865,271.6279136,290.5623784,257.2896533,1815000000,Distribution Services,-783500000,,,3-Mar-22
RSWM,RSWM LTD,9818346005,434.1,4.01341799,12.0547238,109229,47416308.9,425.2109151,440.6443359,455.2498079,380.6594875,23226093000,Process Industries,4124300000,7.8079,,3-Mar-22
VIJAYA,VIJAYA DIAGNOSTIC CEN LTD,41892701781,425.75,3.99364924,12.29065014,261138,111179503.5,422.7560595,444.1541214,488.8605082,,3767460000,Health Services,,,,3-Mar-22
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,7585658814,377.6,3.99339025,18.68615433,109404,41310950.4,344.7100675,327.0610347,281.6318293,,1151793679,Finance,682433000,2.05895,,3-Mar-22
KABRAEXTRU,KABRA EXTRUSIONTEC,13505847732,440.1,3.98109864,14.44545573,51101,22489550.1,434.280851,448.6834169,439.3834688,318.1788569,2751309000,Producer Manufacturing,520756000,13.0116,,3-Mar-22
COSMOFILMS,COSMO FILMS LTD,27765180998,1588.1,3.94344995,6.73432354,73730,117090613,1571.249442,1606.465935,1597.917641,1337.70085,22518900000,Process Industries,5366500000,4.43207,,3-Mar-22
UJJIVAN,UJJIVAN FIN SERV,12465920252,106.25,3.91198044,7.10685484,1283451,136366668.8,108.6763129,115.0945899,126.6370198,162.4601798,31837581000,Finance,7086788000,6.00122,,3-Mar-22
GRAPHITE,GRAPHITE INDIA,91640920493,487.65,3.8658147,14.53904874,939409,458102798.9,473.7717154,484.0592314,492.8447528,519.5661988,19376900000,Process Industries,5350000000,,,3-Mar-22
SHREYAS,SHREYAS SHIP & LO,6596042171,314.6,3.86266094,11.32342534,102967,32393418.2,300.4479118,293.993249,281.4204327,249.9886504,5599800000,Transportation,1744100000,5.3812,,3-Mar-22
BARBEQUE,BARBEQUE NATION HOSP. LTD,47290123688,1260.15,3.82714015,6.7019475,61444,77428656.6,1256.289237,1302.143275,1351.926492,1145.388219,5070820000,Consumer Services,1347030000,,,3-Mar-22
AVADHSUGAR,AVADH SUGAR ENERGY,11221324675,583,3.79205982,12.9954453,309270,180304410,560.2599788,570.9861547,555.7448298,454.1728599,26518605000,Process Industries,3249298000,8.49158,,3-Mar-22
PREMEXPLN,PREMIER EXPLOSIVES,3426738773,330.65,3.76588734,20.10533963,72996,24136127.4,293.5891544,281.0329381,266.5801851,230.319989,1522030000,Process Industries,241726000,33.1766,,3-Mar-22
MUKANDLTD,MUKAND,18283777260,134,3.75532327,11.2033195,701971,94064114,128.1041924,127.7809151,128.1388866,122.1688191,27074200000,Non-Energy Minerals,-2837400000,,,3-Mar-22
RTNPOWER,RATTANINDIA POWER,29052272408,5.6,3.7037037,6.66666667,5612289,31428818.4,5.56660058,5.89223082,6.11140172,5.25219299,15598612000,Utilities,8373900000,13.1806,,3-Mar-22
PRAJIND,PRAJ INDUSTRIES,65865173240,372.05,3.69286511,17.31042094,1238329,460720304.5,353.5260045,363.7508475,368.6418008,329.5182399,13046687000,Producer Manufacturing,1916700000,28.1027,,3-Mar-22
TRIVENI,TRIVENI ENGINEERIN,62022270954,266.15,3.64096573,10.61928512,1250229,332748448.3,258.9189463,261.0193194,252.4348165,203.098235,44883851000,Process Industries,6239900000,7.9515,,3-Mar-22
GPIL,GODAWARI POWER,49492827745,364.05,3.6293766,28.14149947,1559138,567604188.9,323.7873368,315.2514318,301.788346,279.4199997,40719185000,Non-Energy Minerals,19919300000,2.78675,,3-Mar-22
SANGHVIMOV,SANGHVI MOVERS,7822141143,186.8,3.57637926,4.12486065,66405,12404454,194.6524385,204.4900499,213.2129534,193.8402899,2237355000,Finance,1392720000,5.88143,,3-Mar-22
GODHA,GODHA CABCON INSULAT LTD,3470000000,158.9,3.55164549,6.2520896,248610,39504129,145.1572978,130.7346723,106.2737725,69.21303398,323964000,Producer Manufacturing,18976000,,,3-Mar-22
DLINKINDIA,D-LINK (INDIA)LTD,4844636467,141.8,3.54143848,7.46494884,237357,33657222.6,141.922685,147.3400997,152.9861224,142.7545563,7261726000,Electronic Technology,543704000,6.25709,,3-Mar-22
ROHLTD,ROYAL ORCHID HOTEL,2564257759,96.7,3.53319058,5.79868709,124881,12075992.7,96.19285144,95.80109256,93.12406726,85.84255037,808500000,Consumer Services,190345000,,,3-Mar-22
RAJESHEXPO,RAJESH EXPORTS,2.01914E+11,707.85,3.49440749,-1.92587461,253018,179098791.3,742.9800716,774.8358475,786.2205783,687.9663209,2.58306E+12,Consumer Durables,12746370000,14.3512,,3-Mar-22
RENUKA,SHREE RENUKA SUGAR,70240161621,34.15,3.48484848,9.98389694,11535774,393946682.1,33.58929568,33.85165055,32.96527596,27.787852,55553550000,Process Industries,3190000000,11.9004,,3-Mar-22
ABAN,ABAN OFFSHORE,2681886771,47.65,3.47448426,13.31747919,222087,10582445.55,46.06016639,47.24843124,48.5679132,46.01678631,10694690000,Industrial Services,-5340380000,,,3-Mar-22
SATIA,SATIA INDUSTRIES LTD,9334999847,96.75,3.42063068,9.75609756,394863,38202995.25,94.9711112,96.07860366,95.4735543,93.56758073,5874207000,Process Industries,1713989000,8.44608,,3-Mar-22
AMIORG,AMI ORGANICS LTD,33367238894,945.3,3.4131933,17.18837166,88874,84012592.2,899.8663338,921.8987752,970.1379982,,3362090000,Health Technology,,,,3-Mar-22
ALANKIT,ALANKIT LTD,1889906112,13.65,3.40909091,3.80228137,755310,10309981.5,14.21880797,15.16138802,16.0804683,16.80643608,1150110000,Technology Services,182044000,13.4344,,3-Mar-22
KKCL,KEWEL KIRAN CLOTHI,12423637290,208.05,3.37888199,10.05025126,99391,20678297.55,201.1596911,205.5389121,216.1851767,207.0803298,3024859000,Consumer Non-Durables,779000000,40.7629,11642400000,3-Mar-22
ANMOL,ANMOL INDIA LTD,2427388426,220.5,3.37552743,12.7588852,78477,17304178.5,215.5468117,213.513466,201.4152469,,6912289155,Distribution Services,,6.21147,,3-Mar-22
RANASUG,RANA SUGARS LTD,4130974442,27.75,3.35195531,9.9009901,1480597,41086566.75,27.32017774,27.88491367,27.87847346,24.45343761,12220737000,Process Industries,2044233000,2.19394,,3-Mar-22
ORISSAMINE,ORISSA MINERALS DE,15046199707,2583.85,3.28583135,12.03199861,14375,37142843.75,2538.506288,2611.491515,2651.856364,2658.477512,0,Non-Energy Minerals,-356165000,,,3-Mar-22
NIITLTD,NIIT,57118458458,440.75,3.28060926,10.31160055,908452,400400219,428.5623105,430.990824,429.3663719,355.0998897,9494940000,Commercial Services,2943700000,3.71434,,3-Mar-22
EIHOTEL,EIH LTD,80484370217,132.85,3.26467159,6.02553871,392774,52180025.9,131.9375517,133.6125733,133.8043434,123.7867035,4970800000,Consumer Services,-498300000,,,3-Mar-22
FDC,FDC LTD,44996323125,275.2,3.24516976,3.80988306,117616,32367923.2,278.2244813,285.1346391,292.6578005,311.559928,13244697000,Health Technology,2860850000,12.9329,,3-Mar-22
SONATSOFTW,SONATA SOFTWARE,77202703953,756.15,3.20753429,8.77508451,58669,44362564.35,745.0489995,765.1844661,801.0534157,768.8143496,42280800000,Technology Services,4587900000,12.3083,,3-Mar-22
CYBERTECH,CYBERTECH SYSTEMS,4658619605,170.8,3.17124736,11.9266055,122422,20909677.6,169.4806916,177.5583383,184.9775485,167.9000342,1177969000,Technology Services,251148000,12.525,,3-Mar-22
HESTERBIO,HESTER BIOSCIENCES,19892453458,2399.75,3.16846155,7.94853917,12127,29101768.25,2327.485888,2357.300749,2400.633199,2352.977393,2143320000,Health Technology,694350000,24.6317,,3-Mar-22
SUNTECK,SUNTECK REALTY LTD,70345810575,495.15,3.16699656,11.34472678,994944,492646521.6,471.1986789,474.7704849,482.6582373,433.4581361,6307074000,Finance,1412906000,29.3756,,3-Mar-22
GODREJAGRO,GODREJ AGROVET LTD,93222806831,500,3.09278351,7.43446498,127745,63872500,484.0958864,491.9738659,512.8446015,553.2102597,62496900000,Process Industries,6084000000,20.5972,,3-Mar-22
VISHWARAJ,VISHWARAJ SUGAR IND LTD,4271994972,23.45,3.07692308,19.33842239,7445438,174595521.1,21.88645993,22.27825069,24.26669964,27.21563722,4101001000,Process Industries,779343000,16.9707,8355650000,3-Mar-22
PPL,PRAKASH PIPES LTD,3777903947,162.5,3.07643514,12.06896552,142329,23128462.5,156.3422747,156.0012547,154.0584531,148.7207034,4761500000,Producer Manufacturing,714400000,4.19067,,3-Mar-22
SHYAMCENT,SHYAM CENTURY FERR,4354590667,20.15,3.06905371,19.94047619,1042421,21004783.15,18.97748969,18.93297214,17.94435666,13.87296444,1276156000,Non-Energy Minerals,332060000,4.32695,,3-Mar-22
RCF,RASHTRIYA CHEM & F,39942220031,74.55,3.04077402,11.26865672,1947376,145176880.8,72.53796699,73.95538666,75.83056744,75.2257834,38238500000,Process Industries,8492100000,,,3-Mar-22
