Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
SBILIFE,SBI LIFE INSURANCE,1253593906728,1265.95,1.04964879,3.05262729,539051,682411613.45,1245.03087218,1243.08702025,1245.02617083,1185.86340912,832736300000,Finance,,,1083420000000
PETRONET,PETRONET LNG,313350016345,205.55,-1.62718354,1.25615764,2454054,504430799.7000001,203.73603145,203.71543087,207.30775489,214.12218464,431685700000,Industrial Services,52611600000,5.62069803,
JKCEMENT,JK CEMENTS LTD,200907523695,2712.65,4.39492775,0.92079694,134604,365133540.6,2625.24369831,2617.06009569,2608.72261506,2633.02377269,78981855000,Non-Energy Minerals,14831867000,15.43047377,
ZFCVINDIA,ZF COM VE CTR SYS IND LTD,188710388634,10228.7,3.31655359,0.51887302,4170,42653679,10119.24589504,10109.80578221,9822.78620173,8679.23390553,25396824000,Producer Manufacturing,3091508000,57.5988125,
AJANTPHARM,AJANTA PHARMA,168177072159,1294.95,-1.18657001,4.01204819,64663,83735351.85000001,1274.39285591,1272.8756262,1278.4884036,1277.06671466,32962500000,Health Technology,,,
NIACL,THE NEW INDIA ASSU,145353594971,88.85,0.56593323,3.07424953,176117,15647995.45,86.99554718,86.95000907,87.9426181,102.6108197,358414431000,Finance,,,
BAJAJELEC,BAJAJ ELECTRICALS,133410832254.99998,1169.05,0.75845723,0.08989726,68365,79922103.25,1161.33050541,1161.30939344,1156.53050171,1116.64317082,48023556000,Consumer Durables,3243700000,40.8884725,
KEC,KEC INTERNATIONAL,111344978473,440,1.52284498,3.65135453,305091,134240040,428.3752065,427.62732452,425.36635964,421.78940556,137422600000,Industrial Services,9120500000,15.26728562,
CERA,CERA SANITARYWARE,70171889584,5575.35,3.3381215,1.23379637,16971,94619264.85,5479.41143407,5475.58458141,5323.04398808,4811.52160956,14441671000,Consumer Durables,2707385000,24.13596684,
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,61304520785,50.1,2.24489796,5.36277824,1137501,56988800.1,48.57222375,48.49053134,47.75913509,48.92240447,39975323000,Finance,,,55016400000
STARCEMENT,STAR CEMENT LTD,42014553417,106.3,2.40847784,1.28632682,232200,24682860,104.97840659,104.84671101,101.80794707,96.26440323,22218190000,Producer Manufacturing,3766910000,9.74416814,
INDOCO,INDOCO REMEDIES LTD,31326513450,354,3.93423065,5.65587541,505640,178996560,342.52175057,341.90623491,348.44395874,369.02341625,15043935000,Health Technology,3118800000,10.80397699,
HINDWAREAP,HINDWARE HME INOVATON LTD,26782200169,368.85,-0.44534413,2.98757791,45667,16844272.95,366.41308841,366.28920363,360.5333276,349.79456613,22686486000,Producer Manufacturing,2228500000,13.45559667,
GUFICBIO,GUFIC BIOSCIENCES,21192070787,220.8,0.6610394,3.41920375,56012,12367449.6,218.15728234,217.88970292,217.83720092,216.36596894,7791555000,Health Technology,1332455000,16.18833866,
HCC,HINDUSTAN CONSTRUC,20425880676,14.1,4.44444444,0.35587189,17104930,241179513,13.89880135,13.89626739,13.64755269,13.45746528,106456800000,Industrial Services,11387300000,2.21091748,
KESORAMIND,KESORAM INDUSTRIES,17223856968,56.65,2.07207207,3.09371969,550501,31185881.65,55.56679289,55.54660441,54.27695941,54.62089424,36058800000,Consumer Durables,2907500000,12.08084504,33246100000
DYNAMATECH,DYNAMATIC TECHNOLO,14284100497,2413.5,7.15237556,4.9827095,55048,132858348,2282.46874762,2271.43093299,2220.1655373,2093.13444406,12531500000,Producer Manufacturing,1715400000,12.09869447,
LYKALABS,LYKA LABORATORIES,3775604245,139,5.74362876,8.63618601,248275,34510225,132.07515325,131.93883114,132.78941917,132.82212147,1924754000,Health Technology,771282000,6.36721879,
PARACABLES,PARAMOUNT COMMUNIC,3524439076,19.05,4.95867769,16.15853659,537118,10232097.9,17.33563403,17.23379668,16.68797679,14.1007776,5778373000,Producer Manufacturing,257481000,20.39042134,
PONNIERODE,PONNI SUGARS ERODE,2088555737.0000005,291.2,19.98351875,14.75862069,439554,127998124.8,255.14414669,252.37051117,250.99791413,247.31583453,2883500000,Process Industries,355100000,4.61801109,1679840000
VETO,VETO SWITCHGEARS A,2087353126,115.45,5.48195523,10.26743075,261246,30160850.7,108.53778399,107.86538618,106.18521432,102.26651938,2675518000,Producer Manufacturing,386426000,6.38938924,
SPLIL,SPL INDUSTRIES LTD,1803800259,72.35,16.0384961,25.06482714,1479884,107069607.4,61.47657874,60.48189648,60.2563478,56.63264336,1984819000,Consumer Non-Durables,243520000,4.68519735,
RELCHEMQ,RELIANCE CHEMOTEX IND LTD,1462320000,201.3,4.40871369,5.22739153,53154,10699900.2,193.57210256,193.02334241,196.04452346,,3484662000,Process Industries,418032000,5.17648888,
