Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
SCHAEFFLER,SCHAEFFLER INDIA L,5.30432E+11,3293.85,-2.78466442,7.24436788,222590,733178071.5,3273.259872,3271.740678,3097.842023,2409.666042,55480500000,Producer Manufacturing,11818100000,43.79870989,3.45246E+11
MUTHOOTFIN,MUTHOOT FINANCE LTD,4.18196E+11,1058.4,1.38416591,2.42415445,387663,410302519.2,1036.799286,1035.61799,1047.427013,1173.322155,1.2216E+11,Finance,55759500000,15.28850171,8.26365E+11
ABCAPITAL,ADITYA BIRLA CAPIT,2.79251E+11,115.3,-0.21635656,5.73131591,1810735,208777745.5,113.1830089,113.167442,110.8390486,108.092974,2.2189E+11,Finance,31016200000,27.50546397,
SKFINDIA,SKF INDIA,2.34741E+11,4724.2,-0.51802142,2.36619718,20884,98660192.8,4682.417637,4678.638402,4522.331676,3873.180019,36658900000,Producer Manufacturing,6260900000,36.87710344,
COFORGE,COFORGE LTD,2.20694E+11,3602.5,-0.54249273,6.56077144,170159,612997797.5,3470.27594,3466.991347,3544.47375,3925.565223,64096000000,Technology Services,11591000000,19.35041471,2.2313E+11
PRESTIGE,PRESTIGE ESTATES P,1.88405E+11,467.6,-0.57409952,5.7918552,220094,102915954.4,457.3544781,457.0784548,453.6587517,440.0245538,65644000000,Finance,19855000000,12.35623178,
RAJESHEXPO,RAJESH EXPORTS,1.78219E+11,606.6,0.42215215,5.40399652,225155,136579023,588.3013963,587.1964599,589.2779986,617.5989744,2.43128E+12,Consumer Durables,10928440000,15.39813498,
AEGISCHEM,AEGIS LOGISTICS,1.0007E+11,280.35,-1.70056446,6.67808625,326721,91596232.35,274.232889,274.1012989,266.3233106,243.0109171,46261736000,Distribution Services,5137700000,20.97189446,
EASEMYTRIP,EASY TRIP PLANNERS LTD,87296254803,402.65,0.19907676,7.80455154,1802965,725963857.3,393.0263034,392.7674264,393.2223342,353.9572693,2353740000,Consumer Services,1432990000,60.33729112,
MCX,MULTI COMMODITY EX,67060300604,1330.9,1.15143454,12.26486714,443553,590324687.7,1266.635381,1263.52943,1279.834415,1367.148351,4387400000,Finance,2287700000,21.93443223,
MTARTECH,MTAR TECHNOLOGIES LTD,50267323836,1633.3,-0.11619374,3.96562699,155299,253649856.7,1599.002123,1595.851299,1552.547319,1546.290523,3220060000,Electronic Technology,1049090000,47.5970735,
JBMA,JBM AUTO LTD,47671330281,418.85,2.87363632,9.64659686,432854,181300897.9,397.9967278,396.625498,406.183093,412.443405,31930470000,Producer Manufacturing,3704100000,16.52038559,
