Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
MOLDTECH,MOLD-TEK TECHNOLO,2721170926,115.55,19.98961578,24.11385607,1706434,197178448.7,99.51822141,93.73804138,86.65207942,77.74179998,829204620,Industrial Services,185383000,7.08637,
GPTINFRA,GPT INFRAPROJECTS,2486853038,102.75,19.96497373,21.45390071,1768005,181662513.75,86.91966993,83.14140864,79.98200512,76.19639373,6092374000,Industrial Services,794090000,3.95153,
EQUIPPP,EQUIPPP SOC IMP TECH LTD,6067154134,70.95,19.94928149,11.82033097,60556,4296448.2,64.63593647,66.09750064,72.63456298,,2093698,Technology Services,-12866000,,
GALLISPAT,GALLANTT ISPAT LTD,15402776939,64.4,17.73308958,19.81395349,1412780,90983032.00000001,56.0958292,54.69368005,53.09926274,50.84127804,10971435000,Non-Energy Minerals,1595391000,8.23572,
GALLANTT,GALLANTT METAL LTD,5533984058,80.05,17.54772394,11.64574616,1017310,81435665.5,71.18140072,69.05703429,67.34720231,66.47545173,10070548000,Non-Energy Minerals,1321820000,4.10137,
KHADIM,KHADIM INDIA LTD,4166255121.999999,271.7,17.03639888,14.54468803,1382767,375697793.9,242.96750495,239.64198503,242.78143271,242.22478637,6261780000,Retail Trade,490230000,68.5785,
SANGAMIND,SANGAM INDIA,14355167465,383,15.79743008,10.40645719,501644,192129652,344.39664684,330.31319532,321.88352523,263.42411504,13463400000,Process Industries,2730600000,7.93593,
DOLATALGO,DOLAT ALGOTECH LTD,14722400269,96.1,15.22781775,15.02094554,2805579,269616141.9,87.37727844,86.5049485,85.12144694,83.94969121,2839647125.47,Finance,2502576000,6.24443,
INDBANK,INDBANK MERCH BANK,1160489927,30.2,15.04761905,15.93090211,3474591,104932648.2,26.61654808,25.80069654,24.76761067,22.7460901,245299000,Finance,128616000.00000001,,
RAMKY,RAMKY INFRASTRUCTU,12621676848,209.2,13.88132825,14.97664193,1141991,238904517.2,187.32447911,185.15125373,188.72354005,172.04673375,10562960000,Industrial Services,1104390000,25.0928,
SREEL,SREELEATHERS LTD,4257279821,206.85,12.66339869,13.59143328,298502,61745138.69999999,189.18164579,186.68321851,182.37244308,175.57615441,833660819,Retail Trade,248736000,19.4057,
MAHINDCIE,MAHINDRA CIE AUTO,75464291774,223.55,12.39316239,19.44963933,16419002,3670467897.1,198.31509715,193.06659442,193.89926305,210.05113951,83867000000,Producer Manufacturing,10173410000,9.55856,96169600000
KAMATHOTEL,KAMAT HOTELS (IND),1824226909,86.9,12.34647705,10.63017187,656191,57022997.90000001,79.74432188,76.23986621,68.48187944,55.92732999,636096000,Consumer Services,311554000,59.3553,
MONARCH,MONARCH NETWORTH CAP LTD,9670372348,347.25,12.12463675,11.67390256,471023,163562736.75,303.80459939,274.26334476,227.31934581,,1024290855,Finance,744743000,-2.74404,
GUJALKALI,GUJARAT ALKALIES,67947517443.00001,1028.75,10.88655349,16.98982203,4904733,5045744073.75,944.85697746,906.54462084,825.50175381,669.70313471,23987754000,Process Industries,7323100000,7.64259,
VASCONEQ,VASCON ENGINEERS L,5704574089,29.05,10.8778626,7.19557196,3954612,114881478.6,27.19539946,26.58154676,26.29469859,24.82777554,5057716000,Industrial Services,75600000,,
FIEMIND,FIEM INDUSTRIES LTD,12206400242,1022.2,10.50213502,10.31728901,128299,131147237.80000003,957.3539544,957.90030238,992.90743208,993.6472425,12188294000,Producer Manufacturing,1837887000,5.22217,
PPL,PRAKASH PIPES LTD,4192887535,194.75,10.43379643,11.25392745,804288,156635088,179.95558035,174.22554183,166.21320311,154.39065611,4761500000,Producer Manufacturing,714400000,4.19067,
