Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
PFC,POWER FINANCE CORP,409608711035,161.75,4.25395451,12.32638889,11986155,1938760571.25,151.01187952,148.64293762,145.01412948,130.35078002,747796800000,Finance,264420200000,27.75976386,
CARBORUNIV,CARBORUNDUM UNVRSL,191684517852,997.15,-1.32112815,1.95807771,244513,243816137.95,988.89312412,981.92590638,952.63481822,871.83443164,33247580000,Process Industries,5724500000,33.86294311,
GSPL,GUJARAT STATE PETR,156342972615,292.6,5.49846384,5.08169851,2064789,604157261.4000001,280.25864418,275.95070117,270.00474718,259.60332392,179908382000,Utilities,38274813000,4.68397731,
KEI,KEI INDUSTRIES,152141108833,1718.15,1.98551671,5.21432945,204447,351270613.05,1665.97338742,1650.61096601,1606.4167076,1449.530503,57228600000,Producer Manufacturing,6743520000,22.21873574,
JSL,JINDAL STAINLESS,146875970551,299.35,7.08281549,12.74952919,2870363,859243164.0500001,275.34243,268.45230738,250.10663219,193.75645765,211311100000,Non-Energy Minerals,22733000000,7.87754676,
JSLHISAR,JINDAL STAINLESS (,122804007385,541.05,3.87827988,11.32716049,424904,229894309.2,505.67917814,492.41247967,459.49245215,362.27100477,150113600000,Non-Energy Minerals,16322500000,8.16963133,
FINCABLES,FINOLEX CABLES,118711522475,785.1,1.19224338,8.92819979,5250222,4121949292.2,721.20431542,678.94390204,617.77467639,525.50031067,37681400000,Producer Manufacturing,4837600000,21.76701721,
SONATSOFTW,SONATA SOFTWARE,111412771479,823.55,3.69554138,14.38194444,812012,668732482.5999999,757.01018232,717.24447741,655.9780423,581.61250005,55533700000,Technology Services,5606300000,19.11868282,
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,95094219292,73.3,-3.29815686,9.40298507,6711245,491934258.5,70.11532093,66.05723717,60.9451388,54.39385137,39975323000,Finance,,,88228100000
MGL,MAHANAGAR GAS LTD,89551924773,985.95,8.71650438,12.55136986,4955202,4885581411.900001,910.89428738,898.58568186,884.31056579,863.10825576,35601844000,Utilities,10099600000,7.57108448,
PGHL,PROCTER & GAMBLE HEALTH L,82508891781,5086.65,2.19697837,8.73557076,29823,151699162.95,4838.38705568,4693.67321772,4461.30025147,4365.38448295,11144100000,Health Technology,2812000000,29.34171116,
INGERRAND,INGERSOLL RAND,72311237935,2459.75,7.34704143,12.49714155,197024,484629784,2220.93067145,2148.42336406,2081.35656478,1906.96195677,9048883000,Producer Manufacturing,1957500000,35.50183292,
KIRLFER,KIRLOSKAR FERROUS IND LTD,61797823695,439.4,-1.23623064,4.86873508,255152,112113788.8,425.92869077,412.13458638,382.8200091,308.37091056,37465100000,Non-Energy Minerals,7224500000,11.03066284,
GPPL,GUJARAT PIPAVAV PO,52163167123,111.15,3.01204819,7.54716981,3228458,358843106.70000005,106.03534713,102.69685728,98.33103708,92.19269912,7435380000,Transportation,5048820000,8.76178139,
IONEXCHANG,ION EXCHANGE (INDIA) LTD,50298574209,3495.6,1.70497527,4.81716368,44916,157008369.6,3360.03268592,3231.76544779,2987.94165692,2379.36084041,15768677000,Producer Manufacturing,2436200000,18.74918899,
TEGA,TEGA INDUSTRIES LTD,45281536566,675.15,-1.26498832,3.86923077,173973,117457870.95,653.24167615,641.44413747,618.33998008,562.31086784,9420320000,Distribution Services,2365420000,19.17310523,
IRBINVIT,IRB INVIT FUND,40321500000,69.73,0.46102288,3.76488558,964392,67247054.16,68.09656471,67.0762683,65.90819889,61.76723163,13915662000,Finance,9089738000,4.43593644,
SURYAROSNI,SURYA ROSHNI,37389850008,713.5,3.80446945,7.40629395,657422,469070597,681.77058356,666.40562219,619.96685744,520.54707174,77117100000,Non-Energy Minerals,5138200000,8.29207699,
MBAPL,MADHYA BHARAT AGRO P. LTD,29243300374,669.85,0.35957599,8.9098465,20098,13462645.3,644.043346,635.4411537,605.53883646,466.54504891,2834616000,Process Industries,1988588000,15.86979976,
WONDERLA,WONDERLA HOLIDAYS,25414863281,453.55,0.97963043,6.21779859,628839,285209928.45,428.9241927,414.75897332,390.03318555,337.81059884,1275542000,Consumer Services,1867782000,12.52825238,
