Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
RELIANCE,RELIANCE INDS,19071766532180,2790.25,-1.04970123,1.1399884,8405118,23452380499.5,2738.42600336,2679.64388482,2575.56789271,2407.57431254,4663070000000,Energy Minerals,1024450000000,18.384,
SUNPHARMA,SUN PHARMACEUTICAL,2208173496575,928.65,0.83061889,0.41630623,4290279,3984167593.35,920.83946108,918.03368792,897.84380766,814.59229435,334981400000,Health Technology,101236300000,16.4002,
VBL,VARUN BEVERAGES,458603705635,1083.55,2.2602869,4.19751899,3183779,3449783735.45,1051.48639358,1024.55758769,980.54180936,885.31401192,86801490000,Consumer Non-Durables,16546450000,26.4216,406125000000
SCHAEFFLER,SCHAEFFLER INDIA L,348064832028,2307.6,3.62387175,17.62367153,319109,736375928.4,2128.26718344,2053.5770676,1941.02204342,1645.71417794,55480500000,Producer Manufacturing,9715400000,26.3906,261246000000
CRISIL,CRISIL LTD,261794913889,3684.45,2.66809708,9.24819499,343577,1265892277.6499999,3405.80132751,3315.00857478,3147.44094278,2854.13127726,23006900000,Technology Services,6546100000,32.254,
ANGELONE,ANGEL ONE LTD,155727262332,1949.2,3.82720324,2.85744439,2774961,5408953981.2,1825.52051035,1745.21498385,1590.44699456,1259.40697793,23050700000,Finance,8668800000,,
MRPL,MANGALORE REF &PET,120929314087,73.75,6.88405797,5.65902579,30554184,2253371070,65.24825476,59.50885682,51.98558113,46.54605956,320440790000,Energy Minerals,28939900000,48.6407,
GREENPANEL,GREENPANEL INDUSTRIES LTD,72742568059,605.35,2.17739894,1.91935348,528280,319794298,586.85383762,576.61393855,543.89343656,419.44461824,10023397000,Non-Energy Minerals,3883208000,12.5288,
VARROC,VARROC ENGINEERING,62978559024,444.45,7.99416839,5.55753473,11365017,5051181805.65,413.99028439,398.77080206,378.07683519,354.09958444,112819150000,Distribution Services,1395190000,20.2833,
GHCL,GHCL,58392827307,619.25,1.05254569,6.88702857,618667,383109539.75,591.54448609,573.79193279,528.93690787,426.55127882,29000900000,Process Industries,8265100000,4.47039,
RAJRATAN,RAJRATAN GLOBAL WIRE LTD,38641806791,764.8,0.18995218,21.3968254,61944,47374771.19999999,680.76944459,632.24104398,569.6796491,452.23428743,8928600000,Producer Manufacturing,1815700000,,
BLS,BLS INTERNATIONAL,37819415748,361.65,-1.85888738,9.39201452,1558302,563559918.3,339.79681616,317.97822502,279.07502145,219.65227044,4783692000,Technology Services,819884000,15.9531,
CHENNPETRO,CHENNAI PETRO CP,37801157822,279.25,9.87605745,17.13506711,7658528,2138643944,232.43313599,204.65390174,164.83144562,128.72590744,222182200000,Energy Minerals,16642000000,5.16153,
APCOTEXIND,APCOTEX INDUSTRIES,27622993660,591.1,10.55830917,21.12704918,1413460,835496206,507.01370054,463.18691113,413.76835556,362.4665721,5392628000,Process Industries,1246612000,13.0672,
NBVENTURES,NAVA BHARAT VENTUR,25930092323,165.05,-0.36220948,1.75709001,1431265,236230288.25000003,160.36706643,154.53615911,142.81413415,120.95630996,25433360000,Utilities,11956765000,4.23308,
HBLPOWER,HBL POWER SYSTEMS,22383491913,87.05,7.66852195,16.53279786,18398129,1601557129.45,77.11040374,72.50341621,68.21973725,58.78372457,9120386000,Producer Manufacturing,1100322000,13.4987,
PANAMAPET,PANAMA PETROCHEM L,19618074634,351.65,8.58422109,4.95448441,951412,334564029.79999995,328.67836052,315.68989131,292.97747304,259.50084622,14469621000,Process Industries,3061060000,4.56208,
GOKULAGRO,GOKUL AGRO RES LTD,16875382292.999998,124.45,4.97680304,27.44495648,90222,11228127.9,106.11912618,96.18844844,83.84157815,63.34943845,83865894000,Process Industries,1843640000,1.85893,
RIIL,RELIANCE IND INFRA,16613019681.999998,1106.4,0.58181818,12.92676703,6241308,6905383171.200001,1013.11219917,946.79482724,871.22521024,760.35338349,651880000,Industrial Services,42502000,,
SHANTIGEAR,SHANTHI GEARS,15814973753,235.15,14.03976722,18.91276865,3851503,905680930.45,205.2338131,199.40776015,190.19425934,169.00696734,2151500000,Producer Manufacturing,529500000,32.9733,
PIXTRANS,PIX TRANSMISSIONS LTD,13748508168,1052.85,4.43386401,4.43386401,65563,69028004.55,,,,,3802662000,Producer Manufacturing,1216027000,4.51192,
RSWM,RSWM LTD,12291185164,505.3,-2.99481666,-1.12513453,220014,111173074.2,498.5431072,482.31978176,463.05752971,404.06651099,23226093000,Process Industries,4124300000,7.8079,
DPABHUSHAN,D. P. ABHUSHAN LTD,9082230000,454.7,1.79091113,15.0702265,74789,34006558.3,414.02202506,402.29633647,388.68059094,310.88355758,12152294000,Retail Trade,721491000,8.11685,
BETA,BETA DRUGS LTD,7251682066,903.45,19.77329975,38.37494256,87800,79322910,718.45431254,667.26284939,616.17162423,508.21654406,1152526938.14,Health Technology,341141180,4.90521,
RAJMET,RAJNANDINI METAL LTD,6932280000,388.9,1.43453312,4.72599973,45286,17611725.4,373.94704978,360.96157192,319.95611494,218.34268532,6309174000,Distribution Services,152885000,,
MANAKSIA,MANAKSIA LTD,6763113759,92.8,-9.99030068,14.004914,1228573,114011574.4,87.70445819,84.13438463,79.38563255,70.76530824,8610365000,Producer Manufacturing,1602727000,-2.78819,
AXISCADES,AXISCADES TECHNOLO,6409367222,168,-0.62111801,15.8221303,393190,66055920,157.82406853,147.25831902,128.32496332,100.650066,5173861000,Technology Services,617628000,2.17032,
DPWIRES,D P WIRES LTD,4847850000,379.45,-3.44783715,7.82892867,131781,50004300.44999999,363.48889186,354.03511268,336.05504068,266.87417024,4667222000,Producer Manufacturing,433785000,4.4091,
PREMEXPLN,PREMIER EXPLOSIVES,4301970980,413.95,4.99682942,8.20807738,12254,5072543.3,389.11390824,373.35131898,339.41484548,268.33993316,1522030000,Process Industries,241726000,33.1766,
DEEPENR,DEEP ENE RESOURCES LTD,3504000000,113,4.96980957,27.46756909,29102,3288526,93.81669178,81.10615726,64.08490858,50.18565527,23844000,Industrial Services,9552000,94.24,
PARIN,PARIN FURNITURE LTD,1656582005,156.2,4.83221477,17.62048193,4000,624800,132.09175069,114.86595798,90.70298196,,839064763,Consumer Durables,77091890,7.7404,
AGROPHOS,AGRO PHOS INDIA LTD,1155624533,62.7,10,88.85542169,2783393,174518741.1,45.9135269,38.86175245,31.20073838,23.03803427,412400000,Process Industries,60200000,,
