Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
HFCL,HFCL LTD,109531794617,80.25,0.94339623,0.3125,8965433,719475998.25,79.45154877,79.38326698,77.65124142,72.3676122,47221000000,Electronic Technology,5705200000,19.99112995,104687000000
WELCORP,WELSPUN CORP LTD,60475205994,238.45,3.04667688,0.02097735,559849,133495994.05,233.32381582,232.89387008,235.50727564,214.48891563,64746130000,Producer Manufacturing,932300000,83.65237155,86828300000
SYMPHONY,SYMPHONY LTD,59718795383,880.59998,3.27801083,4.50364435,48471,42683561.63058,852.49523534,850.29769187,861.75134469,929.53225322,10390200000,Producer Manufacturing,1830000000,30.56218327,58128900000
GSFC,GUJARAT STATE FER,51881774370,132.35001,1.69037278,9.28985136,3077542,407312714.47542,126.44789845,126.37378051,131.02935574,137.83629416,58223030000,Process Industries,17032400000.000002,2.87626373,49251600000
EPL,EPL LTD,48644087341,161.85001,5.02920149,1.18787746,1039122,168181906.09122,156.3394334,156.22322145,159.22477093,171.42151004,34276000000,Process Industries,5460000000,10.19360574,62653600000
RATEGAIN,RATEGAIN TRAVEL TECHN LTD,30856702778,305.95001,7.53954657,6.60279094,1341867,410544222.06867,286.79710065,285.48327856,285.64367253,313.21190221,3665910000,Technology Services,541370000,49.74415423,25186900000
ITDC,INDIA TOURISM DEV,28921443250,404.54999,19.99110248,19.68934615,1814983,734251354.50017,347.69124111,343.82678471,345.95807014,348.90424962,2893990000,Consumer Services,271819000,92.49263756,26273400000
GRAVITA,GRAVITA INDIA LTD,24898521987,363.20001,0.44247786,3.32859459,259237,94154880.99237,356.22793077,355.88240902,346.79690157,307.08658156,22083500000,Non-Energy Minerals,1980200000,14.05172305,24519600000
PRICOLLTD,PRICOL LTD,22828405368,190.39999,1.68223765,8.2125547,378102,71990617.01898,183.17185167,183.13623221,179.74344445,151.39558953,15416763000,Producer Manufacturing,2125571000,10.86572143,23431000000
DWARKESH,DWARIKESH SUGAR IN,18086356566,97.550003,1.45605925,4.61126327,1196328,116701799.988984,94.21129878,93.90410316,96.12050094,98.31364435,19740614000,Process Industries,2574923000,6.71389458,17297200000
LUMAXTECH,LUMAX AUTO TECHNOL,17373397208,264.39999,3.70660522,7.04453036,483442,127822059.96558,254.09485209,253.58810941,255.95741648,222.03018125,15207372000,Producer Manufacturing,1867294000,9.57771953,19632700000
AVADHSUGAR,AVADH SUGAR ENERGY,10055251753,508.45001,1.08350099,1.10360312,33944,17258827.13944,496.80492292,495.80491326,504.8850507,533.56808692,27243189000,Process Industries,2226459000,8.27753116,18393600000
MADRASFERT,MADRAS FERTILIZERS,8377267760.999999,51.400002,-1.15384231,12.59583735,476899,24512609.553798,48.99817814,48.80147143,49.22435194,45.59066363,2919000000,Process Industries,2375800000,7.47346905,17360800000
RICOAUTO,RICO AUTO INDS,7711244339,60.900002,6.74847163,8.55615717,1972877,120148213.245754,57.60837985,57.59244413,56.59561011,49.17503342,18469200000,Producer Manufacturing,1876200000,7.59574903,14021200000
BLKASHYAP,B.L. KASHYAP & SON,6210871895,27.6,-0.71942089,-1.25223967,445545,12297042,27.35542009,27.35473901,26.71006306,25.02873202,11575116000,Industrial Services,837647800,11.36052515,8659450000
ADSL,ALLIED DIGITAL SER,5638763130,105.2,1.59343312,0.19047619,109638,11533917.6,104.20003596,104.11477122,106.32282235,112.49755008,4846800000,Technology Services,799200000,7.40185577,6101680000
COMPINFO,COMPUAGE INFOCOM L,1976954041,24.4,5.62770563,7.72626932,3154816,76977510.39999999,23.20387538,23.08350405,23.18537225,24.84744517,42075018000,Technology Services,1184750000,5.07393462,5593810000
