Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
CIPLA,CIPLA LTD,845863908418,1067.45,1.79278119,10.0974679,7899340,8432150483,998.46623758,970.57009245,945.0462643,913.43320067,190622500000,Health Technology,45993000000,15.2951,
LINDEINDIA,LINDE INDIA LTD,249379612007,3247,11.05410767,22.65558599,2137073,6939076031,2835.406569,2769.24439869,2686.72736357,2320.80711689,21119580000,Process Industries,5465880000,37.1009,202789000000
BSE,BSE LTD,136640861675,2923,-3.54567803,37.87410674,3737312,10924162976,2510.36947289,2337.41266294,2147.96220846,1603.92930944,6479700000,Finance,3165400000,-1.53106,
TRIVENI,TRIVENI ENGINEERIN,80685768528,328.1,-1.57492125,17.43020759,4398129,1443026124.9,295.52268215,282.46541989,264.65156572,210.21057172,44883851000,Process Industries,6239900000,7.9515,
SUPPETRO,SUPREME PETROCHEM,73378437466,833.5,6.72215109,15.21979541,568904,474181484,745.42502105,720.42594978,704.63846847,661.62480859,31808532000,Process Industries,9139672000,4.96474,
POLYPLEX,POLYPLEX CORP,60953177879,2083,7.11989921,12.34864216,1034956,2155813348,1918.3469523,1902.93013416,1886.98549395,1652.20170808,49034946000,Process Industries,11909300000,3.3978,
INGERRAND,INGERSOLL RAND,48507389249,1480,-3.25532749,8.6756985,341098,504825040,1402.31284163,1387.78101805,1353.22709694,1151.53304479,6127335000,Producer Manufacturing,1513000000,17.8161,
JKPAPER,JK PAPER LTD,46932917268,278.6,0.48692516,24.82078853,6894913,1920922761.8,249.10794098,238.99143376,229.38019066,211.44064628,27311700000,Process Industries,8897200000,8.60669,
DALMIASUG,DALMIA BHARAT SUGA,40158037253,496.25,0.04031852,19.00479616,1398587,694048798.75,449.74566883,433.92570686,423.49131519,385.30648254,24959700000,Non-Energy Minerals,4432300000,6.98348,
MAITHANALL,MAITHAN ALLOYS LTD,38633938999,1355.3,2.01731276,18.59986874,528330,716045649,1215.1490763,1159.01901411,1095.20722421,991.1175466,15910400000,Producer Manufacturing,8677900000,2.82811,
DHAMPURSUG,DHAMPUR SUGAR MILL,35812789543,526.3,-2.34715651,28.75840979,7558943,3978271700.9,451.5310324,424.06242891,389.27949915,325.92467381,39944200000,Process Industries,4626519000,7.40542,
USHAMART,USHA MARTIN,32668319041,103.4,-3.76919497,17.43327655,2278089,235554402.60000005,94.17800866,91.57844561,90.07142883,77.72896076,20854000000,Producer Manufacturing,3799700000,5.22128,
TIIL,TECHNOCRAFT INDUST,25711678701,986.05,-6.46461772,19.63722397,143851,141844278.54999998,898.62954968,869.38730666,847.42559851,747.23703768,12945437000,Producer Manufacturing,3561576000,5.37637,
EXCELINDUS,EXCEL INDUSTRIES,19362637597,1696.45,9.99837899,5.19641584,190082,322464608.90000004,1530.00828285,1407.60974844,1207.21632537,1043.5952067,7465678000,Process Industries,2023006000,8.03819,
WSTCSTPAPR,WEST COAST PAPER M,18143634850,291.45,6.09756098,23.0785473,2301350,670728457.5,258.06886325,251.29747108,248.3478827,242.74838286,22424455000,Process Industries,5651440000,8.81272,
AVTNPL,AVT NATURAL PROD,16865452621,107.75,-2.84039675,17.56683033,3398307,366167579.25,98.53894525,95.06953096,90.04205177,78.0162152,4851279000,Process Industries,1021736000,9.91913,
KHAICHEM,KHAITAN CHEM & FERT LTD,12991703634,127.3,-4.96453901,24.1345685,589584,75054043.2,114.61173276,109.14621542,99.08409684,70.91379155,4871528000,Process Industries,914657000,4.69992,6838390000
NAHARPOLY,NAHAR POLY FILMS,11621514134,519.05,9.99152363,11.64766616,302179,156846009.95,467.01243396,443.53961361,393.71344768,278.62328389,3034307000,Process Industries,881286000,4.99336,
ORIENTHOT,ORIENTAL HOTELS,11332118242,59.05,-6.93459417,6.78119349,2393942,141362275.1,56.41705273,54.8377279,52.05661576,42.38095061,1158802000,Consumer Services,176600000,,
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,9579419055,450.95,-1.62521815,12.76569142,128933,58142336.35,415.70764456,382.87395532,320.90317428,,1151793679,Finance,682433000,2.05895,
NAHARCAP,NAHAR CAPITAL AND,8742336871,629.15,19.9980927,24.98013508,443103,278778252.45,523.31640343,499.68065127,459.24288593,331.57663444,451701000,Finance,416212000,4.41244,
SELMC,SEL MANUFACTURING CO LTD,8687918948,480.35,4.99453552,27.59994687,14,6724.9,395.65993061,330.87299566,221.16511571,,1903845000,Process Industries,-980091000,,
RUSHIL,RUSHIL DECOR LTD,8668474020,440,0.75566751,15.72856391,155710,68512400,413.18919687,399.8235564,381.25027406,316.85323539,3354438484,Producer Manufacturing,532423000,20.2083,
SPECIALITY,SPECIALITY RESTAUR,7736273968,156.95,-4.6765867,11.27259837,484902,76105368.89999999,148.69359633,141.86485294,126.24922754,94.05528377,1501360000,Consumer Services,449700000,260.548,
UGARSUGAR,UGAR SUGAR WORKS,7565625000,63.85,-4.98511905,23.74031008,4083892,260756504.2,57.13446193,51.99605924,44.17613892,33.17658796,9099554000,Process Industries,944581000,35.4491,
SRHHYPOLTD,SREE RAYALASEEMA H,7325944846,490,15.11805474,19.51219512,598234,293134660,425.37014701,406.6040752,377.70289154,333.04584885,9101500000,Process Industries,1362799000,2.59167,
RAJMET,RAJNANDINI METAL LTD,5519460000,303.95,2.18524122,6.27622378,37545,11411802.75,287.16098433,269.83847642,233.8935543,171.65323954,6309174000,Distribution Services,152885000,,
MMP,MMP INDUSTRIES LTD,5100844705,192.65,-4.05876494,20.70802005,512346,98703456.9,174.36031504,169.35980423,165.43568381,146.61085798,2307336000,Non-Energy Minerals,365098000,9.02288,
KOTHARIPRO,KOTHARI PRODUCTS,3900592742,143.1,9.9923136,21.27118644,269917,38625122.7,120.99003033,113.54260579,106.73386691,97.3059409,31170500000,Finance,-172300000,,
ROHLTD,ROYAL ORCHID HOTEL,3229319263,111,-5.53191489,11,168904,18748344,106.39771461,102.27629513,96.81887198,87.40210314,808500000,Consumer Services,190345000,,
DANGEE,DANGEE DUMS LTD,2284480000,270.5,1.2918929,20.16881386,341211,92297575.5,240.98843176,232.5964539,220.73074908,193.24475768,134363000,Consumer Non-Durables,33709000,,
KERNEX,KERNEX MICROSYSTEM,2123066601,170,-0.11750881,21.38521956,50033,8505610,148.19264622,136.38349846,124.16095844,93.18365184,183234444,Electronic Technology,-29609310,21.7869,
PASHUPATI,PASHUPATI COTSPIN,1203228046,122.75,4.91452991,12.6146789,6400,785600,113.68347408,107.94191125,97.89671396,81.70937417,4409811019,Process Industries,398813000,8.15236,
