Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
SUNPHARMA,SUN PHARMACEUTICAL,2084850804264,902,3.73181531,8.72054481,7194414,6489361428,857.95612378,853.39309004,842.89452032,775.85755485,334981400000,Health Technology,101236300000,16.4002,
CIPLA,CIPLA LTD,796164131118,1043.95,5.76465225,12.10803265,11106669,11594807102.550001,968.57795984,951.07980823,935.61754829,910.51077347,190622500000,Health Technology,45993000000,15.2951,
NH,NARAYANA HRUDAYALA,137381543811.99998,702.35,4.57861823,7.24538097,347294,243921940.9,665.32586031,658.16664429,640.08786799,560.05562461,25823460000,Health Services,6189570000,44.6242,
BSE,BSE LTD,118109160095,2691.25,2.74103342,29.05507469,9669674,26023510152.5,2282.72353358,2196.33208964,2079.01691137,1576.20219011,6479700000,Finance,3165400000,-1.53106,
GNFC,GUJARAT NARMADA VA,97999308234,708.85,12.42664552,18.37842351,13492168,9563923286.800001,613.99266943,580.83213134,529.42164429,433.34137474,40841500000,Process Industries,10953100000,,
BALRAMCHIN,BALRAMPUR CHINI MI,91624156494,487.35,8.46872913,15.85641269,13440636,6550293954.6,438.95859757,427.55779905,410.87367406,353.61741012,46725100000,Process Industries,6281450000,9.92262,
TRIVENI,TRIVENI ENGINEERIN,68743067486,304,6.89170183,11.33492034,2454615,746202960,278.26845112,271.79986197,259.15211263,207.77626343,44883851000,Process Industries,6239900000,7.9515,
GAEL,GUJARAT AMBUJA EXP,50384970675,238.45,8.43565257,21.56512873,5408767,1289720491.1499999,210.29468098,201.57882523,191.06193144,172.60931704,47053000000,Process Industries,6624400000,5.27027,
GHCL,GHCL,44238001080,493.95,6.4432712,15.50333216,800853,395581339.35,447.63716889,436.93156243,425.76487468,375.26713172,29000900000,Process Industries,8265100000,4.47039,
SARDAEN,SARDA ENERGY & MIN,34764076465,1077.75,11.32055983,18.05783766,686312,739672758,943.5444666,901.55855228,857.38355692,738.17349006,21988100000,Non-Energy Minerals,11747700000,5.95526,
MAITHANALL,MAITHAN ALLOYS LTD,33057623483.000004,1284.8,12.98421492,11.28627111,1165421,1497332900.8,1151.89429917,1118.34289535,1074.63573102,984.02985784,15910400000,Producer Manufacturing,8677900000,2.82811,
DHAMPURSUG,DHAMPUR SUGAR MILL,28068674834,451.1,6.643026,13.72746754,2660187,1200010355.7,411.79697433,400.07432451,377.34955322,321.74965397,39944200000,Process Industries,4626519000,7.40542,
DWARKESH,DWARIKESH SUGAR IN,22351383665,129.3,8.83838384,36.03366649,11817594,1528014904.2,107.52109582,100.54243159,92.65303023,74.9209127,18388465000,Process Industries,2707706000,5.80867,
