Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
PIDILITIND,PIDILITE INDUSTRIE,1114013344557,2177.05,-0.70241055,2.1609573,342150,744877657.5000001,2141.92276059,2139.05348034,2188.98636975,2268.29820391,99209600000,Process Industries,18472900000,60.35185296,
MCDOWELL_N,UNITED SPIRITS,579276406746,793.05,-0.63275279,3.66666667,828028,656667605.4,775.02069858,774.2619606,794.65683016,811.18662034,97124000000,Consumer Non-Durables,16081000000,36.174206,
PAGEIND,PAGE INDUSTRIES LTD,468894370911,42348.25,0.70304809,5.60660848,14352,607782084,41006.66640523,40988.73450106,41684.07092199,39860.46138619,38864647000,Consumer Non-Durables,7854640000,59.69648143,
PGHH,PROCTER&GAMBLE IND,444543271735,13802.6,0.62440995,2.77476833,3131,43215940.6,13488.22486502,13476.8655061,13668.60172632,14055.50910913,35741400000,Consumer Non-Durables,8376799999.999999,51.87200025,
PIIND,PI INDUSTRIES,401742000069,2646.05,-0.16789285,1.9672447,196315,519459305.75000006,2595.10091417,2589.81746449,2622.77605723,2710.71469832,52995000000,Process Industries,11424000000,35.1664916,
IOB,INDIAN OVERSEAS BK,329847105730,17.7,1.72413793,5.35714286,10714502,189646685.4,16.91668368,16.86272182,17.20064742,18.46363585,218232083000,Finance,,,213235000000
TORNTPOWER,TORRENT POWER,223847270302,471.95,1.34206571,0.65045852,482067,227511520.65,463.89719234,463.16594243,470.46873852,485.76575214,142576100000,Utilities,35910000000,8.61521778,
VINATIORGA,VINATI ORGANICS,205800490633,1975.15,-1.82663154,5.34133333,27881,55069157.15000001,1950.51971083,1950.35784526,1970.1752506,1927.21579935,16155118000,Process Industries,4340810000,47.41061936,
BANKINDIA,BK OF INDIA,187943315912,45.85,0.4381161,0.99118943,1421349,65168851.65,44.87293977,44.87129994,45.80176943,51.58221618,460141458000,Finance,,,403780000000
GRINDWELL,GRINDWELL NORTON,183374460615,1691.6,2.12817339,7.33502538,55283,93516722.8,1642.48167828,1639.395149,1675.17024332,1627.40939192,20127600000,Process Industries,4013700000,44.23812458,
SUNDRMFAST,SUNDRAM FASTNERS,156083352299,732.2,-1.5264609,2.0630053,23249,17022917.8,724.18686536,723.77872601,746.78632012,791.87046329,48785200000,Producer Manufacturing,8013900000,20.36538418,195766000000
RAMCOCEM,RAMCO CEMENTS(THE),152018692824,637,-1.30151844,2.85806556,181140,115386180,630.08875879,629.86890069,665.59946831,804.67311287,60036900000,Non-Energy Minerals,12900700000,14.71224762,213460000000
GESHIP,GREAT EASTERN SHI,58345697205,403.1,1.56210632,8.96067036,499829,201481069.9,390.71823223,389.57170706,385.68786447,355.25387944,35089400000,Transportation,14069500000,4.14696309,
TEAMLEASE,TEAMLEASE SERVICES,55614073089,3394.65,4.33680134,10.77156516,19153,65017731.45,3221.1373084,3204.42096066,3350.93875968,3718.87426699,64798231000,Commercial Services,1423694000,39.06322081,
MFL,MEGHMANI FINECHEM LTD,55471537316,1365.55,2.35355845,7.01802508,331175,452236021.25,1306.69258812,1305.12893976,1268.31288581,968.50834916,15509237000,Process Industries,5094875000,12.78773774,50139900000
JYOTHYLAB,JYOTHY LABS LTD,55136371776,154.75,2.75564409,-2.05696203,1947031,301303047.25,152.47800542,152.30897448,151.15893893,149.83395414,22071788000,Consumer Non-Durables,2482300000,21.88706674,53375500000
JKLAKSHMI,JK LAKSHMI CEMENT,49533212858,420.65,-0.09500059,1.09348714,386296,162495412.4,417.23252405,417.0653117,425.59386118,483.85208662,54198900000,Non-Energy Minerals,9507100000,5.95000714,
