Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
SILVERTUC,SILVER TOUCH TECHN,3210465491,267.6,256.8,256.8,6765,1810314,114.79720909,102.08998087,96.79080851,104.4587232,1401653008,Technology Services,83754000,22.3572,
KRBL,KRBL LTD,47831225454,235.05,15.58888616,2.17344056,5384803,1265697945.15,227.15282143,230.025241,227.53404459,237.18969428,39914300000,Process Industries,7086100000,5.26719,
ICIL,INDO COUNT INDUSTR,25099366842,146.2,15.02753737,-4.84868207,1529371,223594040.2,147.0506841,155.03534788,170.25061309,199.74853691,23490498000,Process Industries,5689800000,13.6985,
AVANTIFEED,AVANTI FEEDS,54866113130,456.35,13.22416574,4.83574546,2982275,1360961196.25,431.83101096,438.51621093,458.58195148,512.40839533,40703584000,Process Industries,2905139000,10.6439,
ASHIMASYN,ASHIMA,2169592047,12.55,11.0619469,-8.05860806,348664,4375733.2,13.09167408,13.7654638,14.81408167,16.28559334,1406200000,Process Industries,-83400000,,
NBIFIN,N.B.I. INDUSTRIAL,4832660253,2147.1,9.15330063,2.53581662,72545,155761369.5,2117.98328814,2152.84989425,2197.29664281,2250.9265613,21290000,Finance,64842000,448.515,
KKCL,KEWEL KIRAN CLOTHI,11480771801,203.4,9.03243098,-0.707835,294357,59872213.80000001,202.49968658,206.6403508,209.85958564,207.72513419,3024859000,Consumer Non-Durables,779000000,40.7629,11642400000
CLSEL,CHAMAN LAL SETIA EXP LTD,5163008550,107.25,8.82800609,-6.69856459,249792,26790192,111.66715835,113.85575844,110.43396399,113.61302662,8514941999.999999,Process Industries,917638000,4.01764,
NITINSPIN,NITIN SPINNERS LTD,11865231429,228,7.87792761,3.12075984,847943,193331004,229.21739595,237.32953336,250.35453385,233.33397474,16086556000,Process Industries,5883862000,5.82924,
SKIPPER,SKIPPER LTD,5764932549,60.6,7.73333333,1.93439865,1177146,71335047.60000001,59.33058997,60.58945872,62.85441574,68.75501106,15711470000,Producer Manufacturing,1325440000,9.59088,
UMAEXPORTS,UMA EXPORTS LTD,1886588472,59.9,7.34767025,15.97289448,1417281,84895131.89999998,61.86690706,67.44546296,,,7492741000,Distribution Services,,,
IBULHSGFIN,INDIABULLS HOUSING,52488705095,118.65,6.74763833,-20.76794658,61421648,7287678535.200001,137.91819837,146.90751401,159.98001511,196.3602979,99299600000,Finance,23086700000,6.68766,628158000000
NETWORK18,NETWORK 18 MEDIA,71820672939,72.75,6.28195763,-9.40224159,2610397,189906381.75,79.28089664,84.89099575,86.88787063,76.56676335,58801900000,Consumer Services,10794700000,,
