Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
ATGL,ADANI TOTAL GAS LTD,2985049363129,2672.1,-4.48428089,10.1079611,715239,1911190131.9,2561.80404999,2479.34785174,2392.51146847,1971.84131481,30378100000,Utilities,7730000000,387.4589603,2373230000000
VBL,VARUN BEVERAGES,556079415178,874.7,2.48989396,10.02515723,1377055,1204510008.5,830.92902486,805.15995681,762.60824063,659.5897326,86801490000,Consumer Non-Durables,18040200000,32.05614545,
FLUOROCHEM,GUJARAT FLUOROCHEM LTD,340963399536,3109.35,0.87268244,6.12116041,217260,675537381,2950.49013013,2856.45791794,2774.76831676,2451.53367863,39535900000,Process Industries,11721100000,30.24925131,
INSECTICID,INSECTICIDES INDIA,17644616654,912.3,0.26927516,8.22064057,125447,114445298.1,885.29705418,860.71146239,807.77958139,715.69806782,15039580000,Process Industries,1696768000,10.39895652,
PCJEWELLER,PC JEWELLER LTD,16289136505,39.25,4.66666667,47.00374532,12753234,500564434.5,31.68015513,28.53183532,25.37150661,24.13483543,16061300000,Consumer Durables,-957300000,-17.0157072,
TCPLPACK,TCPL PACKAGING LTD,9039485157,1043.8,6.79353387,28.42817595,144354,150676705.2,927.7221601,889.5763914,845.07799637,701.10061563,10857370000,Commercial Services,1550005000,8.76463828,
JAGSNPHARM,JAGSONPAL PHARMACE,8924348525,360.75,2.61698194,11.22244489,328488,118502046,334.26316876,320.31389254,304.97870167,242.53638893,2260967000,Health Technology,257944000.00000003,34.5980078,
HUBTOWN,HUBTOWN LTD,5633393528,85.05,5,7.93147208,417059,35470867.95,74.78955998,68.72824132,62.37204951,51.66969862,1902800000,Finance,-596200000,-20.21937861,
DANGEE,DANGEE DUMS LTD,4062890000,401.8,1.51591713,4.09326425,39676,15941816.8,394.55259152,383.75268516,358.94255093,279.24594599,205623000,Consumer Non-Durables,41933000,96.89003887,
GRPLTD,GRP LTD,1951466169,1573.3,7.56871325,10.85822999,10369,16313547.7,1433.03971335,1388.83352052,1365.46293536,1256.00735332,3884237000,Producer Manufacturing,242088000,11.57243304,
GLOBAL,GLOBAL EDUCATION LTD,1778498337,183.7,0.16357688,-0.7027027,64677,11881164.9,167.88027961,154.36361083,129.18668643,87.98716926,412733000,Commercial Services,184712490,9.59540601,
