Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
IOB,INDIAN OVERSEAS BK,509420020769,30.55,13.35806629,16.15970023,173881572,5312082024.6,27.2745403,26.73215702,25.95718317,24.45579053,238358692000,Finance,,,435681000000
MITCON,MITCON CON,1077750000,90.65,12.88916141,9.34861015,236862,21471540.3,80.49933214,77.93697599,74.57135427,70.76652304,830511000,Commercial Services,158673000,13.57168516,
ASHAPURMIN,ASHAPURA MINE CHEM,16934077528.000002,208.7,12.71942278,12.81081081,3651971,762166347.6999999,186.65125226,173.17196752,153.54127696,126.88662402,18308484000,Non-Energy Minerals,1725637000,13.70921957,16964900000.000002
CUPID,CUPID LTD(INDIA),3880024205,328.2,12.64801398,13.97811724,2469085,810353697,292.7787411,284.4190746,272.84061469,259.44100169,1593272000,Consumer Non-Durables,373429000,10.39025947,
DIVGIITTS,DIVGI TORQTRANSFER SYST L,24325700000,890.3,11.67837291,-0.96774194,379205,337606211.5,878.67553176,887.5496025,865.65395606,,2690160000,Producer Manufacturing,,,
KALYANKJIL,KALYAN JEWELLERS IND LTD,186954637756,202.4,11.51515152,18.15528313,23790867,4815271480.8,180.90636686,174.69451376,156.98170385,123.28111626,140471300000,Retail Trade,11727760000,15.94120597,
ANANDRATHI,ANAND RATHI WEALTH LTD,53915898124,1426.3,10.33069039,14.19535629,610284,870448069.1999999,1275.61915986,1191.35070949,1055.32237659,865.16939498,5563234000,Finance,2634159000,20.46797408,
SATIA,SATIA INDUSTRIES LTD,11225000000,124.05,10.26666667,8.34061135,11534049,1430798778.45,114.58473599,113.36080899,113.15887763,117.51710152,18837420000,Process Industries,4087049000,3.76500184,
SUNDRMBRAK,SUNDARAM BRAKE LIN,1924203779,541.25,10.13327683,13.50529279,63812,34538245,490.10593778,458.92295861,411.14146505,358.01605248,3538677000,Producer Manufacturing,16610000,145.77879464,1610670000
NAGAFERT,NAGARJUNA FERTILIZ,6273701739,11.55,10,34.30232558,6298739,72750435.45,9.95063803,9.6101939,9.68247101,9.91408108,56422016000,Process Industries,797815000,42.9781149,
GENUSPOWER,GENUS POWER INFRA,48848143321,209,10,18.78374538,4943722,1033237898,189.71135614,181.27234864,156.31129802,112.6173168,8083855000,Electronic Technology,786496000,61.0504444,
PTCIL,PTC INDUSTRIES LTD,60908673996,5003.8,9.99900592,3.38429752,25559,127892124.2,4568.72236796,4397.53566798,,,2192621000,Producer Manufacturing,586324000,106.38028291,
AURDIS,AURANGABAD DISTILL,1936020000,259.7,9.99575985,24.25837321,13000,3376100,231.26658654,218.19876411,190.29708478,133.11386002,1187215000,Consumer Non-Durables,,,
FORCEMOT,FORCE MOTORS LTD,40040684767,3342.35,9.94210355,32.27600127,527987,1764717349.45,2834.73705103,2712.27873125,2442.34749855,1799.22732081,50289800000,Consumer Durables,4656300000,8.59924935,
SPCENET,SPACENET ENTERPRIS,8885610000,18.3,9.90990991,14.375,4381834,80187562.2,17.17949261,17.08841312,17.10353795,17.49967011,1445373000,Commercial Services,26555000,334.57307475,
NCLIND,NCL INDUSTRIES,9141547519,221.7,9.6981638,12.53807107,2147763,476159057.1,203.0238094,200.2470639,197.42210846,187.82561977,16096594000,Non-Energy Minerals,1478107000,7.89014633,
GMMPFAUDLR,GMM PFAUDLER LTD,65268897073,1590.1,9.67341449,8.9109589,3325102,5287244690.2,1478.96039873,1472.26141859,1475.17562084,1536.38762264,31775500000,Producer Manufacturing,4175600000.000001,17.09732663,72023300000
IMAGICAA,IMAGICAAWORLD ENT LTD,27717176383,62.55,9.25764192,8.40554405,11205167,700883195.85,57.80710233,55.05678117,50.75441211,41.98427957,2505505000,Consumer Services,849815000,41.33205507,
ASHIMASYN,ASHIMA,2441749375,13.8,9.09090909,8.23529412,983243,13568753.4,13.10263441,13.27765531,13.62858587,14.27109975,2055699999.9999995,Process Industries,-52600000,,
JUBLINDS,JUBILANT INDUSTRIE,8129453904,584.85,8.78906655,2.82173177,114552,66995737.2,552.82027669,541.98532863,518.99979996,466.46818652,14729200000,Process Industries,1057800000,7.68524665,
KIRLOSENG,KIRLOSKAR OIL ENGI,63894972040,480.1,8.26473992,4.82532751,3231570,1551476757,448.4728916,437.40531982,421.13524501,360.50295407,50036400000,Producer Manufacturing,7340200000,11.96476554,80936100000
RPSGVENT,RPSG VENTURES LTD,16457037309,605.15,8.04321043,13.96421846,1992516,1205771057.3999999,546.44716282,518.49922857,482.52433598,465.79267949,71662300000,Finance,8031000000,7.61164703,55409800000
