Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
INDUSTOWER,INDUS TOWERS LTD,555060210449,205.3,-0.36398932,2.03777336,2907689,596948551.7,202.54612698,202.36211153,208.0978918,232.39337983,277172000000,Communications,149429000000,4.99508938,769090000000
PGHL,PROCTER & GAMBLE HEALTH L,72240512207,4382.5,0.59680937,1.08757078,8226,36050445,4336.54975388,4335.3859786,4378.67505756,4845.03573599,10081500000,Health Technology,2571200000,27.25097706,
TCIEXP,TCI EXPRESS LTD,63647840312,1713.65,3.76324553,7.34128848,43214,74053671.10000001,1644.42816012,1643.42182604,1694.79408162,1712.06627032,10814700000,Transportation,1747200000,36.42848003,64551100000
GLS,GLENMARK LIFE SCIENCE LTD,56448267919,463.3,0.84893339,8.52658702,57720,26741676,444.60278083,443.99333604,460.04328718,569.20482623,21232140000,Health Technology,6160600000,9.16278738,
CCL,CCL PRODUCTS(IND),48541888504,366.4,0.30112237,0.15033484,309395,113362328,360.24563742,359.93231348,373.54473536,385.73810404,14620289000,Consumer Non-Durables,3310623000,14.66246338,
ENGINERSIN,ENGINEERS INDIA,33778744882,62.9,4.74604496,1.4516129,9054286,569514589.4,61.12889249,61.12159602,62.52758184,67.69773115,29127796000,Industrial Services,3441084000,9.8163093,
MOLDTKPAC,MOLD-TEK PACKAGING,23520463586,727.2,1.86300602,-1.99460916,59709,43420384.80000001,717.87629063,717.65961291,726.43603469,680.5134412,6314697000,Producer Manufacturing,1206652000,19.49233382,
VISHNU,VISHNU CHEMICALS L,17692054395,1494.75,0.41651271,2.12831375,7988,11940063,1460.06157475,1458.75938062,1458.42830213,1138.0022804,10690018000,Process Industries,1556555000,11.36616078,
KITEX,KITEX GARMENTS LTD,16794575203,253.1,0.27733756,3.83589744,274346,69436972.6,250.86147577,250.65111261,250.94368215,216.84355544,4348212000,Consumer Non-Durables,1338407000,11.86581227,
XPROINDIA,XPRO INDIA LTD.,14414816325,1291.25,4.99674744,27.61278846,7894,10193127.5,1144.94879644,1134.29700979,1169.13270353,939.3303405,4711200000,Process Industries,638242000,23.62558454,18723100000
ITDCEM,ITD CEMENTATION IN,10521989422,66.45,8.48979592,9.29276316,4896566,325376810.7,61.92104286,61.7669506,63.77046124,70.7716239,38090165000,Industrial Services,2930625000,3.83768596,
SPAL,S.P.APPARELS LTD,9560216710,363.1,-2.52348993,8.03332342,326312,118483887.2,344.1083758,343.23682284,356.74023223,355.07713482,6316950000,Consumer Non-Durables,1318180000,8.57574588,
SHAKTIPUMP,SHAKTI PUMPS INDIA,8788471270,479.8,0.22978901,1.31981839,23313,11185577.4,470.87607228,470.65182463,488.64207797,553.34786164,11785351000,Producer Manufacturing,1103614000,7.96335609,
KPIGREEN,KPI GREEN ENERGY LTD,8175317245,517,14.15323471,14.92719795,468509,242219153,466.2177491,463.13997581,,,2299411000,Utilities,1088617000,7.50981956,
JINDRILL,JINDAL DRILLING,6104869359,220.75,4.9940547,10.45784338,50144,11069288,203.65191712,201.99691001,205.32981186,176.51724855,4198600000.000001,Industrial Services,1044396999.9999998,5.84535321,
PPL,PRAKASH PIPES LTD,4233548664,177.3,0.45325779,0.48172287,79808,14149958.4,175.81907783,175.78632179,173.64771543,160.45405387,6167500000,Producer Manufacturing,773900000,5.47040789,
KSOLVES,KSOLVES INDIA LTD,4045270000,358.54999,5.08498813,5.424869,94000,33703699.06,345.10959069,344.2567061,345.33396078,314.20153765,470686000,Technology Services,199751000,20.2515632,
ABAN,ABAN OFFSHORE,3315150468,54.25,-4.40528634,9.92907801,1776040,96350170,51.03326599,50.84919596,51.42928274,48.83649697,5983400000,Industrial Services,368790000,8.98926345,
RITCO,RITCO LOGISTICS LTD,3185631659,143.7,9.98851894,13.01612269,84981,12211769.7,129.59291562,128.6381787,,,4697831696,Transportation,426087000,9.64619587,
NOIDATOLL,NOIDA TOLL BRIDGE,1539832922,8.95,9.14634146,33.58208955,5125659,45874648.05,7.24112684,7.13144894,7.39398532,7.42230063,129314000,Transportation,16828000,122.85072035,
