Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
BALRAMCHIN,BALRAMPUR CHINI MI,79711130823,397.85,0.70877359,-2.39205103,1131888,450321640.8,395.98433651,395.92335083,395.66325877,385.07038305,46658617000,Process Industries,5120398000,19.09535349,
DEEPAKFERT,DEEPAK FERTILISERS,71267566015,570.15,0.99194227,2.00375704,745017,424771442.55,564.84852161,564.48591246,576.75453975,642.90004769,113006900000,Process Industries,21654400000,4.55155377,
GAEL,GUJARAT AMBUJA EXP,57356766720,251.8,0.74014803,3.32375872,240131,60464985.8,249.02380406,248.73057857,250.0345,250.66240789,49089900000,Consumer Non-Durables,4750400000,11.1066577,
JCHAC,JOHNSON CONTROLS-H,29614953654,1101.1,1.44179833,4.86666667,112342,123699776.19999997,1064.33258059,1061.8857213,1080.30949648,1223.75566172,23844400000,Consumer Durables,-188300000,,
SOTL,SAVITA OIL TECHNOL,20080579702,303.15,4.51646628,6.91236114,297832,90287770.8,286.38276643,284.91237836,281.11804611,277.47577751,36304353000,Process Industries,3184007000,5.42452127,
COSMOFIRST,COSMO FIRST LTD,16893011651,650.7,1.09531264,9.91554054,55772,36290840.40000001,623.3115615,621.16972373,628.84713335,720.00569669,30652900000,Process Industries,3823500000,5.66292969,
THEJO,THEJO ENGINEERING,16056176662,1614.6,7.64,15.24625268,6900,11140740,1462.59405769,1447.25527722,1427.69023029,1276.31526343,4744559000,Distribution Services,,,
SUBEXLTD,SUBEX LTD,15972123305,30.15,6.34920635,7.10479574,11073498,333865964.7,28.50446172,28.44099017,29.12106822,31.45071816,2786900000,Technology Services,-306500000,,
STOVEKRAFT,STOVE KRAFT LTD,14724949914,447.15,0.43800313,3.98837209,98225,43921308.75,443.21505615,443.15497893,437.88614538,496.93383198,12838470000,Consumer Durables,990020000,16.32259946,
STERTOOLS,STERLING TOOLS,13037162061,376.15,4.03817187,5.08450901,381969,143677639.35,358.55286322,357.64890363,362.86416536,320.80278198,7719780000,Producer Manufacturing,975358000,14.11401768,
MANGCHEFER,MANGALORE CHEMICAL,11687964614,99.95,1.11279921,5.82318687,628490,62817575.5,96.01168083,95.71457419,95.55943933,94.69937225,36415240000,Process Industries,3167560000,6.88175745,
BAJAJHCARE,BAJAJ HEALTHCARE LTD,8678317253,316.7,0.81171736,10.50244243,37557,11894301.9,302.96741784,302.00400877,310.42259093,344.92381596,6732920000,Health Technology,1068463000,11.84275942,
LINCOLN,LINCOLN PHARMA LTD,8033923997,403.8,0.57285181,4.31413072,96960,39152448,391.89392774,391.09549509,386.12370305,352.91980965,5103088000,Health Technology,892031000,7.62018136,
ADSL,ALLIED DIGITAL SER,5051944888,91.55,-0.48913043,5.35097814,240524,22019972.2,89.10894484,88.88894191,88.75279148,96.04885554,6600700000,Technology Services,883000000,5.57490927,
KNAGRI,KN AGRI RESOURCES,2078120000,128,13.42490031,11.40121845,142400,18227200,115.94396521,115.83598534,118.21443152,136.3478785,18810170000,Process Industries,,,
