Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
ADFFOODS,ADF FOODS LTD,24990671637,256.55,-77.46596399,-76.42003676,1080403,277177389.65000004,957.84092211,1019.9395475,1028.93587837,899.71371758,4443016000,Consumer Non-Durables,932759000,26.79220639,
COFFEEDAY,COFFEE DAY ENTERPR,11211128941,45.3,-14.68926232,-13.87832372,18674514,845955484.1999999,49.25579479,46.59537985,42.40867554,40.92684136,9238500000,Consumer Services,-2209300000,,
CMNL,CHAMAN METALLICS L,1922330000,70.3,-11.73885972,-10.44585987,801000,56310300,74.32968086,71.12469043,66.43957244,,1848679000,Non-Energy Minerals,,,
MHHL,MOHINI HEALTH & HY,1567375625,78.9,-8.20244008,-9.88007162,117000,9231300,83.06082504,78.60221015,70.73063349,56.8331389,1346116395,Health Technology,,,
NATCOPHARM,NATCO PHARMA LTD,157867451318,813.3,-7.76297136,-10.71957944,3004560,2443608648,880.31042018,873.58762977,818.03975847,694.36900962,26993000000,Health Technology,11193000000,14.10412323,
HERITGFOOD,HERITAGE FOODS LTD,25235872685,253.2,-6.89465318,-2.61538462,1904517,482223704.4,256.19105807,253.70059338,243.49903803,204.22439231,32406540000,Consumer Non-Durables,1545940000,16.32396644,
FIDEL,FIDEL SOFTECH LTD,1550380000,105,-6.87361419,12.78195731,27000,2835000,104.4930952,99.63262393,92.78839212,78.2263661,333710000,Technology Services,,,
HSCL,HIMADRI SPECIALITY,120855501630,257.2,-6.47272727,9.42352691,6433083,1654588947.6,248.61414872,223.84762351,184.793731,131.37262263,41718260000,Process Industries,4707500000,25.67296901,
ALLETEC,ALL E TECHNOLOGIES,3538020000,164.1,-6.33561644,0.06097561,153600,25205760,162.11398529,149.23776881,131.9303311,,876843000,Technology Services,127774000,27.68967083,
SURYAROSNI,SURYA ROSHNI,61386928874,1057.05,-6.2732754,7.4292382,594506,628422567.3,1017.74646647,953.02756131,877.28997367,736.57874272,79746300000,Non-Energy Minerals,6588700000,9.31700167,
BOMDYEING,BOMBAY DYEING &MFG,31548205494,143.25,-6.2193126,3.80434783,4752589,680808374.25,143.9099721,137.94145904,124.9144725,100.69024831,26540600000,Process Industries,-440500000,,
ANLON,ANLON TECH SOL LTD,1849650000,310.15,-6.01515152,6.21575342,84000,26052600,307.37587751,294.82654285,273.96588009,,328947000,Distribution Services,,,
TRIDHYA,TRIDHYA TECH LTD,1120150000,45.4,-5.61330169,4.84988695,234000,10623600,44.68789058,43.87615614,,,215148000,Technology Services,,,
JHS,JHS SVENDGAARD LAB,1702339218,24.7,-5.54493308,5.78158458,288755,7132248.5,25.11697054,24.79548534,23.47035365,21.30017917,962067000,Consumer Non-Durables,-102026000,,
EQUIPPP,EQUIPPP SOC IMP TECH LTD,2847490342,26.45,-5.02692998,-5.02692998,11903,314834.35,29.83850207,29.73365016,29.93901541,39.53583845,15157000,Technology Services,1225000,2324.48191184,
ELECON,ELECON ENGINEERING,95628030019,808.7,-5.02642396,-10.81334436,810692,655606620.4000001,867.76974654,853.94456059,783.53142011,571.6639131,15264644000,Producer Manufacturing,3739530000,25.5722056,
GOKUL,GOKUL REFOILS & SO,3451955640,33.1,-5.02151535,6.77419355,500032,16551059.2,33.18135493,32.28581757,31.45065016,31.78936136,31288241000,Process Industries,529044000,6.52489328,
KALYANIFRG,KALYANI FORGE,1875025295,490.2,-5,15.44983242,24317,11920193.4,441.68472375,391.6190638,329.54646799,267.21811963,2644271000,Producer Manufacturing,169089000,11.08898447,
VMARCIND,V MARC INDIA LTD,2893780000,120.65,-5,-8.52918184,63000,7600950,126.16347445,119.50904763,102.79078572,69.78961635,2472888000,Producer Manufacturing,,,
BHAGYANGR,BHAGYANAGAR INDIA,2919223808,86.5,-4.99725739,22.60807416,47131,4076831.5,79.30470446,74.24003884,66.9415948,55.40697409,18465907000,Producer Manufacturing,352819000,8.27399831,
DPABHUSHAN,D. P. ABHUSHAN LTD,11890800000,507.6,-4.99719081,1.31736527,25838,13115368.8,506.32878338,463.11514264,388.83487316,334.06533695,17282846000,Retail Trade,871334000,13.64666133,
PHANTOMFX,PHANTOM DIGITAL EF,5858990000,478.2,-4.99652518,-0.38537445,70800,33856560,501.59787226,507.07098592,479.789252,324.45217854,578943000,Consumer Services,,,
BIRLACABLE,BIRLA CABLE LTD,12061499634,382.4,-4.99378882,9.25714286,264075,100982280,363.8879762,324.51665328,262.37903069,185.9473172,7906495000,Producer Manufacturing,671797000,17.9540838,
PARACABLES,PARAMOUNT COMMUNIC,17845325525,72.35,-4.99015351,19.58677686,1175740,85064789,66.78864408,61.07218397,51.84007526,38.28369974,7867425000,Producer Manufacturing,569414000,31.33980816,
WANBURY,WANBURY LTD,2154971961,62.9,-4.98488995,15.20146942,28925,1819382.5,58.91574882,56.3604449,53.87790184,52.16548044,4996469000,Health Technology,395644000,5.44674496,
BAFNAPH,BAFNA PHARMACEUTICALS LTD,2351439818,92.55,-4.97946807,-4.97946807,4031,373069.05,99.43419949,98.40629905,95.80824438,98.31060144,1153499000,Health Technology,200087000,11.75208693,
JETAIRWAYS,JET AIRWAYS INDIA,6770403770,57.65,-4.94641698,-8.7094249,100542,5796246.3,62.30455807,62.99688531,59.52060713,64.11355044,,Transportation,,,
DOLLAR,DOLLAR INDUSTRIES,26684935247,447.5,-4.88841658,2.28571429,159878,71545405,442.3393723,433.25933733,414.26237328,401.29672092,13938293000,Consumer Non-Durables,881371000,30.27662045,
DONEAR,DONEAR INDUSTRIES,6039800079,110.5,-4.86439948,4.73933649,778503,86024581.5,106.21940942,101.87018029,97.90663274,89.29656386,8245559999.999999,Process Industries,782740000,7.71622771,
IOLCP,IOL CHEMICALS&PHAR,28460428287,461.4,-4.79727442,6.11775773,825164,380730669.6,448.48259517,427.15062954,408.36069989,387.08441815,22105900000,Process Industries,2424100000,11.74061643,
MUKTAARTS,MUKTA ARTS,1460133173,61.55,-4.79505322,0.9844118,54681,3365615.55,61.79762606,59.57706632,55.98811207,53.28710021,1631785000,Technology Services,12850900,113.6210828,
VISASTEEL,VISA STEEL LTD,1588632040,12.95,-4.77941176,-4.77941176,15119,195791.05,14.62447307,14.59345545,13.72918023,13.31193854,6574840000,Non-Energy Minerals,124260000,12.78474199,
NAGAFERT,NAGARJUNA FERTILIZ,5663675733,9,-4.76190476,-1.0989011,4406323,39656907,9.13784846,9.1437609,9.35470706,9.76984134,6064705000,Process Industries,684657000,8.27228194,
IONEXCHANG,ION EXCHANGE (INDIA) LTD,84721962448,549.3,-4.7511721,-4.09428197,443071,243378900.3,546.85347762,531.20542825,501.65236115,390.375797,19896093000,Producer Manufacturing,2708600000,31.2788756,
SKMEGGPROD,SKM EGG PRODUCTS,12780581802,461.8,-4.73439917,-13.48009368,469611,216866359.8,471.20391324,431.57338068,349.16269537,221.30385677,6617704000,Process Industries,1608000000,7.94812301,
RAMRAT,RAM RATNA WIRES LTD,14383599731,311.8,-4.72116119,1.44785744,299708,93448954.4,310.6878589,304.55618142,293.10973027,238.1443381,26485096000,Producer Manufacturing,1076415000,13.36250399,
