Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
HAVELLS,HAVELLS INDIA,720624262017,1152.55,0.14336606,0.55839114,547446,630958887.3,1141.4342549,1140.88595383,1178.87191137,1206.45782568,104474300000,Producer Manufacturing,17486700000,40.2085,
OIL,OIL INDIA LTD,247135955198,238.4,4.69916557,1.25291994,1904718,454084771.2,232.98238895,232.6461139,228.38732213,201.24923888,174332900000,Energy Minerals,85602300000,5.00615,
WABCOINDIA,WABCO INDIA LTD,143105683986,7631.7,1.16720686,5.44808909,3651,27863336.7,7428.32112381,7419.49418988,7601.14142974,7499.74601529,18514199000,Producer Manufacturing,2469637000,55.6616,
NUVOCO,NUVOCO VISTAS CORP LTD,142380300385,394.95,-0.27774271,5.24983344,515709,203679269.55,383.04068624,382.7580458,405.41395279,,73642400000,Non-Energy Minerals,15615170000,,
SHRIRAMCIT,SHRIRAM CITY UNION,108277849936,1624.1,-0.23342957,4.42694101,19177,31145365.7,1598.15903916,1597.77890897,1662.68271613,1766.58125384,60560755000,Finance,16459700000,7.30854,
CUB,CITY UNION BANK,93742393799,128.9,1.73638516,3.90971383,4740524,611053543.6,124.921682,124.52562973,129.3524401,145.45544491,48392029000,Finance,,,
GMMPFAUDLR,GMM PFAUDLER LTD,66505972013.00001,4555.55,0.11537701,1.16812312,19148,87229671.4,4438.63170792,4429.04504178,4520.3894157,4545.96001078,10011190000,Producer Manufacturing,2418080000,22.7851,
JMFINANCIL,JM FINANCIAL,62299829804,67.6,3.76055257,2.26928896,2383814,161145826.39999998,66.54203472,66.50409951,68.41479631,77.70395346,32017200000,Finance,17140400000.000002,6.3921,
SHARDACROP,SHARDA CROPCHEM,50437763555,615,9.99821141,10.37329505,688429,423383835,556.86880794,550.91375225,520.84397345,410.77384837,23912317000,Process Industries,6161698000,4.9147,
RELIGARE,RELIGARE ENTERPRIS,40074331327,130.2,3.74501992,17.19171917,2228289,290123227.79999995,119.59933529,119.0574079,123.99106245,130.49461511,25081603000,Finance,-6120459000,10.4436,
ROLEXRINGS,ROLEX RINGS LTD,33437062548,1254.65,1.91706267,4.71560322,26564,33328522.6,1216.08282834,1215.09438526,1215.43271705,,6068400000,Producer Manufacturing,,,
RGL,RENAISSANCE GLOBAL,16347707823,865.85,-0.51703338,7.64592528,44068,38156277.80000001,832.26386298,829.34274067,857.7772334,781.53520665,20312391000,Consumer Durables,1727952000,8.3884,22923600000
DFMFOODS,D F M FOODS,13159544555,295.5,12.82932417,18.53188929,2018585,596491867.5,258.70578273,256.41699771,265.95264432,305.2737281,5240600000,Consumer Non-Durables,66000000,32.8848,14936300000
CEREBRAINT,CEREBRA INTEGRATED,9470723414,78.7,0.19096117,7.66073871,373437,29389491.9,75.94484684,75.86957606,77.51295386,69.54910526,699355000,Electronic Technology,334407000,74.3566,
NAGAFERT,NAGARJUNA FERTILIZ,7386103008,12.95,4.8582996,-0.76628352,1889531,24469426.45,12.53235329,12.51870496,12.45448826,11.31892864,4571834000,Process Industries,-2530361000,,
IFBAGRO,IFB AGRO IND,5380468905,687.1,19.35035609,18.19041885,423018,290655667.8,590.76976687,584.67708076,603.0632961,592.65485309,6952500000,Consumer Non-Durables,743100000,4.76704,
ARTEMISMED,ARTEMIS MEDICARE,5300393364,45.9,15.18193225,16.79389313,2126328,97598455.2,40.94347559,40.73611352,41.15649246,37.06881629,4075486000,Health Services,706309000,11.4316,
MANINDS,MAN INDUSTRIES (IN,4945124393,95.7,10.89223638,13.05375074,1868505,178815928.5,86.88321359,86.2414915,89.91708278,96.70689556,20801967000,Producer Manufacturing,1815600000,3.25085,
SALZERELEC,SALZER ELECTRONICS,2768210093,184.3,6.65509259,3.94811055,207391,38222161.30000001,177.61064752,177.45607379,184.58413084,177.32630633,6236790000,Producer Manufacturing,690342000,6.10085,
INTENTECH,INTENSE TECHNOLOGI,1931297634,83.3,-3.36426914,8.81776617,617268,51418424.4,77.87219609,77.66171466,79.65060958,73.69492546,720355000,Technology Services,274433000,2.75694,
