Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
ADANITRANS,ADANI TRANSMISSION,2683481498764,2461.55,0.92455925,5.28217959,154604,380565476.2000001,2381.15365334,2302.24826503,2150.39891143,1720.65957263,98739300000,Utilities,40882900000,32.5342,
ADANIENT,ADANI ENTERPRISES,2099042541031.0005,1917.25,0.39535005,4.67909694,1714062,3286285369.5,1832.5593477,1782.65810868,1741.32666926,1546.04894357,394911700000,Distribution Services,35475300000,50.9733,
HINDALCO,HINDALCO INDS,1415381765694,631.3,0.17454776,6.37795939,5245233,3311315592.8999996,609.40723511,592.35848053,555.84358447,471.09089235,1317740000000,Non-Energy Minerals,270830000000,6.69422,
AWL,ADANI WILMAR LTD,599151829468,499.95,8.44902386,27.18137878,37724221,18860224288.95,417.53246144,391.86623071,,,370573330000,Process Industries,,,
ADANIPOWER,ADANI POWER LTD,586833239960,173.55,13.99014778,40.24242424,242129594,42021591038.70001,140.45797251,132.11347092,122.35174503,105.67070764,262214800000,Utilities,61964300000,11.0561,
JINDALSTEL,JINDAL STEEL & PWR,530343846169,535.05,2.9338207,8.50740215,8354732,4470199356.6,504.66487217,481.0893699,446.53523957,401.05442876,385728400000,Non-Energy Minerals,177307400000,4.16528,
CUMMINSIND,CUMMINS INDIA,307816740020,1122.65,1.19433928,6.73099777,1020618,1145796797.7,1072.4991238,1037.77315244,993.00766517,918.40923982,43442600000,Producer Manufacturing,8493100000,40.3886,
INDHOTEL,INDIAN HOTELS,306760627158,240.65,3.75080836,15.28143713,15567374,3746288553.1,220.58139845,213.48558543,206.90346527,182.90420447,15617600000,Consumer Services,3170800000,,
LINDEINDIA,LINDE INDIA LTD,293377735596,3553.5,3.2994186,6.6252588,393782,1399304337,3342.28526503,3155.51499708,2903.87870565,2413.44543071,21119580000,Process Industries,5465880000,37.1009,202789000000
SUVENPHAR,SUVEN PHARMACEUTICALS LTD,151720714172,621.15,4.33358529,16.26579317,1252155,777776078.25,574.43420367,553.54380329,535.99973711,509.34689692,9954638000,Producer Manufacturing,5160954000,28.4758,
NH,NARAYANA HRUDAYALA,147855034508,749.15,3.55957976,9.87020606,209314,156807583.1,705.77850461,689.67570073,662.2466795,574.72889032,25823460000,Health Services,6189570000,44.6242,
GNFC,GUJARAT NARMADA VA,127427859439,837.7,2.20215946,4.78453937,6784063,5683009575.1,771.37935705,714.06439212,616.34236841,468.41522348,40841500000,Process Industries,10953100000,,
RATNAMANI,RATNAMANI MET &TBS,118341000305,2498.65,-1.28790123,-0.44624181,33917,84746712.05,2387.58995156,2312.36663923,2197.03132049,2053.82506457,22981315000,Non-Energy Minerals,4846992000,20.5114,
INTELLECT,INTELLECT DESIGN A,115265348260,903.6,5.06365909,10.37009894,2002327,1809302677.2,826.10390184,782.20860649,740.60612302,679.62676965,14974590000,Finance,4513870000,26.9775,
