Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),
KREBSBIO,KREBS BIOCHEM&INDS,2955956338,163.9,19.98535871,2.37351655,157942,25886693.8,155.7029743,163.6444763,170.3618965,526835000,Health Technology,-287407000,,,16-Feb-22
SHREYANIND,SHREYANS INDUSTRIE,1387338710,120.2,19.90024938,6.9870939,912089,109633097.8,109.5714347,109.7390015,109.6693973,3662606000,Process Industries,149946000,16.0833,,16-Feb-22
ALMONDZ,ALMONDZ GLOBAL SEC,2616970205,122.05,19.83308787,17.80888031,336494,41069092.7,106.2829225,108.9883414,113.7933252,608687000,Finance,106000000,7.37551,,16-Feb-22
IVP,IVP LTD,1318147421,152.85,19.74148061,29.09628378,663354,101393658.9,130.2256855,127.1005395,125.2167976,2896400000,Process Industries,299900000,13.4804,,16-Feb-22
MAWANASUG,MAWANA SUGARS LTD,3585060577,109.25,19.7260274,11.70756646,1461204,159636537,94.71849996,90.8585429,86.28602285,14061140000,Consumer Non-Durables,927000000,9.25654,6244830000,16-Feb-22
TIIL,TECHNOCRAFT INDUST,19327178371,886.65,11.70393701,10.04033509,107631,95431026.15,817.6708077,823.2854869,827.5516826,12945437000,Producer Manufacturing,3561576000,5.37637,,16-Feb-22
MONARCH,MONARCH NETWORTH CAP LTD,4924453535,176,10,15.44768777,99937,17588912,157.1458426,158.365717,,1024290855,Finance,744743000,-2.74404,,16-Feb-22
IZMO,IZMO LTD,1163557850,95.3,9.98268898,13.18289786,318663,30368583.9,87.78603469,88.60376165,88.06487507,1161430892,Retail Trade,246261000,2.19986,1130870000,16-Feb-22
TEXMOPIPES,TEXMO PIPES & PROD,2221739432,83.35,9.96042216,-4.63386728,176827,14738530.45,85.07281749,86.14914824,80.53038115,4216568000,Producer Manufacturing,359793000,3.0154,,16-Feb-22
COFFEEDAY,COFFEE DAY ENTERPR,12907480029,66.9,9.85221675,8.51581509,8506936,569114018.4,62.96816337,62.85158974,56.67538366,8534200000,Consumer Services,-485500000,,,16-Feb-22
