Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
ONGC,OIL & NATURAL GAS,2077633049095,178.7,-4.41294464,11.23560535,73095647,13062192118.9,170.32606271,167.81279785,162.78813804,142.43706444,3038516500000,Energy Minerals,764956900000,4.72772,
ONGC,OIL AND NATURAL GAS CORPORATIO,2077633049095,178.85,-4.38385458,11.36362943,4892813,875079605.05,170.33330498,167.80697581,162.76998054,142.41592091,3038516500000,Energy Minerals,764956900000,4.72772,
POWERGRID,POWER GRID CORP,1499373627931,212.45,-0.16447368,1.57781497,21303754,4525982537.3,208.86659461,207.10253697,205.88290059,190.71939587,393109000000,Utilities,365219000000,7.10874,
POWERGRID,POWER GRID CORPORATION OF INDI,1499373627931,212.75,-0.16424682,1.69694073,788414,167735078.5,208.94941278,207.13990014,205.88626734,190.71460977,393109000000,Utilities,365219000000,7.10874,
GMDCLTD,GUJARAT MINERAL DEVELOPMENT CO,51484198059,158.3,-5.37955768,19.38158979,657674,104109794.2,148.77291635,139.68617716,119.68413563,86.897015,13255903000,Distribution Services,2904108000,100.836,
GMDCLTD,GUJARAT MINERAL DE,51484198059,158.5,-5.42959427,19.48737279,8375987,1327593939.5,148.86305795,139.76707479,119.74653669,86.92837115,13255903000,Distribution Services,2904108000,100.836,
KENNAMET,KENNAMETAL INDIA L,42621303795,2145,11.86732379,10.955928,46510,99763950,1957.50232754,1931.14741306,1873.14379254,1561.51916749,8528000000,Producer Manufacturing,1634000000,19.126,39386000000
KENNAMET,KENNAMETAL INDIA LTD.,42621303795,2159,11.51859504,12.49772034,6134,13243306,1963.69978251,1934.92858818,1875.25380505,1561.54513061,8528000000,Producer Manufacturing,1634000000,19.126,39386000000
DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,26359194233,407,-0.97323601,8.77990402,150809,61379263,392.84771074,388.11281047,370.05784049,318.27399221,39944200000,Process Industries,4626519000,7.40542,
DHAMPURSUG,DHAMPUR SUGAR MILL,26359194233,407.65,-0.36661371,8.9245157,2103241,857386193.65,393.19529881,388.41189057,370.27547985,318.3750735,39944200000,Process Industries,4626519000,7.40542,
