Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
PTC,PTC INDIA LTD,44401245117,138.55,-7.66411196,-5.10273973,2504024,346932525.20000005,145.51972788,141.67465072,130.63374729,108.13381268,156028000000,Utilities,14193800000,3.12821409,
INDBANK,INDBANK MERCH BANK,1924238802,40.450001,-6.58198168,28.00633228,1338895,54158304.088895,36.77898243,34.59152716,31.54609205,27.73764844,193553000,Finance,68806000,27.96614833,
RKFORGE,RAMKRISHNA FORGINS,111275117827,653.75,-6.00287563,-0.9469697,585429,382724208.75,688.44890715,676.54241736,611.4153981,427.29745731,30843653000,Producer Manufacturing,7343462000,15.15295072,
UCOBANK,UCO BANK,555712922730,43.849998,-5.69892903,29.54209923,115512701,5065231707.824598,38.80378125,36.01393342,32.51781224,27.13026202,206648931000,Finance,,,259716000000
IOB,INDIAN OVERSEAS BK,879907269270,43.849998,-5.49569804,35.75851194,192600502,8445531627.498996,38.06915896,35.11454358,31.31207957,26.53278445,238358692000,Finance,,,435681000000
PPAP,PPAP AUTOMOTIVE LTD,3780000000,254.95,-5.48656163,11.33187773,34897,8896990.15,251.11918376,241.6544257,225.71830128,209.73957684,5111122000,Producer Manufacturing,372451000,10.14898604,
SOLEX,SOLEX ENERGY LTD,4800000000,567.20001,-5.466665,-5.466665,7200,4083840.072,612.04249252,629.27592912,614.23560326,465.08280773,,Producer Manufacturing,,,
CENTRALBK,CENTRAL BANK OF IN,448804576350,48.950001,-5.41062609,30.1861798,114782520,5618604468.78252,43.94858559,40.58318798,36.01533208,29.72777709,297404523000,Finance,,,-29291800000
BALMLAWRIE,BALMER LAWRIE,28865449594,160,-5.26938456,0.94637224,942511,150801760,165.18420778,161.7955308,153.00129214,134.52818349,23115664000,Producer Manufacturing,2058283000,14.02404314,
PSB,PUNJAB & SIND BANK,337872652719,47.549999,-5.18445244,24.31372288,15540850,738967401.95915,43.21725867,40.40653369,36.86394306,30.8930653,90097249000,Finance,,,236369000000
NIRAJ,NIRAJ CEMENT STRUC LTD,1525901405,35.950001,-5.0198074,1.84136549,26408,949367.626408,37.12820196,36.78660864,35.40029455,32.21525135,6061197000,Industrial Services,75697000,20.1580169,
MICEL,MIC ELECTRONICS LTD,6439659844,27.450001,-5.01729758,-5.67009966,156374,4292466.456374,28.87734159,28.8456176,26.70510183,19.48269877,229081000,Health Technology,43200000,149.06620009,
LLOYDS,LLOYDS LUXURIES LI,2180250000,92.050003,-5.00515882,-9.75489902,12000,1104600.036,103.96931792,106.68265696,98.38294518,61.75060302,337450000,Retail Trade,-19305000,,
VMARCIND,V MARC INDIA LTD,2640860000,110.1,-5.00431406,-3.42105263,114000,12551400,119.45164481,118.36519528,105.86058995,72.55434469,2472888000,Producer Manufacturing,,,
SVLL,SHREE VASU LOGISTICS LTD,1983620000,164.35001,-4.99999422,3.36478616,72,11833.20072,167.96647671,169.22453179,171.51988022,,1005090000,Transportation,,,
GMRP_UI,GMR POW AND URBAN INFRA L,27940400000,43.950001,-4.97297081,26.65705975,29155203,1281371201.005203,38.83027467,34.43697656,28.01850712,22.86254191,52559300000,Industrial Services,4129100000.000001,23.65830326,79416700000
MTNL,MAHANAGAR TELEP NI,17299799423,26.1,-4.91803625,9.20502092,5357818,139839049.8,25.83962765,24.73245063,22.77900289,21.54117644,9352300000,Communications,-5205600000,,
PANSARI,PANSARI DEVELOPERS LTD,1831041631,99.800003,-4.90709576,-1.18811584,4934,492413.214802,104.21908218,107.94605873,105.97379791,95.7432127,537118000,Technology Services,51125000,35.81499523,
CENTEXT,CENTURY EXTRUSIONS,1552799988,18.5,-4.88432366,-15.90909091,730411,13512603.5,18.45108673,16.57568993,13.71504897,11.15468106,3720100000,Producer Manufacturing,211000000,7.35924165,
MAXIND,MAX INDIA LTD,6415620000,141.75,-4.86577181,-1.4255911,363343,51503870.25,149.19050652,152.20754061,149.76864641,119.6016631,1954245000,Health Services,-111300000,,
SHRITECH,SHRI TECHTEX LTD,2159420000,82.449997,-4.73715293,-1.84524167,118000,9729099.646,88.64934469,89.82583847,,,511763000,Process Industries,,,
INDOCO,INDOCO REMEDIES LTD,32879244638.999996,339.75,-4.71181895,-1.23546512,244934,83216326.5,343.58978503,337.05912499,332.01993071,341.19401739,16406848000.000002,Health Technology,2764100000,11.89509954,
PHANTOMFX,PHANTOM DIGITAL EF,5709420000,467.54999,-4.67890112,5.78054072,40200,18795509.598,483.8320208,492.82330445,478.75950131,333.19949021,578943000,Consumer Services,,,
NECCLTD,NORTH EASTERN CARR,2082988682.0000005,20.85,-4.57665904,-3.02325581,168084,3504551.4,21.46783767,21.10064627,20.33864889,20.36952282,3059775000,Transportation,205286000,10.14676443,
EMUDHRA,EMUDHRA LTD,38856616918,475.60001,-4.51716514,0.98736594,318471,151464810.78471,484.20954007,485.21932868,470.7081459,388.60559036,2487570000,Technology Services,905060000,42.93264194,
