Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
CRISIL,CRISIL LTD,279065258013,3955.95,3.67424491,0.30299189,63717,252061266.14999995,3876.86709262,3868.83705865,3825.4250537,3504.82276487,27687200000,Technology Services,8024900000,33.98608805,279304000000
SUNDRMFAST,SUNDRAM FASTNERS,260653729026,1267.55,2.20116912,5.0209205,266025,337199988.75,1226.22938281,1222.59505125,1198.97872891,1068.6552477,56518500000,Producer Manufacturing,8543200000.000001,30.51008159,
BATAINDIA,BATA INDIA,221523651487,1732.65,0.55715156,5.0122731,252696,437833724.4,1705.98840817,1703.4028471,1669.92765615,1628.94534878,34515680000,Consumer Non-Durables,7886310000,28.08964541,
ABFRL,ADITYA BIRLA FASH,202845327580,217.15,1.07050961,2.52596789,2082581,452232464.15,213.75098306,213.70377354,213.26715322,234.32225432,124179000000,Retail Trade,13174700000,15.39658038,
IRB,IRB INFRASTRUCTURE,156108152304,26.7,3.28820116,1.32827324,23442173,625906019.1,26.04375076,26.01126979,26.34426136,26.47250617,64016407000,Industrial Services,29462389000,5.29855716,
GESHIP,GREAT EASTERN SHI,111215610535,775.05,-0.56450189,2.63523531,217411,168504395.54999998,767.78059659,767.65016086,751.36907286,663.48162045,56904600000,Transportation,31110700000,3.57483472,
TRIVENI,TRIVENI ENGINEERIN,63983872345,303.9,3.96852904,4.36126015,1112703,338150441.7,295.94204,295.64695249,291.23541574,279.53646199,56154151000,Process Industries,6269400000,10.20574096,
ORIENTELEC,ORIENT ELECTRIC LTD,50738413041,238.65,0.23099117,0.46306041,458738,109477823.7,237.61162574,237.52221783,238.26857817,251.44554448,25262500000,Consumer Durables,1568200000,32.35455493,
TDPOWERSYS,TD POWER SYSTEMS P,39799948319,260.3,2.33929222,4.05756962,1048409,272900862.7,252.80758743,252.04168903,240.02867701,184.33413915,8722970000,Producer Manufacturing,1411404000,28.19883486,
MBAPL,MADHYA BHARAT AGRO P. LTD,27681349137,638.2,1.01298039,8.16949153,21866,13954881.2,608.9840781,608.60034216,611.54645039,562.12310387,9820524000,Process Industries,1853267000,14.93651435,
MAHLOG,MAHINDRA LOGISTICS,26945120307,377.7,0.77374869,1.26005362,279033,105390764.1,374.46562582,374.27658928,375.15125489,407.8938956,51282900000,Transportation,2606800000,10.33647396,
BARBEQUE,BARBEQUE NATION HOSP. LTD,26813518660,689.7,0.30541304,5.94470046,59956,41351653.20000001,676.27062646,675.99721325,670.40394409,764.21859219,12337550000,Consumer Services,2068909999.9999995,12.96021512,
KRSNAA,KRSNAA DIAGNOSTICS LTD,16609337554.999998,568.45,7.73239429,11.24266145,542875,308597293.75,518.18029306,516.11175647,524.15520007,511.94827276,4871230000,Health Services,1258810000,13.19447538,
MANGCHEFER,MANGALORE CHEMICAL,12426313504,106.15,1.14340162,4.68441815,290801,30868526.15,104.10177487,103.99504823,102.78483171,98.12774397,36415240000,Process Industries,3660681000,3.39453602,
SPAL,S.P.APPARELS LTD,11977952701,533.7,13.20394287,21.57175399,796785,425244154.50000006,467.5037204,461.96302462,448.08630873,398.25712016,10778810000,Consumer Non-Durables,1356430000,8.83049822,
TVTODAY,TV TODAY NETWORK,11951624217,209.65,4.61577368,5.61712846,240409,50401746.85,204.29469566,204.2131902,202.25396377,221.81236764,8782300000,Consumer Services,974300000,12.26688311,
ROTO,ROTO PUMPS LTD,11020930136,353.9,0.7544484,5.95808383,114798,40627012.2,346.33760614,346.18028921,347.74172276,306.50111152,2257811000,Producer Manufacturing,558361000,19.73800129,
OMAXE,OMAXE LTD,8760936299,50.55,5.42231271,2.43161509,680911,34420051.05,48.34133442,48.18615603,49.2450908,59.84613074,7980100000,Finance,-3429400000,,
GEECEE,GEECEE VENTURES,3907356487,187.65,0.85998388,11.86289121,307218,57649457.7,176.08558755,175.79532413,172.12638625,157.40049243,290307000,Finance,292618000,13.35309683,
PARSVNATH,PARSVNATH DEVELOPE,3311728860,9,19.20529801,20,4502269,40520421,7.73679848,7.63186395,7.68456125,8.12935009,9052530000,Finance,-1227438000,,
