Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
ASAHISONG,ASAHI SONGWON COLO,3127689267,302.4,16.17364579,12.16617211,298153,90161467.19999997,273.63514704,272.26048995,276.60497748,296.56941906,2806550000,Process Industries,420873000,9.91507,
ITDC,INDIA TOURISM DEV,30289463634,403.65,13.81643874,15.19691781,461004,186084264.6,357.8028436,354.64627985,360.94022214,367.00953535,1768681000,Consumer Services,57242000,,
MACPOWER,MACPOWER CNC MACHINES LTD,2062370000,233.3,12.97820823,12.5965251,126511,29515016.3,211.9113698,211.36266535,212.64330983,186.33801316,1127600000,Producer Manufacturing,194154000,,
SUVEN,SUVEN LIFE SCIENCE,10538989594,92.2,11.21833534,12.37050579,3589302,330933644.40000004,83.37896714,82.33827411,84.44851701,87.27852657,134783000,Health Technology,-1242548000,,
KRISHANA,KRISHANA PHOSCHEM LTD,7369687831,275,10.59722502,27.99627647,185802,51095550,235.161377,221.17563176,202.84571885,164.37096438,1477831000,Process Industries,,,
DHANI,DHANI SERVICES LTD,35848045348,65.65,9.96649916,-10.49761418,7029623,461494749.9500001,69.78887588,78.96217442,105.19197291,159.39331451,13099250000,Finance,-3093129000,28.1226,
ICEMAKE,ICE MAKE REFRIGERAT LTD,1552850544,108.75,9.95955511,8.69565217,142817,15531348.75,99.70711102,93.14882789,84.21765761,76.28556731,1345992000,Producer Manufacturing,108727000,10.6539,
BPL,BPL,2969752524,66.8,9.95884774,10.77943615,571853,38199780.4,59.9161617,58.71455333,61.27504371,61.48228441,437568000,Consumer Durables,34557000,58.6475,
FLFL,FUTURE LIFESTYLE F,7284072565,39.35,9.91620112,-3.19803198,548624,21588354.4,41.97103975,45.64919846,49.09056076,59.26253214,22767200000,Consumer Non-Durables,1581600000,149.348,
FRETAIL,FUTURE RETAIL LTD,18085172494,36.65,9.89505247,-5.17464424,6097225,223463296.25,38.79431949,41.99988613,45.54917053,53.85340131,63039400000,Retail Trade,-13586700000,,
JTLINFRA,JTL INFRA LTD,12689724395,235,9.76179355,7.45313214,433852,101955220,221.64237621,224.13748238,230.99516846,,4357610000,Non-Energy Minerals,658914000,18.677,
GANESHHOUC,GANESH HOUSING CP,21138627972,279,9.71293748,36.1307636,558389,155790531,231.7930225,219.13743046,209.1916462,171.00401223,1671532245,Consumer Durables,1073899000,,
PODDARMENT,PODDAR PIGMENTS,3007404532,310.5,9.63983051,10.34115139,170221,52853620.5,284.12190552,282.43335806,289.32356297,291.59259306,2575106000,Process Industries,322535000,5.62819,
DCM,D.C.M,1598815177,93.5,9.54891623,8.84749709,151419,14157676.5,88.68209669,93.14360283,102.43648366,85.0321453,474000000,Finance,20300000,,
AGARIND,AGARWAL INDUSTRIAL,7706007750,639.45,9.30769231,17.6,220743,141154111.35000002,548.68739242,524.40151921,501.54396431,395.19581667,9039023000,Distribution Services,1044073000.0000002,3.72465,
DISHTV,DISH TV INDIA LTD,28079123932,16.65,8.82352941,4.0625,14151913,235629351.45,15.66918158,15.55675252,16.00950249,15.97969745,32493600000,Communications,17177400000.000002,1.15467,
MAYURUNIQ,MAYUR UNIQUOTERS L,16854791733.999998,408.15,8.00476316,8.82548993,520333,212373913.95,386.3344189,397.24464782,436.08573517,458.07359053,5109034000,Process Industries,1480171000,13.9066,
AHLUCONT,AHLUWALIA CONT LTD,27106517399,438,7.59027266,9.52738185,610331,267324978,402.26195065,395.82341292,395.87036227,377.08068689,19800879000,Industrial Services,2627950000,10.6983,
DATAMATICS,DATAMATICS GLOBAL,16597185114,302.1,7.27982955,9.1598916,870664,263027594.4,280.35708368,277.20871521,285.4498634,267.65255661,11490530000,Technology Services,1836440000,,
DOLATALGO,DOLAT ALGOTECH LTD,14898400269,91,6.99588477,15.04424779,679618,61845238,81.85301723,80.80027046,82.29201325,83.17841998,2839647125.47,Finance,2502576000,6.24443,
FSC,FUTURE SUPPLY CHAI,2321442620,56.6,6.49106303,7.1969697,1343022,76015045.2,55.86325074,59.06457865,63.53787265,75.64693005,4664146000,Transportation,1219292000,19.8989,
KEI,KEI INDUSTRIES,102233628019,1204,6.09799084,6.40272193,276689,333133556,1109.1273229,1079.4201805,1070.03903653,937.71901462,41788860000,Producer Manufacturing,5583560000,10.4228,
NECCLTD,NORTH EASTERN CARR,1704199537,36,6.03829161,50.94339623,2120473,76337028,27.40888814,24.40330895,22.38125213,18.870478,2305864000,Transportation,150088000,,
YAARI,YAARI DIGI INT SER LTD,4519285176,58.15,6.01640839,-0.68317677,424160,24664904,59.55172947,62.81524498,72.29506917,,1684600000,Distribution Services,-710100000,134.193,
KDDL,KDDL LTD,11185690078,933,5.85432267,3.57460036,25056,23377248,874.47015079,871.71236503,881.50196882,680.19800333,5463102000,Producer Manufacturing,1035700000,8.35443,
HTMEDIA,HT MEDIA LTD,7273384571,33,5.76923077,2.64385692,1883800,62165400,31.93831686,31.82881729,31.12555117,27.50447166,11172900000,Consumer Services,252600000,,
ORIENTABRA,ORIENT ABRASIVES,3361861732,29.8,5.67375887,5.11463845,663460,19771108,28.34348752,28.39917553,28.92488146,28.31126185,3021678000,Non-Energy Minerals,213713000,8.52707,
STARHEALTH,STAR HEALTH & AL INS CO L,379672013446,697.45,5.65023101,9.30961523,435245,303561625.25,655.34418469,664.26658043,711.77130715,,54468250000,Finance,,,
ZEELEARN,ZEE LEARN LTD,4268554054.999999,13.8,5.34351145,4.54545455,9441167,130288104.6,13.26112922,13.39930098,13.99041507,14.07305471,2571225000,Consumer Services,348842000,20.4411,
SEPC,SEPC LTD,7335044073,7.95,5.29801325,0.63291139,1385275,11012936.25,7.88045455,,,,5799237000,Industrial Services,-695496000,,
GTPL,GTPL HATHWAY LTD,20766298834,193.55,5.21880946,14.56052086,244233,47271297.15000001,185.28903785,192.24663172,212.99301186,218.08942352,24661190000,Communications,5145030000,2.68364,
SHREEPUSHK,SHREE PUSHKAR CHEM,8395212245.000001,286.8,5.09344082,8.53358562,774574,222147823.2,262.7711437,248.41802561,234.91782161,209.43613748,3519144000,Process Industries,745180000,11.5773,
PITTIENG,PITTI ENGINEERING,8775308200,290.1,5.01357466,-1.6443465,215103,62401380.3,271.7284911,261.86348469,253.01695376,200.28416892,5109919000,Producer Manufacturing,1239856000,7.15689,
TTML,TATA TELESERVICES,297442242853,159.6,5,21.46118721,591720,94438512,135.35671291,131.24956199,140.73269643,104.68649642,10436600000,Communications,4716300000,45.3383,
HINDNATGLS,HINDUSTHAN NAT GLA,1257332170,14.7,5,20.98765432,1303707,19164492.9,13.15070659,13.94349677,18.37650689,28.08404723,18945421000,Process Industries,-163900000,60.3702,
ASAL,AUTOMOTIVE STAMPIN,6958917669,457.95,4.99828041,9.95198079,30856,14130505.2,408.10865715,390.02283857,406.67274618,282.3223111,3391302000,Producer Manufacturing,210995000,1760.71,
NELCO,NELCO,14747532505,677.55,4.9976755,-0.53581914,16060,10881453,658.89753285,665.22983999,695.98535211,614.95279482,2261200000,Electronic Technology,493100000,11.2806,
MBAPL,MADHYA BHARAT AGRO P. LTD,9315839643,446.5,4.99706055,21.52966794,24571,10970951.5,383.14277523,347.01418612,286.26464057,197.37691118,1311025000,Process Industries,795013000,,
