Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
LODHA,MACROTECH DEVELOPERS LTD,507172647665,545.45,-48.1018078,-44.73657548,990720,540388224,922.48349238,941.22489032,938.65894577,975.99064199,94703600000,Finance,8887400000,65.23642996,
TRIGYN,TRIGYN TECHNOLOGIE,3559754579,100.8,-12.8781331,-5.66214319,973118,98090294.4,107.4115037,104.10959712,99.64730671,101.18238602,10405835000,Technology Services,608900000,3.29827653,
LUMAXTECH,LUMAX AUTO TECHNOL,22553382377,297.9,-10,-3.59223301,1517061,451932471.9,313.97334476,310.48107899,296.63612094,259.44818567,15207372000,Producer Manufacturing,1889537000,12.20637827,
KELLTONTEC,KELLTON TECH SOLU,6699237658,62.3,-9.97109436,3.06037877,1311452,81703459.6,63.97644318,61.78284163,58.10260098,59.82723994,8426712473,Technology Services,1025741000,7.43014431,
KRBL,KRBL LTD,95038669128,364.7,-9.60466205,-10.49208712,2420805,882867583.5,397.26447262,395.37838537,384.4173892,358.36159542,42012400000,Process Industries,9574700000,8.37621744,
CAMPUS,CAMPUS ACTIVEWEAR LTD,101104255067,304.05,-8.32202347,-15.27100696,3792384,1153074355.2,344.32486763,350.55084869,358.78788071,398.50091322,14842500000,Consumer Non-Durables,2535740000,39.87169626,
VETO,VETO SWITCHGEARS A,1989293455,95.8,-7.97310279,-11.62361624,460687,44133814.6,103.56697202,101.50050346,96.65674321,99.31902013,2675518000,Producer Manufacturing,341015000,6.7782105,
MEDICO,MEDICO REMEDIES LTD,8041979856,89.05,-7.91106229,4.45747801,248280,22109334,89.27118138,86.91805152,82.13217191,57.58962066,1404374000,Health Technology,95149000,84.51985681,
COASTCORP,COASTAL CORPORATION LTD,2911780000,200.25,-7.46302715,2.09024227,71600,14337900,202.39936609,201.86392933,204.20171147,240.92155433,4715908000,Transportation,171227000,25.7761276,
ROHLTD,ROYAL ORCHID HOTEL,9995120552,338.45,-7.40082079,-8.00489013,463374,156828930.29999998,359.24742926,351.88699474,322.368842,262.54334378,2635488000,Consumer Services,818866000,13.55235967,
SHREERAMA,SHREE RAMA MULTI,1483437650,10.3,-7.20720721,1.39601642,130870,1347961,10.22023888,10.05694746,9.76369198,10.4591119,1494703000,Process Industries,95103000,24.7945559,
LEXUS,LEXUS GRANITO (INDIA) LTD,1307850000,63.25,-7.19002473,-7.25806044,19816,1253362,67.05908063,68.4383785,71.01502699,,,Producer Manufacturing,,,
ARTNIRMAN,ART NIRMAN LTD,1135500000,42.25,-7.14285714,-8.25189812,7281,307622.25,45.33207147,46.52279916,51.17858484,65.95153889,368250000,Consumer Durables,,,
DBREALTY,DB REALTY LTD,31214999941,82.3,-7.00564972,2.875,1702899,140148587.7,82.17112764,81.8238552,79.92264694,80.19969424,2517321000,Finance,-5235602000,,
SARVESHWAR,SARVESHWAR FOODS LTD,2255965404,72.25,-6.71400542,-0.61897802,38155,2756698.75,74.53674529,74.10309685,74.91860466,69.92823919,6045680000,Process Industries,,,
INTENTECH,INTENSE TECHNOLOGI,1516742372,63.6,-6.67645175,-3.26996198,145197,9234529.2,66.18578823,65.40217418,64.61852295,67.61024241,829999000,Technology Services,242936000,5.81154861,
LIBERTSHOE,LIBERTY SHOES,4144128171.000001,227.1,-6.52397613,-5.59135315,215444,48927332.4,239.35371968,240.2438452,236.78669404,235.87979064,6543270000,Consumer Non-Durables,617522000,6.71089965,
SCHAND,S CHAND AND COMPAN,7127947476,192.25,-5.50503809,-13.06804943,427352,82158422,207.88446102,210.11788257,208.57599304,183.45633794,4808830000,Consumer Services,919030000,9.45447643,6808450000
APEX,APEX FROZEN FOODS,6443749905,196.1,-5.12820513,-1.45728643,186850,36641285,202.51054151,201.40437311,203.87843375,237.93246105,8970244000,Consumer Non-Durables,463512000,17.00847207,
ADORWELD,ADOR WELDING,16420148749,1146.1,-5.04556752,-2.67493207,99515,114054141.49999999,1184.0477437,1152.39806196,1065.62861705,906.50942781,6614800000,Producer Manufacturing,731100000,22.45663897,
BMETRICS,BOMBAY METRICS SUP,1920360000,296.3,-5.00160003,-17.89969293,14800,4385240,346.40867892,373.40501651,399.86799829,332.98263353,601878000,Industrial Services,,,
KILITCH,KILITCH DRUGS(INDI,3300335267,195.7,-5,-4.48999046,33146,6486672.2,206.8269595,203.62173453,186.85746697,168.77212141,1395990000,Health Technology,175661000,16.62480725,
DUGLOBAL,DUDIGITAL GLOBAL LTD,2341300000,171.1,-4.99722904,-17.74038462,2500,427750,191.68199476,193.85633998,189.27943171,172.76296391,93981000,Commercial Services,,,
WSI,WS INDUSTRIES(IND),3518914695,82.7,-4.99713136,-8.11111111,14136,1169047.2,86.15585884,81.89808929,64.74019039,31.17287768,796725000,Producer Manufacturing,775000,4540.53509032,
NDTV,NEW DELHI TELEVISI,16095251588,237.9,-4.99200899,15.45741325,3806256,905508302.4,218.24844406,204.80475342,202.26173699,241.61092275,3858600000,Consumer Services,570500000,27.15959963,
TARC,ANANT RAJ GLOBAL LTD,15958800000,51.5,-4.98155157,-4.54124366,1459502,75164353,53.41637232,52.30721902,48.39396432,43.38922368,2530723000,Finance,-1126940000,,
MARINE,MARINE ELECTRICAL (I) LTD,6409260000,49.65,-4.97607656,-11.33928571,733555,36421005.75,52.11383564,50.25699484,45.89529802,38.76340064,3757127000,Distribution Services,382925000,17.95286806,
XELPMOC,XELPMOC DESIGN AND,1585049816,103.2,-4.97237569,-1.10206037,17980,1855536,104.67286545,105.52506337,109.25731197,143.04638073,40800780,Technology Services,-186832790,,
GISOLUTION,GI ENGINEERING SOL,2149604130,21.1,-4.95495924,-22.28360958,7689,162237.9,24.48158568,23.38224729,17.49956665,7.96608852,8403847000,Industrial Services,8341000,257.71539743,
NAHARSPING,NAHAR SPINNING,9865663415,261.05,-4.95175332,-3.31481481,78913,20600238.65,268.3720585,269.88160865,267.19331687,289.23454964,34820887000,Process Industries,3579965000,3.25907835,
DUCON,DUCON INFRATECHNOL,1845577243,6.75,-4.92957746,-11.76470588,1201373,8109267.75,7.39064513,7.38105737,7.48841694,10.41196909,3843602000,Distribution Services,208041000,12.79038383,
PFOCUS,PRIME FOCUS,28563815280,91.9,-4.91464242,17.07006369,1277140,117369166,88.32256912,85.97082121,83.57177543,78.44931676,33690400000,Consumer Services,8567100000,8.09652243,
CAREERP,CAREER POINT LTD,4472734351,233.45,-4.90835031,8.48048327,224442,52395984.9,233.67276516,228.46361015,213.64963138,169.38084674,542385000,Consumer Services,406938000,10.86513019,2426580000
MIRZAINT,MIRZA INTERNATIONA,7356487302,50.55,-4.8918192,-14.3220339,746076,37714141.8,56.08058806,56.9257203,52.13052921,41.19725787,6530016000,Consumer Non-Durables,2461821000,2.98822997,
