Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
LINDEINDIA,LINDE INDIA LTD,337354538128,3994.3,0.96304535,-0.59108274,21891,87439221.3,3970.22819486,3969.29135155,3928.76426975,3580.18467314,25084160000,Process Industries,,,332120000000
THERMAX,THERMAX,278164426667,2367.3999,1.38106766,6.16381085,34955,82752463.5045,2310.86715861,2308.49733586,2277.46198201,2153.60529614,80898100000,Producer Manufacturing,5975600000,43.71891135,
TTML,TATA TELESERVICES,120228055664,63.75,3.7428787,3.99673905,7634926,486726532.5,61.92854928,61.89824489,62.85834635,80.83415965,11061700000,Communications,4925000000,64.5902042,
KALYANKJIL,KALYAN JEWELLERS IND LTD,108773000000,108.7,2.88689068,2.25776105,3924920,426638804,106.31820538,106.11333799,107.26184924,102.35127309,140714470000,Retail Trade,11140310000,12.73814194,
BBTC,BOMBAY BURMAH,66757756888,957.09998,-0.13564691,1.73797289,38669,37010099.12662,948.85822399,948.23571978,932.87822624,930.09993226,166229168000,Consumer Non-Durables,13323795000,7.12526753,
ALOKINDS,ALOK INDUSTRIES LTD,66683184421,13.85,2.9739777,8.62745098,9293984,128721678.4,13.14529293,13.08458797,13.0100166,15.26157271,69372900000,Process Industries,-762000000,,
JKTYRE,JK TYRE&INDUSTRIES,45491155216,187.85001,1.65043831,3.04443774,1667623,313262997.22623,184.44437131,184.11870583,177.75381621,164.87955865,146449400000,Consumer Durables,12978100000,7.13063971,
JPPOWER,JAIPRAKASH POWER,41052217748,6,0,6.19469027,49602307,297613842,5.78759684,5.76922067,5.90875095,6.5814175,57866700000,Utilities,11205500000,11.14724178,
CIGNITITEC,CIGNITI TECHNOLOGI,22557859360,876.65002,5.95238081,3.50059268,249368,218608462.18736,844.89882151,842.43059159,811.66519575,678.26181138,16475808000,Technology Services,2377033000,8.53655602,18087600000
DOLLAR,DOLLAR INDUSTRIES,20120044164,367.5,3.59408034,2.04081916,171001,62842867.5,360.50422736,359.83779505,360.11363392,398.76961418,13938293000,Consumer Non-Durables,982482000,22.26427575,
GOCLCORP,GOCL CORPORATION L,15694729358,334.79999,5.53191174,8.24442316,118752,39758168.41248,317.74395613,316.20967795,317.5812119,314.77531519,9207721000,Process Industries,-302913000,,
NCLIND,NCL INDUSTRIES,8616846857,189.89999,-0.67992155,-0.57592147,108691,20640419.81309,188.524182,188.44579415,185.15344861,180.52178492,16334077000,Non-Energy Minerals,1503303000,5.73194283,
NURECA,NURECA LTD,3157055219,378.70001,19.99366223,16.5410058,1298735,491830957.4873501,330.81160012,329.59207918,338.4041109,557.04662469,1113230000,Health Technology,-150090000,,
AKI,AKI INDIA LTD,1418930000,111,3.73831776,4.76639924,289762,32163582,106.0626109,105.83552145,,,702623000,Process Industries,,,
