Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
CUMMINSIND,CUMMINS INDIA,284019125740,1026.25,0.02924119,1.44820087,372917,382706071.25,1018.55930755,1018.00666439,1022.10197685,961.06199894,43442600000,Producer Manufacturing,8493100000,31.84537162,
MANYAVAR,VEDANT FASHIONS LTD,243932515887,1063.55,5.6786566,11.78789153,378336,402379252.8,999.42872178,996.515947,973.84690329,,10408410000,Consumer Non-Durables,,,
3MINDIA,3M INDIA LTD,227254766763,21213.8,5.05105527,18.33699642,12117,257047614.6,19065.89543385,18917.76601306,19631.24056333,22201.54500085,26048314000,Producer Manufacturing,3379226000,63.82624032,
DEVYANI,DEVYANI INTERNATIONAL LTD,204985878877,169.75,-0.4398827,16.70677209,2322203,394193959.25,159.94572095,159.05228074,161.44238412,,20840100000,Consumer Services,,,
GODREJIND,GODREJ INDUSTRIES,160920965479,474.25,-0.8467489,9.36238902,59160,28056630,465.5889594,465.30435672,480.37160253,524.85622763,93013800000,Process Industries,5372800000,54.52275638,
AJANTPHARM,AJANTA PHARMA,146143820061,1775.6,3.65440747,4.37951913,173085,307329726,1725.55378453,1725.21408998,1767.7380278,1926.30041621,33409900000,Health Technology,9841200000,14.29918303,
MAHABANK,BK OF MAHARASHTRA,118456742411,17.65,0,13.50482315,2029239,35816068.35,16.83415689,16.76492258,17.27173836,18.75109982,156721700000,Finance,,,
BALAMINES,BALAJI AMINES LTD,104052571372,3254.75,1.26789048,17.28828829,120449,392031382.75,3019.57349301,3013.36362109,3057.70529636,3083.13993241,23203523000,Process Industries,6301479000,16.65017917,
FINPIPE,FINOLEX INDUSTRIES,97414877808,156.1,-0.57324841,11.30124777,478311,74664347.1,149.47551715,148.94119424,153.36927016,168.39737783,46473200000,Producer Manufacturing,10175200000,9.57375558,
MCX,MULTI COMMODITY EX,69872861806,1338.6,-2.4095068,7.85593425,346210,463436705.99999994,1295.44289622,1291.28269394,1330.24174734,1472.42251573,4333100000,Finance,2284400000,30.58696454,
