Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
TIINDIA,TUBE INVESTMENTS O,308430935989,1670.65,4.49726349,6.08648717,322278,538413740.7,1590.67929786,1582.6115264,1614.73239054,1478.61098993,60832900000,Non-Energy Minerals,13615500000,36.8893,
TORNTPOWER,TORRENT POWER,233796043738,490.45,0.9260212,1.71090834,228651,112141882.95,485.52611434,485.19893825,499.67287322,491.85500617,118939800000,Utilities,35148100000,8.42811,
SFL,SHEELA FOAM LTD,164854194451,3404.35,0.94739651,3.40025513,12739,43368014.65,3377.18796973,3376.31165461,3336.30739998,2882.43236198,24353575000,Process Industries,3272100000,26.7681,
ABSLAMC,ADIT BIRL SUN LIF AMC LTD,145915198242,508.75,0.46406003,1.25385611,223689,113801778.75,504.08362581,503.98884891,517.86257792,,11226435000,Technology Services,9329401000,,155113000000
FINEORG,FINE ORGANIC IND,123614896601,4015.6,-0.24345407,1.46681659,12155,48809618,3999.75463061,3999.31669016,3930.36754286,3497.12691929,11332184000,Process Industries,2532254000,33.4813,
INDIGRID,INDIA GRID TRUST,102989000000,148.21,0.97424717,2.945058,71103,10538175.63,146.15868021,146.01336636,146.24580522,140.53723906,16769189999.999998,Finance,17752090000,13.9455,
ALLCARGO,ALLCARGO LOGISTICS,79887893858,345.15,6.03686636,6.59357628,950141,327941166.15,327.86321909,326.56989871,333.12103021,287.49010439,104981000000,Transportation,12731900000,7.78504,
HEG,HEG LTD,52981984397,1362.4,-0.69608951,8.87876608,396255,539857812,1316.96167427,1312.47411768,1414.73944257,1710.02383297,12408147000,Electronic Technology,4066300000,,
NELCO,NELCO,16258110952,698.3,-1.84143942,5.67493947,84105,58730521.49999999,673.87190216,672.35776017,696.65691288,616.73224494,2261200000,Electronic Technology,493100000,11.2806,
SMCGLOBAL,SMC GLOBAL SECURITIES LTD,8383262780.999999,79.65,7.70791075,6.41282565,728715,58042149.75000001,75.07302375,74.74086649,75.76516053,77.33436172,8993761000,Finance,2347059000,0.435146,
RADIOCITY,MUSIC BROADCAST,8123612503,24.45,4.04255319,4.26439232,1274687,31166097.15,23.61471651,23.5286666,23.66810376,23.87053581,1275948000,Consumer Services,120351000,,
BIGBLOC,BIGBLOC CONSTRUCTI,5365720937,79.6,4.94396836,6.13333333,179148,14260180.8,75.36238661,75.20522714,72.47443773,49.85618614,1027780483,Non-Energy Minerals,224237000,18.1059,
DCMNVL,DCM NOUVELLE LTD,5166265135,262.3,-4.94654829,10.69845959,122807,32212276.1,254.22399241,253.44445139,264.95609472,234.0008878,5574811000,Process Industries,1806200000,6.02023,
WINDMACHIN,WINDSOR MACHINES,2730382176,41.35,-2.36127509,9.39153439,295086,12201806.1,39.29291043,39.09568793,39.39153448,35.1196575,3114109000,Producer Manufacturing,250508000,8.59169,
