Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
BRITANNIA,BRITANNIA INDS,1065866344009.9998,4432.8999,0.71911162,5.24453704,530333,2350913102.6667004,4275.96778242,4170.01284327,3994.30397673,3729.42211372,141356300000,Consumer Non-Durables,23018400000,47.38627985,951029000000
HAL,HINDUSTAN AERONAUT,927657820037,2774.25,0.68411485,1.54648609,935977,2596634192.25,2725.63946955,2665.0315513,2534.65607042,2069.21174676,243989400000,Electronic Technology,63743200000,11.91935485,617814000000
BANKBARODA,BK OF BARODA,885337127187,171.2,-0.3202329,0.14624159,24459293,4187430961.6,167.79793508,163.46086611,151.91662488,124.78824273,877759527000,Finance,,,907132000000
VBL,VARUN BEVERAGES,854742362898,1318.6,4.3031166,13.18454936,5648883,7448617123.799999,1209.41396727,1170.19862381,1112.82278788,913.58837865,86801490000,Consumer Non-Durables,26881680000,32.64384008,
TIINDIA,TUBE INVESTMENTS O,566846325196,2933.3,4.08785692,11.97083636,777567,2280837281.1,2740.17128289,2703.03304854,2641.05048538,2188.84710776,125253000000,Non-Energy Minerals,17303400000,33.01370974,536381000000
UBL,UNITED BREWERIES L,459218879805,1735.8,2.17500074,3.85927123,705911,1225320313.8,1688.01359044,1678.73436757,1668.07265751,1601.41474817,58384400000,Consumer Non-Durables,9212000000,49.02183888,444080000000
CUMMINSIND,CUMMINS INDIA,399625404366,1442.1,0.29558021,4.48107227,418013,602816547.3,1394.88843261,1365.83440114,1306.19177783,1154.02199953,61447000000,Producer Manufacturing,9852400000,38.7522537,313584000000
PFC,POWER FINANCE CORP,367763435010,139.3,0.57761733,7.2363439,5261924,732986013.2,133.0194171,127.53642655,119.92934341,115.9352126,747796800000,Finance,280919700000,25.98036747,7206650000000
ABCAPITAL,ADITYA BIRLA CAPIT,366390196196,151.7,4.11805079,17.59689922,16353750,2480863875,139.52435391,133.2955906,124.29693315,113.34713149,221889600000,Finance,33157500000,31.38940198,944230000000
INDIANB,INDIAN BANK,351276664570,282.35001,2.28220258,2.18965625,4341809,1225909814.56809,272.83883271,265.72271067,242.59015336,193.29610779,466083400000,Finance,,,-60261800000
BANKINDIA,BK OF INDIA,346751320068,84.550003,1.74489174,3.0469225,19118072,1616433044.954216,81.06320429,76.43858083,66.46771831,55.83216251,460141458000,Finance,,,-189807000000
