Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
GNFC,GUJARAT NARMADA VA,94517933310,618.95,1.64217095,6.23015532,2654032,1642713106.4,584.56065433,560.70988898,517.67346806,428.56312166,40841500000,Process Industries,10953100000,,
LEMONTREE,LEMON TREE HOTELS,45158048218,57.7,1.05078809,16.56565657,24607429,1419848653.3,53.1654035,51.7143116,50.24179477,46.45067372,2517204000,Consumer Services,1255984000,89.3908,59471700000
DWARKESH,DWARIKESH SUGAR IN,19658673536,122.2,16.99377693,33.91780822,30362044,3710241776.8,99.09941474,95.2748264,90.02895944,73.92790066,18388465000,Process Industries,2707706000,5.80867,
INFOBEAN,INFOBEANS TECHNO. LTD.,14898997644,702.75,14.00876055,17.70370991,171629,120612279.75,605.98978501,578.83329094,535.42276823,419.10468228,1803400000,Technology Services,510345000,9.1058,
NDTV,NEW DELHI TELEVISI,11076163988,176.35,2.32085872,14.88599349,685508,120889335.8,161.17751483,153.01006146,136.06051391,99.70924282,3576290000,Consumer Services,678900000,5.41788,
TTKHLTCARE,TTK HEALTHCARE,10709379685,794.05,4.76975854,14.35875279,414668,329267125.4,732.60753313,715.89382137,704.11447802,674.27434252,6365279000,Health Technology,564159000,13.7607,
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,8289461766,419.85,4.98874719,15.62930322,91933,38598070.05000001,375.97485505,351.14987687,299.03783027,,1151793679,Finance,682433000,2.05895,
SELMC,SEL MANUFACTURING CO LTD,7508323398,395.25,4.99402311,27.58231117,10,3952.5,325.5835763,272.28821041,181.75962965,,1903845000,Process Industries,-980091000,,
UGARSUGAR,UGAR SUGAR WORKS,5799374914,56.75,9.98062016,19.97885835,2315077,131380619.75,48.96688875,46.30660213,40.83813288,31.94568437,9099554000,Process Industries,944581000,35.4491,
FELDVR,FUTURE ENTERPRISES,5683675617,25.55,4.92813142,66.99346405,34500,881475,19.10377621,16.60195345,14.64690385,13.32297277,14221400000,Process Industries,2477900000,42.4118,
MAWANASUG,MAWANA SUGARS LTD,5593711445,141.6,-1.15183246,30.74792244,4104172,581150755.1999999,121.23544492,111.95844444,99.29712976,81.21934079,14061140000,Consumer Non-Durables,1252740000,9.25654,
GODHA,GODHA CABCON INSULAT LTD,3856420000,182.1,4.86610999,18.67057674,95076,17313339.6,160.3185186,144.27827718,115.88712475,73.20549709,323964000,Producer Manufacturing,18976000,,
SHAHALLOYS,SHAH ALLOYS,1652104549,87.4,4.98498498,26.75852067,35531,3105409.4,74.37936536,67.89573608,59.23217988,37.74989181,5016574000,Non-Energy Minerals,1167800000,11.2524,
PASHUPATI,PASHUPATI COTSPIN,1120956043,110.5,1.37614679,0.6833713,8000,884000,107.31306874,102.67570953,94.31856962,80.20967123,4409811019,Process Industries,398813000,8.15236,
