Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
SUPREMEIND,SUPREME INDUSTRIES,347717037875,2761.35,0.75897174,1.68845516,230556,636645810.6,2713.67856142,2664.89135342,2556.70501292,2279.23783356,77490800000,Producer Manufacturing,11108300000,30.88945544,
TRITURBINE,TRIVENI TURBINE LTD,95537896037,317.55,5.62115768,5.42828335,11175329,3548725723.9500003,298.53808946,291.02768733,281.72838232,245.35245011,8413400000,Producer Manufacturing,2093500000,41.91019634,
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,87076644468,71.5,2.95176831,13.853505,17366572,1241709898,65.41527436,62.19823945,58.7023312,53.59962183,39975323000,Finance,,,88228100000
KIRLFER,KIRLOSKAR FERROUS IND LTD,58539824878,433.6,2.91953722,3.69484883,317362,137608163.20000002,413.62382854,400.68262405,373.75066162,303.20603188,37465100000,Non-Energy Minerals,7224500000,10.57969754,
IONEXCHANG,ION EXCHANGE (INDIA) LTD,49203709521,3370.9,0.48140696,3.75192367,168339,567453935.1,3262.73678918,3131.97029407,2910.92332751,2336.46596823,15768677000,Producer Manufacturing,2436200000,18.29977404,
PGEL,PG ELECTROPLAST LTD,30690022933,1393.15,2.8268812,7.15714176,131187,182763169.05,1323.6681578,1266.57724935,1185.73699334,1008.75889922,10977179000,Electronic Technology,1253438000,27.75494195,
KIRLOSIND,KIRLOSKAR IND LTD,21787577346,2272.35,2.87945671,0.76940133,13021,29588269.35,2181.50661034,2128.12744563,2044.48865936,1799.07908877,37799200000,Non-Energy Minerals,7519300000,6.49113313,
KRISHANA,KRISHANA PHOSCHEM LTD,15741166793,543,2.2406365,4.44315813,112739,61217277,508.92443713,489.65425033,457.47024475,370.39112885,2083099000.0000005,Process Industries,527708999.99999994,33.45716634,
FOSECOIND,FOSECO(INDIA),12836143846,2242.15,12.15236094,7.95137217,71956,161336145.4,2055.71223626,2022.31545126,1988.60883045,1851.72350994,3377576000,Process Industries,563729000,19.75290937,
SPECTRUM,SPECTRUM ELECTRICA,4000700000,283,1.87185392,8.8252301,11000,3113000,256.30934319,226.55576799,169.18933934,,2513012000,Electronic Technology,,,
ASCOM,ASCOM L & I LTD,3319017529,434.95,2.34117647,8.46633416,2000,869900,395.12467684,353.01124274,261.59559913,,124463000,Finance,,,
VAISHALI,VAISHALI PHARMA LTD,1926265767,183.55,0.49275119,11.24242424,1080673,198357529.15,165.35451681,155.7520319,145.29698992,113.52652063,756372213,Health Technology,92296000,22.94188011,
PRESSMN,PRESSMAN ADVERTISI,1687242262,69.05,-3.7630662,8.4838929,612883,42319571.15,65.41595805,63.26558159,58.69804882,48.50272202,140796000,Commercial Services,27442000,53.04330085,
