Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
BLUEDART,BLUE DART EXPRESS,147179623659,6350,2.29313831,2.54174337,8853,56216550,6172.7670019,6156.48660049,6295.92907383,6093.44700811,32881300000.000004,Transportation,9563100000,20.4127,
BCG,BRIGHTCOM GROUP,140967684888,86,4.94203783,21.38320395,669499,57576914,73.77879946,73.28112377,79.93193887,60.7879354,28557982114,Technology Services,13494483000,0.338349,
TTKPRESTIG,TTK PRESTIGE,116927849541,849.85,0.71102684,-1.18023256,97922,83219011.7,835.87067994,834.70686723,872.04713526,893.22357663,21869300000,Consumer Durables,4242899999.999999,28.8125,
JSLHISAR,JINDAL STAINLESS (,86552643341,373.95,1.85210404,5.17508086,252608,94462761.6,359.09699881,358.43787425,360.46309896,306.34820531,93750700000,Non-Energy Minerals,19540100000,4.0074,
NETWORK18,NETWORK 18 MEDIA,85273960959,85.7,4.96019596,8.82539683,2382137,204149140.9,80.59298441,80.10415449,81.61423757,71.37016181,47051100000,Consumer Services,10920100000,11.3422,
SPARC,SUN PHARMA ADV,76170833719,291.25,0.76111399,6.8611264,951149,277022146.25,282.69527819,282.67650932,287.54644595,269.09134403,2529571000,Health Technology,-1711400000,,
SIS,SIS LTD,70567555027,488,1.58201499,0.28771065,481595,235018360,478.22138288,477.5669314,480.82965623,467.63787039,91273040000,Commercial Services,4974370000,11.7198,
GOCOLORS,GO FASHION INDIA LTD,52523736563,977.05,0.35435497,2.80408249,49586,48448001.3,938.02810074,934.0382325,977.11602264,,2506680000,Consumer Non-Durables,,,
KRBL,KRBL LTD,49125869863,217.5,4.06698565,6.59152169,1923527,418367122.5,207.84348883,206.85271791,216.86658142,239.6086238,39914300000,Process Industries,7086100000,5.26719,
ARVINDFASN,ARVIND FASHIONS LTD,37935737091,285.4,-0.64403829,6.29422719,118565,33838451,275.45429209,274.94367064,281.71941701,261.18441203,22000300000,Distribution Services,1788500000,,
EQUITAS,EQUITAS HOLDINGS,37716540392,110.35,0.04533092,1.09940449,783008,86404932.8,108.50584078,108.312293,110.7285416,110.65441172,36630200000,Finance,9524779000,3.11121,
TATACOFFEE,TATA COFFEE,37540844467,199.7,-0.67147476,-0.5973121,942031,188123590.7,198.75010262,198.71761474,202.84667397,195.20987108,22409332000,Process Industries,4024700000,9.50946,
SHAREINDIA,SHARE IND. SECURITIES LTD,35650824877,1158,3.59634997,2.87846482,113403,131320674,1110.07338868,1109.19702192,1102.42661143,834.38812463,4536992000,Finance,2259861000,5.19608,
STAR,STRIDES PHARMA SCI,32234687019,361.45,0.52843833,8.42957852,1166036,421463712.2,343.57551472,342.98547593,370.9844994,512.63769686,32802660000.000004,Health Technology,1073630000.0000002,18.74,
ORIENTCEM,ORIENT CEMENT LTD,31262973898,148.15,-3.01145663,0.54292501,847210,125514161.5,146.36409337,146.35790939,152.54329427,148.79358929,23240870000,Non-Energy Minerals,6402688000,4.73085,
ITDC,INDIA TOURISM DEV,30289463634,425.55,19.99154096,21.44691781,449305,191201742.75,361.78466178,356.73199413,361.79904567,367.2274458,1768681000,Consumer Services,57242000,,
JINDALSAW,JINDAL SAW LTD,30056887268,94.6,0.69185737,1.66577109,1326010,125440545.99999999,91.6468673,91.34284354,94.91194487,100.81872778,106170326000,Producer Manufacturing,14795200000,5.56827,
CARTRADE,CARTRADE TECH LTD,28508234422,618.2,0.82361575,7.20541056,329310,203579442.00000003,580.52207632,580.2028718,655.62464181,,2496832000,Retail Trade,-906765000,,
ACE,ACTION CONSTRUCT,26234029003,221.45,0.49920581,0.04517732,218428,48370880.59999999,217.4297666,217.41476442,220.20982346,214.63812161,12255163000,Producer Manufacturing,1539266000,14.6929,
GRAVITA,GRAVITA INDIA LTD,23931991240,363.7,4.99422633,3.22122889,134206,48810722.2,350.51714746,350.33141218,337.30740454,249.12071905,14067282000,Non-Energy Minerals,1833791000,7.23428,
