Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
FOCE,FOCE INDIA LTD,4105229999.999999,775,-7.62812872,-8.71613663,3800,2945000,825.09092904,817.4595366,780.98717436,617.56566556,577076000,Consumer Durables,107407000,39.77401845,
GMDCLTD,GUJARAT MINERAL DE,90121198059,267.14999,-5.7173176,-5.73394516,3698092,987945240.81908,275.91998532,260.98250117,226.71224778,177.7366883,32275857000,Distribution Services,11540069000,7.80941588,
KRISHCA,KRISHCA STRAPPING,2116630000,228.89999,-5.37412176,-7.88732797,22000,5035799.78,246.01999975,248.57876781,224.60956611,,723000000,Producer Manufacturing,,,
RTNPOWER,RATTANINDIA POWER,36892627310,6.55,-5.07246377,-7.74647887,113986525,746611738.75,6.82831973,6.55118779,5.81334978,4.62599492,32311635000,Utilities,6755000000,5.46152884,
GTPL,GTPL HATHWAY LTD,20069028357,170.89999,-5.0027796,-1.72512948,161095,27531133.88905,174.32166269,168.06242947,152.34547278,135.81151782,26639210000,Communications,4461530000,4.49823902,
INFINIUM,INFINIUM PHARMACHEM LTD,4207540000,287.25,-4.99421515,0.29679121,8000,2298000,281.77810362,266.18576013,229.00451673,,991193000,Health Technology,,,
QUICKTOUCH,QUICKTOUCH TECH,1068030000,238.75,-4.99403104,14.78365385,36000,8595000,222.20691092,203.99958443,175.43701134,,878629049,Technology Services,,,
DUGLOBAL,DUDIGITAL GLOBAL LTD,3244800000,53.599998,-4.99259501,-0.6125383,55000,2947999.89,53.50055724,52.22895355,50.32013169,44.71798397,372827000,Commercial Services,,,
EMIL,ELECTRONICS MART IND LTD,57866209468,142.89999,-4.98670246,5.3058143,1105174,157929353.54826,140.91135642,138.44265405,125.95357405,96.97733251,54457100000,Retail Trade,,,
MICEL,MIC ELECTRONICS LTD,5812966690,24.799999,-4.98084674,-11.90053641,396484,9832802.803516,27.72284832,28.22373676,26.607593,19.60079586,229081000,Health Technology,43200000,134.55941412,
JWL,JUPITER WAGONS LTD,127436362579,303.54999,-4.97731085,-16.83561918,1873682,568756152.3631799,334.85585422,333.21097609,288.91012515,178.98662393,20682474000,Producer Manufacturing,3188162000,39.97173374,
ARVEE,ARVEE LABORATORIES I LTD,1322400000,114.05,-4.95833333,2.74774775,834,95117.7,114.91039261,113.55910924,113.05350772,109.7345637,613470920,Process Industries,71444000,18.50960193,
BCG,BRIGHTCOM GROUP,40923457011,19.200001,-4.9504948,11.30435362,67315012,1292448297.715012,17.93105594,18.22118666,20.46078138,25.38051124,73967673000,Technology Services,22348075000,1.83118488,
GMRP_UI,GMR POW AND URBAN INFRA L,25224200000,39.700001,-4.91017725,3.11688571,3179487,126225637.079487,39.42274603,35.56836412,28.99397758,23.21614373,52559300000,Industrial Services,4129100000.000001,23.00048437,79416700000
SWELECTES,SWELECT ENERGY SYS,9784221873,614.95001,-4.78438816,5.1466241,104449,64230913.59449,606.26899058,586.45448611,537.7328965,418.32956535,3659808000,Producer Manufacturing,736786000,13.27959797,
SAREGAMA,SAREGAMA INDIA LTD,73759556499,364.20001,-4.78431111,-11.91196005,916322,333724481.56322,390.39913306,393.14946195,392.15029961,374.05904952,7366212000,Consumer Services,2182800000,30.44555456,71281700000
GAYAPROJ,GAYATRI PROJECTS,1207431481,6.25,-4.58015267,-5.3030303,244545,1528406.25,6.49632955,6.48625588,6.39523352,8.9236732,31023368000,Industrial Services,-8807243000,,
JBCHEPHARM,J.B.CHEMICALS & PH,222507599009,1377.7,-4.46902195,-8.14414775,208543,287309691.1,1438.98977005,1420.58761288,1348.7004382,1150.5823886,31299290000,Health Technology,7551000000,29.46730221,
VINSYS,VINSYS IT SERVICES,3838280000,249.89999,-4.43595029,-13.66385166,118000,29488198.82,274.57910734,270.94894925,,,948501000,Commercial Services,,,
NIRAJ,NIRAJ CEMENT STRUC LTD,1441575336,34.5,-4.43212767,-15.4411744,56071,1934449.5,36.4973911,36.50967266,35.39135218,32.27625474,6061197000,Industrial Services,75697000,19.04402204,
EMSLIMITED,EMS LTD,15534700000,267.70001,-4.35869255,-5.08774349,2502985,670049109.52985,,,,,3598508000,Industrial Services,,,
FRETAIL,FUTURE RETAIL LTD,1887148531,3.3,-4.34782609,-9.5890411,799492,2638323.6,3.44586071,3.37976798,3.21382783,8.81941607,,Retail Trade,,,
GTLINFRA,GTL INFRASTRUCTURE,14599661418,1.1,-4.34782609,-8.33333333,85365810,93902391.00000001,1.11346711,1.01660896,0.89927729,0.93747842,14578600000,Industrial Services,1462500000,9.98267447,
ASIANENE,ASIAN ENERGY SERVICES LTD,6623049386,166.55,-4.14388489,6.42172524,115437,19226032.35,162.76259829,155.59938013,142.72584926,113.4370256,1089525000,Energy Minerals,-208508000,,
ARMANFIN,ARMAN FINANCIAL SE,19600631638,2215.75,-4.05309269,-5.51172708,9267,20533355.25,2280.48631271,2294.56396071,2242.4922487,1843.73529189,4239858000,Finance,2023468000,9.68665264,
LAMBODHARA,LAMBODHARA TEXTILE,1755370929,162.95,-4.03415783,-9.37152392,55926,9113141.7,167.08947212,162.05549038,158.0389543,151.4699232,2095993000,Process Industries,281211000,6.24218444,
CAREERP,CAREER POINT LTD,3585828537,188.45,-3.97452229,-8.07317073,20030,3774653.5,200.75714547,203.42299486,205.02904382,189.75447656,853669000,Consumer Services,227815000,15.7550141,3523730000
EIMCOELECO,EIMCO ELECON INDIA,5088003860,843.84998,-3.7963905,-7.16721892,5309,4479999.54382,864.7156383,847.75875951,787.10113896,603.3730749,1726970000,Producer Manufacturing,283618000,17.93963662,
HATHWAY,HATHWAY CABLE & DA,35278183069,19.15,-3.76884422,8.49858357,33354291,638734672.65,18.4665783,17.9629213,16.9745737,16.01829619,18584400000,Consumer Services,3059000000,11.53258682,
MANOMAY,MANOMAY TEX INDIA LTD,2616164035,137.60001,-3.6751835,-4.4444375,9207,1266883.29207,138.25768058,136.4752234,134.80858869,,6639431000,Process Industries,,,
FAZE3Q,FAZE THREE LTD,9067339389,359.25,-3.67341725,-5.43563847,49094,17637019.5,377.8854379,381.23529477,379.77663401,334.47611733,5309600000,Process Industries,902800000,10.04357487,
PROV,PROVENTUS AGROCOM,3273300000,920,-3.66492147,-2.12765957,17760,16339200,946.65666757,956.84788692,997.29078808,,4189115000,Distribution Services,,,
