Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
ADANITRANS,ADANI TRANSMISSION,2699978649643,2377.4,-3.41857773,-1.21743466,648701,1542221757.4,2380.47117091,2309.40557312,2159.30091491,1727.19430325,98739300000,Utilities,40882900000,32.5342,
ATGL,ADANI TOTAL GAS LTD,2395936212646,2124.65,-2.57474321,11.94151739,232770,494554780.5,1985.46845264,1879.78361734,1791.72331372,1502.95110642,16956000000,Utilities,8465299999.999999,149.17,
ADANIENT,ADANI ENTERPRISES,2107071073905.9995,1995.25,4.06832703,10.17393705,3215199,6415125804.75,1862.1394663,1802.90495547,1751.28444693,1550.51860582,394911700000,Distribution Services,35475300000,50.9733,
SRF,SRF LTD,777304856551,2705.85,3.22746781,4.26364057,2953193,7990897279.05,2584.02273404,2513.20060323,2441.85805,2107.20170168,83293900000,Process Industries,28008700000,16.5097,
TATAELXSI,TATA ELXSI,532488494053,8996.8,5.19066744,16.96307852,2448645,22029969336,8135.53011778,7684.61858205,7162.71900372,5786.50596789,18261597000,Technology Services,7125152000,30.202,
INDHOTEL,INDIAN HOTELS,317860313328,241.25,0.24932475,11.6381305,8980376,2166515710,224.339326,216.12981539,208.2503882,183.48475965,15617600000,Consumer Services,3170800000,,
CUMMINSIND,CUMMINS INDIA,311725287263,1107.8,-1.32276311,1.90883584,1030260,1141322028,1078.91746492,1044.44237602,997.50932536,920.293725,43442600000,Producer Manufacturing,8493100000,40.3886,
LINDEINDIA,LINDE INDIA LTD,303492453064,3696.25,4.01716617,5.36480381,171228,632901495,3406.64248957,3207.01356879,2934.95208975,2426.20965528,21119580000,Process Industries,5465880000,37.1009,202789000000
NH,NARAYANA HRUDAYALA,153342116839,729.95,-2.56290463,5.73622076,226530,165355573.5,710.17332195,693.51134828,664.90171167,576.27337897,25823460000,Health Services,6189570000,44.6242,
TV18BRDCST,TV18 BROADCAST LTD,122405314286,73.4,2.80112045,3.81895332,47103200,3457374880.0000005,70.96529855,68.44031194,62.93845812,49.62965355,44976200000,Consumer Services,10631000000,8.26236,
INTELLECT,INTELLECT DESIGN A,121643184168,916.65,1.44422311,9.42461502,1002055,918533715.75,842.56682878,795.01254873,747.50980447,681.98520976,14974590000,Finance,4513870000,26.9775,
VIPIND,VIP INDUSTRIES,105235010760,747.5,0.27500168,16.36958045,1045033,781162167.5,689.93661266,665.33510763,634.9139449,543.38419522,6183900000,Consumer Durables,1150500000,,
RHIM,RHI MAGNESITA INDIA LTD,101379386327,601.3,-4.43420216,-0.06647831,360730,216906948.99999997,593.86602131,567.56934046,511.64919754,402.02363646,13614038000,Producer Manufacturing,3113215000,17.3717,
EIHOTEL,EIH LTD,98870083327,154.05,-2.5,11.34803036,1159159,178568443.95000002,145.73195601,139.984532,135.87480715,125.81962299,4970800000,Consumer Services,-498300000,,
POLYPLEX,POLYPLEX CORP,73354768358,2380.1,1.85296131,3.99580539,294449,700818064.9,2235.6007776,2135.115522,2010.14276078,1709.62108415,49034946000,Process Industries,11909300000,3.3978,
GREENPANEL,GREENPANEL INDUSTRIES LTD,70173522783,580.5,1.30006108,4.11622276,819478,475706979,551.78233961,532.71214446,498.54731459,383.9663417,10023397000,Non-Energy Minerals,3883208000,12.5288,
CHALET,CHALET HOTELS LTD,64408250652,311.2,-1.33164236,1.74922348,749666,233296059.2,297.59433475,285.0288342,266.65705316,230.38242777,2943870000,Consumer Services,688640000,669.782,
MAHLIFE,MAHINDRA LIFESPACE,56505099257,356.5,-2.3822563,6.78448405,344417,122784660.5,334.375971,320.54553993,299.11507932,255.61798189,1662492000,Consumer Durables,-875400000,,38700500000
LEMONTREE,LEMON TREE HOTELS,54150044329,64.4,-5.91672754,13.38028169,23839775,1535281510.0000002,60.81052047,57.68174283,53.82951983,47.9752743,2517204000,Consumer Services,1255984000,89.3908,59471700000
INGERRAND,INGERSOLL RAND,52357109257,1657.6,-0.32771113,4.84171911,118902,197091955.2,1586.67212523,1524.4333381,1433.35523532,1193.47829626,6127335000,Producer Manufacturing,1513000000,17.8161,
RCF,RASHTRIYA CHEM & F,50534630066,90.2,-1.63576881,9.86601705,31308007,2823982231.4,83.89612055,80.95324511,78.47330461,76.05525503,38238500000,Process Industries,8492100000,,
SHOPERSTOP,SHOPPERS STOP,50342730228,465,0.92240912,7.16755013,285459,132738435,435.42790619,408.55954107,376.96063391,318.9780891,17489600000,Retail Trade,2878200000,89.0661,
