Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
MRF,MRF LTD,462679667567,109548.45,0.41771795,2.04792734,4661,510605325.45,108401.80766961,108359.80142318,107254.38769725,98464.35413386,229906300000,Consumer Durables,30137300000,15.3523928,
GICRE,GENERAL INSURANCE,386582056088,223.9,1.42695357,1.47292551,475321,106424371.9,221.82284543,221.6228065,215.78720148,185.50564703,466658180000,Finance,,,320353000000
POWERINDIA,HITACHI ENERGY IND,188662029469,4549.95,2.23458038,14.89772727,26656,121283467.19999997,4237.27408022,4212.78321212,4223.02402295,3868.35874303,44685100000,Electronic Technology,2439600000,77.33318145,
CASTROLIND,CASTROL INDIA,145796632110,145.95,-0.91649695,6.53284672,2013517,293872806.15,141.52314462,141.49050546,141.12716986,130.28428231,47744900000,Energy Minerals,11125600000,12.22524018,109702000000
CESC,CESC,116530901757,88.85,1.08077131,2.18516741,4313648,383267624.7999999,88.51859693,88.49936727,85.66378273,78.46767703,141911800000,Utilities,22530000000,5.17225485,
CERA,CERA SANITARYWARE,114916648369,9000.55,1.85477067,10.16585067,23004,207048652.2,8574.72460925,8573.77990094,8488.26785119,7360.74896319,18028382000,Consumer Durables,3005374000,38.23705415,
TTKPRESTIG,TTK PRESTIGE,109900117356,799.95,0.73668557,4.02470741,115437,92343828.15,786.57122339,786.02813293,782.18409282,779.78049137,27771300000,Consumer Durables,3392200000,32.3978885,
RKFORGE,RAMKRISHNA FORGINS,107381802005,657.75,-2.14238185,5.9178744,275786,181398241.5,653.72628662,653.71674181,628.57393935,461.33761468,30843653000,Producer Manufacturing,7343462000,14.62277629,
HFCL,HFCL LTD,107372270967,75.8,1.67672294,3.19945963,8723187,661217574.6,74.28740628,74.12780342,72.54551435,69.77951751,47394400000,Electronic Technology,6545300000,16.40448428,
TITAGARH,TITAGARH RAIL SYSTEMS LTD,98894600600,777.55,0.00000129,2.31594049,908357,706292985.3499999,768.27547539,767.77278594,729.13330636,498.97388714,27795904000,Producer Manufacturing,3293079000,30.03104408,
GALAXYSURF,GALAXY SURFACTANTS,93797325847,2655.55,-0.27975967,-0.01694277,8852,23506928.6,2644.33899913,2643.61075146,2649.27016541,2640.70565442,44145900000,Consumer Non-Durables,5434397980,17.25992947,
RUSTOMJEE,KEYSTONE REALTORS LTD,67052600000.00001,586.8,-0.59291717,8.86827458,28194,16544239.2,571.28505236,570.44635346,574.57682009,530.76366286,6856600000,Finance,,,
TCI,TRANSPORT CORP OF,62184084110,797.5,-0.11898178,1.21200455,15705,12524737.5,790.54450519,790.40105904,782.25971502,723.77616979,37825730000,Transportation,4192200000,14.83328184,
RAIN,RAIN INDUSTRIES LTD,55732471868,169.95,2.44123583,3.34448161,2881076,489638866.2,166.95511942,166.77123959,165.84000181,165.48565624,209676120000,Process Industries,27654540000,4.68968212,128884000000
ISGEC,ISGEC HEAVY ENG LTD,53286842685,730.75,0.80700508,4.39285714,94558,69098258.5,723.11393407,722.86075143,714.00771208,622.10172388,63493032000,Industrial Services,4863800000,10.95580466,
JAMNAAUTO,JAMNA AUTO IND,48039298568,120.3,0.04158004,1.51898734,2230281,268302804.3,117.71044017,117.68979811,115.78387036,109.59211329,23253177000,Producer Manufacturing,2795192000,17.18640386,
SHARDACROP,SHARDA CROPCHEM,39841368715,444,0.45248869,6.1566049,126986,56381784,434.60097011,434.32644309,444.27913455,471.14374354,40419588000,Distribution Services,5378129000,7.40803516,
GANESHHOUC,GANESH HOUSING CP,36240030949,442.05,1.58566245,3.79197238,35036,15487663.8,439.07774635,439.01226325,433.33984482,386.4749546,6154023000,Finance,4428105000,8.18409476,
JCHAC,JOHNSON CONTROLS-H,34242841046,1255.05,-0.44421529,3.04187192,14327,17981101.35,1228.11920948,1226.33721623,1200.6056389,1189.89529995,23834700000,Consumer Durables,-684600000,,
UFLEX,UFLEX LTD,32372408658,450.1,1.62565143,2.29545455,102592,46176659.2,445.66664435,445.23841293,438.10977847,458.63378902,145869214000,Process Industries,13678900000,2.36659444,
GULFOILLUB,GULF OIL LUBRICANT,27846304498,576.45,1.52342553,8.53888565,110545,63723665.25000001,550.6608532,548.80993841,545.72856146,493.98921872,29972602000,Energy Minerals,3505875000,7.94275452,
ADFFOODS,ADF FOODS LTD,26966018826,248.6,1.09801143,19.51923077,1167903,290340685.8,222.78230969,220.72725215,217.86431363,190.02785204,4443016000,Consumer Non-Durables,932759000,28.90995297,
SOTL,SAVITA OIL TECHNOL,22727124579,333.1,1.26158683,4.74842767,124083,41332047.30000001,325.65442855,325.16831621,319.77943336,298.16611485,35934360000,Process Industries,2556297000,8.89064322,
FOSECOIND,FOSECO(INDIA),22321313033,3512.4,0.40018581,4.0803627,5091,17881628.4,3426.35209979,3418.15533595,3346.57996975,2789.65535517,4061272000,Process Industries,667791000,30.29170659,14207400000
ANUP,THE ANUP ENGINEERI,20516080456,2131.15,2.96156229,7.63383838,37691,80325174.65,2051.90785663,2049.50050852,2030.61025852,1617.2273101,4105077000,Producer Manufacturing,1012843000,20.2559335,
TTKHLTCARE,TTK HEALTHCARE,16784715646,1189.3,0.16423127,8.00036324,11359,13509258.7,1163.94476752,1162.50941883,1176.19219364,1129.91996132,7251103000,Health Technology,376295000,44.60520508,
RAMCOIND,RAMCO INDUSTRIES,15855674123,188.6,3.22933771,7.15909091,511911,96546414.6,182.30028256,181.89470177,180.04588845,170.69974025,14575221000,Non-Energy Minerals,1276200000,12.42412954,
TVTODAY,TV TODAY NETWORK,13353836722,226.35,1.41129032,4.96174843,489275,110747396.25,218.31456455,217.63234307,215.01204109,220.91751552,8782300000,Consumer Services,974300000,13.70608306,
KSOLVES,KSOLVES INDIA LTD,13028000000,1147.9,4.96045353,12.53921569,55185,63346861.50000001,1090.39491998,1084.44923176,1082.79887257,851.07173322,783116000,Technology Services,356661000,36.52768315,
GEPIL,GE POWER INDIA LTD,11690856692,181.15,4.07928756,12.5854638,775692,140516605.8,171.60104122,170.89047676,169.17248369,155.70291175,17958100000,Industrial Services,-3885500000,,
INDNIPPON,INDIA NIPPON ELECT,11282435081,508.1,1.41716567,2.94803167,37088,18844412.8,501.76553492,501.09797937,487.38025854,437.68968823,6552600000,Producer Manufacturing,560700000,20.12205294,
TEXINFRA,TEXMACO INFRA & HO,10266760315,81.6,1.49253479,14.92957746,3614896,294975513.59999996,73.50413391,73.16801443,73.71740327,66.60892844,165276000,Utilities,-15121000,,
RUSHIL,RUSHIL DECOR LTD,7641349881,294.25,2.11695652,4.67804679,135010,39726692.5,285.16154803,284.8741575,286.56393581,304.1744811,8383950999.999999,Non-Energy Minerals,1428681000,5.34853468,
AGSTRA,AGS TRANSACT TECH LTD,7490930000,62.55,0.32077307,2.54098361,161610,10108705.5,61.90435891,61.88884014,61.34991964,63.12712677,16712730000,Commercial Services,3661590000,2.04581343,
SALZERELEC,SALZER ELECTRONICS,6391989983,417.75,9.34432952,8.50649351,731531,305597075.25,389.57567924,387.2516466,379.65325533,330.70992854,10370113000,Producer Manufacturing,1012886000,6.31067068,
EXXARO,EXXARO TILES LTD,6174267632,139.1,0.68766563,7,299083,41602445.3,133.34128945,132.80847756,130.03109731,123.19223482,3135982000,Producer Manufacturing,326233000,18.92594444,
NAGAFERT,NAGARJUNA FERTILIZ,5215126981,8.9,2.29885057,2.89017341,2624011,23353697.9,8.70109238,8.69818406,8.91176743,9.53037358,6064705000,Process Industries,684657000,7.61713819,
ZUARIIND,ZUARI INDUSTRIES LTD,4437396303,156.65,4.92297388,5.48821549,196687,30811018.55,150.07744164,149.82739783,149.08637207,144.2026149,9524324000,Process Industries,-173018000,,
RUCHIRA,RUCHIRA PAPERS LTD,4305138950,147.9,2.56588072,5.41696365,139462,20626429.8,144.10438411,143.95607923,138.69980093,122.97209405,8027011000,Process Industries,1227852000,3.50623605,
ASIANHOTNR,ASIAN HOTELS(NORTH,3130996987,164.8,1.82266903,14.44444444,95749,15779435.2,147.03690169,145.36992747,148.25980119,135.97105735,2557799000,Consumer Services,645925000,4.84730733,
VENUSREM,VENUS REMEDIES LTD,3042326592,272.9,19.98241372,19.17030568,211483,57713710.7,240.07539876,239.71026609,241.06555323,226.88490252,5533797000,Health Technology,560800000,5.42497609,
ALPHAGEO,ALPHAGEO(INDIA),1890972337,311,4.73143274,7.68698434,56272,17500592,294.94647358,294.89306628,292.56610186,277.27313675,659497000,Industrial Services,-83216000,,
