Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
MOTHERSON,SAMVRDHNA MTHRSN INTL LTD,554752491521,122.7,-1.36655949,-1.36655949,1972170,241985259,,,,,573279000000,Producer Manufacturing,49625400000,13.78232904,
OIL,OIL INDIA LTD,325484236204,300.2,0.97544568,19.62542339,10593755,3180245251,271.57944757,256.45609612,242.61152813,216.05296511,300112000000,Energy Minerals,105036700000,3.09876678,
GHCL,GHCL,63341529916,663.4,-0.81483143,3.59150531,820208,544125987.1999999,644.61695477,632.36026904,597.23457798,476.45886413,37783600000,Process Industries,10350000000,6.11995458,
MAHSEAMLES,MAHARASHTRA SEAML,42008765602,627.15,-0.10353616,9.37391001,332113,208284667.95,593.18717485,581.04810753,571.14357454,502.81495992,23083440000,Non-Energy Minerals,5856900000,8.4263801,
VOLTAMP,VOLTAMP TRANSFORME,35719412475,2484.5,0.79925349,6.12079276,21280,52870160,2328.3807746,2202.25501191,2059.63672291,1846.28840374,6923099000,Producer Manufacturing,1051184000,33.60956548,
TIMETECHNO,TIME TECHNOPLAST,26221714250,116.05,0.30250648,14.50419339,7875976,914007014.8,106.75731839,102.33491048,94.57956219,81.68871504,36498400000,Process Industries,5058005000,6.89473701,
JKIL,J KUMAR INFAPROJEC,22124593041,292,4.00712378,14.35284903,3496896,1021093632,262.78493476,249.54396983,226.1985734,193.0937697,35272000000,Industrial Services,5045928000,4.38464303,
VADILALIND,VADILAL INDUSTRIES,15124271732,2105.2,3.8425492,9.80596704,119934,252485056.8,1937.57637659,1856.75138513,1689.23823948,1303.58557131,4633133000,Consumer Non-Durables,869153000,18.58368634,
MARATHON,MARATHON NEXTGEN,6675251871,172.65,19.97915219,19.11003794,525617,90747775.05,149.46140665,145.28665701,135.84956154,110.4510111,2055484000,Finance,470825000,27.21423219,
HINDMOTORS,HINDUSTAN MOTORS,4611370648,23.15,4.98866213,27.54820937,346685,8025757.75,19.09697307,16.59677134,14.05386131,11.70848432,0,Consumer Durables,-66300000,-69.55310178,
DSSL,DYNACONS SYS SOLUT,4181348154.999999,371.2,8.58563698,19.62616822,609041,226076019.2,319.48050326,304.30348854,282.3504996,212.51806447,6539761000,Technology Services,304441000,13.73451064,
KOHINOOR,KOHINOOR FOODS,2274338271,62.25,4.97470489,27.3006135,23108,1438473,51.35528143,43.04945807,29.79156411,16.55565068,985700000,Process Industries,500000,4548.676542,
SIL,STANDARD INDS,2203266241,33.65,4.99219969,27.22117202,416950,14030367.5,28.04949918,24.53105011,20.00274183,16.27355062,4389598000,Process Industries,2033888000,1.08327806,
ZENITHSTL,ZENITH STEEL PIP IND LTD,1828303921,11.5,-4.95867769,15,4495552,51698848,10.29912743,8.7535714,6.08945961,2.79575671,778717000,Non-Energy Minerals,101105000,38.55036765,
GLOBAL,GLOBAL EDUCATION LTD,1490904869,146.45,4.98207885,45.07181773,109883,16092365.35,118.21533095,107.51404283,93.98869422,72.25443908,412733000,Commercial Services,184712490,8.03842701,
IMPEXFERRO,IMPEX FERRO TECH,1361181166,14.55,-4.90196078,14.56692913,1694353,24652836.15,13.02748247,11.05161562,7.628702,3.32160855,999590000,Non-Energy Minerals,-2179000,-1888.05514732,
