Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
FIDEL,FIDEL SOFTECH LTD,1365430000,119.15,19.98992588,21.58163265,204000,24306600,99.08067176,95.48290278,90.37138014,77.20165514,333710000,Technology Services,,,
INDSWFTLAB,IND SWIFT LABS,6077083528,123.4,19.98055421,15.92296853,2560108,315917327.2,105.50708417,100.87132484,93.15698833,77.01944458,12073100000,Health Technology,2375310000,2.55843807,
USK,UDAYSHIVAKUMAR INFRA LTD,1786380000,38.799999,19.75307594,27.42199582,5566245,215970300.433755,32.46159668,31.53718355,30.85374192,,2868981000,Industrial Services,,,
NILAINFRA,NILA INFRASTRUCTUR,2201840807,6.7,19.64285714,8.06451613,15014835,100599394.5,5.82908576,5.6458842,5.49892544,5.6763277,817468000,Industrial Services,35052000,62.8164101,
GOKUL,GOKUL REFOILS & SO,3120322532,37.5,19.04761905,23.15270532,3573866,134019975,32.08433971,31.47077671,31.0394589,31.70052566,31288241000,Process Industries,529044000,5.89803973,
FACT,FERTILIZERS & CHEM,297620784181,546.25,18.80165548,17.34693878,13406011,7323033508.75,477.97054346,470.2819182,450.98512163,339.28171021,27190174000,Process Industries,9671100000,30.77424328,
GRMOVER,GRM OVERSEAS LTD,10763999634,210.5,17.17228595,13.47708895,2148817,452325978.5,186.76742002,182.94691561,181.00599422,253.19595751,13794621000,Process Industries,920497000,11.69368247,
ORIENTPPR,ORIENT PAPER & IND,10738708340,58.549999,15.71146505,21.72557471,19524536,1143161563.275464,51.08898915,49.02503953,46.01833261,41.43660264,9409665000,Process Industries,2064813000,5.20081399,
ASTRON,ASTRON PAPER & BOA,1428479968,35.150002,14.30894959,16.58375456,1682229,59130352.714458,30.70096625,29.69151025,28.06993952,29.03839681,3947339000,Process Industries,-144293000,,
HLVLTD,HLV LTD,11715048506,20.200001,14.12429299,48.52941912,8397626,169632053.597626,16.58089639,15.44694101,14.2792749,12.26392183,1728832000,Consumer Services,155700000,75.24115932,
HINDMOTORS,HINDUSTAN MOTORS,3088157706,16.799999,13.51350676,13.89829831,6388087,107319855.211913,15.10091144,14.79633892,14.58241427,14.87192597,0,Consumer Durables,-51000000,,
ANDHRAPAP,ANDHRA PAPER LTD,18817193523,536.34998,13.32135883,18.6615,2667411,1430665836.5017798,468.90824331,453.46619953,439.57574023,426.01454771,20935996000,Process Industries,7659332000,2.45676692,
SESHAPAPER,SESHASAYEE PAPER&B,20339475775,365.29999,13.09597214,17.10209274,1716861,627169306.13139,322.33171317,308.13461753,292.81349377,273.4689392,20745800000,Process Industries,5414200000,3.75669088,
WSTCSTPAPR,WEST COAST PAPER M,43281846259,739.54999,12.73627896,21.11857423,3238432,2394982353.21568,640.25087046,601.76834738,555.10623233,520.39173696,49161109000,Producer Manufacturing,17155792000.000002,2.52287078,
VPRPL,VISHNU PRAKASH R PUNGLI L,18189300000,163.5,12.21688401,-0.90909091,30128793,4926057655.5,,,,,7855480000,Industrial Services,,,
PDMJEPAPER,PUDUMJEE PAPER PRO,4691479335,55.299999,12.17038564,12.17038564,5695588,314966010.704412,49.82650986,48.17757214,45.47197768,43.00765065,7582925000,Process Industries,757900000,6.19010336,
ARTEMISMED,ARTEMIS MEDICARE,17345223868,143,11.71875,15.41565779,1463546,209287078,128.91421541,126.41413464,120.52015375,93.78127805,7365455000,Health Services,1026273999.9999998,16.90116272,
SHIVAMAUTO,SHIVAM AUTOTECH LTD,4151889009.000001,37.849998,11.32352353,25.12396033,3552791,134473132.244418,32.52813694,31.11038805,29.07815419,28.18486919,4692001000,Producer Manufacturing,,,
RGL,RENAISSANCE GLOBAL,9694592310,113.9,11.12195122,17.0606336,2628657,299404032.3,102.82478116,100.771091,98.70949715,99.29213535,22365629000,Consumer Durables,1867406000,5.1914754,
SASKEN,SASKEN TECHNOLOGIE,15032057307,1102,10.71482616,16.81153028,638930,704100860,989.22743508,970.30114382,947.66884918,905.28090255,4469835000,Technology Services,826105000,18.19630351,
INDIANCARD,INDIAN CARD CLOTH,1623114097,299.75,10.12123034,40.66165459,789587,236678703.25,239.12117278,229.53455857,226.51790815,226.54281792,661136000,Producer Manufacturing,14094000,115.1634807,
