Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
CEATLTD,CEAT LTD,55991015808,1661.6,19.99711129,16.22425069,2029634,3372439854.3999996,1442.01371764,1404.80563896,1308.59694899,1181.86121529,91970900000,Consumer Durables,7071900000,11.05106348,
TRIL,TRANSFORM & RECTIF,5295935983,47.9,19.89987184,14.04761905,4941680,236706472,41.4344072,39.66128103,36.26169323,32.68710868,11529648000,Producer Manufacturing,769300000,10.58502663,
SOUTHBANK,SOUTH INDIA BANK,18185918123,10.4,19.54022989,18.85714286,255241638,2654513035.2000003,8.87166801,8.5607962,8.23115198,8.36382036,76202869000,Finance,,,-25674800000
WEIZMANIND,WEIZMANN,1260792184,95.05,19.33458583,17.49072639,1037161,98582153.05,81.34548724,76.15506101,66.70535888,58.27216638,998371000,Process Industries,80551000,17.62748053,
INDOTECH,INDO TECH TRANFORM,2102228944.9999995,233.8,18.49974658,16.78321678,324021,75756109.8,200.76430913,196.92798661,197.04800246,197.67653303,2800673000,Producer Manufacturing,236900000,7.10336828,
JKTYRE,JK TYRE&INDUSTRIES,39150710037,186.9,17.39949749,16.7760075,28907834,5402874174.6,159.60903977,150.60045445,136.44398802,126.29109667,118929500000,Consumer Durables,10786800000,8.39819131,
WORTH,WORTH PERIPHERALS LTD,1720796794,125.1,14.50800915,20.28846154,669837,83796608.7,108.43756232,105.40482323,103.08009082,100.28233199,2927656000,Process Industries,292487000,5.85272437,
PTL,PTL ENTERPRISES LTD,4222826213.999999,36.5,14.4200627,13.88455894,2619200,95600800,32.64669345,31.87763597,31.34132783,30.40845069,632215000,Finance,570643000,7.90963214,
IVC,IL & FS INVESTMENT,2556226655,9.2,12.88343558,14.28571429,4944500,45489400,7.99578397,7.53597569,7.06542871,6.94935885,541145000,Finance,195228000,4.19537492,
MUTHOOTCAP,MUTHOOT CAPITAL SE,3559245966,244.75,12.81401245,20.56650246,2292705,561139548.75,212.29838255,204.85538587,198.34287967,251.17604176,3968400000,Finance,948500000,16.78107113,
FIEMIND,FIEM INDUSTRIES LTD,20217447615,1728.25,12.5236018,12.22402597,427771,739295230.75,1559.22313807,1543.18182677,1484.86276122,1224.10998544,15702551000,Producer Manufacturing,2190905000,8.77516579,
USASEEDS,UPSURGE SEEDS OF A,1251840000,200,12.13904614,-2.86546396,134400,26880000,186.58355415,,,,625710000,Process Industries,,,
KESORAMIND,KESORAM INDUSTRIES,13178536391,59.95,11.32776644,8.90100107,9056662,542946886.9,53.76853343,52.12201286,50.4060779,54.10379221,36058800000,Consumer Durables,3723600000,8.16597819,
TVSSRICHAK,TVS SRICHAKRA LTD,18765897671,2719.4,11.12519098,7.27416174,250169,680309578.6,2466.33043178,2358.58283175,2146.74929001,1942.4946742,25282000000,Consumer Durables,1693300000,14.60503022,
GEOJITFSL,GEOJIT FINANCIAL S,11392070840,52.95,11.12276554,12.65957447,4907865,259871451.75,48.28035774,47.79822465,48.77496899,57.70543845,4999696000,Finance,2075291000.0000005,2.14325694,
YAARI,YAARI DIGI INT SER LTD,3907204096,42.8,10.4516129,6.86641965,1879351,80436222.8,42.03341814,43.95927629,43.00854522,55.24231665,1605500000,Finance,-1045099999.9999998,,
BRNL,BHARAT ROAD NETWOR,2879484831,37.8,10.3649635,12,1987306,75120166.8,34.7857617,34.32682083,33.48212523,32.65407567,2163965000,Industrial Services,1410248000,12.85007944,
PARAGMILK,PARAG MILK FOODS,12327980347,126.7,10.22183558,5.67139283,2995514,379531623.8,116.40887081,111.56614407,102.08827676,102.19831577,20550730000,Consumer Non-Durables,-4591550000,,
TRF,TRF LTD,2674774815,268.1,9.98974359,59.25154979,125344,33604726.40000001,200.43803314,179.5309604,157.84987613,137.74435995,1271376000,Producer Manufacturing,182370000,29.69353959,
ELGIRUBCO,ELGI RUBBER CO LTD,1726724974,37.9,9.85507246,11.79940343,300037,11371402.3,35.0067351,34.07750216,32.69161753,33.46641568,3895789000,Producer Manufacturing,54525000,31.66850021,
POWERMECH,POWER MECH PROJECT,21311482989,1584.3,9.65152092,17.05208718,270458,428486609.4,1408.84198819,1337.17495901,1182.07271558,986.43701001,27104900000,Industrial Services,3034800000,8.27783807,
