Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
NAHARCAP,NAHAR CAPITAL AND,8742336871,629.15,19.9980927,24.98013508,444876,279893735.4,523.31640343,499.68065127,459.24288593,331.57663444,451701000,Finance,416212000,4.41244,
SRHHYPOLTD,SREE RAYALASEEMA H,7325944846,490,15.11805474,19.51219512,606298,297086020,425.37014701,406.6040752,377.70289154,333.04584885,9101500000,Process Industries,1362799000,2.59167,
HERANBA,HERANBA INDUSTRIES LTD,24220152719,663.5,10.09707127,18.33422508,802945,532754007.5,603.53713429,611.19054605,641.38906839,697.93195839,12186470000,Process Industries,2549190000,,
EXCELINDUS,EXCEL INDUSTRIES,19362637597,1696.45,9.99837899,5.19641584,190094,322484966.3,1530.00828285,1407.60974844,1207.21632537,1043.5952067,7465678000,Process Industries,2023006000,8.03819,
KOTHARIPRO,KOTHARI PRODUCTS,3900592742,143.1,9.9923136,21.27118644,270062,38645872.2,120.99003033,113.54260579,106.73386691,97.3059409,31170500000,Finance,-172300000,,
NAHARPOLY,NAHAR POLY FILMS,11621514134,519.05,9.99152363,11.64766616,303401,157480289.04999998,467.01243396,443.53961361,393.71344768,278.62328389,3034307000,Process Industries,881286000,4.99336,
NDTV,NEW DELHI TELEVISI,10502369115,179.15,9.97544506,3.94545982,549011,98355320.65,166.66658526,158.89200498,141.1813595,102.48978892,3576290000,Consumer Services,678900000,5.41788,
MINDACORP,MINDA CORP LTD,44098198658,198.8,7.77988615,8.57454943,1715621,341065454.8,188.66473599,189.78920175,188.30060108,158.48058057,23386000000,Producer Manufacturing,2758000000,12.1653,
JINDALPOLY,JINDAL POLY FILMS,48736467219,1197,7.23404255,16.15720524,343836,411571692,1072.26335565,1070.66623996,1080.87922963,985.64089248,40638240000,Process Industries,12036800000,3.15495,
SUPPETRO,SUPREME PETROCHEM,73378437466,834,6.78617157,15.28891346,582384,485708256,745.51593014,720.47356883,704.65807631,661.62978371,31808532000,Process Industries,9139672000,4.96474,
NRAIL,NR AGARWAL IND,4136492352.999999,258.7,6.57054583,17.03234562,72166,18669344.2,235.80128679,233.71067021,241.38656204,256.19302272,11304361000,Process Industries,1232299000,4.93378,
ANDHRAPAP,ANDHRA PAPER LTD,9576625417,257.25,6.30165289,20.74630368,365156,93936381,229.13538436,224.10861254,222.28997209,227.08655347,8851318000,Process Industries,1987448000,11.3254,
MAXVIL,MAX VENTURES & IND,15158918363,109.55,6.15310078,2.96052632,710989,77888844.95,106.33983486,107.60149787,113.10656316,105.18186173,11460537000,Process Industries,2080849000.0000005,8.51391,
WSTCSTPAPR,WEST COAST PAPER M,18143634850,291,5.9337459,22.88851351,2317250,674319750,257.98704506,251.25461394,248.33023564,242.74390525,22424455000,Process Industries,5651440000,8.81272,
JAYAGROGN,JAYANT AGRO-ORG,6416999817,224.2,5.60527555,10.41615366,90185,20219477,212.70701618,213.72352871,217.75970515,213.14591119,16155552297,Process Industries,1524797000,7.55605,
