Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
PCBL,PCBL LTD,51542517195,138.6,1.53846154,5,1833050,254060730,134.29953432,133.84564722,130.70230058,119.20686679,44355400000,Process Industries,6681500000,8.17065288,
SPANDANA,SPANDANA SPHOORTY FIN LTD,39453772682,577.2,3.45012809,7.00778246,116573,67285935.60000001,562.39350751,561.75369462,536.06334659,479.66613844,14382600000,Finance,4108950000,15.86236695,
TECHNOE,TECHNO ELECTRIC &,30871499329,280.15,-0.05351053,1.08244998,146298,40985384.7,277.37282184,277.22813236,280.89056183,276.99669945,10703373000,Industrial Services,2147460000,9.2759387,
DYNAMATECH,DYNAMATIC TECHNOLO,14543782281,2312.8,0.95596058,0.92292021,19981,46212056.8,2269.7544291,2266.60169134,2195.9415793,2074.79987947,12531500000,Producer Manufacturing,1715400000,12.25007711,
TCPLPACK,TCPL PACKAGING LTD,11092445021,1230.15,0.87330873,3.16588393,17624,21680163.6,1202.11208886,1199.63490148,1175.38320522,929.37173623,10732970000,Commercial Services,1790915000,8.73195714,
INDOAMIN,INDO AMINES LTD,9788077405,140.8,1.58729426,17.43119266,804884,113327667.2,128.35170106,127.56639264,123.6344805,,7796214000,Process Industries,583381000,19.92751119,
RAMASTEEL,RAMA STEEL TUBES,9753115770,120.95,4.22231797,10.608139,1940837,234744235.15,111.13839234,110.43531194,106.25785842,83.31361138,7681301000,Producer Manufacturing,416710000,26.26820036,
ARIHANTSUP,ARIHANT SUPERSTRUC,9073720159,232.9,5.02818489,-0.42752888,195902,45625575.8,226.0092238,225.86059323,211.1763633,169.59193438,3309375000,Finance,730775000,16.64643585,
TALBROAUTO,TALBROS AUTO,5855532012,484,2.02361092,0.87536684,22150,10720600,475.35724944,474.67967156,478.62315337,450.81367301,5772403000,Producer Manufacturing,774310000,8.6446036,
MEP,MEP INFRASTRUCTURE,2869096206,15.45,-1.59235669,18.3908046,1550430,23954143.5,14.06222676,13.93955221,15.19967621,18.72549165,9673714000,Transportation,3628109000,6.46785232,
TEXMOPIPES,TEXMO PIPES & PROD,1849503186,64.4,1.3375311,0.15551632,184766,11898930.4,63.1667921,63.14852806,63.55443634,65.21501493,5644152000,Producer Manufacturing,324932000,6.54462222,
