Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
HAVELLS,HAVELLS INDIA,777026541550,1243,0.17730496,1.05691057,242093,300921599,1233.79707775,1233.24284144,1250.78717763,1244.35013177,139278200000,Producer Manufacturing,16085200000,47.20635998,826930000000
KPRMILL,KPR MILL LTD,189023139435,568.45001,2.62682605,3.68445235,342925,194935719.67925,552.83769173,551.54212039,556.28258036,558.16927603,47144900000,Consumer Non-Durables,13266900000,14.69880978,189121000000
BLUESTARCO,BLUE STAR,116091943212,1202.95,-0.27357513,2.96584781,119155,143337507.25,1193.91648044,1193.45903246,1164.82537168,1065.75430637,60200400000,Producer Manufacturing,4424400000,27.2866249,110831000000
BIRLACORPN,BIRLA CORP,73605552910,949.84998,-0.74712853,1.91523391,65829,62527674.33342,944.13222349,943.8030281,953.72606777,1021.12380608,73065300000,Non-Energy Minerals,8524200000.000001,13.68933776,
PNBHOUSING,PNB HOUSING,70835434066,438.75,4.40214158,4.71360382,705208,309410010,424.21327626,422.78077157,410.9290774,404.66423502,62107700000,Finance,17489200000,21.88102567,378162000000
WELSPUNIND,WELSPUN INDIA,69256708987,80.349998,4.96406904,1.70885823,6081881,488679126.186238,77.91624784,77.84183548,77.42248022,85.18298738,78517030000,Consumer Non-Durables,8602000000,10.63242374,94973900000
HGINFRA,H.G. INFRA ENGINEE,37391925545,592.75,3.4106751,3.26655052,245757,145672461.75,573.67670172,571.94286653,575.53387691,571.92267091,36625350000,Industrial Services,7307880000,6.83137183,50731000000
HEMIPROP,HEMISPHERE PROP IND LTD,27231750870,100.5,4.90605099,4.57856617,2470305,248265652.5,96.70540366,96.46075023,97.62566066,107.12649453,31598000,Finance,-81973000,,26239800000
RANEHOLDIN,RANE HOLDINGS LTD,12780780349,948.54999,5.86495424,8.38713001,119350,113209441.3065,889.98209643,886.82772598,864.25472385,744.92238924,26667000000,Producer Manufacturing,2175100000,10.54313841,21466000000
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,7055634986,285.5,3.03139289,7.75617634,177666,50723643,277.43296461,276.94701443,271.38619298,,,Non-Energy Minerals,,,
MAWANASUG,MAWANA SUGARS LTD,3168465923,82.650002,1.84842879,-1.31343045,137360,11352804.27472,81.98349193,81.95963115,83.95071476,93.82596259,14631450000,Process Industries,717470000,7.74568403,5471150000
BRNL,BHARAT ROAD NETWOR,2820719769,40.299999,19.94048035,21.20300451,2672766,107712467.127234,35.15216653,34.84915552,34.59864573,33.48255157,2163965000,Industrial Services,1410248000,12.80840942,
IRIS,IRIS BUSINESS SERV LTD,1630489715,87.75,2.93255132,16.37930726,933152,81884088,77.8824835,77.11624767,78.3850971,94.47037362,612723000,Technology Services,91084000,17.80099375,1572480000
