Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
ADANIGREEN,ADANI GREEN ENERGY,3430509041649,2166,-1.4289615,13.1247715,2665257,5772946662,2051.31350188,1984.78562337,1883.47258312,1502.05283535,31140000000,Utilities,,84.6018,
ATGL,ADANI TOTAL GAS LTD,2789998210342,2362.7,-6.86848381,9.90324681,506574,1196882389.8,2265.58367989,2102.02184589,1913.57963918,1552.73571023,16956000000,Utilities,8465299999.999999,149.17,
ADANITRANS,ADANI TRANSMISSION,2732148093857,2449.65,-1.38483525,3.44150497,875659,2145058069.35,2425.96151927,2368.99876428,2218.92168284,1768.54568896,98739300000,Utilities,40882900000,32.5342,
ADANIENT,ADANI ENTERPRISES,2375589726562,2099.05,-2.82175926,4.18414195,3498103,7342693102.150001,2028.57360204,1934.29136038,1823.55755893,1581.81309967,394911700000,Distribution Services,35475300000,50.9733,
SUNPHARMA,SUN PHARMACEUTICAL,2226168065667,930.95,0.30707898,1.77097568,2728584,2540175274.8,919.34357788,906.36840057,879.26138714,798.30252389,334981400000,Health Technology,101236300000,16.4002,
POWERGRID,POWER GRID CORP,1650392251950,231.35,-2.23959434,6.71125461,8935138,2067144176.3,224.52675427,218.80154137,212.48181675,195.52369486,393109000000,Utilities,365219000000,7.10874,
VEDL,VEDANTA LTD,1608245057402,425.5,-1.64123902,5.49150862,7124140,3031321570,414.74776611,403.73269747,382.19915087,327.43807135,877180000000,Non-Energy Minerals,402310000000,4.89867,
NTPC,NTPC LTD,1484074763283,153.5,0.32679739,13.7037037,37730617,5791649709.5,144.04513461,139.70933875,135.86222856,128.02572329,1101675300000,Utilities,366268000000,9.04599,
ADANIPOWER,ADANI POWER LTD,943021576904,232.55,-4.98467824,25.634792,29397281,6836337696.55,200.9131662,174.55862816,144.65107321,112.87583543,262214800000,Utilities,61964300000,11.0561,
TATAPOWER,TATA POWER CO LTD,926009376961,277.8,-4.14078675,16.40477687,151143324,41987615407.20001,258.89580448,248.1225209,238.20676595,198.3271709,324510300000,Utilities,70674800000,10.7721,
BANKBARODA,BK OF BARODA,619529161387,119.2,-0.58381985,6.81003584,44274777,5277553418.400001,114.80670196,111.53254586,106.36295956,93.19242421,887299249000,Finance,,,336330000000
JINDALSTEL,JINDAL STEEL & PWR,572524465637,549.9,-2.00481155,3.1997748,6843411,3763191708.9,535.40628196,512.46035333,469.86260716,410.53996899,385728400000,Non-Energy Minerals,177307400000,4.16528,
BEL,BHARAT ELECTRONICS,535928626780.0001,234.35,6.52272727,11.17172676,54288585,12722529894.75,217.77007481,213.89798963,210.13649745,194.26421894,139421300000,Electronic Technology,37442500000,7.6914,
HAL,HINDUSTAN AERONAUT,517548272018,1578.2,1.96407805,6.2832514,2243543,3540759562.6,1505.61017079,1461.97489817,1408.69581064,1287.37887712,224073100000,Electronic Technology,56354100000,4.63378,
TRENT,TRENT LTD,472336167124,1307.75,-1.54709027,2.52842023,1037392,1356649388,1288.43920135,1251.15761569,1180.08904666,1044.14950651,25880000000,Retail Trade,5630200000,156.659,
YESBANK,YES BANK,368057222201,15.55,5.78231293,26.42276423,893948430,13900898086.5,13.54312405,13.22595295,13.21001186,13.85884804,234788496000,Finance,,,981558000000
INDHOTEL,INDIAN HOTELS,356804389806,250.3,-0.29874527,4.9475891,11672845,2921713103.5,238.14229736,228.38459723,215.62723857,186.92725531,15617600000,Consumer Services,3170800000,,
