Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
SUPERHOUSE,SUPERHOUSE LTD,2049547361.9999995,220.25,17.87530104,19.08623952,496694,109396853.5,190.46627499,184.08192516,179.10957934,172.93785034,6504740000,Consumer Non-Durables,577733000,5.32795143,
VETO,VETO SWITCHGEARS A,1635284536,97.9,13.90343223,17.31575794,805192,78828296.80000001,86.01931931,85.12294041,88.13184001,98.58342049,2678320000,Producer Manufacturing,339360000,6.09140304,
LUMAXTECH,LUMAX AUTO TECHNOL,14091604389,232.3,12.30360164,12.05981669,2238920,520101116,205.24970672,193.66600995,181.1539079,167.66107563,15207372000,Producer Manufacturing,1512535000,9.43826185,11586900000
KINGFA,KINGFA SCIENCE & T,10657205887,984.25,11.67527089,7.73314361,30477,29996987.25,916.94515745,906.14648311,940.61981032,1035.10178906,10477130000,Process Industries,726646000,14.66629678,15512800000
ITI,ITI LIMITED,101907530500,120.6,11.25461255,21.69525732,42260379,5096601707.4,107.2586944,103.00752231,98.83589418,104.76645102,18607300000,Communications,1086600000,93.78568977,103333000000
GRPLTD,GRP LTD,2207199506,1851.25,11.03946737,29.82117812,68911,127571488.75,1543.91170894,1456.85941249,1395.88220216,1265.98092371,3884237000,Producer Manufacturing,242088000,12.62879823,
PCJEWELLER,PC JEWELLER LTD,20035637546,47.45,9.96523754,56.85950413,13324796,632261570.2,36.25365757,31.59318038,26.90718469,24.55415009,16061300000,Consumer Durables,-957300000,-20.92931949,
ONEPOINT,ONE POINT ONE SOLU,2200296223,12.7,8.54700855,10.43478261,1020614,12961797.8,11.12282662,10.77862688,10.76366428,9.9237782,1316874000,Commercial Services,281975000,7.80316065,
MAHAPEXLTD,MAHA RASHTRA APEX,1107245306,85.25,8.11667724,9.29487179,85903,7323230.75,79.39580929,78.77170027,80.82542012,88.29684598,82705000,Process Industries,45026000,24.59124297,
INGERRAND,INGERSOLL RAND,47478273193,1624.2,7.94895653,5.12621359,210945,342616869,1515.01790966,1490.88276471,1489.60512109,1363.98876474,9048883000,Producer Manufacturing,1519600000,29.36182298,47576200000
EPL,EPL LTD,53713812992,182.4,7.70593446,12.73176761,978329,178447209.6,167.70798785,163.49018923,162.80147925,182.97009718,34276000000,Process Industries,5761000000,10.37906839,67216800000
RAJRATAN,RAJRATAN GLOBAL WIRE LTD,38738272930,821.3,7.64089122,2.97786973,238855,196171611.5,756.56289483,723.63811546,680.75604323,548.30616762,8928700000,Producer Manufacturing,1815700000,22.04162193,27635400000
BIL,BHARATIYA INTL LTD,2084367196.0000005,184.75,7.63180891,8.04093567,23968,4428088,170.99363097,169.13051271,182.69895056,220.3612417,6935095000,Consumer Non-Durables,354738000,5.87579339,
APARINDS,APAR INDUSTRY LTD,35674004044,1001.85,7.62165646,0.185,479384,480270860.4,968.69076882,940.38717085,850.96207814,718.04413057,93199900000,Electronic Technology,5460800000,6.5327432,
BLS,BLS INTERNATIONAL,43069978092,225.95,7.56962628,10.81412457,5500920,1242932874,209.81394077,204.50987976,191.44085021,144.61744405,8498897000.000001,Technology Services,1069260000,37.35264397,
SEQUENT,SEQUENT SCIENTIFIC,25267614534,108.8,7.29783037,7.72277228,5883968,640175718.4,102.43126825,101.35217428,107.57445539,145.42280946,14128160000,Health Technology,1094000000,23.09653979,
AKSHAR,AKSHAR SPINTEX LTD,2299908051,98.5,7.18171926,7.18171926,88334,8700899,91.27451578,87.52441565,,,1721084000,Process Industries,129261390,19.24552507,
MHLXMIRU,MAHALAXMI RUBTECH LTD,1378511792,138.85,6.76662822,12.88617886,36318,5042754.3,125.51618047,122.94761725,123.65724463,,1973193000,Process Industries,177159000,7.78121231,
EVERESTIND,EVEREST INDUSTRIES,8635484479,587.3,6.75270381,6.4334904,83241,48887439.3,551.95565763,547.6551095,562.22034141,545.40312736,13647100000,Producer Manufacturing,695500000,12.41622499,
WINDMACHIN,WINDSOR MACHINES,2145995968.0000005,35.05,6.69710807,12.16,151605,5313755.25,33.0250941,32.9713503,34.58671218,35.7983959,3691591000,Producer Manufacturing,293819000,7.30380257,
ANUP,THE ANUP ENGINEERI,7479536799,807,6.56982502,4.80519481,26164,21114348,768.29018302,750.57600649,755.17112132,831.07584998,2882416000,Producer Manufacturing,699782000,10.68838124,
VADILALIND,VADILAL INDUSTRIES,14681142716,2180.6,6.50321131,3.88756551,43740,95379444,2092.36583806,2044.21026983,1905.11661877,1460.64800986,6977181000,Consumer Non-Durables,988784000,16.20614585,
JKTYRE,JK TYRE&INDUSTRIES,27553235930,118.95,6.34778722,6.6337965,3040638,361683890.1,111.5550468,109.25994141,110.89315542,120.67900147,119829600000,Consumer Durables,10733000000,7.35974433,
SAFARI,SAFARI IND (INDIA) LTD,21909800335,1038.85,6.25990897,11.42872466,31780,33014653,975.4263354,954.4251279,935.49592296,884.2114494,7056824000,Consumer Durables,459431000,47.68898994,
GENCON,GENERIC ENG CONS PROJ LTD,1291569686,32.25,6.08552632,7.5,26375,850593.75,30.95231098,31.10167345,31.83833668,36.10279833,2603677000,Industrial Services,306927000,4.208068,
KKCL,KEWEL KIRAN CLOTHI,19565995636,336.75,5.94620104,14.15254237,823193,277210242.75,303.44659035,286.09351598,262.61399054,228.79302309,6076100000,Consumer Non-Durables,998900000,16.76533751,
DCMSHRIRAM,DCM SHRIRAM LTD,149977498619,1018.45,5.91202163,4.92994024,199378,203056524.10000005,970.47147837,964.8470009,984.07952773,983.0988403,95864100000,Producer Manufacturing,17964000000,8.33230342,176020000000
NH,NARAYANA HRUDAYALA,128982320165,666.9,5.84874216,3.39534884,567652,378567118.8,642.3010776,641.21243567,649.82273131,622.11011903,37013170000,Health Services,6526280000,20.40824791,
DYNPRO,DYNEMIC PRODUCTS L,4894571160,444.05,5.73877843,5.90269497,36881,16377008.05,419.01863061,418.90635714,452.00301225,518.66160726,2519261000,Consumer Non-Durables,426996000,15.4669017,
BHAGYAPROP,BHAGYANAGAR PROPPE,1254204057,40.85,5.55555556,5.28350515,78984,3226496.4,39.39191463,39.26660675,38.74375357,35.32150949,99984000,Finance,58083000,25.56928976,
STYLAMIND,STYLAM INDUSTRIES LTD,15912534877,987,5.49380077,17.56298017,15173,14975751,907.71757661,879.59400242,885.75918528,982.53331276,6593468000,Non-Energy Minerals,954916000,17.45968742,
MARATHON,MARATHON NEXTGEN,9329184048,211.95,5.42153693,-7.44541485,196242,41593491.9,209.9408741,202.79071418,179.06563771,130.64370642,3060922000,Finance,744023000,12.53883825,
BRNL,BHARAT ROAD NETWOR,2673807435,33.45,5.35433071,-1.61764706,188059,6290573.55,31.85107249,30.80599922,30.42429794,31.85597434,2163965000,Industrial Services,876131000,20.44913539,
HFCL,HFCL LTD,87694325717,67.1,5.33751962,14.11564626,13866386,930434500.6,62.00810021,60.44466648,62.36505486,67.04581945,47271100000,Electronic Technology,6500700000,13.85803463,
JUBLINGREA,JUBILANT INGREVIA LTD,75435550386,498.6,5.24538259,-0.5782652,751384,374640062.4,489.3231488,485.70067942,482.96952337,514.36927681,49493600000,Process Industries,8318299999.999999,9.06862585,
IDBI,IDBI BANK LTD,360205478516,35.25,5.2238806,10.67503925,11547922,407064250.5,32.90174504,32.82467657,35.0847406,40.6838769,232215366000,Finance,,,640855000000
JKIL,J KUMAR INFAPROJEC,22128377702,307.5,5.11023757,4.48521916,873505,268602787.5,296.94930847,289.9048685,266.64671677,214.1615712,35272000000,Industrial Services,5045928000,4.38539307,
EQUITAS,EQUITAS HOLDINGS,29769919855,91.1,5.01440922,-0.65430752,1485673,135344810.29999998,88.46381239,87.76085753,92.07231612,103.39790072,40449000000,Finance,9790764000,5.52230856,
DIL,DEBOCK INDUSTRIES LTD,1253880000,56.7,5,17.87941788,69413,3935717.1,52.69478187,52.97023504,71.07020674,,973668000,Producer Manufacturing,,,
ZENITHSTL,ZENITH STEEL PIP IND LTD,1081331456,7.35,5,25.64102564,1378944,10135238.4,6.63373239,6.92537392,6.72106065,3.79840775,778717000,Non-Energy Minerals,101105000,31.16228135,
PREMEXPLN,PREMIER EXPLOSIVES,3214919529,314.85,4.984995,3.9623576,5182,1631552.7,303.72980186,304.70809922,312.10266996,286.99285968,1991277000,Process Industries,209312000,18.90918595,
GOLDENTOBC,GOLDEN TOBACCO LTD,1559259541,91.85,4.97142857,7.55269321,9009,827476.65,85.64755108,85.87772566,91.72221862,99.02867945,417875000,Finance,95451000,16.19606438,
AXITA,AXITA COTTON LTD,4822600000,256.7,4.96830914,13.08370044,26780,6874426,235.47341316,,,,6128354284,Process Industries,,,
GOLDTECH,GOLDSTONE TECHNO,1955615782,59.2,4.96453901,15.2872444,22926,1357219.2,53.81172981,52.09453853,54.86822293,56.68438568,609210000,Technology Services,-13430000,-124.03646925,
KRITIKA,KRITIKA WIRES LTD,1325190000,78.35,4.9564635,-3.27160494,13533,1060310.55,78.20795773,78.17660592,71.65360286,48.52410477,2437180000,Producer Manufacturing,61185000,24.58043638,
MEGASOFT,MEGASOFT LTD,2895474165,41.3,4.95552732,12.84153005,190419,7864304.7,38.64798538,38.79855617,41.62615349,41.39088643,523961000,Technology Services,-183196000,-15.80533508,
ANSALAPI,ANSAL PROPS & INFR,2889905727,19.1,4.94505495,26.910299,1349390,25773349.00000001,16.18199945,15.03171117,14.62871661,13.6250066,7648500000,Finance,,,
AUTOIND,AUTOLINE INDUSTRIE,2304364162,63.8,4.93421053,5.89211618,40154,2561825.2,61.12541395,60.30748064,60.00877172,58.25207667,5684300000,Producer Manufacturing,462900000,10.6125819,
SIMPLEXINF,SIMPLEX INFRASTRUC,2659998155,49.1,4.91452991,-15.12532411,257554,12645901.4,52.31669985,55.45626752,60.6190998,54.97244984,20467800000,Industrial Services,407100000,137.44951647,
RAMASTEEL,RAMA STEEL TUBES,6216299229,386.85,4.90847458,-0.29639175,177221,68557943.85000001,379.10630047,378.52010438,371.84937706,319.08320233,7681678000,Non-Energy Minerals,425532000,14.60830027,
IMAGICAA,IMAGICAAWORLD ENT LTD,1458891005,17.1,4.90797546,-14.07035176,177512,3035455.2,18.27455779,17.93350811,16.56340506,13.58603953,720441000,Consumer Services,323128000,4.51490123,
OLECTRA,OLECTRA GREENTECH,47861274139,610.8,4.89438434,6.11535789,473346,289119736.79999995,585.02982525,588.61746058,603.88550995,596.81177055,5932573000,Consumer Durables,846374000,54.98886561,
PARSVNATH,PARSVNATH DEVELOPE,3564133705,8.6,4.87804878,12.41830065,141067,1213176.2,8.27938136,8.91862453,10.76369615,13.93288325,9177905000,Finance,-250808000,-152.45826571,
SDBL,SOM DIST & BREW LTD,4829088753,72.25,4.86211901,5.55149744,329752,23824582,69.06244257,68.19718047,65.58957797,54.60325215,3627609000,Consumer Non-Durables,168922000,28.58768398,
