Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),
UNIVPHOTO,UNIVERSUS IMAGINGS LTD,9758897265,907.05,4.98263889,15.10786802,27898,25304880.9,834.3212772,789.64777,708.7344145,469595000,Consumer Durables,101400000,2.23304,2262680000,8-Feb-22
ZEEMEDIA,ZEE MEDIA CORP,9500261857,17.65,5.68862275,18.45637584,17672692,311923013.8,15.57984835,15.20667297,14.37004403,6490650000,Consumer Services,2161300000,3.06634,9469700000,8-Feb-22
SKIPPER,SKIPPER LTD,7243383755,79.2,9.84743412,9.84743412,812642,64361246.4,73.98318329,74.44695997,75.02709194,15711470000,Producer Manufacturing,1325440000,9.59088,,8-Feb-22
VASCONEQ,VASCON ENGINEERS L,6780293940,32.55,5.16962843,10.71428571,4815914,156758000.7,31.05163407,30.46600455,28.64439839,5057716000,Industrial Services,253900000,,5729850000,8-Feb-22
RUBYMILLS,RUBY MILLS,6282539742,380.9,4.64285714,5.9527121,71799,27348239.1,368.2030733,354.4738844,322.3038666,1229851000,Process Industries,,15.8389,8455010000,8-Feb-22
IFBAGRO,IFB AGRO IND,6124217192,659.4,4.35195442,-1.96253345,52916,34892810.4,684.6089988,695.5291422,678.5473465,6952500000,Consumer Non-Durables,743100000,4.76704,,8-Feb-22
UNIVCABLES,UNIVERSAL CABLES,5840966989,171.3,3.84965141,5.18882407,80121,13724727.3,167.2274981,167.2238806,165.5798979,12806656000,Producer Manufacturing,1070022000,,12013200000,8-Feb-22
SINTEX,SINTEX INDUSTRIES,5363000597,9.8,4.81283422,14.61988304,50168671,491652975.8,9.72353518,10.98522696,11.60456746,16957100000,Process Industries,3893600000,48.9498,,8-Feb-22
KRISHANA,KRISHANA PHOSCHEM LTD,5241622239,219,3.20452403,24.11448002,326688,71544672,188.614457,181.4863456,174.7283303,1477831000,Process Industries,,,,8-Feb-22
FOODSIN,FOODS & INNS LTD,5081647259,100.85,8.49919311,-1.36919315,141147,14234674.95,102.3186658,102.2643253,95.43901054,3652730000,Consumer Non-Durables,411624000,24.2563,5300620000,8-Feb-22
TCPLPACK,TCPL PACKAGING LTD,4923100206,622.85,9.98587321,14.51553594,414134,257943361.9,557.8126404,546.561553,534.4618727,8915808000,Commercial Services,1391369000,6.05307,8701370000,8-Feb-22
OMINFRAL,OM INFRA LTD,4482941932,48.7,8.34260289,6.33187773,658132,32051028.4,47.03437201,46.03616388,41.79827651,2344656000,Consumer Durables,454416000,8.73492,,8-Feb-22
RANASUG,RANA SUGARS LTD,4438110093,32.35,4.86223663,15.94982079,4054918,131176597.3,29.59725451,28.96033817,27.76646438,12220737000,Process Industries,2041560000,2.19394,5274460000,8-Feb-22
MBAPL,MADHYA BHARAT AGRO P. LTD,4255383541,279.7,19.99141999,48.69750133,381642,106745267.4,212.2404352,198.3253217,186.6680843,1311025000,Process Industries,795013000,,,8-Feb-22
TVSELECT,TVS ELECTRONICS,4066701929,261.3,18.50340136,23.28379335,2069336,540717496.8,223.1095643,212.3017041,196.4095695,2246000000,Electronic Technology,235400000,22.9841,2994660000,8-Feb-22
UGARSUGAR,UGAR SUGAR WORKS,3881250000,44.4,7.24637681,35.15981735,6635330,294608652,36.59263339,34.73863469,32.41689585,9099554000,Process Industries,944581000,35.4491,,8-Feb-22
ADVANIHOTR,ADVANI HOTELS & RE,3866239991,106.75,16.98630137,27.15902323,1354717,144616039.8,88.06930224,84.32665049,80.8987871,273902025,Consumer Services,92596000,,,8-Feb-22
PRIMESECU,PRIME SECURITIES,3497737371,118.25,7.40236149,3.8647343,126111,14912625.75,113.6291548,113.1176507,110.9326588,432100000,Finance,267500000,4.78585,,8-Feb-22
WANBURY,WANBURY LTD,3312281428,111.8,4.97652582,23.4676974,165562,18509831.6,96.09313088,89.99526055,84.45231303,3869250000,Health Technology,256528000,27.6009,3743120000,8-Feb-22
GOACARBON,GOA CARBON,3260062104,418.7,19.73119817,16.61328506,873701,365818608.7,368.1226891,365.4368217,362.9707292,3527859000,Process Industries,247069000,35.4877,3125520000,8-Feb-22
BIRLACABLE,BIRLA CABLE LTD,3072000046,118.75,17.34189723,25.19768055,1347077,159965393.8,103.6136824,101.6779159,97.50767945,3256412000,Producer Manufacturing,316171000,10.7048,3292020000,8-Feb-22
CINELINE,CINELINE INDIA LTD,3009790230,119.25,9.30339138,21.99488491,590253,70387670.25,102.0426934,98.30281734,96.95969851,285714000,Finance,74622000,26.3481,6046920000,8-Feb-22
BRFL,BOMBAY RAYON FASHIONS LTD,2482666057,9.3,8.77192982,24.83221477,3963325,36858922.5,8.10722196,7.98211046,7.67141669,1087700000,Process Industries,-3219400000,,40914800000,8-Feb-22
EROSMEDIA,EROS INTL MEDIA,2238911808,26.55,3.7109375,31.7617866,3977119,105592509.5,22.51622444,21.15427279,20.06447003,2619700000,Consumer Services,-1989000000,10.0777,7036920000,8-Feb-22
GODHA,GODHA CABCON INSULAT LTD,2217470000,108.5,4.62873674,25.72421784,106255,11528667.5,93.96276052,88.76403227,78.87011992,323964000,Producer Manufacturing,,,,8-Feb-22
BHARATGEAR,BHARAT GEARS,1800636316,176.75,3.87893036,4.58579882,115108,20345339,172.2158415,169.719679,163.6964952,4968759000,Producer Manufacturing,650500000,6.09021,2503530000,8-Feb-22
MITCON,MITCON CONSU & ENG,1315980000,108,4.90529383,12.55862428,146000,15768000,95.6039455,86.98761008,73.28777849,606925793,Commercial Services,101366000,,,8-Feb-22
PODDARHOUS,PODDAR HOUSING AND,1266869303,254.5,19.99057049,22.32636385,173029,44035880.5,216.2808788,211.1465591,202.2397715,548625000,Finance,49324000,79.4827,3885540000,8-Feb-22
IMAGICAA,IMAGICAAWORLD ENT LTD,1128075775,15.3,9.67741935,39.09090909,2081459,31846322.7,12.64603171,12.06122925,11.58366951,219579000,Consumer Services,-336206000,,11681600000,8-Feb-22
AUSOMENT,AUSOM ENTERPRISE,1117812431,106.75,19.94382022,40.36817883,1392950,148697412.5,83.10279888,78.74163416,73.84828494,4734873157,Finance,110285000,5.60743,,8-Feb-22
