Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),
TTML,TATA TELESERVICES,3.21586E+11,180.8,4.9941928,27.54850088,1429535,258459928,171.1256942,181.8347882,171.9218334,10436600000,Communications,4837500000,45.3383,2.64967E+11,8-Feb-22
RAJESHEXPO,RAJESH EXPORTS,2.40932E+11,833.2,4.13047554,0.79235468,264308,220221425.6,825.1276981,826.5979448,793.924152,2.58306E+12,Consumer Durables,12206130000,14.3512,1.62361E+11,8-Feb-22
ISEC,ICICI SEC. LTD,2.36469E+11,737.5,3.08197638,1.39547673,357098,263359775,735.0527675,747.637225,760.7865865,25861700000,Finance,18828800000,7.55006,3.67479E+11,8-Feb-22
PFIZER,PFIZER LTD,2.04586E+11,4537.5,3.00209977,0.20427317,113397,514538887.5,4547.166723,4642.755974,4832.95365,22385500000,Health Technology,7960200000,27.4178,,8-Feb-22
BRIGADE,BRIGADE ENTERPRISE,1.16432E+11,514.65,3.55130785,2.56078119,512915,263971704.8,503.4439985,496.4771415,484.7410806,19499700000,Finance,7498800000,21.1717,,8-Feb-22
SEAMECLTD,SEAMEC LTD,26530986704,1145.55,5.61471442,9.61676475,18005,20625627.75,1079.704174,1082.323609,1085.969435,2567950000,Industrial Services,1008900000,15.6151,31459200000,8-Feb-22
DBREALTY,DB REALTY LTD,24544810648,110.4,4.99286733,27.48267898,1964997,216935668.8,93.10400873,82.54687402,65.79027849,468336000,Finance,-533778000,,35276500000,8-Feb-22
NEULANDLAB,NEULAND LABORITIE,16723117335,1324.55,9.29081233,-5.00591674,224242,297019741.1,1369.016574,1444.272322,1538.444353,9242652000,Health Technology,1264692000,20.6212,,8-Feb-22
LSIL,LLOYDS STEELS INDU,16715789918,20.35,4.89690722,26.79127726,7256537,147670528,19.08549472,19.57890551,17.54937187,699282000,Non-Energy Minerals,-77164000,,,8-Feb-22
OMAXE,OMAXE LTD,16589078711,99.65,4.67436975,8.61035422,2631980,262276807,92.97628285,90.07346456,84.25735213,4757000000,Finance,-787200000,,25177300000,8-Feb-22
MMFL,M.M. FORGINGS,16086221808,690.15,3.6494706,4.68714448,282675,195088151.3,673.0035687,686.8372216,724.9659932,7825853000,Producer Manufacturing,1931716000,12.7424,22577300000,8-Feb-22
AVTNPL,AVT NATURAL PROD,14756319501,103.75,8.98109244,24.17713944,2281228,236677405,90.61488628,86.79386454,82.65744117,4851279000,Process Industries,881293000,9.91913,12869200000,8-Feb-22
CIGNITITEC,CIGNITI TECHNOLOGI,13866355008,535.1,5.73009287,6.45578434,152463,81582951.3,515.5603976,527.829444,551.7841106,8965269000,Technology Services,1396599000,,,8-Feb-22
SHANTIGEAR,SHANTHI GEARS,13831869514,190.25,8.83867277,20.48765041,1153111,219379367.8,170.3494783,164.992141,160.1006034,2151500000,Producer Manufacturing,529500000,32.9733,,8-Feb-22
JKIL,J KUMAR INFAPROJEC,13476026805,181.3,4.01606426,6.11647644,551449,99977703.7,174.3422786,171.9790024,170.7999511,25708441000,Industrial Services,4266741000,4.54648,15094400000,8-Feb-22
FMGOETZE,FED MOGUL GOETZE,12976194245,241.25,3.89750215,5.18857641,159920,38580700,234.4268276,233.5752006,236.6029342,11036151000,Producer Manufacturing,2074146000,10.8122,13946000000,8-Feb-22
TI,TILAKNAGAR INDUSTR,12029074910,82.05,3.92653578,4.45576066,575182,47193683.1,80.51728282,83.04941612,83.1348163,5473657000,Consumer Non-Durables,863229000,14.9669,10312000000,8-Feb-22
URJA,URJA GLOBAL LTD,11645736445,22.15,4.97630332,15.36458333,6484919,143640955.9,21.53723399,22.33487064,19.65176072,1484595154,Utilities,6922000,,,8-Feb-22
SHANKARA,SHANKARA BUILDING,11340120755,598.3,3.64660026,18.5456707,802426,480091475.8,531.8597672,525.0087672,527.8409961,20383670000,Retail Trade,809017000,14.2998,,8-Feb-22
