Ticker,Description,Market Capitalization,Price,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Exponential Moving Average (200),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ)
ACCELYA,ACCELYA SOLUTIONS,25136570479,1513.7,-10.15284167,-10.06476145,234167,354458587.90000004,1648.99931331,1633.74107274,1567.63378964,1407.39765934,4693627000,Technology Services,1853566000,13.01554219,18746500000
STCINDIA,STATE TRD CORP IND,9008999634,135.3,-9.98003992,13.79310345,1377293,186347742.9,137.62034357,131.32783897,119.04485912,96.47689249,0,Distribution Services,-498178000,,
MMTC,MMTC,117569995880,70.6,-9.94898189,18.95535363,2117662,149506937.2,71.67036342,66.52075596,57.11320593,42.81222833,35281800000,Distribution Services,-1506200000,,
CINEVISTA,CINEVISTA LTD,1365265100,21.65,-8.45665962,42.90429043,742285,16070470.25,18.45516362,16.86045897,15.45600209,13.77271564,8000000,Consumer Services,-407625000,,
SDBL,SOM DIST & BREW LTD,26496972055,316.6,-7.44042998,-10.61547401,1692673,535900271.8,344.78818407,345.11394243,331.89327448,248.08542454,8066768000,Consumer Non-Durables,1208093000,23.1141146,29453900000
WENDT,WENDT (INDIA),29987500000,14024.9,-6.9158221,-8.20679635,3789,53140346.1,14761.87130562,14652.63955682,13933.82172486,11084.48142675,2098562000,Producer Manufacturing,573200000,52.31594557,
ASTRAL,ASTRAL LTD,527232517754,1843.85,-6.08892737,-4.90716864,2077284,3830200103.4,1916.26727847,1913.25077822,1911.19860889,1763.87389954,51585000000,Producer Manufacturing,8409000000,62.69859885,
INFINIUM,INFINIUM PHARMACHEM LTD,3618190000,247,-5,-5,30000,7410000,256.52904241,260.3222645,245.37905194,,,Health Technology,,,
GOLDSTAR,GOLDSTAR POWER LTD,5536215042,21.85,-5,13.50649351,405000,8849250,19.72248078,16.84184267,12.35742214,6.85375161,499830000,Producer Manufacturing,59331000,95.51595358,
WEBELSOLAR,WEBSOL ENERGY SYST,7679948515,187.8,-4.98355199,-1.02766798,66191,12430669.8,187.88798615,173.45321015,147.72673108,111.47959931,172243000,Electronic Technology,-110900000,,
AUSOMENT,AUSOM ENTERPRISE,1171352992,81.45,-4.95915653,-11.4673913,6163,501976.35,85.91814886,83.04786029,77.8309582,70.32729724,1839891000,Finance,63852000,18.34481288,
RAJSREESUG,RAJSHREE SUG &CHEM,1826765931,52.15,-4.92251249,3.98803175,186061,9703081.15,51.81537817,52.20804344,51.65832165,45.84216601,7669230000,Process Industries,708516000,2.57829877,
IL_FSTRANS,IL&FS TRANSP NTWK,1704012857,4.95,-4.80769231,-7.47663551,61769,305756.55,5.01890968,4.54885253,3.8453166,3.56668793,,Industrial Services,,,
IGL,INDRAPRASTHA GAS,336700352295,457.65,-4.8049922,-1.15550756,4845942,2217745356.2999997,470.02099882,466.68600341,464.14123949,455.61717971,141458500000,Utilities,20646500000,16.30786585,
KIRLPNU,KIRLOSKAR PNEUMATIC COM L,42834177937,633.05,-4.80451128,-7.42175939,486401,307916153.04999995,658.81483568,651.92046765,640.2180941,,12362300000,Producer Manufacturing,1641400000,26.096124,
PRITIKAUTO,PRITIKA AUTO INDUS LTD,2025279927,21.85,-4.79303247,10.63291139,488303,10669420.55,20.89938769,20.58713104,20.38402399,18.42579501,3620345000,Producer Manufacturing,421918000,4.80017427,
DEEPINDS,DEEP INDUSTRIES LTD,18102400391,270.5,-4.50132392,-5.74912892,235870,63802835,281.9111316,277.73182788,261.55191378,202.49944969,3413361000,Industrial Services,1439346000,12.57682336,
IEL,INDIABULLS ENT LTD,2241210000,10.7,-4.46428571,-7.35930736,313103,3350202.1,11.13027071,10.94992962,10.68505854,,819700000,Finance,,,
IONEXCHANG,ION EXCHANGE (INDIA) LTD,92898625144,607.5,-4.40597954,16.24569905,312300,189722250,570.71656834,549.84203573,525.81555095,423.19243493,19896093000,Producer Manufacturing,2708600000,34.29765382,
VENUSREM,VENUS REMEDIES LTD,3568985845,257.45,-4.24028625,10.75500108,78895,20311517.75,251.4066602,246.43191981,243.87658237,228.04294614,5533797000,Health Technology,560800000,6.36409744,
HERITGFOOD,HERITAGE FOODS LTD,23268596403,241.45,-4.05324475,2.30932203,666653,160963366.85,241.46372261,239.5948389,239.10375139,211.4924253,32406540000,Consumer Non-Durables,1545940000,15.0514227,
RKFORGE,RAMKRISHNA FORGINS,107933422822,648,-4.03554239,-0.68204612,542133,351302184,659.26744023,657.19378384,633.01033457,467.44954633,30843653000,Producer Manufacturing,7343462000,14.69789356,
GANESHHOUC,GANESH HOUSING CP,35931497688,412.75,-3.93343195,-6.60708436,884823,365210693.25,433.39622373,436.03474777,432.75212405,387.71546489,6154023000,Finance,4428105000,8.11441863,
KEYFINSERV,KEYNOTE FINANCIAL,1037310478.0000002,142.3,-3.91627928,27.45185849,39766,5658701.8,132.39742422,124.49686395,115.81328559,104.84107965,162178000,Finance,135581000,7.65085431,
APLAPOLLO,APL APOLLO TUBES,489377941520,1698.95,-3.77492071,1.42985075,479330,814357703.5,1696.05028722,1668.55132391,1613.37679284,1382.17253676,161640400000,Non-Energy Minerals,11348600000,43.12231831,
SUNFLAG,SUNFLAG IRON & STE,35638396614,190.35,-3.76643074,-3.3265568,505140,96153399,195.9683708,197.5803697,199.68059112,171.02815197,34874100000,Non-Energy Minerals,4536900000,7.8552308,
BANDHANBNK,BANDHAN BANK LTD,383393915283,229.15,-3.75892886,-8.66878871,17893700,4100341355,241.90012915,243.93204914,241.21464377,240.83409176,185537251000,Finance,,,479483000000
VAKRANGEE,VAKRANGEE LTD,21158479987,19.25,-3.75,15.96385542,32985986,634980230.5,18.75348144,18.01579713,17.23578496,19.69496301,1973023000,Retail Trade,259082000,81.66711692,
JBCHEPHARM,J.B.CHEMICALS & PH,215589623419,1338.15,-3.73021583,-10.79,163818,219213056.7,1421.01579429,1433.43986479,1397.33139448,1199.27103352,31299290000,Health Technology,7551000000,28.5511354,
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,183232022644,466.2,-3.62790698,0.66939968,1307192,609412910.4,474.09022392,476.91733348,484.51465651,440.01070554,87530000000,Producer Manufacturing,13888600000,13.19298004,
DIGIKORE,DIGIKORE STUDIOS L,1897310000,288.75,-3.62149854,-11.15384615,40000,11550000,,,,,358053000,Consumer Services,,,
IOB,INDIAN OVERSEAS BK,814504940677,41.55,-3.59628323,-6.94289331,35505669,1475260546.9499998,43.73895558,43.12178937,38.67004078,29.84262295,238358692000,Finance,,,435681000000
ARSHIYA,ARSHIYA LTD,1125042050,4.05,-3.57142857,1.25,734111,2973149.55,4.27862284,4.38257914,4.52103981,6.63771173,1425766000,Commercial Services,,,
FOCE,FOCE INDIA LTD,3909450000,770.75,-3.53566959,-13.88268156,11600,8940700,812.88377263,812.17329666,794.3811089,647.07452597,577076000,Consumer Durables,107407000,37.95123223,
TMB,TAMILNAD MERCA BANK LTD,94306207502,576.2,-3.50833447,4.6209714,139049,80120033.80000001,573.03062266,563.84906658,538.22189134,490.40255476,47101500000,Finance,,,42817700000
BEARDSELL,BEARDSELL LTD,1665030200,40.5,-3.45649813,-11.66848033,111384,4511052,42.08170638,39.8746837,35.75441504,28.70712784,2320122000,Process Industries,186700000,8.9182121,
NAVNETEDUL,NAVNEET EDUCATION,39281917420,167.2,-3.43632131,0.11976048,580842,97116782.4,166.56917087,163.53708279,156.61087808,135.00064258,16816200000,Producer Manufacturing,3115800000,12.60732955,
INSPIRISYS,INSPIRISYS SOLUTIO,3025540538,73.65,-3.40983607,15.89299946,11594,853898.1,69.46641286,67.42477498,67.28378239,62.34737195,3903500000,Technology Services,142600000,21.21697432,
BSL,BSL,1977639954,185.35,-3.362878,-3.46354167,10292,1907622.2,187.25566983,183.18704198,177.999486,172.37615819,4717427000,Process Industries,581894000,3.39862579,
TITAGARH,TITAGARH RAIL SYSTEMS LTD,104579142076,795.2,-3.33089967,6.16113886,2519237,2003297262.4,784.82743765,777.43850887,737.72609939,508.02258303,27795904000,Producer Manufacturing,3293079000,31.75725273,
PENIND,PENNAR INDUSTRIES,16530912933,118.35,-3.30882353,11.70363379,2255417,266928601.95,111.71587657,109.90133661,104.77617129,84.0063563,28946200000,Non-Energy Minerals,2345900000,7.04672532,
SHREEPUSHK,SHREE PUSHKAR CHEM,6767938576,207.1,-3.29208047,-0.86165155,97492,20190593.2,210.43220993,209.08518075,205.42575095,196.65023005,6811725000,Process Industries,612546000,11.04886584,
GENSOL,GENSOL ENGINEERING LTD,11515300000,887.2,-3.23917759,7.0077056,137518,122005969.6,814.22629982,755.54723189,664.47745551,,3926500000,Industrial Services,571500000,20.14925634,
FRETAIL,FUTURE RETAIL LTD,1664812021,3,-3.22580645,-7.69230769,571557,1714671,3.1330963,3.18528728,3.18788082,7.88911863,,Retail Trade,,,
GRPLTD,GRP LTD,5466665363,3951,-3.06673209,0.02531646,54,213354,4015.68029041,3986.00442697,3891.21245777,3319.84005562,4458536000,Producer Manufacturing,251833000,21.70750205,
