Ticker,Description,Market Capitalization,Last,Change %,Weekly Performance,Volume,Volume*Price,Exponential Moving Average (10),Exponential Moving Average (20),Exponential Moving Average (50),Total Revenue (FY),Sector,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),
DCMSHRIRAM,DCM SHRIRAM LTD,1.61775E+11,1084.5,4.39428214,-5.7530199,92544,100363968,1106.085246,1094.247942,1056.232293,81154300000,Producer Manufacturing,15225400000,8.21346,,15-Feb-22
TRENT,TRENT LTD,3.68338E+11,1081.6,4.37132105,2.62346411,619460,670007936,1067.719281,1074.746532,1074.509332,25880000000,Retail Trade,5630200000,156.659,,15-Feb-22
MBAPL,MADHYA BHARAT AGRO P. LTD,5420821849,258.25,4.36451808,-7.668931,41193,10638092.25,241.4980302,222.0952094,199.7516421,1311025000,Process Industries,795013000,,,15-Feb-22
MANGLMCEM,MANGALAM CEMENT,9547029893,373.05,4.36424675,-2.50882007,81864,30539365.2,378.4737142,383.8852039,389.3555441,12926813000,Non-Energy Minerals,2449411000,4.26575,,15-Feb-22
BIRLACABLE,BIRLA CABLE LTD,3785999908,131.95,4.34954527,11.11578947,669562,88348705.9,119.1269054,111.8748784,102.8962728,3256412000,Producer Manufacturing,378324000,10.7048,,15-Feb-22
PRAKASHSTL,PRAKASH STEELAGE,1006252281,6,4.34782609,-14.28571429,2183241,13099446,6.54322762,6.90201495,6.60278251,238822801,Non-Energy Minerals,-18047000,,2065430000,15-Feb-22
SUVEN,SUVEN LIFE SCIENCE,10488076409,85.85,4.31348724,-2.05362236,423366,36345971.1,86.73778844,88.28174628,90.47562106,134783000,Health Technology,-1242548000,,,15-Feb-22
EIHOTEL,EIH LTD,82892026191,138.35,4.29702224,-0.43181,294480,40741308,137.3449767,136.9736399,134.5394184,4970800000,Consumer Services,-498300000,,,15-Feb-22
BLUESTARCO,BLUE STAR,96694329585,1046.8,4.28891656,1.01322011,97009,101549021.2,1013.354481,997.6847271,987.3576988,42441100000,Producer Manufacturing,3053300000,39.8306,,15-Feb-22
DHAMPURSUG,DHAMPUR SUGAR MILL,25340146253,397.3,4.22350472,-1.52435246,671872,266934745.6,397.4933115,386.3851135,357.6044492,39944200000,Process Industries,4626519000,7.40542,,15-Feb-22
GULPOLY,GULSHAN POLYOLS LTD,15691397541,349.25,4.22262011,-8.18874869,111396,38905053,365.3480502,368.1405956,341.6413978,7631537000,Process Industries,1694557000,3.27633,13222000000,15-Feb-22
CHENNPETRO,CHENNAI PETRO CP,15263417702,106.15,4.22189494,-5.18088432,364243,38664394.45,108.8324461,109.2193901,109.4480814,2.22182E+11,Energy Minerals,16642000000,5.16153,,15-Feb-22
SHANKARA,SHANKARA BUILDING,14325385896,653.95,4.1985341,9.30135384,189224,123743034.8,598.3941403,568.2922011,547.0322829,20383670000,Retail Trade,809017000,14.2998,,15-Feb-22
NOCIL,NOCIL LTD,34510853451,215.8,4.17571808,-3.14183124,797240,172044392,221.9915889,228.0704361,236.6806561,9185000000,Process Industries,2267900000,21.1367,,15-Feb-22
INFOBEAN,INFOBEANS TECHNO. LTD.,12538700068,540.4,4.17349398,-0.47882136,30263,16354125.2,549.6603909,541.4537375,500.8012989,1803400000,Technology Services,510345000,9.1058,,15-Feb-22
STERTOOLS,STERLING TOOLS,5576548110,160.1,4.16395576,-8.61872146,98595,15785059.5,170.7385138,176.2718411,182.0682127,3524447000,Producer Manufacturing,679290000,12.5186,,15-Feb-22
IPL,INDIA PESTICIDES LTD,34779378677,314.55,4.13838768,-3.80733945,207647,65315363.85,315.9735663,315.1667449,315.2839555,6426340000,Process Industries,,,,15-Feb-22
VIKASLIFE,VIKAS LIFECARE LTD,6579664059,6.3,4.1322314,-5.26315789,7943295,50042758.5,6.3701713,6.29700591,5.53467052,749945758,Distribution Services,56325000,28.9297,,15-Feb-22
EROSMEDIA,EROS INTL MEDIA,2564920338,27.85,4.11214953,4.89642185,1277305,35572944.25,25.20979464,23.33229756,21.25646405,2619700000,Consumer Services,-1989000000,10.0777,7036920000,15-Feb-22
MTNL,MAHANAGAR TELEP NI,15403500481,25.45,4.08997955,-5.03731343,2094758,53311591.1,26.83628629,27.98814702,27.78329671,13877100000,Communications,-1425500000,228.206,2.72915E+11,15-Feb-22
NUCLEUS,NUCLEUS SOFTWARE,12475031095,483.6,4.07833853,-7.70111652,63186,30556749.6,518.1491709,536.6152964,546.9666777,5135300000,Technology Services,439000000,6.88086,,15-Feb-22
GINNIFILA,GINNI FILAMENTS,3225175464,47.4,4.06147091,-10.56603774,271552,12871564.8,50.64768408,51.72227718,48.54485561,7738776000,Process Industries,1173584000,3.45843,,15-Feb-22
GUFICBIO,GUFIC BIOSCIENCES,20033582692,214.65,4.02229222,-8.46481876,339672,72910594.8,225.5092608,231.0287546,228.1615139,4876987000,Health Technology,1379426000,13.6413,,15-Feb-22
VIDHIING,VIDHI SPECIALTY FO,18199957584,380.3,4.00656365,-2.67434421,50965,19381989.5,389.7200353,393.4779097,385.8175228,2597218000,Process Industries,822156000,23.0203,,15-Feb-22
KELLTONTEC,KELLTON TECH SOLU,8800416319,94.8,4.00438837,-8.8023088,1887236,178909972.8,99.85714289,99.68347259,87.56269728,7756321107,Technology Services,1081395000,6.93657,,15-Feb-22
NECLIFE,NECTAR LIFESCIENCE,6739042010,31.2,4,-3.55486862,687387,21446474.4,32.0166393,32.14173392,30.88604927,15443440000,Health Technology,1248105000,11.6224,14398800000,15-Feb-22
VSSL,VARDHMAN SPECIAL S,9639360580,247.35,3.99411394,-1.13908873,132452,32762002.2,251.657273,254.9280844,254.9898083,9368236000,Non-Energy Minerals,1891228000,6.27551,,15-Feb-22
OBEROIRLTY,OBEROI REALTY LTD,3.1508E+11,901.05,3.99330602,-0.95630668,831729,749429415.4,914.0141576,918.1950071,909.0689541,20525795000,Finance,12528300000,21.7937,,15-Feb-22
PRAJIND,PRAJ INDUSTRIES,64267215065,363.75,3.97313134,-11.70044908,1580012,574729365,391.3596771,396.068137,380.3221854,13046687000,Producer Manufacturing,1916700000,28.1027,,15-Feb-22
CENTENKA,CENTURY ENKA,11473743144,543.1,3.97243228,-8.37621257,106021,57580005.1,562.2719576,551.1849064,509.683097,12208200000,Process Industries,2628800000,1.79996,,15-Feb-22
INVENTURE,INVENTURE GROWTH &,3200399952,3.95,3.94736842,-5.95238095,21485101,84866148.95,4.21789935,4.48662192,4.25849121,406179864,Finance,230200000,8.40121,,15-Feb-22
MOREPENLAB,MOREPEN LABORATORI,18960176404,43.8,3.91459075,-8.07974816,1612997,70649268.6,47.02379747,49.29381355,51.70755907,11779773000,Health Technology,1492175000,12.3751,,15-Feb-22
TRIGYN,TRIGYN TECHNOLOGIE,4456235298,150.5,3.90058681,-12.98063024,391011,58847155.5,165.2939922,171.1889986,164.0549694,9854142000,Technology Services,775364000,0.062068,,15-Feb-22
ONMOBILE,ONMOBILE GLOBAL LTD,13489545898,133,3.86567747,-13.77633712,1621039,215598187,143.3260793,142.2315257,131.0857749,5512920000,Communications,515390000,10.6517,9453750000,15-Feb-22
DYNPRO,DYNEMIC PRODUCTS L,6015406551,550.65,3.8374505,-0.53287572,44091,24278709.15,552.5922667,567.08682,585.7168495,2019349000,Process Industries,439472000,18.2926,7442630000,15-Feb-22
TECHNOE,TECHNO ELECTRIC &,25850000000,243.55,3.83713494,-2.38476954,274065,66748530.75,245.7463743,246.9032408,248.0426441,8836296000,Industrial Services,,12.267,22773200000,15-Feb-22
MFSL,MAX FINANCIAL SERV,2.84892E+11,857.9,3.79915306,-0.11061303,765084,656365563.6,874.472561,903.439818,942.5526188,2.61611E+11,Finance,4735900000,35.0529,,15-Feb-22
NAVNETEDUL,NAVNEET EDUCATION,19443022177,89.1,3.78567268,-3.83162439,142507,12697373.7,90.37832883,91.04667256,93.0270215,8195300000,Consumer Services,1425000000,22.481,,15-Feb-22
SONATSOFTW,SONATA SOFTWARE,78943089113,779.05,3.78338773,-3.86846002,103021,80258510.05,799.4244835,816.7471522,834.2480132,42280800000,Technology Services,4587900000,12.3083,,15-Feb-22
CYBERTECH,CYBERTECH SYSTEMS,4910779446,181.05,3.783319,-9.2481203,258737,46844333.85,191.4996062,197.3080155,194.0200881,1177969000,Technology Services,251148000,12.525,,15-Feb-22
ADORWELD,ADOR WELDING,9424417300,720,3.76882612,-0.20790021,28685,20653200,723.7203477,722.5411783,714.0525142,4476800000,Producer Manufacturing,321800000,18.452,,15-Feb-22
INOXLEISUR,INOX LEISURE LTD,48107725608,407.55,3.76830045,3.25563719,197661,80556740.55,403.4195539,399.0582168,391.2124699,994670000,Consumer Services,-463700000,,,15-Feb-22
ACC,ACC LTD,4.04635E+11,2234.3,3.73276382,-3.05673066,259988,580891188.4,2253.052502,2257.912413,2265.25071,1.61517E+11,Non-Energy Minerals,29980800000,,,15-Feb-22
HPAL,HP ADHESIVES LTD,6778517686,381.75,3.72232034,-0.86990392,157063,59958800.25,389.4445418,396.3322724,,1181625000,Non-Energy Minerals,,,,15-Feb-22
SUTLEJTEX,SUTLEJ TEXTILES,12778633026,80.9,3.71794872,-5.32475132,147129,11902736.1,84.80140598,86.9461199,85.3902507,18662400000,Process Industries,3275800000,17.2388,,15-Feb-22
MHRIL,MAHINDRA HOLIDAYS,39624218249,205.4,3.71118404,-0.31545741,228197,46871663.8,204.6514971,204.4835177,205.9085406,16526862000,Consumer Services,2715471000,25.924,,15-Feb-22
JKTYRE,JK TYRE&INDUSTRIES,28919816191,121.6,3.71002132,-1.61812298,709717,86301587.2,125.1832002,129.1567453,134.150762,90734600000,Consumer Durables,13000600000,5.78948,,15-Feb-22
J_KBANK,JAMMU & KASHMIR BA,34236938810,37.9,3.69357045,-8.23244552,2653839,100580498.1,39.50116043,39.85994994,39.51998976,88392119000,Finance,,,-44740600000,15-Feb-22
PPL,PRAKASH PIPES LTD,3498059278,151.65,3.69230769,-4.74246231,107288,16270225.2,158.2328243,157.8171802,153.8420805,4761500000,Producer Manufacturing,714400000,4.19067,,15-Feb-22
AHLUCONT,AHLUWALIA CONT LTD,24996409130,386.45,3.68929434,-3.09679037,26260,10148177,393.5039555,399.5952296,403.207433,19800879000,Industrial Services,2250396000,10.6983,20950900000,15-Feb-22
MONTECARLO,MONTE CARLO FASHIO,10711221992,536.5,3.67149758,-4.86745279,42056,22563044,571.714177,593.0217098,589.9426477,6218785000,Consumer Non-Durables,1582878000,3.16085,,15-Feb-22
UTTAMSUGAR,UTTAM SUGAR MILLS,7578044836,206.2,3.67018602,-12.49734776,233544,48156772.8,218.2160537,217.0132201,206.2858668,18185903000,Process Industries,2569300000,5.27725,,15-Feb-22
BFUTILITIE,BF UTILITIES LTD,13758101581,378.95,3.66570921,-2.34505863,240585,91169685.75,388.0061797,393.4537211,398.3324747,3704580000,Utilities,3131253000,11.1423,,15-Feb-22
RAMCOIND,RAMCO INDUSTRIES,19663846746,234.8,3.66445916,-3.59269144,54988,12911182.4,241.8441467,247.9543939,256.0354435,12092285000,Non-Energy Minerals,2273300000,10.9408,,15-Feb-22
SURYAROSNI,SURYA ROSHNI,23303364403,443.8,3.63105663,-7.40663468,151618,67288068.4,466.4531376,486.8211833,532.4819882,55430900000,Producer Manufacturing,4106800000,7.18621,,15-Feb-22
CHALET,CHALET HOTELS LTD,48211364132,242.65,3.63015161,-8.48576278,168874,40977276.1,249.2500543,246.5754636,240.3467831,2943870000,Consumer Services,688640000,669.782,,15-Feb-22
FINPIPE,FINOLEX INDUSTRIES,1.00796E+11,168.1,3.605547,-9.11057042,390293,65608253.3,174.1457776,180.2357425,190.9201819,34537500000,Producer Manufacturing,11629100000,7.31197,,15-Feb-22
LXCHEM,LAXMI ORGANIC INDUS LTD,1.11279E+11,437.25,3.58919687,-3.68942731,789400,345165150,446.8658349,447.7262746,443.2822648,17609310000,Process Industries,,16.3419,2.02619E+11,15-Feb-22
BCLIND,BCL INDUSTRIES LTD,10163527487,440.1,3.57731231,-1.00101226,59190,26049519,447.70422,440.159021,390.6142508,14272292000,Consumer Non-Durables,1172114000,4.93695,,15-Feb-22
SYNGENE,SYNGENE INTERNATIO,2.27913E+11,587.8,3.56796758,2.67248908,209859,123355120.2,582.0335505,585.8558472,592.6801935,21802000000,Health Technology,7108000000,32.4674,2.51573E+11,15-Feb-22
COROMANDEL,COROMANDEL INTL,2.22778E+11,788.65,3.56533158,-1.95188662,414359,326784225.3,789.4228248,786.3920251,779.7846428,1.08376E+11,Process Industries,20320900000,,,15-Feb-22
JSWISPL,JSW ISPAT SPE PRO LTD,15894183729,35,3.55029586,-6.4171123,2292844,80249540,36.34191716,36.66520955,35.90681277,41766500000,Non-Energy Minerals,5596000000,14.2539,,15-Feb-22
DBREALTY,DB REALTY LTD,29726221416,125.65,3.5434693,13.8134058,1103476,138651759.4,112.134188,98.40246084,76.08957296,468336000,Finance,-533778000,,35276500000,15-Feb-22
COMPINFO,COMPUAGE INFOCOM L,2205928704,35.1,3.53982301,-5.26315789,503596,17676219.6,36.90591567,37.72367506,35.84107401,37297867000,Technology Services,944504000,8.36734,,15-Feb-22
EDELWEISS,EDELWEISS FIN SERV,57337048890,62.95,3.53618421,-3.37682272,1477209,92990306.55,64.87301189,66.87861551,69.92850746,81502240000,Finance,21205100000,5.52506,,15-Feb-22
ZEELEARN,ZEE LEARN LTD,4630516887,14.65,3.5335689,-3.30033003,1533413,22464500.45,15.20448703,15.4980561,15.28795403,2571225000,Consumer Services,348842000,20.4411,,15-Feb-22
PSPPROJECT,PSP PROJECTS LTD,18997200439,545.9,3.51758794,-4.65461532,302294,165022294.6,561.9824776,555.401659,530.6999246,12408624000,Industrial Services,2331186000,10.9216,,15-Feb-22
MASTEK,MASTEK,75433198297,2638.3,3.48912468,0.47030598,73952,195107561.6,2680.298027,2748.136926,2822.413968,17218600000,Technology Services,4513500000,7.27615,,15-Feb-22
FAIRCHEMOR,FAIRCHEM ORGANICS LTD,21608839601,1720.9,3.48165965,-13.33098308,70952,122101296.8,1872.693477,1909.464351,1879.588154,3961542000,Process Industries,1134722000,14.9334,,15-Feb-22
WSTCSTPAPR,WEST COAST PAPER M,15597448375,243.8,3.48047538,-7.47628083,181617,44278224.6,250.5492171,250.0180548,248.8550084,22424455000,Process Industries,5651440000,8.81272,,15-Feb-22
UFO,UFO MOVIEZ INDIA,3659809543,99.5,3.43035343,-3.49175558,167153,16631723.5,100.5996741,100.0579909,99.36932717,826535000,Consumer Services,-539500000,,,15-Feb-22
HSCL,HIMADRI SPECIALITY,23420159288,57.75,3.40196956,-9.69507428,12543778,724403179.5,60.53973446,59.03211013,54.68098022,16793112000,Process Industries,1542900000,16.3474,,15-Feb-22
SAGCEM,SAGAR CEMENTS,29140000000,255.4,3.35896398,1.61129899,48125,12291125,252.9761568,255.0728181,259.6110216,13536900000,Non-Energy Minerals,3184400000,5.82649,,15-Feb-22
LINCOLN,LINCOLN PHARMA LTD,6242000122,322.15,3.35258261,-4.29292929,70801,22808542.15,335.5964758,343.9024229,350.2741785,4152125000,Health Technology,932789000,4.47151,,15-Feb-22
PRSMJOHNSN,PRISM JOHNSON LTD,59773592377,122.25,3.33896872,-4.60397971,344471,42111579.75,128.8562373,132.8904664,133.738342,55827200000,Non-Energy Minerals,6230100000,12.8682,,15-Feb-22
LUMAXTECH,LUMAX AUTO TECHNOL,11760611271,178.6,3.32658374,-0.94287299,183573,32786137.8,185.3962661,185.9675694,176.4017468,11079285000,Producer Manufacturing,1486733000,10.8806,,15-Feb-22
INGERRAND,INGERSOLL RAND,42722553103,1397.8,3.32261522,-2.59572837,70126,98022122.8,1410.236871,1394.584199,1323.000595,6127335000,Producer Manufacturing,1513000000,17.8161,,15-Feb-22
SPARC,SUN PHARMA ADV,78423166546,305.05,3.319221,-5.3080863,527137,160803141.9,316.1282452,315.5668068,302.1017237,2529571000,Health Technology,-1711400000,,,15-Feb-22
TEXINFRA,TEXMACO INFRA & HO,7314286458,59.25,3.31299041,-4.12621359,1146713,67942745.25,61.88536851,63.19977207,62.94824751,147483000,Utilities,-90800000,,,15-Feb-22
KPRMILL,KPR MILL LTD,2.19538E+11,659.85,3.30332681,0.25829978,504822,333106796.7,663.699917,672.9122409,647.2962011,34551300000,Consumer Non-Durables,11492100000,9.94377,,15-Feb-22
ORIENTBELL,ORIENT BELL LTD,6914196559,499.2,3.30056906,-1.31461896,34365,17155008,485.6845207,457.8162554,412.8242586,5004917000,Producer Manufacturing,486600000,8.70784,,15-Feb-22
DCBBANK,DCB BANK LTD,25008933624,83.25,3.28784119,-5.6122449,666294,55468975.5,84.74294692,84.9727972,85.69962361,39167100000,Finance,,,,15-Feb-22
BERGEPAINT,BERGER PAINTS IND,6.80024E+11,722.7,3.27236353,0.59855234,412727,298277802.9,721.9046894,730.6861588,746.3038153,67725800000,Process Industries,13202000000,63.2812,,15-Feb-22
ACRYSIL,ACRYSIL LTD,18558281902,718.8,3.26844336,-1.36535163,85753,61639256.4,739.9308684,762.094094,785.4094348,3015393000,Consumer Durables,954403000,15.5143,,15-Feb-22
POWERMECH,POWER MECH PROJECT,13275729089,932.45,3.25563369,1.41940396,72260,67378837,928.1880733,937.1379355,948.11781,18840850000,Industrial Services,2660630000,,,15-Feb-22
BAJAJCON,BAJAJ CONSUMER,24757239488,173.15,3.24985092,-3.34914876,849091,147020106.7,176.2098456,180.5533599,190.355118,9070435000,Consumer Non-Durables,2008630000,13.8632,,15-Feb-22
ENIL,ENTERTAINMENT NETW,8559222974,185.95,3.24819545,6.37871854,62741,11666688.95,179.5850005,176.9799675,177.4250745,2720884000,Consumer Services,537292000,37.6875,,15-Feb-22
POLICYBZR,PB FINTECH LTD,3.43643E+11,788.7,3.23974082,-11.07728733,650259,512859273.3,837.2374988,862.8390819,966.1852673,8866620000,Technology Services,,,,15-Feb-22
INDIANB,INDIAN BANK,1.85571E+11,153.8,3.22147651,-1.18856409,4059534,624356329.2,154.6096891,152.8026048,150.255962,4.5649E+11,Finance,,,,15-Feb-22
BHARATGEAR,BHARAT GEARS,1578499853,159.45,3.2038835,-9.78783593,84559,13482932.55,165.4051346,166.7239666,163.4841733,4968759000,Producer Manufacturing,652800000,6.09021,,15-Feb-22
SVPGLOB,SVP GLOBAL VENTURES LTD,8665250000,70.9,3.20232897,6.77710843,1162628,82430325.2,68.93317298,69.79470831,78.49696859,12618009865,Distribution Services,3721601000,46.0579,,15-Feb-22
BALAJITELE,BALAJI TELEFILMS,7412861543,75.75,3.20163488,3.41296928,1101678,83452108.5,74.11903524,70.56150743,66.51063676,2937044000,Consumer Services,-1315762000,,,15-Feb-22
INTELLECT,INTELLECT DESIGN A,87966646176,676.15,3.18962228,-4.15337728,664499,449300998.9,704.474165,718.3883092,716.1280403,14974590000,Finance,4513870000,26.9775,,15-Feb-22
APTECHT,APTECH LTD,12924943902,322.7,3.18145484,-4.87840825,92481,29843618.7,340.7437206,357.3787905,368.8175425,887830000,Commercial Services,296368000,33.1955,,15-Feb-22
IDFC,IDFC LTD,95945803277,62.05,3.15876974,-3.046875,9863353,612021053.7,63.64732537,63.48219514,61.04816545,3797200000,Finance,3490900000,29.8103,,15-Feb-22
SWELECTES,SWELECT ENERGY SYS,4775767175,332.05,3.15315315,19.12107623,59942,19903741.1,301.3077184,293.2862415,279.2741805,2446903000,Producer Manufacturing,591556000,5.43134,,15-Feb-22
SMLISUZU,SML ISUZU LTD,8471702103,603.7,3.15249893,-6.51180798,23369,14107865.3,626.9797918,637.7680692,648.6185592,5875860000,Producer Manufacturing,-479600000,,,15-Feb-22
HERITGFOOD,HERITAGE FOODS LTD,14272024717,317.65,3.14986199,-9.97591044,183788,58380258.2,341.7044137,361.8775744,393.190861,24731130000,Consumer Non-Durables,2047610000,5.1133,,15-Feb-22
SBCL,SHIVALIK BIMETAL CON. LTD,17542399263,471.1,3.14176245,-1.3299822,92581,43614909.1,467.8895147,453.4297892,416.1669424,2046023000,Producer Manufacturing,668943000,9.06878,,15-Feb-22
MIRZAINT,MIRZA INTERNATIONA,17630844631,151.3,3.13565099,8.45878136,2412542,365017604.6,144.9487624,144.9159048,134.0356112,10489300000,Consumer Non-Durables,2043762000,6.90595,,15-Feb-22
DSSL,DYNACONS SYS SOLUT,2212195321,199.05,3.13471503,-9.37855679,53640,10677042,211.1936531,208.1884703,189.4814453,4359368000,Technology Services,246417000,5.75719,,15-Feb-22
ZUARI,ZUARI AGRO CHEMICA,5587406392,137,3.12382386,0.62431142,189745,25995065,135.5469692,130.7751639,124.0980149,24037450000,Process Industries,,9.79318,,15-Feb-22
LOKESHMACH,LOKESH MACHINES,1290357124,74.4,3.11850312,-9.54407295,136774,10175985.6,77.42303409,77.36957491,72.34651082,1502145000,Producer Manufacturing,277328000,5.38345,,15-Feb-22
ATUL,ATUL LTD,2.75475E+11,9600.15,3.0966086,2.90101292,60297,578860244.6,9533.905581,9552.190726,9425.855587,36959700000,Process Industries,9605600000,22.3967,,15-Feb-22
EVEREADY,EVEREADY INDUSTRIE,20893954777,296.35,3.07826087,2.89930556,582311,172567864.9,290.6717381,292.1110724,302.557598,12400723000,Producer Manufacturing,1972211000,,,15-Feb-22
ANANDRATHI,ANAND RATHI WEALTH LTD,23633855873,586.15,3.06840162,0.5144474,294912,172862668.8,587.1435247,590.5882132,,2792480000,Finance,,,,15-Feb-22
HPL,HPL ELECTRIC POWER,4314562870,69.1,3.05741984,-7.24832215,154863,10701033.3,72.29267329,72.78848944,71.75185479,8750935000,Producer Manufacturing,1231584000,6.92033,,15-Feb-22
SOLARINDS,SOLAR INDUSTRIES I,2.00368E+11,2275.85,3.04024992,-3.37939672,25756,58616792.6,2293.591003,2314.118526,2361.131244,24545100000,Process Industries,6489900000,24.0607,,15-Feb-22
XCHANGING,XCHANGING SOLUTION,10488659411,96.95,3.02869288,-6.14714424,359830,34885518.5,101.2971807,103.9048602,105.597667,1957400000,Technology Services,515000000,5.65259,,15-Feb-22
SUBROS,SUBROS LTD,21566941305,340.25,3.02800908,-2.33926521,271065,92229866.25,347.0056157,354.763502,360.3700339,17956520000,Producer Manufacturing,1651100000,12.4397,,15-Feb-22
FACT,FERTILIZERS & CHEM,75610364723,119.7,3.01204819,-8.90410959,371161,44427971.7,128.1521847,131.6299734,130.1096113,22423433000,Process Industries,4964543000,,,15-Feb-22
BOMDYEING,BOMBAY DYEING &MFG,21964985965,109.65,3.00610615,-8.47245409,4959205,543776828.3,115.2394168,114.4157478,109.4634893,11824700000,Process Industries,1272000000,131.926,,15-Feb-22
ARVIND,ARVIND LTD,33381044547,132.05,3.00312012,-5.77952194,1377926,181955128.3,137.7822502,137.6770184,132.2947023,49642200000,Process Industries,7613700000,9.94728,,15-Feb-22
