Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,13032023,966798608,0002280"
"Trade Date <13-MAR-2023>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,182D180523,TB,100,100,100.00"
"20,2,182D240823,TB,700,700,100.00"
"20,3,182D290623,TB,400,200,50.00"
"20,4,20MICRONS,EQ,72786,53794,73.91"
"20,5,21STCENMGM,EQ,1479,1469,99.32"
"20,6,360ONE,EQ,246586,105698,42.86"
"20,7,364D040124,TB,100000,100000,100.00"
"20,8,364D051023,TB,100,100,100.00"
"20,9,364D100823,TB,1000,1000,100.00"
"20,10,364D110124,TB,56400,56400,100.00"
"20,11,364D161123,TB,100,100,100.00"
"20,12,364D180124,TB,3600,3600,100.00"
"20,13,364D260124,TB,300,300,100.00"
"20,14,364D290623,TB,600,600,100.00"
"20,15,3IINFOLTD,EQ,258106,185959,72.05"
"20,16,3MINDIA,EQ,5496,4152,75.55"
"20,17,3PLAND,EQ,4612,4099,88.88"
"20,18,426GS2023,GS,4100,2000,48.78"
"20,19,574GS2026,GS,100,100,100.00"
"20,20,5PAISA,EQ,49158,30353,61.75"
"20,21,63MOONS,EQ,182115,84037,46.15"
"20,22,654GS2032,GS,700,700,100.00"
"20,23,667GS2050,GS,1,1,100.00"
"20,24,669GS2024,GS,200,200,100.00"
"20,25,676GS2061,GS,91,91,100.00"
"20,26,689GS2025,GS,10000,10000,100.00"
"20,27,699GS2051,GS,1163,1163,100.00"
"20,28,710GS2029,GS,26471,26321,99.43"
"20,29,726GS2032,GS,88407,87890,99.42"
"20,30,726GS2033,GS,100,100,100.00"
"20,31,736GS2052,GS,2800,2800,100.00"
"20,32,738GS2027,GS,1306,1306,100.00"
"20,33,741GS2036,GS,4225,4225,100.00"
"20,34,74GS2062,GS,1004,1004,100.00"
"20,35,754GS2036,GS,118798,118798,100.00"
"20,36,768GS2023,GS,10000,10000,100.00"
"20,37,824GS2027,GS,9,9,100.00"
"20,38,828GS2032,GS,18345,18345,100.00"
"20,39,833GS2026,GS,90,90,100.00"
"20,40,897GS2030,GS,10,10,100.00"
"20,41,91D110523,TB,500,500,100.00"
"20,42,91D250523,TB,900,900,100.00"
"20,43,91D280423,TB,14000,14000,100.00"
"20,44,A2ZINFRA,EQ,440945,326408,74.02"
"20,45,AAATECH,EQ,1470,594,40.41"
"20,46,AAKASH,EQ,321382,205966,64.09"
"20,47,AAREYDRUGS,EQ,34117,15036,44.07"
"20,48,AARON,EQ,9889,5204,52.62"
"20,49,AARTIDRUGS,EQ,188702,76397,40.49"
"20,50,AARTIIND,EQ,601685,270754,45.00"
"20,51,AARTIPHARM,EQ,84730,59207,69.88"
"20,52,AARTIPP,E1,63,31,49.21"
"20,53,AARTISURF,EQ,6911,4605,66.63"
"20,54,AARTISURF,P1,22,22,100.00"
"20,55,AARVEEDEN,EQ,7482,5402,72.20"
"20,56,AARVI,EQ,10628,7403,69.66"
"20,57,AAVAS,EQ,63234,40293,63.72"
"20,58,ABAN,EQ,77612,40494,52.17"
"20,59,ABB,EQ,276376,154168,55.78"
"20,60,ABBOTINDIA,EQ,12019,6587,54.80"
"20,61,ABCAPITAL,EQ,5736755,924919,16.12"
"20,62,ABFRL,EQ,1335604,580848,43.49"
"20,63,ABINFRA,SM,8000,8000,100.00"
"20,64,ABMINTLLTD,EQ,506,506,100.00"
"20,65,ABSLAMC,EQ,110180,83308,75.61"
"20,66,ABSLBANETF,EQ,781910,694196,88.78"
"20,67,ABSLNN50ET,EQ,4194,1862,44.40"
"20,68,ACC,EQ,759896,186772,24.58"
"20,69,ACCELYA,EQ,18363,9162,49.89"
"20,70,ACCURACY,EQ,43843,32574,74.30"
"20,71,ACE,EQ,1556937,480676,30.87"
"20,72,ACI,EQ,203997,93202,45.69"
"20,73,ADANIENT,EQ,7572604,1174091,15.50"
"20,74,ADANIGREEN,EQ,854810,834651,97.64"
"20,75,ADANIPORTS,EQ,9693337,1572645,16.22"
"20,76,ADANIPOWER,EQ,22286761,7124837,31.97"
"20,77,ADANITRANS,EQ,589390,567403,96.27"
"20,78,ADFFOODS,EQ,10178,6899,67.78"
"20,79,ADORWELD,EQ,16229,9172,56.52"
"20,80,ADROITINFO,EQ,20224,10775,53.28"
"20,81,ADSL,EQ,110655,78231,70.70"
"20,82,ADVANIHOTR,EQ,12865,9043,70.29"
"20,83,ADVENZYMES,EQ,90960,50256,55.25"
"20,84,AEGISCHEM,EQ,1016040,582373,57.32"
"20,85,AETHER,EQ,20949,11951,57.05"
"20,86,AFFLE,EQ,114049,65491,57.42"
"20,87,AGARIND,EQ,27140,19490,71.81"
"20,88,AGARWALFT,SM,18000,15000,83.33"
"20,89,AGI,EQ,178740,79181,44.30"
"20,90,AGRITECH,EQ,25987,11342,43.64"
"20,91,AGROPHOS,EQ,63220,11177,17.68"
"20,92,AGSTRA,EQ,351498,221997,63.16"
"20,93,AHL,EQ,71887,59475,82.73"
"20,94,AHLADA,EQ,13821,12169,88.05"
"20,95,AHLEAST,EQ,12441,10094,81.13"
"20,96,AHLUCONT,EQ,65178,25067,38.46"
"20,97,AIAENG,EQ,43954,29071,66.14"
"20,98,AILIMITED,SM,15000,12000,80.00"
"20,99,AIRAN,EQ,70071,44022,62.82"
"20,100,AIROLAM,EQ,24395,19926,81.68"
"20,101,AIRTELPP,E1,186216,145818,78.31"
"20,102,AJANTPHARM,EQ,102923,56499,54.89"
"20,103,AJMERA,EQ,98302,41020,41.73"
