Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,15122023,2291196095,0002320"
"Trade Date <15-DEC-2023>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,1018GS2026,GS,410,410,100.00"
"20,2,182D040424,TB,100,100,100.00"
"20,3,182D060624,TB,500,500,100.00"
"20,4,182D090524,TB,1200,1200,100.00"
"20,5,182D130624,TB,300,300,100.00"
"20,6,182D160524,TB,100,100,100.00"
"20,7,182D210324,TB,900,900,100.00"
"20,8,182D230524,TB,200,200,100.00"
"20,9,182D250124,TB,14000,14000,100.00"
"20,10,182D300524,TB,400,400,100.00"
"20,11,20MICRONS,EQ,66048,37042,56.08"
"20,12,21STCENMGM,EQ,4124,4124,100.00"
"20,13,360ONE,EQ,2738968,1834479,66.98"
"20,14,364D040724,TB,2000,2000,100.00"
"20,15,364D051224,TB,1000,1000,100.00"
"20,16,364D060624,TB,10000,10000,100.00"
"20,17,364D070324,TB,500,500,100.00"
"20,18,364D110724,TB,6000,6000,100.00"
"20,19,364D130624,TB,500,500,100.00"
"20,20,364D141124,TB,100,100,100.00"
"20,21,364D180424,TB,12000,12000,100.00"
"20,22,364D211124,TB,600,600,100.00"
"20,23,364D281124,TB,100,100,100.00"
"20,24,3IINFOLTD,EQ,6023255,2247102,37.31"
"20,25,3MINDIA,EQ,1945,934,48.02"
"20,26,3PLAND,EQ,16537,11098,67.11"
"20,27,515GS2025,GS,33,33,100.00"
"20,28,574GS2026,GS,366,366,100.00"
"20,29,5PAISA,EQ,170478,62345,36.57"
"20,30,610GS2031,GS,1105,1105,100.00"
"20,31,619GS2034,GS,123,123,100.00"
"20,32,645GS2029,GS,195,195,100.00"
"20,33,654GS2032,GS,11,11,100.00"
"20,34,664GS2035,GS,100,100,100.00"
"20,35,667GS2035,GS,1511,1511,100.00"
"20,36,667GS2050,GS,55,55,100.00"
"20,37,669GS2024,GS,11181,11181,100.00"
"20,38,689GS2025,GS,16,15,93.75"
"20,39,695GS2061,GS,30,30,100.00"
"20,40,699GS2026,GS,200,200,100.00"
"20,41,699GS2051,GS,33,27,81.82"
"20,42,706GS2028,GS,55701,55701,100.00"
"20,43,710GS2029,GS,5094,4800,94.23"
"20,44,716GS2050,GS,98,98,100.00"
"20,45,717GS2030,GS,5325,5300,99.53"
"20,46,718GS2033,GS,400,400,100.00"
"20,47,718GS2037,GS,800,800,100.00"
"20,48,719GS2060,GS,305,305,100.00"
"20,49,725GS2063,GS,86988,85488,98.28"
"20,50,726GS2032,GS,3090,2590,83.82"
"20,51,726GS2033,GS,102,102,100.00"
"20,52,732GS2030,GS,9900,9900,100.00"
"20,53,733GS2026,GS,7001,7001,100.00"
"20,54,736GS2052,GS,60746,60746,100.00"
"20,55,737GS2028,GS,10970,10570,96.35"
"20,56,738GS2027,GS,72865,72865,100.00"
"20,57,73GS2053,GS,11300,11300,100.00"
"20,58,741GS2036,GS,56858,56858,100.00"
"20,59,746GS2073,GS,11399,11399,100.00"
"20,60,74GS2062,GS,1268,1268,100.00"
"20,61,754GS2036,GS,640463,629805,98.34"
"20,62,774RJ33A,SG,100,100,100.00"
"20,63,775UP33,SG,200,200,100.00"
"20,64,777PN36,SG,1000,1000,100.00"
"20,65,77MH33A,SG,1000,1000,100.00"
"20,66,824GS2027,GS,618,518,83.82"
"20,67,833GS2026,GS,762,762,100.00"
"20,68,897GS2030,GS,1904,1904,100.00"
"20,69,91D010224,TB,3000,3000,100.00"
"20,70,91D070324,TB,3000,2900,96.67"
"20,71,91D080224,TB,200,200,100.00"
"20,72,91D140324,TB,300,300,100.00"
"20,73,91D150224,TB,1100,600,54.55"
"20,74,91D220224,TB,1200,1200,100.00"
"20,75,91D290224,TB,500,500,100.00"
"20,76,91D291223,TB,900,900,100.00"
"20,77,92GS2030,GS,3325,3325,100.00"
"20,78,AAATECH,EQ,356296,199038,55.86"
"20,79,AARON,EQ,5743,3668,63.87"
"20,80,AARTIDRUGS,EQ,374432,153717,41.05"
"20,81,AARTIIND,EQ,3644800,1250012,34.30"
"20,82,AARTIPHARM,EQ,135966,68190,50.15"
"20,83,AARTIPP,E1,2,2,100.00"
"20,84,AARTISURF,EQ,10016,6125,61.15"
"20,85,AARTISURF,P1,1,1,100.00"
"20,86,AARVEEDEN,EQ,39168,27879,71.18"
"20,87,AARVI,EQ,14680,10107,68.85"
"20,88,AATMAJ,SM,84000,80000,95.24"
"20,89,AAVAS,EQ,189725,113903,60.04"
"20,90,ABB,EQ,371899,159572,42.91"
"20,91,ABBOTINDIA,EQ,11975,7584,63.33"
"20,92,ABCAPITAL,EQ,3457909,2033828,58.82"
"20,93,ABCOTS,SM,4000,4000,100.00"
"20,94,ABFL,N1,20,20,100.00"
"20,95,ABFL,N2,2,2,100.00"
"20,96,ABFL,N4,108,108,100.00"
"20,97,ABFL,N5,10,10,100.00"
"20,98,ABFRL,EQ,3564771,1217110,34.14"
"20,99,ABINFRA,SM,28000,28000,100.00"
"20,100,ABSLAMC,EQ,91728,58602,63.89"
"20,101,ABSLBANETF,EQ,40352,24685,61.17"
"20,102,ABSLLIQUID,EQ,6403,5013,78.29"
"20,103,ABSLNN50ET,EQ,3485,1936,55.55"
"20,104,ACC,EQ,362643,107978,29.78"
"20,105,ACCELYA,EQ,80783,35084,43.43"
"20,106,ACCENTMIC,ST,2900000,2895000,99.83"
"20,107,ACE,EQ,675516,389367,57.64"
"20,108,ACEINTEG,EQ,1099296,263765,23.99"
"20,109,ACI,EQ,288431,163722,56.76"
"20,110,ACL,EQ,43651,27754,63.58"
"20,111,ACLGATI,EQ,207736,117156,56.40"
"20,112,ACSAL,SM,57000,42000,73.68"
"20,113,ADANIENSOL,EQ,3821111,1858655,48.64"
"20,114,ADANIENT,EQ,4921484,1457392,29.61"
"20,115,ADANIGREEN,EQ,1698622,813302,47.88"
"20,116,ADANIPORTS,EQ,11672787,6713120,57.51"
"20,117,ADFFOODS,EQ,327610,191935,58.59"
"20,118,ADORWELD,EQ,11757,5236,44.54"
"20,119,ADSL,EQ,1142134,401827,35.18"
"20,120,ADVANIHOTR,EQ,80872,51245,63.37"
"20,121,ADVENZYMES,EQ,902626,412642,45.72"
"20,122,AEGISCHEM,EQ,798385,392497,49.16"
"20,123,AEROFLEX,EQ,487094,301838,61.97"
"20,124,AETHER,EQ,1444614,546702,37.84"
"20,125,AFFLE,EQ,748011,308067,41.18"
"20,126,AGARIND,EQ,37851,21181,55.96"
"20,127,AGARWALFT,SM,12000,12000,100.00"
"20,128,AGI,EQ,230665,136884,59.34"
"20,129,AGNI,SM,435000,270000,62.07"
"20,130,AGRITECH,EQ,5073,2889,56.95"
"20,131,AGROPHOS,EQ,317907,212890,66.97"
"20,132,AGSTRA,EQ,762926,472871,61.98"
"20,133,AGUL,ST,10000,10000,100.00"
"20,134,AHL,EQ,80804,46370,57.39"
"20,135,AHLADA,EQ,339561,109317,32.19"
"20,136,AHLEAST,EQ,13637,4319,31.67"
"20,137,AHLUCONT,EQ,58914,29326,49.78"
"20,138,AIAENG,EQ,58539,39902,68.16"
"20,139,AILIMITED,SM,6000,6000,100.00"
"20,140,AIROLAM,EQ,14975,5684,37.96"
"20,141,AIRTELPP,E1,488348,371681,76.11"
"20,142,AISL,SM,12000,12000,100.00"
"20,143,AJANTPHARM,EQ,67020,34450,51.40"
"20,144,AJMERA,EQ,81282,41660,51.25"
"20,145,AJOONI,EQ,2621678,1724519,65.78"
"20,146,AKASH,EQ,49945,33609,67.29"
"20,147,AKG,EQ,472582,190596,40.33"
"20,148,AKSHAR,EQ,4281787,2384471,55.69"
"20,149,AKSHARCHEM,EQ,12031,7307,60.73"
"20,150,AKZOINDIA,EQ,17482,11700,66.93"
"20,151,ALANKIT,EQ,3619357,2469206,68.22"
"20,152,ALBERTDAVD,EQ,6833,4151,60.75"
"20,153,ALEMBICLTD,EQ,1543523,711268,46.08"
"20,154,ALICON,EQ,77932,32029,41.10"
"20,155,ALKALI,EQ,53116,35723,67.25"
"20,156,ALKEM,EQ,1925737,1162013,60.34"
"20,157,ALKYLAMINE,EQ,107089,41114,38.39"
"20,158,ALLCARGO,EQ,1399705,605708,43.27"
"20,159,ALLETEC,SM,83200,64800,77.88"
"20,160,ALLSEC,EQ,23452,12143,51.78"
