SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1551,1551,1456.25,1467.55,1468,1478.4,655,9325,13735263,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,199,203,193.8,199.85,199.85,197.35,1117,60349,11969781,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,867,867,843.5,857.2,859,866.65,1395,25204,21540722,,INE885A01032,,,
500009,A.SARABHAI  ,XT,Q,9.27,9.9,9.27,9.79,9.88,9.43,44,34705,341736,,INE432A01017,,,
500010,HDFC        ,A ,Q,1545,1601.6,1545,1598.8,1598.8,1547.85,6201,1398501,2201382952,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,26,26.2,25.1,25.2,25.4,26.1,164,49048,1253501,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,26,26.45,24,24.3,24.3,25.2,861,402808,10298322,,INE436A01026,,,
500014,APPLE FINANC,XT,Q,4.01,4.21,3.85,4.21,4.21,4.01,24,12490,48957,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,73.8,73.95,70.15,70.6,70.6,73.05,2015,453578,32572938,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,146,147,137.8,137.8,137.8,140.9,65,9620,1345321,,INE363A01022,,,
500024,ASSAMCO     ,B ,Q,6.26,6.43,6.16,6.19,6.25,6.37,187,121123,761489,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2538,2538,2482.25,2492.2,2495,2528.65,112,564,1411154,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,7.25,7.27,7.25,7.27,7.27,6.93,44,31598,229714,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,58.5,60.35,57.85,59.5,59.5,58.85,23,1912,112568,,INE448A01013,,,
500031,BAJAJ ELECT.,A ,Q,360.7,363.75,343.1,348.8,348.8,359.75,6603,224032,79403617,,INE193E01025,,,
