SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,3039.85,3115.5,3035,3082.5,3082.5,2995.8,3721,17266,53069222,,INE117A01022,04-Oct-22,,
500003,AEGIS LOGIS ,A ,Q,268.35,275.45,266.5,272.95,271.25,264.15,1115,31327,8502925,,INE208C01025,04-Oct-22,,
500008,AMAR RAJA BA,A ,Q,489,496.5,487.25,493.95,494.55,481.3,853,13099,6451684,,INE885A01032,04-Oct-22,,
500009,A.SARABHAI  ,X ,Q,29.7,30.35,29.65,29.7,29.8,29.9,228,29308,877156,,INE432A01017,04-Oct-22,,
500010,HDFC        ,A ,Q,2306,2353.6,2306,2349.8,2350.55,2282.95,6135,95310,223828195,,INE001A01036,04-Oct-22,,
500012,ANDHRA PETRO,B ,Q,92.2,94.55,90.6,91.65,91.65,91.4,973,97935,9077147,,INE714B01016,04-Oct-22,,
500013,ANSAL INFRAS,T ,Q,20,21.25,19.55,20.6,20.6,20.25,69,17482,355894,,INE436A01026,04-Oct-22,,
500014,UTIQUE      ,XT,Q,8.03,8.65,8.03,8.29,8.46,8.4,178,33447,277983,,INE096A01010,04-Oct-22,,
500016,ARUNAHTEL   ,X ,Q,15.7,17,15.5,16.9,16.9,15.85,65,11115,180341,,INE957C01019,04-Oct-22,,
500020,BOM DYEING  ,A ,Q,97.45,98.4,96.9,97.55,97.55,95.95,1449,161976,15812467,,INE032A01023,04-Oct-22,,
500023,ASIANHOTNR  ,B ,Q,91.2,92,89.7,91.1,92,89.7,88,1973,179553,,INE363A01022,04-Oct-22,,
500027,ATUL LTD.   ,A ,Q,9000.05,9144.35,9000.05,9059.25,9084.6,8923.8,368,559,5071865,,INE100A01010,04-Oct-22,,
500028,ATV PROJECTS,XT,Q,10.8,10.89,10.26,10.8,10.8,10.4,72,18317,195015,,INE447A01015,04-Oct-22,,
500031,BAJAJ ELECT.,A ,Q,1198.9,1213.75,1160,1193.7,1180.9,1191.15,2058,26236,31045901,,INE193E01025,04-Oct-22,,
500032,BAJAJHIND   ,A ,Q,10.55,10.58,10.25,10.36,10.36,10.27,1875,1103418,11490698,,INE306A01021,04-Oct-22,,
500033,FORCE MOTR  ,A ,Q,1234.65,1302,1234.65,1254.3,1259.8,1217.2,1067,5300,6701794,,INE451A01017,04-Oct-22,,
