anti,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
534731,BRONZE INFRA,B ,Q,0.22,0.22,0.22,0.22,0.22,0.22,6,389,85,,INE830N01015,26-Mar-20,,
534733,SUPREMEX    ,XT,Q,1.37,1.37,1.37,1.37,1.37,1.44,2,2001,2741,,INE175N01023,26-Mar-20,,
534742,ZUARI AGRO  ,B ,Q,51.7,58,51.6,56.1,52.5,51.65,180,3414,184370,,INE840M01016,26-Mar-20,,
534748,STEEL EXCH  ,B ,Q,14.5,14.5,14.5,14.5,14.5,15.25,1,5,72,,INE503B01013,26-Mar-20,,
534755,TRIO MERCAN ,X ,Q,31.95,32,29.9,32,32,30.4,20,1805,55434,,INE234G01014,26-Mar-20,,
534758,CIGNITI TECH,B ,Q,220,230,208,218.3,220,212.25,371,7525,1633545,,INE675C01017,26-Mar-20,,
534804,CARERATING  ,A ,Q,269.7,300,237.1,275.7,277.5,268.4,1559,13478,3806292,,INE752H01013,26-Mar-20,,
534809,PC JEWELLER ,A ,Q,8.7,8.9,7.8,8.75,8.75,8.1,976,424769,3590945,,INE785M01013,26-Mar-20,,
534816,BH INFRATEL ,A ,Q,161,165.1,148.05,157.2,156,147.65,4233,293201,46087396,,INE121J01017,26-Mar-20,,
534976,VMART       ,A ,Q,1420,1490.4,1420,1460.75,1459.9,1372.1,343,1099,1606093,,INE665J01013,26-Mar-20,,
535204,MUKTA       ,X ,Q,3.66,3.66,3.66,3.66,3.66,3.73,3,145,530,,INE160O01031,26-Mar-20,,
535267,COM FINCAP  ,Z ,Q,4.16,4.16,4.16,4.16,4.16,4.16,1,1000,4160,,INE274M01018,26-Mar-20,,
535276,SBISENSEX   ,B ,Q,326,340.55,320.65,330.77,330.77,325.55,257,12009,3985055,,INF200K01VT2,26-Mar-20,,
535322,REPCO HOME  ,A ,Q,117,128.1,115.9,127.1,128.1,122,134,2015,250754,,INE612J01015,26-Mar-20,,
535566,KIFS FSL    ,X ,Q,48.55,48.55,48.55,48.55,48.55,48.55,2,2,97,,INE902D01013,26-Mar-20,,
535601,SREELEATHER ,B ,Q,113.1,113.1,113.1,113.1,113.1,102,3,8600,972660,,INE099F01013,26-Mar-20,,
535602,SHARDA MOTOR,T ,Q,600,600,570,570,570,600.05,27,623,357276,,INE597I01010,26-Mar-20,,
535620,BINNY MILLS ,XT,Q,42,42,42,42,42,40,3,51,2142,,INE160L01011,26-Mar-20,,
535648,JUSTDIAL    ,A ,Q,272,298.6,250.55,292.8,292.8,272,11846,449345,124447034,,INE599M01018,26-Mar-20,,
535657,OONE        ,X ,Q,1.22,1.22,1.22,1.22,1.22,1.17,1,250,305,,INE860E01011,26-Mar-20,,
535730,KHOOBSURAT  ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,199,37,,INE731G01027,26-Mar-20,,
535754,ORIENT CEM  ,A ,Q,42.4,43.2,42.15,42.15,42.15,39.3,270,5552,238687,,INE876N01018,26-Mar-20,,
535755,ABFRL       ,A ,Q,171.85,175.25,158.25,169.35,169.75,171.05,2329,47610,7895042,,INE647O01011,26-Mar-20,,
535789,IBUL HSG FIN,A ,Q,96,104,88.25,95.7,95.7,95.2,20871,1906465,183277208,,INE148I01020,26-Mar-20,,
536170,KUSHAL      ,T ,Q,1.97,1.97,1.94,1.94,1.94,1.97,33,29412,57062,,INE647N01021,26-Mar-20,,
536264,TIGER LOGS  ,B ,Q,30,31.95,27.45,29.4,27.8,30.45,75,10612,316702,,INE906O01011,26-Mar-20,,
536456,RJ BIOTECH  ,M ,Q,13.75,13.75,13.75,13.75,13.75,14.75,1,33000,453750,,INE594O01015,26-Mar-20,,
536493,JKAGRI GEN  ,X ,Q,301,334,301,328,329,306.2,49,1862,607420,,INE690O01011,26-Mar-20,,
536507,FUTLIF FAS  ,A ,Q,136.8,151.2,136.8,137.45,138.4,144,196,3851,535584,,INE452O01016,26-Mar-20,,
536659,PVVINFRA    ,X ,Q,3.82,3.82,3.82,3.82,3.82,3.89,8,3681,14061,,INE428B01013,26-Mar-20,,
536672,VCU DATA    ,T ,Q,3.8,3.8,3.8,3.8,3.8,3.99,1,1,3,,INE962O01014,26-Mar-20,,
536709,INDRENEW    ,X ,Q,6.9,6.9,6.88,6.88,6.88,6.51,2,125,860,,INE138O01029,26-Mar-20,,
536737,AMRAPALI CAP,M ,Q,5.69,5.69,5.69,5.69,5.69,7.1,1,4800,27312,,INE218P01018,26-Mar-20,,
536751,FIVEXTRADE  ,X ,Q,0.2,0.2,0.2,0.2,0.2,0.2,1,1000,200,,INE750L01019,26-Mar-20,,
536773,JIN POLY INV,B ,Q,9.81,10,9.81,10,10,10.32,7,2000,19628,,INE147P01019,26-Mar-20,,
536868,INTEGRA TELE,XT,Q,39.1,40.5,39.1,40.4,40.4,39.85,6,104,4098,,INE256F01019,26-Mar-20,,
536960,M100        ,B ,Q,12.94,14,12.9,13.22,13.41,12.95,49,2995,39384,,INF247L01023,26-Mar-20,,
536974,CAPTAIN POLY,B ,Q,26.45,28.75,24.5,25.9,25.9,25.5,151,177065,4659599,,INE536P01021,26-Mar-20,,
537007,ICICINIFTY  ,B ,Q,88.75,93,85.55,90.23,91.5,87.72,1147,24615,2255911,,INF109K012R6,26-Mar-20,,
537092,MODEX INT   ,X ,Q,3.19,3.19,3.19,3.19,3.19,3.25,10,34046,108606,,INE072D01015,26-Mar-20,,
537253,SUNIL HEALTH,X ,Q,15.15,15.15,13.8,15,15.1,14.45,17,1561,22093,,INE671C01016,26-Mar-20,,
537254,RCI IND     ,T ,Q,4.9,4.9,4.73,4.73,4.73,4.82,17,8083,38850,,INE140B01014,26-Mar-20,,
537259,SUYOG TELE  ,B ,Q,311,319,300,300,300,290,5,15,4639,,INE442P01014,26-Mar-20,,
537291,NATH BIOGEN ,B ,Q,131.8,145.6,131.8,136.3,136.3,138.7,182,8305,1126146,,INE448G01010,26-Mar-20,,
537292,AGRI TECH   ,B ,Q,17.15,17.15,17.15,17.15,17.15,17,1,20,343,,INE449G01018,26-Mar-20,,
537326,CHEMTECH IND,T ,Q,9,9,9,9,9,9.05,3,112000,1008000,,INE212P01011,26-Mar-20,,
537483,NETFNIF100  ,B ,Q,96,97,96,97,97,95,2,2,193,,INF204K014N5,26-Mar-20,,
537524,VIAANINDUS  ,X ,Q,1.14,1.14,1.09,1.1,1.09,1.14,41,27823,30530,,INE324N01027,26-Mar-20,,
537536,DENIS CHEM  ,X ,Q,23.9,24.15,21,22.7,22.7,20.2,30,1286,28979,,INE051G01012,26-Mar-20,,
537708,KOTAKNIFTY  ,B ,Q,85.5,91.04,85.5,89.97,88.5,86.3,600,6505,582994,,INF174K014P6,26-Mar-20,,
537750,KIRAN VYPAR ,X ,Q,42.1,50,42.1,49.95,49.95,42.1,21,1176,57474,,INE555P01013,26-Mar-20,,
537766,BCP LTD     ,B ,Q,13.2,13.2,13.2,13.2,13.2,13.85,2,105,1386,,INE905P01028,26-Mar-20,,
537800,MANGALAM IND,X ,Q,0.23,0.23,0.23,0.23,0.23,0.24,8,14443,3321,,INE717C01025,26-Mar-20,,
537820,VFL         ,B ,Q,0.2,0.2,0.2,0.2,0.2,0.2,1,2,0,,INE159N01027,26-Mar-20,,
537840,RAUNAQEPC   ,XT,Q,35.75,35.75,35.75,35.75,35.75,35.9,1,15,536,,INE523K01012,26-Mar-20,,
538019,OBI LTD     ,B ,Q,5.8,6.08,5.51,6.08,6.08,5.8,24,8570,50789,,INE732P01018,26-Mar-20,,
538057,CPSE ETF    ,B ,Q,13.74,15.09,13.58,14.95,14.94,13.63,32435,480120,6990961,,INF457M01133,26-Mar-20,,
538119,RNB DENIMS  ,T ,Q,32.25,32.25,32.25,32.25,32.25,33.9,1,100,3225,,INE012Q01013,26-Mar-20,,
538180,GOLD LINE   ,X ,Q,0.22,0.22,0.21,0.22,0.22,0.21,37,23526,5174,,INE204P01026,26-Mar-20,,
538268,WONDERLA    ,B ,Q,135.5,143,135.5,138.15,138.15,137.25,182,2631,366304,,INE066O01014,26-Mar-20,,
538365,ADHUNIKIND  ,B ,Q,18.7,20,18.7,18.7,18.7,19.65,9,343,6421,,INE452L01012,26-Mar-20,,
538433,CLASSIC     ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,80,15,,INE854P01028,26-Mar-20,,
538446,MONEYBOXX   ,B ,Q,61.8,64.85,61.8,64.85,64.85,61.8,5,221,13721,,INE296Q01012,26-Mar-20,,
538464,TPROJECT    ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,5,1873,355,,INE901C01017,26-Mar-20,,
538476,CTL         ,X ,Q,2.94,3.13,2.94,3.09,3.1,2.86,17,19454,58323,,INE172D01021,26-Mar-20,,
538521,CROWNTOURS  ,X ,Q,17,17.25,17,17.25,17.25,16.75,11,17500,301562,,INE969E01010,26-Mar-20,,
538539,JTAPARIA    ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,90,17,,INE075K01013,26-Mar-20,,
538540,RLFL        ,X ,Q,0.2,0.2,0.2,0.2,0.2,0.2,1,1,0,,INE516P01015,26-Mar-20,,
538557,SAIBABA     ,X ,Q,2.75,2.75,2.75,2.75,2.75,2.8,3,1851,5090,,INE706P01038,26-Mar-20,,
538562,SKIPPER     ,B ,Q,18.25,21.15,17.95,20.45,20.45,19.6,49,26769,498534,,INE439E01022,26-Mar-20,,
538564,JAMESWARREN ,X ,Q,74,74,74,74,74,68.4,2,24,1776,,INE718P01017,26-Mar-20,,
538566,APOLLOTRI   ,XT,Q,291.85,306.2,278.8,299.95,303,291.65,492,190524,57177645,,INE919P01029,26-Mar-20,,
538567,GULFOIL LUB ,A ,Q,525.1,525.1,500,508.3,506.05,544,65,157,80346,,INE635Q01029,26-Mar-20,,
538598,VISHAL      ,T ,Q,140,140,137.75,138,138,134,16,108615,14978102,,INE755Q01025,26-Mar-20,,
538607,TOYAMIND    ,XT,Q,2.31,2.39,2.31,2.39,2.39,2.35,67,212779,506749,,INE457P01020,26-Mar-20,,
538634,VRL         ,X ,Q,23.15,23.15,23.15,23.15,23.15,22.05,1,800,18520,,INE406F01010,26-Mar-20,,
538635,SNOWMAN     ,B ,Q,26.25,31,26.25,28.4,28.45,27.45,725,41988,1221123,,INE734N01019,26-Mar-20,,
538646,QGO         ,XT,Q,21.46,21.46,21.46,21.46,21.46,20.44,1,50,1073,,INE837C01013,26-Mar-20,,
538647,PURSHOTTAM  ,X ,Q,8.66,8.66,8.66,8.66,8.66,8.25,3,7,60,,INE729C01020,26-Mar-20,,
538666,SHARDACROP  ,B ,Q,108.7,111,100.05,110.2,109.9,100.95,157,1383,152085,,INE221J01015,26-Mar-20,,
538683,NETFSENSEX  ,B ,Q,315,339,315,339,339,360,8,15,4965,,INF204KA1UN7,26-Mar-20,,
538685,SHEMAROO    ,B ,Q,49,52.35,49,51,51,49.9,20,889,44673,,INE363M01019,26-Mar-20,,
538706,ULTRACAB    ,B ,Q,52,52,47,51.7,51.8,48,11,41,2057,,INE010R01015,26-Mar-20,,
538708,ETIL        ,X ,Q,2.66,2.66,2.66,2.66,2.66,2.8,2,250,665,,INE937K01014,26-Mar-20,,
538713,ATISHAY     ,B ,Q,32,32,27.45,29,29,30.5,11,1056,29957,,INE011R01013,26-Mar-20,,
538715,DHABRIYA    ,B ,Q,27.7,30.7,27.7,27.7,27.7,30.75,8,427,12657,,INE260R01016,26-Mar-20,,
538730,PDSMFL      ,B ,Q,270,300,240,300,300,268.75,15,54,14438,,INE111Q01013,26-Mar-20,,
538772,NIYOGIN     ,XT,Q,34,34,32.5,32.5,32.5,34,4,6710,227832,,INE480D01010,26-Mar-20,,
538795,SAPPL       ,X ,Q,146.3,146.3,146.3,146.3,146.3,154,2,27,3950,,INE185C01017,26-Mar-20,,
538812,AANCHALISP  ,B ,Q,4.17,4.36,4.17,4.32,4.22,4.16,19,4183,18036,,INE322R01014,26-Mar-20,,
538833,ANUBHAV     ,T ,Q,8.23,8.24,7.46,8.24,8.24,7.85,9,1073,8786,,INE891N01017,26-Mar-20,,
538834,MEL         ,X ,Q,7.41,7.8,7.41,7.6,7.6,7.8,4,25,191,,INE242Q01016,26-Mar-20,,
538835,INTELLECT   ,A ,Q,45,47.3,45,47.3,47.3,45.05,114,8463,397355,,INE306R01017,26-Mar-20,,
538836,MONTECARLO  ,B ,Q,144.2,145.15,133.65,136,135,138.8,65,523,73895,,INE950M01013,26-Mar-20,,
538837,JSTL        ,XT,Q,15.5,17,15.5,17,17,16.2,3,21,355,,INE237B01018,26-Mar-20,,
538860,PANAFIC     ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,1,0,,INE655P01029,26-Mar-20,,
538890,MKEXIM      ,XT,Q,21.1,21.1,21.1,21.1,21.1,21.1,3,95,2004,,INE227F01010,26-Mar-20,,
538891,MCLOUD      ,X ,Q,29.85,30.5,29.8,30,30.05,29.6,762,28102,843861,,INE613C01018,26-Mar-20,,
538896,KANCHI      ,X ,Q,145,177.75,145,165,167.75,148.15,99,3078,513011,,INE081G01019,26-Mar-20,,
538902,DHUN TEAIND ,B ,Q,100,128,100,128,128,107,34,281,32163,,INE341R01014,26-Mar-20,,
538922,COSYN       ,X ,Q,12.95,13.65,10.25,11.7,12.25,12.25,51,4746,55439,,INE029B01019,26-Mar-20,,
538961,GENUSPAPER  ,B ,Q,3.37,3.37,3.1,3.2,3.2,3.28,61,10232,33340,,INE949P01018,26-Mar-20,,
538962,MINDACORP   ,B ,Q,60,63.6,58.5,59.6,59.6,60.3,373,7633,470452,,INE842C01021,26-Mar-20,,
538964,MERCURYLAB  ,X ,Q,304.4,304.4,277,281,281,291,6,800,233360,,INE947G01011,26-Mar-20,,
538965,CONCORD     ,XT,Q,12.9,12.9,11.68,12.9,12.9,12.29,12,1068,13775,,INE858L01010,26-Mar-20,,
538987,TALBROSENG  ,X ,Q,62,74,61.1,63.85,63.7,68.95,10,187,11952,,INE717E01013,26-Mar-20,,
538992,SAPL        ,X ,Q,325,325,325,325,325,341.75,1,1,325,,INE002E01010,26-Mar-20,,
538993,PUROHITCON  ,XT,Q,5.1,5.1,5.1,5.1,5.1,5.36,1,500,2550,,INE147J01012,26-Mar-20,,
539006,PTCIL       ,X ,Q,250,250,223,250,250,250,8,109,25874,,INE596F01018,26-Mar-20,,
539009,GBLIL       ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,5,598,113,,INE003Q01012,26-Mar-20,,
539015,ORTEL       ,Z ,Q,0.5,0.5,0.48,0.48,0.48,0.49,3,2339,1149,,INE849L01019,26-Mar-20,,
539017,ASHFL       ,B ,Q,66,69,52.85,68.9,69,65.65,28,429,28447,,INE526R01010,26-Mar-20,,
539018,BEEKAY      ,X ,Q,155,168,150.1,168,168,152.75,26,801,132825,,INE213D01015,26-Mar-20,,
539031,SETFBSE100  ,B ,Q,91.62,93,89,92,92,91.62,29,768,69728,,INF200KA1572,26-Mar-20,,
539032,FRASER      ,X ,Q,2.68,2.68,2.68,2.68,2.68,2.73,5,1640,4395,,INE184Q01010,26-Mar-20,,
539042,AGIIL       ,T ,Q,54,54.9,54,54.9,54.9,56,2,20,1089,,INE976R01017,26-Mar-20,,
539044,MANAKSTELTD ,B ,Q,6.02,6.41,6.02,6.41,6.41,6.28,17,1253,7833,,INE824Q01011,26-Mar-20,,
539045,MNKALCOLTD  ,B ,Q,2.32,2.79,2.32,2.65,2.65,2.35,49,693,1765,,INE859Q01017,26-Mar-20,,
539056,ADLABS      ,B ,Q,2.5,2.62,2.4,2.48,2.5,2.5,71,14406,37122,,INE172N01012,26-Mar-20,,
539083,INOXWIND    ,A ,Q,17.45,17.7,16.4,17.7,17.7,16.1,56,5227,91859,,INE066P01011,26-Mar-20,,
539113,PML         ,X ,Q,649,752.8,620.05,749.4,749.4,627.35,39,293,205476,,INE291E01019,26-Mar-20,,
539118,VRLLOG      ,B ,Q,137.8,149.8,137.8,147.9,142.6,137.25,372,2911,422340,,INE366I01010,26-Mar-20,,
539122,BODHTREE    ,X ,Q,35.9,35.9,27.6,28.5,28.5,33.15,172,9993,297523,,INE104F01011,26-Mar-20,,
539126,MEP         ,B ,Q,14.1,15,14.1,14.1,14.1,14.8,86,46431,663065,,INE776I01010,26-Mar-20,,
539132,VEGETABLE   ,X ,Q,2.7,2.7,2.7,2.7,2.7,2.7,6,700,1890,,INE761D01021,26-Mar-20,,
539141,UFO         ,B ,Q,73.95,73.95,69,70.8,70.8,71.3,637,18482,1317939,,INE527H01019,26-Mar-20,,
539148,SHIVALIK    ,X ,Q,219.9,222.2,201.2,203,203.7,211.65,108,5461,1158484,,INE788J01021,26-Mar-20,,
539149,ICSL        ,X ,Q,1,1.05,1,1.05,1.05,1,2,2,2,,INE682B01023,26-Mar-20,,
539150,PNCINFRA    ,A ,Q,86,92.75,84.55,92.75,92.75,84.35,683,18983,1705263,,INE195J01029,26-Mar-20,,
539151,ARFIN       ,X ,Q,30,32,30,31,31,29.85,25,2189,68284,,INE784R01015,26-Mar-20,,
539174,HELPAGE     ,XT,Q,26.1,26.1,26.1,26.1,26.1,27.4,1,1,26,,INE738P01015,26-Mar-20,,
539195,POEL        ,X ,Q,15.6,16.35,15.55,16.35,16.35,16.35,5,183,2969,,INE035S01010,26-Mar-20,,
539196,AEL         ,XT,Q,12.05,12.05,12.05,12.05,12.05,11.5,2,50,602,,INE829P01020,26-Mar-20,,
539201,SATIA       ,B ,Q,66,72.9,63,64.5,64.5,68.3,21,549,37113,,INE170E01023,26-Mar-20,,
539221,SPORTKING   ,XT,Q,243.25,243.25,220.15,220.15,220.15,231.7,13,79,17645,,INE885H01011,26-Mar-20,,
539223,AMBITION    ,B ,Q,5.17,5.17,4.69,4.69,4.69,4.93,6,111,524,,INE563S01011,26-Mar-20,,
539225,JIYAECO     ,B ,Q,7.54,7.54,7.39,7.39,7.39,7.54,23,11819,87343,,INE023S01016,26-Mar-20,,
539228,GGPL        ,B ,Q,33.3,40.35,33.1,40.35,40.35,36.7,83,5984,221673,,INE480S01026,26-Mar-20,,
539229,MRSS        ,M ,Q,6.79,6.79,6.79,6.79,6.79,7.14,3,1800,12222,,INE196R01012,26-Mar-20,,
539235,GPL         ,X ,Q,307,307,289,289.95,289.95,294,8,563,164540,,INE545R01010,26-Mar-20,,
539251,BALKRISHNA  ,B ,Q,12.34,12.34,11.99,11.99,11.99,11.76,2,301,3713,,INE875R01011,26-Mar-20,,
539252,SCFL        ,B ,Q,1.77,1.77,1.77,1.77,1.77,1.86,29,2500,4425,,INE979R01011,26-Mar-20,,
539254,ADANITRANS  ,A ,Q,190.05,199.95,185,194.1,188,190.65,650,11179,2149047,,INE931S01010,26-Mar-20,,
539255,STARDELTA   ,X ,Q,81.7,81.7,81.7,81.7,81.7,86,3,39,3186,,INE541K01014,26-Mar-20,,
539268,SYNGENE     ,A ,Q,230,254.4,221,226.9,230.8,228.6,1141,11612,2653105,,INE398R01022,26-Mar-20,,
539275,MSL         ,T ,Q,54.9,54.9,54.9,54.9,54.9,55,1,1,54,,INE829S01016,26-Mar-20,,
539276,KAYA        ,B ,Q,98.75,108,98.7,101.05,99,103.85,200,2957,298162,,INE587G01015,26-Mar-20,,
539278,SYMBIOX     ,X ,Q,0.2,0.2,0.19,0.19,0.19,0.19,14,13599,2670,,INE653R01012,26-Mar-20,,
539287,ORTINLAABS  ,B ,Q,7.45,7.98,6.8,7.98,7.98,7.55,95,4553,33059,,INE749B01012,26-Mar-20,,
539289,MJCO        ,B ,Q,195,215,195,207.5,199,195.5,153,1337,277402,,INE898S01029,26-Mar-20,,
539290,BINDALAGRO  ,B ,Q,6.62,6.62,6.62,6.62,6.62,6.31,24,6946,45982,,INE143A01010,26-Mar-20,,
539301,ARVSMART    ,B ,Q,70.9,75,70.65,71.7,71.7,71.7,63,941,69232,,INE034S01021,26-Mar-20,,
539302,POWERMECH   ,B ,Q,341.05,360.65,341.05,359.85,356.7,327.9,14,50,17849,,INE211R01019,26-Mar-20,,
539310,THINKINK    ,B ,Q,32.75,32.75,22.15,24.05,22.15,27.65,115,97429,2424543,,INE365S01037,26-Mar-20,,
539312,UTISENSETF  ,B ,Q,335,338.4,335,338.4,338.4,352.97,38,188,63579,,INF789FB1X58,26-Mar-20,,
539313,UTINIFTETF  ,B ,Q,935,959,915,959,959,931.9,47,211,200560,,INF789FB1X41,26-Mar-20,,
539331,VETO        ,B ,Q,28.6,29.75,28.4,28.85,29.75,28.35,166,4117,118921,,INE918N01018,26-Mar-20,,
539332,NAVKARCORP  ,B ,Q,16.6,17.85,16.1,16.85,17,16.25,231,23767,411065,,INE278M01019,26-Mar-20,,
539334,SHREEPUSHK  ,B ,Q,67,67.65,64.8,67.65,67.65,61.5,104,3708,249409,,INE712K01011,26-Mar-20,,
539336,GUJGAS      ,A ,Q,216,242.3,213.3,232.4,232.4,210.95,3548,80338,18570598,,INE844O01030,26-Mar-20,,
539346,SADBHIN     ,B ,Q,13.75,14.85,13.75,14.2,14.85,14.45,118,4634,65383,,INE764L01010,26-Mar-20,,
539351,PRABHAT     ,B ,Q,49.95,55.85,49.95,53.05,53.05,49.95,12,342,17979,,INE302M01033,26-Mar-20,,
539353,SALAUTO     ,X ,Q,99,99,99,99,99,87.65,2,41,4059,,INE724G01014,26-Mar-20,,
539354,POLYSPIN    ,X ,Q,66.5,66.5,66.5,66.5,66.5,66.5,1,1,66,,INE914G01011,26-Mar-20,,
539359,PRITIKAUTO  ,X ,Q,71.9,71.9,62.2,67.7,68.95,67.75,23,2427,154390,,INE583R01011,26-Mar-20,,
539363,SKC         ,T ,Q,10.45,10.45,10.45,10.45,10.45,11,1,2,20,,INE094T01015,26-Mar-20,,
539400,MALLCOM     ,X ,Q,139.8,139.8,139.8,139.8,139.8,147.15,6,300,41940,,INE389C01015,26-Mar-20,,
539404,SATIN       ,B ,Q,70.5,77.9,70.5,70.75,71,74.2,107,2461,184779,,INE836B01017,26-Mar-20,,
539407,GENCON      ,X ,Q,59,59,51.2,54.2,57,54.25,41,795,42829,,INE854S01022,26-Mar-20,,
539410,WELCON      ,XT,Q,6.47,6.47,6.2,6.47,6.47,6.17,20,22395,144240,,INE873S01022,26-Mar-20,,
539428,TEJNAKSH    ,T ,Q,36.1,39.9,36.1,37,37,38,11,1517,54797,,INE030T01019,26-Mar-20,,
539437,IDFCFIRSTB  ,A ,Q,21.3,22.3,20.15,21.75,21.9,20.5,3136,1529916,33022748,,INE092T01019,26-Mar-20,,
539448,INDIGO      ,A ,Q,1010,1130,967,1008.95,1008.95,1011.4,12890,226413,234658223,,INE646L01027,26-Mar-20,,
539450,SHK         ,A ,Q,69.45,74,67.8,70.25,67.8,71.35,399,9108,652892,,INE500L01026,26-Mar-20,,
539455,ARYAVAN     ,X ,Q,10.45,10.45,10.45,10.45,10.45,10.95,1,10,104,,INE360S01012,26-Mar-20,,
539480,LICNETFN50  ,B ,Q,91,98,84.35,97.61,98,95.7,64,732,69570,,INF767K01OS7,26-Mar-20,,
539515,GMLM        ,X ,Q,145,154,145,154,154,147,3,301,43654,,INE641R01017,26-Mar-20,,
539516,HDFCNIFETF  ,B ,Q,950,983,930,940.8,940,950,51,541,525352,,INF179KB1KP3,26-Mar-20,,
539517,SXETF       ,B ,Q,3250,3380.59,3250,3380.59,3380.59,3450,9,122,412301,,INF179KB1KQ1,26-Mar-20,,
539518,UDAYJEW     ,X ,Q,84,89.95,84,85,85,84.05,3,11,954,,INE551B01012,26-Mar-20,,
539523,ALKEM       ,A ,Q,2352.85,2375.9,2283.6,2309.1,2315.5,2280.6,189,558,1294966,,INE540L01014,26-Mar-20,,
539524,LALPATHLAB  ,A ,Q,1480,1480,1408.2,1419.65,1410.1,1402.05,1442,10895,15562596,,INE600L01024,26-Mar-20,,
539526,SCTL        ,T ,Q,2.45,2.45,2.35,2.35,2.35,2.45,21,5754,13531,,INE452S01025,26-Mar-20,,
539528,AAYUSH      ,X ,Q,14.5,14.5,14.5,14.5,14.5,14.95,1,2,29,,INE430R01015,26-Mar-20,,
539542,LUXIND      ,A ,Q,1010,1040,970,1021.9,1020,992.65,190,787,791428,,INE150G01020,26-Mar-20,,
539546,BNL         ,X ,Q,12,12,12,12,12,12.25,2,100,1200,,INE679E01015,26-Mar-20,,
539551,NH          ,A ,Q,232.5,244.6,230,233.1,234.7,229.9,462,4982,1174491,,INE410P01011,26-Mar-20,,
539594,MISHTANN    ,X ,Q,5.08,5.08,5.08,5.08,5.08,4.99,11,5182,26324,,INE094S01041,26-Mar-20,,
539596,DELTA       ,X ,Q,3.1,3.1,3.1,3.1,3.1,3.1,2,242,750,,INE681Q01015,26-Mar-20,,
539597,JSLHISAR    ,A ,Q,34.6,37.5,33.1,34,33.55,34.1,678,646217,22761998,,INE455T01018,26-Mar-20,,
539599,KEL         ,X ,Q,12.4,12.4,11,11,11,12,4,10995,123483,,INE079C01012,26-Mar-20,,
539620,AINFRA      ,X ,Q,14.85,14.85,14.85,14.85,14.85,15.6,1,1,14,,INE534E01020,26-Mar-20,,
539621,BCLENTERPR  ,X ,Q,13.76,13.77,13.1,13.75,13.73,13.77,109,15306,203535,,INE368E01015,26-Mar-20,,
539636,PRECAM      ,B ,Q,23.7,23.95,21.8,21.8,21.8,22.9,46,6777,149442,,INE484I01029,26-Mar-20,,
539658,TEAMLEASE   ,A ,Q,1730,1800.45,1658.2,1697.95,1710.45,1717.35,136,440,759923,,INE985S01024,26-Mar-20,,
539660,BESTAGRO    ,X ,Q,174.95,174.95,174.95,174.95,174.95,184.15,14,640,111968,,INE052T01013,26-Mar-20,,
539661,ACEMEN      ,XT,Q,16.75,16.75,16.75,16.75,16.75,16.75,1,1,16,,INE023R01018,26-Mar-20,,
539678,QUICKHEAL   ,B ,Q,79,79,72.1,74.35,75.5,71.2,889,13470,1017373,,INE306L01010,26-Mar-20,,
539686,KPEL        ,T ,Q,92,92,92,92,92,94.75,1,100,9200,,INE127T01013,26-Mar-20,,
539725,GOKULAGRO   ,B ,Q,8.24,8.65,8,8.6,8.6,8.24,34,2390,20105,,INE314T01025,26-Mar-20,,
539730,FREDUN      ,X ,Q,105.5,111.5,103.7,110.35,111.5,106.4,32,1117,120452,,INE194R01017,26-Mar-20,,
539742,SIMBHALS    ,B ,Q,3.89,3.89,3.56,3.76,3.76,3.71,46,7356,28297,,INE748T01016,26-Mar-20,,
539770,DARJEELING  ,X ,Q,11.7,11.7,11.7,11.7,11.7,11.9,2,11,128,,INE830S01014,26-Mar-20,,
539784,LICNFNHGP   ,B ,Q,97,97,97,97,97,100,1,1,97,,INF767K01PC8,26-Mar-20,,
539787,HCG         ,B ,Q,71.7,80,71.7,75.2,75.75,75.2,141,2536,193659,,INE075I01017,26-Mar-20,,
539788,KDML        ,M ,Q,148,148,148,148,148,148,4,109200,16161600,,INE030U01025,26-Mar-20,,
539798,UMIYA       ,B ,Q,7.2,7.2,6.56,7.15,7.15,6.9,13,1790,11814,,INE173U01015,26-Mar-20,,
539799,BHARATWIRE  ,B ,Q,11.2,11.2,10.5,10.85,10.85,10.7,171,856,9335,,INE316L01019,26-Mar-20,,
539800,CHDCHEM     ,T ,Q,37,37,37,37,37,38.9,3,450,16650,,INE043U01010,26-Mar-20,,
539807,INFIBEAM    ,A ,Q,32.9,33,31.55,33,33,30,45,10613,349752,,INE483S01020,26-Mar-20,,
539814,RADHEY      ,X ,Q,21.1,22.2,21.1,22.2,22.2,22.2,3,61,1352,,INE204S01012,26-Mar-20,,
539835,SUPERIOR    ,XT,Q,29.5,29.5,29.2,29.4,29.45,29.35,53,1049,30822,,INE574R01010,26-Mar-20,,
