anti,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
513005,VBC FERRO   ,XT,Q,18.5,18.5,18.5,18.5,18.5,19.3,2,250,4625,,INE114E01013,26-Mar-20,,
513010,TATASTLLP   ,B ,Q,174.45,189.5,174.4,185.5,185,175.3,267,2622,483973,,INE674A01014,26-Mar-20,,
513023,NAV BHAR VEN,A ,Q,34.25,35.9,34.25,35.15,35.1,33.55,106,3249,113973,,INE725A01022,26-Mar-20,,
513043,REMI EDEL   ,X ,Q,13,13,13,13,13,13,3,200,2600,,INE158G01015,26-Mar-20,,
513097,SHIV.BIMETAL,X ,Q,23.5,25.9,22.6,23.9,24.5,23.6,124,23673,573439,,INE386D01027,26-Mar-20,,
513108,GANDHI SP.TU,B ,Q,162,190,162,172,172,173.35,18,238,41649,,INE524B01027,26-Mar-20,,
513117,AMFORGE IND.,X ,Q,0.6,0.6,0.6,0.6,0.6,0.63,1,2,1,,INE991A01020,26-Mar-20,,
513119,ABC GAS INT ,XT,Q,4.5,4.5,4.5,4.5,4.5,4.62,2,45,202,,INE173M01012,26-Mar-20,,
513121,ORICON ENT  ,B ,Q,10.2,11.35,9.5,11.35,11.35,9.75,26,3882,38993,,INE730A01022,26-Mar-20,,
513142,BALASORE    ,X ,Q,7.1,7.15,6.8,6.89,7.05,7.15,122,37142,256945,,INE135A01024,26-Mar-20,,
513179,NAT STL AGRO,B ,Q,1.4,1.4,1.4,1.4,1.4,1.4,3,100,140,,INE088B01015,26-Mar-20,,
513216,UTTAM GALVA ,B ,Q,3.77,3.99,3.66,3.75,3.85,3.8,103,84298,321365,,INE699A01011,26-Mar-20,,
513228,PENNAR STEEL,B ,Q,12.45,13.35,11.4,12.25,12.35,12.45,316,57516,715098,,INE932A01024,26-Mar-20,,
513250,JYOTI STRUCT,Z ,Q,2.44,2.44,2.44,2.44,2.44,2.56,1,100,244,,INE197A01024,26-Mar-20,,
513252,JAY USHIN   ,X ,Q,510,510,485,485,485,496.4,6,32,16185,,INE289D01015,26-Mar-20,,
513262,ST.STR.WHEEL,B ,Q,326,379.6,326,347.4,335,354.5,88,527,182116,,INE802C01017,26-Mar-20,,
513269,MAN IND.(I) ,B ,Q,32.25,36.4,32.25,35,36.4,33.3,241,11218,384216,,INE993A01026,26-Mar-20,,
513303,MODERN STEEL,X ,Q,7.5,7.5,7.5,7.5,7.5,7.71,1,60,450,,INE001F01019,26-Mar-20,,
513335,METALFORGE  ,B ,Q,3.7,4.04,3.7,3.99,3.99,3.85,91,6965,27891,,INE425A01011,26-Mar-20,,
513349,AJMERA      ,B ,Q,57.95,62.9,57.95,62.35,62.9,56.05,102,3314,202510,,INE298G01027,26-Mar-20,,
513353,COCHIN MIN. ,X ,Q,93.85,96.7,80.25,89.1,89,89,21,2438,218570,,INE105D01013,26-Mar-20,,
513361,ISW LTD     ,X ,Q,0.21,0.21,0.19,0.19,0.19,0.2,30,36167,7446,,INE072A01029,26-Mar-20,,
513375,CARBORUNDUM ,A ,Q,206,210.65,191.65,196.95,193.05,195.9,219,1754,352670,,INE120A01034,26-Mar-20,,
513377,MINERAL&METL,A ,Q,10.75,11.55,9.9,11.05,11.05,10.9,431,80621,885609,,INE123F01029,26-Mar-20,,
513401,ASHIANA ISP.,X ,Q,6.24,6.55,6.24,6.49,6.55,6.56,2,100,648,,INE587D01012,26-Mar-20,,
513403,PM TELELINN ,X ,Q,2.76,2.76,2.76,2.76,2.76,2.64,1,50,138,,INE092C01015,26-Mar-20,,
513418,SMFIL       ,XT,Q,0.63,0.63,0.62,0.63,0.63,0.62,5,4913,3047,,INE728B01032,26-Mar-20,,
513434,TATA METALIK,A ,Q,356.5,369.8,344.05,351.65,345.7,340.55,277,2187,775874,,INE056C01010,26-Mar-20,,
513446,MONNETISPA  ,B ,Q,8.29,8.62,8,8.14,8.21,8.22,77,11967,98432,,INE743C01021,26-Mar-20,,
513488,SH.STEEL WIR,XT,Q,16.15,16.15,15.85,15.85,15.85,16.15,4,570,9094,,INE387D01025,26-Mar-20,,
513502,BARODA EXTR.,X ,Q,0.24,0.24,0.24,0.24,0.24,0.24,2,101,24,,INE927K01023,26-Mar-20,,
513509,KALYANI FORG,T ,Q,82.35,82.35,82.2,82.3,82.2,85.75,2,300,24690,,INE314G01014,26-Mar-20,,
513517,STEELCAST   ,X ,Q,88,90,81.35,85,81.35,88,19,582,50760,,INE124E01020,26-Mar-20,,
513519,PITTIENG    ,B ,Q,20.35,23.95,20.35,23.2,23.2,22,7,833,19350,,INE450D01021,26-Mar-20,,
513528,GLITTEK GRAN,X ,Q,1.07,1.07,1.07,1.07,1.07,1.12,1,10,10,,INE741B01027,26-Mar-20,,
513536,GNRL        ,X ,Q,10,10,10,10,10,10,1,2,20,,INE207H01018,26-Mar-20,,
513554,MAHA STEEL  ,T ,Q,71,75,70.8,70.8,70.8,74.5,10,427,31061,,INE451L01014,26-Mar-20,,
513566,NOVA IRON&ST,XT,Q,2.29,2.29,2.29,2.29,2.29,2.29,1,18,41,,INE608C01026,26-Mar-20,,
513599,HIND.COPPER ,A ,Q,21,21.3,19.8,20.2,19.9,20.05,644,75496,1560749,,INE531E01026,26-Mar-20,,
513605,SRIPIPES    ,B ,Q,102.8,111.25,102.5,107.9,110,101.15,855,14138,1530283,,INE943C01027,26-Mar-20,,
513683,NLCINDIA    ,A ,Q,41.05,42.75,39,39.5,39.85,41.2,1175,49667,2005698,,INE589A01014,26-Mar-20,,
513691,JMT AUTO LTD,B ,Q,0.95,1.04,0.95,1.04,1.04,0.95,8,6504,6391,,INE988E01036,26-Mar-20,,
513699,SOLID STONE ,X ,Q,18.9,18.9,18.9,18.9,18.9,18.9,1,40,756,,INE584G01012,26-Mar-20,,
513709,SHILP GRAVUR,X ,Q,36,47.55,34,45,45,40.05,29,7569,310807,,INE960A01017,26-Mar-20,,
513713,WHITEORG    ,X ,Q,3.91,4.25,3.91,4.25,4.25,4.05,29,12919,54892,,INE146C01019,26-Mar-20,,
513729,ARO GRANITE ,B ,Q,17.95,19,17.5,17.5,17.5,19.4,66,1943,34966,,INE210C01013,26-Mar-20,,
514030,DEEPAK SPINN,X ,Q,56.5,61.9,54,61.25,61.9,56.3,5,3299,200403,,INE272C01013,26-Mar-20,,
514034,JBF IND.LTD ,T ,Q,8.25,8.25,8.2,8.2,8.2,8.6,5,903,7414,,INE187A01017,26-Mar-20,,
514043,HIMAT.SEIDE ,A ,Q,51,52.05,48.5,52.05,52.05,47.35,273,6949,359909,,INE049A01027,26-Mar-20,,
514045,BSL LTD.    ,B ,Q,20.75,20.75,19.8,19.8,19.8,20.8,28,851,17227,,INE594B01012,26-Mar-20,,
514087,PBM POLYTEX ,X ,Q,31.9,31.9,27.25,27.6,27.6,28.95,35,3243,90828,,INE501F01018,26-Mar-20,,
514142,TT LTD.     ,B ,Q,30.45,30.45,29.45,30,30,29.9,15,210,6303,,INE592B01016,26-Mar-20,,
514162,WELSPUN (I) ,A ,Q,21.5,23.65,20.35,20.75,20.75,21.5,1263,271004,5790578,,INE192B01031,26-Mar-20,,
514165,IND.ACRYLICS,X ,Q,6.48,6.99,6.04,6.94,6.8,6.48,117,50229,325159,,INE862B01013,26-Mar-20,,
514167,GANESH ECOSP,B ,Q,158,158,146.95,154,154,158.9,22,8004,1240044,,INE845D01014,26-Mar-20,,
514171,CEETA IND.  ,XT,Q,4.14,4.14,3.95,3.95,3.95,4.14,4,14,55,,INE760J01012,26-Mar-20,,
514183,BLA ROS IND ,X ,Q,60.5,65.85,60.5,65.85,65.85,62.75,216,18594,1207774,,INE761G01016,26-Mar-20,,
514211,SUMEET INDUS,B ,Q,1.38,1.4,1.38,1.4,1.4,1.35,3,41250,57109,,INE235C01010,26-Mar-20,,
514215,BINNY LTD.  ,X ,Q,61.35,61.35,58.3,60,60,61.35,14,547,32553,,INE118K01011,26-Mar-20,,
514234,SANGAM INDIA,B ,Q,35.35,35.35,35.35,35.35,35.35,37.2,96,1315,46485,,INE495C01010,26-Mar-20,,
514266,ZENITH FIBRE,X ,Q,28.2,28.55,23.15,27.2,27.2,28.9,98,15677,395119,,INE106C01013,26-Mar-20,,
514274,AARVEE DENIM,B ,Q,7.35,8.16,6.3,8.11,8.11,7.19,5,301,2438,,INE273D01019,26-Mar-20,,
514286,ASHIMA LTD. ,B ,Q,3.25,3.35,3.25,3.35,3.35,3.1,400,25501,84231,,INE440A01010,26-Mar-20,,
514300,PIONEER EMB ,B ,Q,17.35,18,17.35,18,18,16.7,5,2350,42072,,INE156C01018,26-Mar-20,,
514322,KAMADGIRI   ,X ,Q,31,31,31,31,31,29.55,5,401,12431,,INE535C01013,26-Mar-20,,
514332,NEOINFRA    ,X ,Q,18.5,18.5,18.5,18.5,18.5,18.5,1,100,1850,,INE216I01017,26-Mar-20,,
514360,KRRAIL      ,XT,Q,17.4,17.4,17.4,17.4,17.4,16.61,1,100,1740,,INE078T01026,26-Mar-20,,
514394,AJIL        ,X ,Q,57,57,57,57,57,58.15,5,92,5244,,INE022N01019,26-Mar-20,,
514418,MANORG      ,X ,Q,140.1,145,140.05,144.4,144.05,143,102,8408,1195472,,INE370D01013,26-Mar-20,,
514428,HINDU.ADHESI,X ,Q,69.95,70,63.35,70,70,69.95,8,821,57201,,INE074C01013,26-Mar-20,,
514448,JYOTI RESINS,X ,Q,102.05,122,102.05,112,112,102.05,21,365,42620,,INE577D01013,26-Mar-20,,
514450,MAHA.RUBTECH,X ,Q,26.8,31.9,24.1,28.5,28.5,26.6,26,1166,32849,,INE112D01035,26-Mar-20,,
514470,WIMSOME TEXT,B ,Q,15.5,16.5,15.2,15.5,15.5,16,13,2255,35427,,INE837B01031,26-Mar-20,,
515030,ASAHI IN.GLA,A ,Q,142,143.65,140,141.7,143,134,32,189,26756,,INE439A01020,26-Mar-20,,
515037,MURD.CERAM  ,B ,Q,9.1,9.45,9.1,9.45,9.45,9.05,9,1900,17874,,INE692B01014,26-Mar-20,,
515043,SAINT-GOBAIN,X ,Q,28.6,31.3,28.6,30.95,30.95,28.6,395,54941,1667300,,INE068B01017,26-Mar-20,,
515055,ANANTRAJ    ,B ,Q,16,17.6,16,17.6,17.6,16,60,8602,147622,,INE242C01024,26-Mar-20,,
515093,MADHAV MARB.,B ,Q,19.5,19.5,18.85,18.85,18.85,18.6,24,363,7021,,INE925C01016,26-Mar-20,,
515145,HIND.NAT.GLS,B ,Q,30,30,28.7,28.7,28.7,30.1,4,4,117,,INE952A01022,26-Mar-20,,
515147,HALDYN GLASS,X ,Q,19.05,21,19,19.4,19.9,19.25,45,5541,111087,,INE506D01020,26-Mar-20,,
516003,DUROPLY     ,X ,Q,22,25,22,24.9,24.9,24,9,191,4670,,INE932D01010,26-Mar-20,,
516007,MANGALAM TIM,T ,Q,8.58,8.58,8.58,8.58,8.58,9.03,6,16,137,,INE805B01012,26-Mar-20,,
516016,SHREYANS IND,B ,Q,63.35,69.55,63,65.4,65.4,58.75,120,5154,333480,,INE231C01019,26-Mar-20,,
516022,STAR PAPER  ,B ,Q,65.15,71.65,65.1,71.65,71.65,65.15,184,6183,439940,,INE733A01018,26-Mar-20,,
516030,YASHPAKKA   ,X ,Q,18.95,19.7,18.3,19.7,19.7,17.95,107,19683,385693,,INE551D01018,26-Mar-20,,
516072,VISHNU CHEM ,B ,Q,71.2,75,65,68.75,68.75,68,82,1486,105097,,INE270I01014,26-Mar-20,,
516082,N.R.AGARWAL ,B ,Q,130,148.4,130,138.35,138,132.9,198,2207,312167,,INE740D01017,26-Mar-20,,
516106,SH.KARTHIK P,X ,Q,3.69,3.69,3.69,3.69,3.69,3.69,2,350,1291,,INE538D01015,26-Mar-20,,
516108,S.I.PAPER   ,X ,Q,42,43,41.8,41.85,41.85,40.2,45,10095,424224,,INE088G01014,26-Mar-20,,
516110,SCANDENT    ,X ,Q,11.29,11.29,11.29,11.29,11.29,11.88,2,125,1411,,INE146N01016,26-Mar-20,,
517015,VINDHYA TELE,B ,Q,481,544.4,465,476.45,489.7,480,133,3185,1587952,,INE707A01012,26-Mar-20,,
517035,RUTTONSHA IN,X ,Q,28.1,28.2,28.05,28.2,28.2,29.5,3,5040,142123,,INE302D01016,26-Mar-20,,
517041,ADORWELDING ,B ,Q,179.9,179.95,173,179.95,179.95,163.6,14,176,31197,,INE045A01017,26-Mar-20,,
517059,SALZER ELEC ,B ,Q,62.75,67.85,60,67.85,67.85,59.65,23,1117,70566,,INE457F01013,26-Mar-20,,
517063,JETINFOTRAN ,X ,Q,19,19.95,19,19.75,19,20,3,1025,19494,,INE919C01019,26-Mar-20,,
517119,PCS TECH    ,X ,Q,2.38,2.38,2.28,2.28,2.28,2.38,4,1045,2387,,INE834B01012,26-Mar-20,,
517146,USHA MART.LT,B ,Q,12.25,13,12.25,12.9,12.9,11.9,252,19318,246027,,INE228A01035,26-Mar-20,,
517166,SPEL SEMICON,X ,Q,3.15,3.4,3.09,3.3,3.3,3.25,12,8834,27547,,INE252A01019,26-Mar-20,,
517168,SUBROS LTD. ,B ,Q,138.9,142.85,135,136.95,136.5,129.9,235,2899,401717,,INE287B01021,26-Mar-20,,
517174,HONEYWELL   ,A ,Q,24499.6,27595.05,24499.6,25693.7,25829.05,24188.35,362,527,13837211,,INE671A01010,26-Mar-20,,
517201,SWITCH.TECH.,X ,Q,26.7,26.7,26.7,26.7,26.7,28.1,1,100,2670,,INE311D01017,26-Mar-20,,
517206,LUMAX IND   ,B ,Q,805,805,755,796.35,795.4,735.25,48,440,341017,,INE162B01018,26-Mar-20,,
517214,DIGISPICE   ,B ,Q,3.5,3.5,3.5,3.5,3.5,3.68,3,700,2450,,INE927C01020,26-Mar-20,,
517224,SUJANA INDUS,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,100,19,,INE216G01011,26-Mar-20,,
517236,CALCOM VISIO,X ,Q,9.33,9.33,8.47,9.03,9.3,8.89,22,1642,14974,,INE216C01010,26-Mar-20,,
517238,DYNAVISION  ,XT,Q,29.9,29.9,29.9,29.9,29.9,29.9,1,50,1495,,INE083E01010,26-Mar-20,,
517264,FINELINE CI ,X ,Q,24,24.5,24,24.5,24.5,24,3,60,1465,,INE087E01011,26-Mar-20,,
517271,HBL P SYS   ,B ,Q,10.4,11.25,10.4,11.1,11.2,10.25,125,12206,135017,,INE292B01021,26-Mar-20,,
517288,GUJARATPOLY ,X ,Q,4.74,4.74,4.74,4.74,4.74,4.75,1,100,474,,INE541F01022,26-Mar-20,,
517300,GUJ.IND.POW.,B ,Q,48.9,49.8,47.75,48.1,47.75,47.8,175,14845,714362,,INE162A01010,26-Mar-20,,
517330,CMI LTD.    ,B ,Q,21.15,21.3,19.5,19.5,19.5,20.35,23,763,16065,,INE981B01011,26-Mar-20,,
517334,MOTHERSON SS,A ,Q,61.05,66.7,59.05,65.1,65.1,60.65,3433,740469,47235621,,INE775A01035,26-Mar-20,,
517344,MINDTECK (I),B ,Q,13.8,15.2,13.8,14.6,14.1,14.5,74,2006,28678,,INE110B01017,26-Mar-20,,
517354,HAVELLSINDIA,A ,Q,479.9,506.95,475.1,491.35,491.35,473.8,3171,93467,46109084,,INE176B01034,26-Mar-20,,
517356,ACI INFOCOM ,X ,Q,0.2,0.2,0.19,0.19,0.19,0.2,4,1292,254,,INE167B01025,26-Mar-20,,
517370,INCAP LTD.  ,XT,Q,22.9,22.9,22.9,22.9,22.9,24.1,1,100,2290,,INE437C01012,26-Mar-20,,
517380,IGARSHI MOT ,B ,Q,173.75,189.8,172.8,186.85,185,173.25,160,2463,460347,,INE188B01013,26-Mar-20,,
517385,SYMPHONY    ,A ,Q,723,795.6,721.55,770.3,770.3,723.6,392,2332,1778972,,INE225D01027,26-Mar-20,,
517417,PATEL AIRTEM,X ,Q,79.95,81,76.3,80.25,80,78.45,41,1952,154036,,INE082C01024,26-Mar-20,,
517421,BFLYGANDHI  ,B ,Q,93.5,101.95,92.25,101.3,101.95,93,99,1141,113100,,INE295F01017,26-Mar-20,,
517447,R.S.SOFTWARE,B ,Q,9.6,10.6,9.6,10.3,10.2,10.1,34,1942,19989,,INE165B01029,26-Mar-20,,
517449,MAGNA ELECTR,X ,Q,119.95,119.95,111,115.1,111,111,7,305,35115,,INE437D01010,26-Mar-20,,
517467,MARSONS     ,Z ,Q,5.38,5.38,5.38,5.38,5.38,5.28,4,71,381,,INE415B01044,26-Mar-20,,
517477,ELNET TECH. ,X ,Q,80,91,80,85.05,85.05,78,7,532,42747,,INE033C01019,26-Mar-20,,
517494,ACCEL       ,X ,Q,5.2,5.2,5.15,5.2,5.2,5.25,6,27,139,,INE258C01038,26-Mar-20,,
517498,WEBELSOLAR  ,B ,Q,13.5,13.55,13,13.15,13.15,12.95,70,2959,39990,,INE855C01015,26-Mar-20,,
517500,ROTO PUMPS  ,X ,Q,66,70.85,65,70.85,70.85,64.45,211,17217,1193233,,INE535D01029,26-Mar-20,,
517506,TTK PRESTIGE,A ,Q,4012.15,4452,3970,4330,4325,4039.25,174,360,1513262,,INE690A01010,26-Mar-20,,
517514,DHINDIA     ,X ,Q,13.1,14.95,12.75,14.45,14.95,12.55,22,1921,26450,,INE589D01018,26-Mar-20,,
517522,RAJ GLO WIR ,X ,Q,248.75,248.75,205,217.55,211.45,228,46,1495,313764,,INE451D01011,26-Mar-20,,
517530,SURANATP    ,B ,Q,2.72,2.95,2.72,2.95,2.95,3.33,26,1133,3311,,INE130B01031,26-Mar-20,,
517536,ONWARD TECHN,B ,Q,50,50.4,46.5,48.75,49,48.1,271,10223,502927,,INE229A01017,26-Mar-20,,
517544,CENTUM ELEC ,B ,Q,251.1,260,251,251,251,237.1,16,2123,543977,,INE320B01020,26-Mar-20,,
517546,ALFA TRANSFO,X ,Q,10.52,11.07,10.52,11.07,11.07,11.07,4,60002,640822,,INE209C01015,26-Mar-20,,
517548,STARLITE COM,X ,Q,2.51,2.51,2.43,2.43,2.43,2.47,7,6707,16306,,INE035C01022,26-Mar-20,,
517554,NHCFOODS    ,X ,Q,3.66,3.98,3.66,3.7,3.7,3.85,11,3485,13715,,INE141C01028,26-Mar-20,,
517562,TRIGYN TECH ,B ,Q,19.5,20.65,19.5,20.65,20.65,18.8,108,4302,87203,,INE948A01012,26-Mar-20,,
517569,KEI INDUST. ,A ,Q,233,243.05,233,243.05,243.05,231.5,90,942,228394,,INE878B01027,26-Mar-20,,
517571,IMPPOWERS   ,B ,Q,12.25,12.25,12.25,12.25,12.25,12.85,3,210,2572,,INE065B01013,26-Mar-20,,
518011,KEERTHI     ,XT,Q,30.8,30.8,30,30.75,30,30.8,2,11,338,,INE145L01012,26-Mar-20,,
518029,GUJ.SIDH.CEM,B ,Q,13.95,15.5,13.95,14.45,14.45,13.9,79,4410,63793,,INE542A01039,26-Mar-20,,
518091,ANJANI PORTL,B ,Q,97.4,101.35,89,101.35,101.35,95,69,561,53337,,INE071F01012,26-Mar-20,,
519003,MODINATURAL ,X ,Q,18.75,19.8,18.75,19.8,19.8,19.7,6,1203,23009,,INE537F01012,26-Mar-20,,
519091,TASTY BITE  ,B ,Q,8490,9151.75,8490,9069.2,9100,8344.3,34,62,560398,,INE488B01017,26-Mar-20,,
519105,AVT NATURAL ,B ,Q,21.7,23.75,21.7,22.45,22.45,21.45,55,4573,103316,,INE488D01021,26-Mar-20,,
519126,HIND.FOODS  ,B ,Q,485.65,485.65,485.65,485.65,485.65,462.55,12,147,71390,,INE254N01018,26-Mar-20,,
519136,NAHAR INDUST,B ,Q,17.55,20.4,16.5,17.95,18,17.6,35,1374,23022,,INE289A01011,26-Mar-20,,
519152,VADILAL ENT ,XT,Q,1050.75,1050.75,1050.75,1050.75,1050.75,1106.05,1,1,1050,,INE693D01018,26-Mar-20,,
519156,VADILAL IND ,B ,Q,409.6,443.25,394.05,433.35,443,403,119,405,172829,,INE694D01016,26-Mar-20,,
519183,ADF FOODS LT,B ,Q,155.4,161.35,150,159.75,159.75,146.7,234,6617,1017026,,INE982B01019,26-Mar-20,,
519216,AJANTA SOYA ,X ,Q,22.05,22.05,20.15,21.5,21.9,21,44,2859,59952,,INE601B01015,26-Mar-20,,
519238,SAPTARISHI A,XT,Q,6.1,6.1,6.1,6.1,6.1,6.35,1,500,3050,,INE233P01017,26-Mar-20,,
519248,JVL AGRO    ,Z ,Q,0.3,0.3,0.29,0.29,0.29,0.3,4,460,135,,INE430G01026,26-Mar-20,,
519260,SANWARIA    ,B ,Q,0.95,0.96,0.9,0.96,0.96,0.92,114,153509,146208,,INE890C01046,26-Mar-20,,
519287,MODERN DAIRI,X ,Q,1.9,1.9,1.82,1.9,1.9,1.81,17,1500,2770,,INE617B01011,26-Mar-20,,
519295,BAMBINO AGRO,X ,Q,87.2,97,87.2,96.55,97,92.8,10,98,9230,,INE921D01013,26-Mar-20,,
519307,VIKAS WSP   ,B ,Q,4.39,4.85,4.39,4.77,4.85,4.42,89,36769,168225,,INE706A01022,26-Mar-20,,
519319,JATALIA     ,XT,Q,4.35,4.35,4.35,4.35,4.35,4.51,1,1,4,,INE847M01011,26-Mar-20,,
519359,POONA DAL   ,X ,Q,19.5,19.5,17.3,18,18,18.95,10,482,8655,,INE809E01018,26-Mar-20,,
519383,ANIK INDS   ,B ,Q,6.39,6.9,6.39,6.9,6.9,6.72,4,1180,7581,,INE087B01017,26-Mar-20,,
519397,SHARAT INDUS,XT,Q,15.3,15.3,15,15,15,15.3,2,220,3306,,INE220Z01013,26-Mar-20,,
519421,KSE LIMITED ,XT,Q,961,1008.9,961,1008.9,1008.9,960.9,25,204,205527,,INE953E01014,26-Mar-20,,
519455,NARBADA     ,X ,Q,14.6,14.6,14.6,14.6,14.6,14.6,4,80,1168,,INE540C01021,26-Mar-20,,
519457,VIRAT CRANE ,X ,Q,15.25,15.25,15.2,15.25,15.25,15.25,8,1541,23495,,INE295C01014,26-Mar-20,,
519483,TAI INDUST. ,XT,Q,8.43,8.43,8.43,8.43,8.43,8.03,1,1,8,,INE358D01018,26-Mar-20,,
519491,OCEAN AGRO  ,X ,Q,15.15,15.15,15.15,15.15,15.15,15.9,1,10,151,,INE049J01010,26-Mar-20,,
519552,HERITGFOOD  ,A ,Q,179.1,188.15,164.2,188.15,188.15,171.05,66,653,119197,,INE978A01027,26-Mar-20,,
519566,SIMRAN FARMS,X ,Q,22.95,22.95,22.95,22.95,22.95,21.9,10,1601,36742,,INE354D01017,26-Mar-20,,
519588,DFM FOODS   ,B ,Q,180.2,191.9,180.2,181.15,181,180,121,6244,1156115,,INE456C01020,26-Mar-20,,
519600,CCL PRODUCTS,A ,Q,160.05,174,159,173.45,172.2,163.7,276,3753,635485,,INE421D01022,26-Mar-20,,
519602,KELLTONTEC  ,B ,Q,7,7.56,6.82,6.88,6.88,6.88,104,16287,117622,,INE164B01022,26-Mar-20,,
520008,RICO AUTO   ,B ,Q,17.55,19.45,17.55,19.15,19.45,17.8,200,20919,389130,,INE209B01025,26-Mar-20,,
520021,OMAX AUTOS. ,B ,Q,18.9,18.9,18.9,18.9,18.9,18.75,1,25,472,,INE090B01011,26-Mar-20,,
520043,MUNJAL SHOWA,B ,Q,56,62.2,56,62.05,62.2,56.55,398,5805,354042,,INE577A01027,26-Mar-20,,
520051,JAMNA AUTO  ,A ,Q,29.5,29.55,26.8,27.1,27.2,27.4,1070,103692,2926398,,INE039C01032,26-Mar-20,,
520056,SUNDAR.CLAY ,B ,Q,1450,1566.2,1443.5,1444.8,1444.8,1361.05,57,432,629558,,INE105A01035,26-Mar-20,,
520057,JTEKTINDIA  ,B ,Q,41.1,41.8,37.95,39.8,41.55,38.1,103,5865,231880,,INE643A01035,26-Mar-20,,
520059,MUNAUTO     ,B ,Q,22.35,26,22.35,26,26,21.7,416,21168,528159,,INE672B01032,26-Mar-20,,
520066,JAYBH.MARUTI,B ,Q,96.5,100.3,95.6,100.2,100.3,95.55,686,26748,2647226,,INE571B01028,26-Mar-20,,
520073,RACLGEAR    ,X ,Q,60.1,64.3,56,59.5,59.5,58.8,97,8146,502460,,INE704B01017,26-Mar-20,,
520075,SAMKRG PIST.,X ,Q,76,83.7,71,78.7,80,74.7,85,5666,443403,,INE706B01012,26-Mar-20,,
520086,SICAL LOG   ,B ,Q,4.95,5.46,4.95,5.46,5.46,5.2,64,6338,33300,,INE075B01012,26-Mar-20,,
520111,RATNAMNI MET,B ,Q,885,919.9,858.7,909.45,915,852.15,108,321,286644,,INE703B01027,26-Mar-20,,
520113,VESUVIUS IND,B ,Q,849.3,865,847,847.2,847,838.5,12,90,77266,,INE386A01015,26-Mar-20,,
520119,AUTOMOTIVE S,B ,Q,12.6,12.8,12.6,12.8,12.8,12.2,5,2509,32013,,INE900C01027,26-Mar-20,,
520123,ABC INDIA   ,X ,Q,35.2,35.2,34,35.2,35.2,32,10,527,18461,,INE125D01011,26-Mar-20,,
520127,BALURGHAT TE,X ,Q,4.98,4.98,4.98,4.98,4.98,5.24,1,50,249,,INE654B01014,26-Mar-20,,
520151,SHREY SH LOG,B ,Q,36.95,38.6,35.6,35.85,35.85,37.45,246,4879,174032,,INE757B01015,26-Mar-20,,
521016,INDO COUNT  ,B ,Q,23.3,24.45,23.3,24.45,24.45,23.3,35,5116,123082,,INE483B01026,26-Mar-20,,
521018,MARAL OVERS ,B ,Q,9.5,9.5,8.7,8.82,9.5,9.05,20,3076,27264,,INE882A01013,26-Mar-20,,
521064,TRIDENT     ,A ,Q,3.5,3.75,3.41,3.65,3.65,3.41,619,500003,1812214,,INE064C01022,26-Mar-20,,
521070,ALOK INDS.  ,B ,Q,4.55,4.55,4.55,4.55,4.55,4.78,138,86333,392815,,INE270A01029,26-Mar-20,,
521097,AMARJOTHI SP,X ,Q,47.95,47.95,42.55,44.1,44,43.9,38,1418,62756,,INE484D01012,26-Mar-20,,
521113,SUDITI IND. ,X ,Q,8.01,8.91,7.78,8.91,8.91,7.78,10,5520,45612,,INE691D01012,26-Mar-20,,
521151,DHANLXMI FAB,X ,Q,15.65,15.65,15.65,15.65,15.65,16.45,1,3,46,,INE953D01016,26-Mar-20,,
521163,ZODIAC CLOTH,B ,Q,107.1,108,94,94.05,94.05,90.1,18,17633,1891059,,INE206B01013,26-Mar-20,,
521167,FRONT BUSS  ,X ,Q,0.76,0.76,0.76,0.76,0.76,0.77,1,1,0,,INE485D01035,26-Mar-20,,
521180,SUPER SPIN. ,B ,Q,2.45,2.45,2.45,2.45,2.45,2.47,1,5,12,,INE662A01027,26-Mar-20,,
521188,UNITED TEXT.,XT,Q,6.8,6.8,6.8,6.8,6.8,7.12,1,20,136,,INE727E01012,26-Mar-20,,
521200,SURYLAK.COTT,B ,Q,13,13.5,12.75,13.5,13.5,13.05,63,2941,38202,,INE713B01026,26-Mar-20,,
521206,SAMTEX FASH.,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,1,6,2,,INE931D01020,26-Mar-20,,
521216,DHAN ROTO SP,X ,Q,11.15,11.65,11.15,11.2,11.2,11.1,9,3798,44223,,INE220C01012,26-Mar-20,,
521220,DAMOINDUS   ,B ,Q,21.45,21.45,15.3,18.6,20.5,18.2,44,10261,187773,,INE497D01022,26-Mar-20,,
521226,UNI ROYAL IN,X ,Q,7.88,7.88,7.88,7.88,7.88,8.29,1,1000,7880,,INE980D01019,26-Mar-20,,
521228,TATIA GLOB  ,X ,Q,0.24,0.24,0.24,0.24,0.24,0.24,3,3515,843,,INE083G01031,26-Mar-20,,
521240,SAMBANDAM SP,X ,Q,50.5,52,50,50.55,50.5,50.5,11,370,18787,,INE304D01012,26-Mar-20,,
