Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,07082023,1492420947,0002146"
"Trade Date <07-AUG-2023>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,1018GS2026,GS,5,5,100.00"
"20,2,182D071223,TB,100,100,100.00"
"20,3,182D121023,TB,100,100,100.00"
"20,4,182D170823,TB,600,600,100.00"
"20,5,182D250124,TB,1000,1000,100.00"
"20,6,21STCENMGM,EQ,7844,7822,99.72"
"20,7,360ONE,EQ,82178,49436,60.16"
"20,8,364D020524,TB,3000,3000,100.00"
"20,9,364D060624,TB,13000,13000,100.00"
"20,10,364D070923,TB,100,100,100.00"
"20,11,364D071223,TB,1500,1500,100.00"
"20,12,364D180724,TB,25000,25000,100.00"
"20,13,364D280923,TB,100,100,100.00"
"20,14,3IINFOLTD,EQ,321740,185778,57.74"
"20,15,3MINDIA,EQ,5426,3006,55.40"
"20,16,456GS2023,GS,2800,2800,100.00"
"20,17,515GS2025,GS,4,4,100.00"
"20,18,563GS2026,GS,12,12,100.00"
"20,19,574GS2026,GS,25000,25000,100.00"
"20,20,5PAISA,EQ,190487,58917,30.93"
"20,21,610GS2031,GS,2,2,100.00"
"20,22,619GS2034,GS,9,8,88.89"
"20,23,63MOONS,EQ,105408,41882,39.73"
"20,24,667GS2035,GS,7,7,100.00"
"20,25,667GS2050,GS,2233,2233,100.00"
"20,26,669GS2024,GS,9268,9267,99.99"
"20,27,689GS2025,GS,1,1,100.00"
"20,28,68GS2060,GS,735,735,100.00"
"20,29,695GS2061,GS,100,100,100.00"
"20,30,699GS2026,GS,487,487,100.00"
"20,31,699GS2051,GS,508,508,100.00"
"20,32,706GS2028,GS,30297,25830,85.26"
"20,33,710GS2029,GS,11700,10500,89.74"
"20,34,717GS2030,GS,3201,3201,100.00"
"20,35,718GS2037,GS,250,250,100.00"
"20,36,725GS2063,GS,7950,7950,100.00"
"20,37,726GS2032,GS,2,1,50.00"
"20,38,726GS2033,GS,3599,3599,100.00"
"20,39,727GS2026,GS,1,1,100.00"
