Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,09112022,1247636572,0002137"
"Trade Date <09-NOV-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,182D260123,TB,200,200,100.00"
"20,2,20MICRONS,EQ,163693,94524,57.74"
"20,3,21STCENMGM,EQ,4899,4765,97.26"
"20,4,364D030823,TB,400,400,100.00"
"20,5,364D200723,TB,5000,5000,100.00"
"20,6,3IINFOLTD,EQ,916527,591064,64.49"
"20,7,3MINDIA,EQ,27624,7684,27.82"
"20,8,3PLAND,EQ,5605,4418,78.82"
"20,9,426GS2023,GS,50,50,100.00"
"20,10,4THDIM,EQ,456,456,100.00"
"20,11,563GS2026,GS,2,2,100.00"
"20,12,5PAISA,EQ,20494,12770,62.31"
"20,13,610GS2031,GS,100,100,100.00"
"20,14,63MOONS,EQ,74711,35675,47.75"
"20,15,664GS2035,GS,201,201,100.00"
"20,16,667GS2035,GS,3,3,100.00"
"20,17,667GS2050,GS,560,550,98.21"
"20,18,676GS2061,GS,102,102,100.00"
"20,19,695GS2061,GS,2814,2814,100.00"
"20,20,699GS2051,GS,2557,2557,100.00"
"20,21,710GS2029,GS,9720,9720,100.00"
"20,22,716GS2050,GS,1,1,100.00"
"20,23,726GS2029,GS,100,100,100.00"
"20,24,726GS2032,GS,1602,1451,90.57"
"20,25,727GS2026,GS,2046,2046,100.00"
"20,26,736GS2052,GS,23750,22750,95.79"
"20,27,738GS2027,GS,1418,1418,100.00"
"20,28,74GS2062,GS,40,40,100.00"
"20,29,754GS2036,GS,63855,63855,100.00"
"20,30,91D081222,TB,1900,1900,100.00"
"20,31,91D171122,TB,100,100,100.00"
"20,32,92GS2030,GS,5963,5963,100.00"
"20,33,A2ZINFRA,EQ,976928,559552,57.28"
"20,34,AAATECH,SM,9000,9000,100.00"
"20,35,AAKASH,EQ,2184086,794047,36.36"
"20,36,AAREYDRUGS,EQ,24707,13943,56.43"
"20,37,AARTIDRUGS,EQ,62655,24963,39.84"
"20,38,AARTIIND,EQ,558692,208826,37.38"
"20,39,AARTISURF,EQ,10397,6581,63.30"
"20,40,AARVEEDEN,EQ,7165,4037,56.34"
"20,41,AARVI,EQ,21347,11960,56.03"
"20,42,AAVAS,EQ,221161,159071,71.93"
"20,43,ABAN,EQ,101535,57402,56.53"
"20,44,ABB,EQ,251189,93550,37.24"
"20,45,ABBOTINDIA,EQ,9689,4520,46.65"
"20,46,ABCAPITAL,EQ,8057127,2914190,36.17"
"20,47,ABFRL,EQ,5315193,2971619,55.91"
"20,48,ABSLAMC,EQ,48288,23132,47.90"
"20,49,ABSLBANETF,EQ,7576,6990,92.27"
"20,50,ABSLNN50ET,EQ,4392,2855,65.00"
"20,51,ACC,EQ,675313,257392,38.11"
"20,52,ACCELYA,EQ,233118,97481,41.82"
"20,53,ACCURACY,EQ,95829,48584,50.70"
"20,54,ACE,EQ,897695,338220,37.68"
"20,55,ACEINTEG,EQ,54962,35402,64.41"
"20,56,ACRYSIL,EQ,223921,163661,73.09"
"20,57,ADANIENT,EQ,3732472,457260,12.25"
"20,58,ADANIGREEN,EQ,1739571,603136,34.67"
"20,59,ADANIPORTS,EQ,20088415,4798962,23.89"
"20,60,ADANITRANS,EQ,755739,291893,38.62"
"20,61,ADFFOODS,EQ,50097,31942,63.76"
"20,62,ADORWELD,EQ,33749,22329,66.16"
"20,63,ADROITINFO,EQ,127175,118246,92.98"
"20,64,ADSL,EQ,359674,202481,56.30"
"20,65,ADVANIHOTR,EQ,24381,14399,59.06"
"20,66,ADVENZYMES,EQ,210412,94928,45.12"
"20,67,AEGISCHEM,EQ,2827477,642738,22.73"
"20,68,AETHER,EQ,152591,85670,56.14"
"20,69,AFFLE,EQ,644230,269640,41.85"
"20,70,AGARIND,EQ,94879,41896,44.16"
"20,71,AGI,EQ,201992,83490,41.33"
"20,72,AGNI,SM,60000,60000,100.00"
"20,73,AGRITECH,EQ,5976,3750,62.75"
"20,74,AGROPHOS,EQ,87302,59219,67.83"
"20,75,AGSTRA,EQ,248842,152299,61.20"
"20,76,AHLUCONT,EQ,14960,9156,61.20"
"20,77,AIAENG,EQ,21737,11551,53.14"
"20,78,AILIMITED,SM,6000,3000,50.00"
"20,79,AIRAN,EQ,147019,98208,66.80"
"20,80,AIROLAM,EQ,29739,18057,60.72"
"20,81,AIRTELPP,E1,211426,118571,56.08"
"20,82,AISL,SM,1200,1200,100.00"
"20,83,AJANTPHARM,EQ,54961,34948,63.59"
"20,84,AJMERA,EQ,36584,17561,48.00"
"20,85,AJOONI,EQ,991930,707947,71.37"
"20,86,AJRINFRA,EQ,747263,655683,87.74"
"20,87,AKASH,EQ,31849,24325,76.38"
"20,88,AKSHAR,EQ,11125,11125,100.00"
"20,89,AKSHARCHEM,EQ,5261,3638,69.15"
"20,90,AKSHOPTFBR,EQ,369298,212279,57.48"
"20,91,AKZOINDIA,EQ,22384,10256,45.82"
"20,92,ALANKIT,EQ,142818,94537,66.19"
"20,93,ALBERTDAVD,EQ,3536,2245,63.49"
"20,94,ALEMBICLTD,EQ,217318,123527,56.84"
"20,95,ALICON,EQ,7656,4213,55.03"
"20,96,ALKALI,EQ,59168,29523,49.90"
"20,97,ALKEM,EQ,24110,6124,25.40"
"20,98,ALKYLAMINE,EQ,40440,20182,49.91"
"20,99,ALLCARGO,EQ,724613,352828,48.69"
"20,100,ALLSEC,EQ,31013,20007,64.51"
"20,101,ALMONDZ,EQ,13330,9517,71.40"
"20,102,ALPA,EQ,62855,24974,39.73"
"20,103,ALPHAGEO,EQ,9925,7017,70.70"
"20,104,ALPSINDUS,EQ,63476,63191,99.55"
"20,105,AMARAJABAT,EQ,3860678,878878,22.76"
"20,106,AMBANIORG,SM,8000,8000,100.00"
"20,107,AMBER,EQ,33850,21787,64.36"
"20,108,AMBIKCO,EQ,50117,12311,24.56"
"20,109,AMBUJACEM,EQ,10307830,4394069,42.63"
"20,110,AMEYA,SM,20000,16000,80.00"
"20,111,AMIORG,EQ,61029,32371,53.04"
"20,112,AMJLAND,EQ,25848,16858,65.22"
"20,113,AMRUTANJAN,EQ,10733,5423,50.53"
"20,114,ANANDRATHI,EQ,36882,23524,63.78"
"20,115,ANANTRAJ,EQ,3832231,2023655,52.81"
"20,116,ANDHRAPAP,EQ,90813,52910,58.26"
"20,117,ANDHRSUGAR,EQ,130768,72578,55.50"
"20,118,ANDREWYU,EQ,83486,49688,59.52"
"20,119,ANGELONE,EQ,294558,165845,56.30"
"20,120,ANIKINDS,EQ,106070,57209,53.94"
"20,121,ANKITMETAL,EQ,149962,103297,68.88"
"20,122,ANMOL,EQ,27308,13480,49.36"
"20,123,ANNAPURNA,SM,110000,66000,60.00"
"20,124,ANTGRAPHIC,EQ,455664,260704,57.21"
"20,125,ANUP,EQ,6680,4500,67.37"
"20,126,ANURAS,EQ,80099,32325,40.36"
"20,127,APARINDS,EQ,95044,50796,53.44"
"20,128,APCL,EQ,43203,23551,54.51"
"20,129,APCOTEXIND,EQ,101340,52198,51.51"
"20,130,APEX,EQ,61415,29744,48.43"
"20,131,APLAPOLLO,EQ,705890,343628,48.68"
"20,132,APLLTD,EQ,303676,239818,78.97"
"20,133,APOLLOHOSP,EQ,378028,170057,44.99"
"20,134,APOLLOPIPE,EQ,25560,17049,66.70"
"20,135,APOLLOTYRE,EQ,4248129,824685,19.41"
"20,136,APOLSINHOT,EQ,3335,2002,60.03"
"20,137,APTECHT,EQ,156071,54022,34.61"
"20,138,APTUS,EQ,646820,179651,27.77"
"20,139,ARCHIDPLY,EQ,184213,117922,64.01"
"20,140,ARCHIES,EQ,29760,20599,69.22"
"20,141,ARENTERP,EQ,2482,1486,59.87"
"20,142,ARIES,EQ,13196,7914,59.97"
"20,143,ARIHANTCAP,EQ,208741,68597,32.86"
"20,144,ARIHANTSUP,EQ,355627,181517,51.04"
"20,145,ARMANFIN,EQ,7312,3811,52.12"
"20,146,AROGRANITE,EQ,13306,9306,69.94"
"20,147,ARSHIYA,EQ,578496,432809,74.82"
"20,148,ARTEMISMED,EQ,342159,227504,66.49"
"20,149,ARTNIRMAN,EQ,16087,15002,93.26"
"20,150,ARVEE,EQ,1732,869,50.17"
"20,151,ARVIND,EQ,3111810,1367208,43.94"
"20,152,ARVINDFASN,EQ,211126,83329,39.47"
"20,153,ARVSMART,EQ,145134,80344,55.36"
"20,154,ASAHIINDIA,EQ,67575,27035,40.01"
"20,155,ASAHISONG,EQ,45933,41684,90.75"
"20,156,ASAL,EQ,21925,12499,57.01"
"20,157,ASALCBR,EQ,31533,17148,54.38"
"20,158,ASHAPURMIN,EQ,176846,118029,66.74"
"20,159,ASHIANA,EQ,110999,57914,52.18"
"20,160,ASHIMASYN,EQ,48368,34117,70.54"
"20,161,ASHOKA,EQ,652770,385567,59.07"
"20,162,ASHOKLEY,EQ,15145032,5818259,38.42"
"20,163,ASIANENE,EQ,162838,125278,76.93"
"20,164,ASIANHOTNR,EQ,6653,3707,55.72"
"20,165,ASIANPAINT,EQ,1391333,918519,66.02"
"20,166,ASIANTILES,EQ,621839,523047,84.11"
